class,tf,symbol,ts,action,field,was,now
crypto,1m,BTC_USD,2023-08-21 20:01:00,drop_bar,,2.613,
crypto,1m,BTC_USD,2023-08-25 03:47:00,drop_bar,,2.6098,
crypto,1m,BTC_USD,2023-08-25 16:22:00,drop_bar,,2.5994,
crypto,1m,BTC_USD,2023-08-26 15:09:00,drop_bar,,2.6076,
crypto,1m,BTC_USD,2023-09-02 19:04:00,drop_bar,,2.5805,
crypto,1m,BTC_USD,2023-09-03 16:30:00,drop_bar,,2.5883,
crypto,1m,BTC_USD,2023-09-05 17:01:00,drop_bar,,2.5735,
crypto,1m,BTC_USD,2023-09-07 05:06:00,drop_bar,,2.581,
crypto,1m,BTC_USD,2023-09-14 12:06:00,drop_bar,,2.6475,
crypto,1m,DOT_USD,2023-06-07 22:41:00,drop_bar,,0.0005,
crypto,1m,DOT_USD,2023-06-08 03:45:00,drop_bar,,0.0005,
crypto,1m,DOT_USD,2023-06-08 08:39:00,drop_bar,,0.0005,
crypto,1m,DOT_USD,2023-06-09 08:22:00,drop_bar,,0.0005,
crypto,1m,DOT_USD,2023-07-29 11:55:00,drop_bar,,0.00022236,
crypto,1m,ETH_USD,2023-12-19 15:55:00,drop_bar,,0.74895,
crypto,1m,HBAR_USD,2023-07-30 07:41:00,drop_bar,,0.00386,
crypto,1m,HBAR_USD,2023-07-30 11:10:00,drop_bar,,0.00387,
crypto,1m,HBAR_USD,2023-12-07 10:09:00,drop_bar,,0.0005424,
crypto,1m,LTC_USD,2023-09-09 09:54:00,drop_bar,,2.094e-05,
crypto,1m,SOL_USD,2023-12-12 17:37:00,drop_bar,,2.24e-06,
crypto,1m,SOL_USD,2023-12-16 08:04:00,drop_bar,,0.01656,
crypto,1m,SOL_USD,2023-12-20 14:12:00,drop_bar,,0.45911,
crypto,1m,TRX_USD,2023-12-12 18:34:00,drop_bar,,13.42,
crypto,1m,UNI_USD,2023-06-01 03:55:00,drop_bar,,0.0005,
crypto,1m,XLM_USD,2023-12-13 20:34:00,drop_bar,,402.56,
crypto,1m,XRP_USD,2023-12-13 16:04:00,drop_bar,,38.871,
crypto,1m,XRP_USD,2023-12-14 15:31:00,drop_bar,,0.001397,
crypto,1m,XTZ_USD,2023-12-19 20:29:00,drop_bar,,374.93,
crypto,4h,BTC_USD,2023-08-01 12:00:00,drop_bar,,2.8954,
crypto,15m,ADA_USD,2023-07-26 22:00:00,clamp_wick,Low,0.0265,0.3069
crypto,15m,AVAX_USD,2023-07-27 11:15:00,clamp_wick,Low,0.632717,13.35
crypto,15m,AVAX_USD,2023-07-29 08:15:00,clamp_wick,Low,2.65e-06,13.19
crypto,15m,BCH_USD,2023-06-30 21:30:00,clamp_wick,Low,0.0306,306.8
crypto,15m,BCH_USD,2023-07-10 07:30:00,clamp_wick,Low,0.0264,264.5
crypto,15m,BCH_USD,2023-07-20 09:00:00,clamp_wick,Low,0.0248,248.6
crypto,15m,BCH_USD,2023-09-12 16:30:00,clamp_wick,Low,0.0207,207.5
crypto,15m,BCH_USD,2023-12-12 14:15:00,clamp_wick,Low,4.569,232.5
crypto,15m,BCH_USD,2023-12-13 09:00:00,clamp_wick,Low,0.02965,228.8
crypto,15m,BCH_USD,2023-12-20 13:30:00,clamp_wick,Low,0.0302,230.2
crypto,15m,BNB_USD,2023-07-26 14:45:00,clamp_wick,Low,0.2118,238.2
crypto,15m,BNB_USD,2023-12-14 15:30:00,clamp_wick,Low,0.25069,250.1
crypto,15m,BTC_USD,2023-03-30 01:45:00,drop_bar,,2.835,
crypto,15m,BTC_USD,2023-06-15 23:30:00,drop_bar,,2.5571,
crypto,15m,BTC_USD,2023-06-21 08:15:00,drop_bar,,2.885,
crypto,15m,BTC_USD,2023-07-10 07:15:00,drop_bar,,3.009,
crypto,15m,BTC_USD,2023-07-10 23:00:00,drop_bar,,3.0372,
crypto,15m,BTC_USD,2023-07-20 17:15:00,drop_bar,,2.9718,
crypto,15m,BTC_USD,2023-07-25 18:00:00,drop_bar,,2.9288,
crypto,15m,BTC_USD,2023-07-26 17:15:00,drop_bar,,2.9292,
crypto,15m,BTC_USD,2023-08-01 15:45:00,drop_bar,,2.8954,
crypto,15m,BTC_USD,2023-04-10 15:15:00,clamp_wick,Low,2.8413,28415.01
crypto,15m,BTC_USD,2023-04-12 01:30:00,clamp_wick,Low,3.0245,30175.01
crypto,15m,BTC_USD,2023-05-06 21:30:00,clamp_wick,Low,2.876,28665.47
crypto,15m,BTC_USD,2023-05-14 02:30:00,clamp_wick,Low,2.677,26776.44
crypto,15m,BTC_USD,2023-05-15 17:30:00,clamp_wick,Low,2.747,27449.98
crypto,15m,BTC_USD,2023-05-28 18:45:00,clamp_wick,Low,2.761,27589.75
crypto,15m,BTC_USD,2023-05-29 15:30:00,clamp_wick,Low,2.7588,27650.99
crypto,15m,BTC_USD,2023-06-06 01:30:00,clamp_wick,Low,2.563,25639.24
crypto,15m,BTC_USD,2023-06-09 17:30:00,clamp_wick,Low,2.6509,26484.03
crypto,15m,BTC_USD,2023-06-16 07:00:00,clamp_wick,Low,2.5585,25578.59
crypto,15m,BTC_USD,2023-06-16 14:30:00,clamp_wick,Low,2.5496,25492.0
crypto,15m,BTC_USD,2023-06-19 12:30:00,clamp_wick,Low,2.6514,26524.75
crypto,15m,BTC_USD,2023-06-19 19:30:00,clamp_wick,Low,2.6594,26652.01
crypto,15m,BTC_USD,2023-06-20 13:15:00,clamp_wick,Low,2.6886,26870.95
crypto,15m,BTC_USD,2023-06-20 23:30:00,clamp_wick,Low,2.825,28302.66
crypto,15m,BTC_USD,2023-06-21 06:00:00,clamp_wick,Low,2.8925,28852.0
crypto,15m,BTC_USD,2023-06-21 07:15:00,clamp_wick,Low,2.887,28838.0
crypto,15m,BTC_USD,2023-06-21 08:30:00,clamp_wick,Low,2.884,28823.99
crypto,15m,BTC_USD,2023-06-21 16:00:00,clamp_wick,Low,2.9922,29851.58
crypto,15m,BTC_USD,2023-06-22 05:00:00,clamp_wick,Low,3.0304,30310.0
crypto,15m,BTC_USD,2023-06-28 05:15:00,clamp_wick,Low,3.0408,30391.61
crypto,15m,BTC_USD,2023-06-29 13:45:00,clamp_wick,Low,3.068,30564.0
crypto,15m,BTC_USD,2023-06-29 14:30:00,clamp_wick,Low,3.0552,30539.5
crypto,15m,BTC_USD,2023-06-30 16:00:00,clamp_wick,Low,3.002,30016.46
crypto,15m,BTC_USD,2023-06-30 17:30:00,clamp_wick,Low,3.0542,30547.27
crypto,15m,BTC_USD,2023-07-01 12:00:00,clamp_wick,Low,3.054,30523.02
crypto,15m,BTC_USD,2023-07-03 07:45:00,clamp_wick,Low,3.066,30667.19
crypto,15m,BTC_USD,2023-07-03 10:15:00,clamp_wick,Low,3.0622,30613.98
crypto,15m,BTC_USD,2023-07-03 14:30:00,clamp_wick,Low,3.0708,30670.0
crypto,15m,BTC_USD,2023-07-03 22:15:00,clamp_wick,Low,3.1116,31070.0
crypto,15m,BTC_USD,2023-07-08 19:45:00,clamp_wick,Low,3.0112,30112.0
crypto,15m,BTC_USD,2023-07-09 01:15:00,clamp_wick,Low,3.0352,30356.0
crypto,15m,BTC_USD,2023-07-09 01:30:00,clamp_wick,Low,3.03,30321.41
crypto,15m,BTC_USD,2023-07-10 03:45:00,clamp_wick,Low,3.0162,30156.17
crypto,15m,BTC_USD,2023-07-11 06:15:00,clamp_wick,Low,3.0495,30539.97
crypto,15m,BTC_USD,2023-07-11 08:00:00,clamp_wick,Low,3.0548,30535.38
crypto,15m,BTC_USD,2023-07-11 23:30:00,clamp_wick,Low,3.0608,30603.53
crypto,15m,BTC_USD,2023-07-12 06:30:00,clamp_wick,Low,3.0746,30734.0
crypto,15m,BTC_USD,2023-07-12 13:15:00,clamp_wick,Low,3.079,30658.0
crypto,15m,BTC_USD,2023-07-13 06:45:00,clamp_wick,Low,3.0373,30349.77
crypto,15m,BTC_USD,2023-07-14 14:45:00,clamp_wick,Low,3.1215,31239.98
crypto,15m,BTC_USD,2023-07-16 07:00:00,clamp_wick,Low,3.025,30258.76
crypto,15m,BTC_USD,2023-07-16 11:45:00,clamp_wick,Low,3.0318,30306.01
crypto,15m,BTC_USD,2023-07-16 16:15:00,clamp_wick,Low,3.032,30362.65
crypto,15m,BTC_USD,2023-07-17 18:00:00,clamp_wick,Low,3.0052,29989.32
crypto,15m,BTC_USD,2023-07-18 12:15:00,clamp_wick,Low,2.988,29849.56
crypto,15m,BTC_USD,2023-07-18 22:45:00,clamp_wick,Low,2.9812,29808.18
crypto,15m,BTC_USD,2023-07-19 02:30:00,clamp_wick,Low,3.0007,29972.01
crypto,15m,BTC_USD,2023-07-19 11:00:00,clamp_wick,Low,2.9995,29987.99
crypto,15m,BTC_USD,2023-07-19 23:15:00,clamp_wick,Low,2.9904,29861.99
crypto,15m,BTC_USD,2023-07-20 00:30:00,clamp_wick,Low,2.9902,29913.99
crypto,15m,BTC_USD,2023-07-20 02:15:00,clamp_wick,Low,3.0012,30023.41
crypto,15m,BTC_USD,2023-07-20 06:45:00,clamp_wick,Low,3.0113,30108.6
crypto,15m,BTC_USD,2023-07-21 13:30:00,clamp_wick,Low,2.986,29850.47
crypto,15m,BTC_USD,2023-07-24 03:45:00,clamp_wick,Low,2.971,29693.75
crypto,15m,BTC_USD,2023-07-24 10:00:00,clamp_wick,Low,2.9275,29178.0
crypto,15m,BTC_USD,2023-07-24 14:15:00,clamp_wick,Low,2.9094,29088.63
crypto,15m,BTC_USD,2023-07-26 05:00:00,clamp_wick,Low,2.921,29201.2
crypto,15m,BTC_USD,2023-07-26 05:45:00,clamp_wick,Low,2.9264,29259.3
crypto,15m,BTC_USD,2023-07-26 08:45:00,clamp_wick,Low,2.923,29222.66
crypto,15m,BTC_USD,2023-07-26 17:00:00,clamp_wick,Low,2.9317,29283.99
crypto,15m,BTC_USD,2023-07-26 20:45:00,clamp_wick,Low,9.014,29578.09
crypto,15m,BTC_USD,2023-07-27 00:30:00,clamp_wick,Low,2.934,29316.8
crypto,15m,BTC_USD,2023-07-28 13:30:00,clamp_wick,Low,2.927,29277.22
crypto,15m,BTC_USD,2023-07-31 11:15:00,clamp_wick,Low,2.9398,29386.22
crypto,15m,BTC_USD,2023-08-01 22:30:00,clamp_wick,Low,2.9204,29218.0
crypto,15m,BTC_USD,2023-08-02 16:15:00,clamp_wick,Low,2.9265,29262.5
crypto,15m,BTC_USD,2023-08-03 00:45:00,clamp_wick,Low,2.9197,29170.68
crypto,15m,BTC_USD,2023-08-03 07:30:00,clamp_wick,Low,2.905,29035.66
crypto,15m,BTC_USD,2023-08-04 14:15:00,clamp_wick,Low,2.9218,29210.43
crypto,15m,BTC_USD,2023-08-06 09:00:00,clamp_wick,Low,2.9096,29082.02
crypto,15m,BTC_USD,2023-08-06 15:45:00,clamp_wick,Low,2.902,29012.93
crypto,15m,BTC_USD,2023-08-07 07:45:00,clamp_wick,Low,2.9066,29082.65
crypto,15m,BTC_USD,2023-08-07 18:30:00,clamp_wick,Low,2.9176,29140.27
crypto,15m,BTC_USD,2023-08-08 00:15:00,clamp_wick,Low,2.92,29195.37
crypto,15m,BTC_USD,2023-08-08 11:00:00,clamp_wick,Low,2.935,29288.01
crypto,15m,BTC_USD,2023-08-08 15:30:00,clamp_wick,Low,2.957,29506.96
crypto,15m,BTC_USD,2023-08-08 16:30:00,clamp_wick,Low,2.9636,29617.99
crypto,15m,BTC_USD,2023-08-08 18:15:00,clamp_wick,Low,2.9898,29880.76
crypto,15m,BTC_USD,2023-08-09 22:45:00,clamp_wick,Low,2.9568,29564.31
crypto,15m,BTC_USD,2023-08-10 15:15:00,clamp_wick,Low,2.9458,29469.28
crypto,15m,BTC_USD,2023-08-15 11:45:00,clamp_wick,Low,2.9376,29366.0
crypto,15m,BTC_USD,2023-08-15 22:45:00,clamp_wick,Low,2.9204,29183.62
crypto,15m,BTC_USD,2023-08-16 06:45:00,clamp_wick,Low,2.917,29182.15
crypto,15m,BTC_USD,2023-08-16 18:15:00,clamp_wick,Low,2.9194,29130.0
crypto,15m,BTC_USD,2023-08-16 22:30:00,clamp_wick,Low,2.8944,28934.56
crypto,15m,BTC_USD,2023-08-17 10:45:00,clamp_wick,Low,2.8533,28540.0
crypto,15m,BTC_USD,2023-08-17 13:30:00,clamp_wick,Low,2.8428,28426.0
crypto,15m,BTC_USD,2023-08-18 14:00:00,clamp_wick,Low,2.6211,26192.0
crypto,15m,BTC_USD,2023-08-18 18:15:00,clamp_wick,Low,2.6044,25940.97
crypto,15m,BTC_USD,2023-08-18 22:45:00,clamp_wick,Low,2.6068,26071.99
crypto,15m,BTC_USD,2023-08-19 07:30:00,clamp_wick,Low,2.5876,25830.8
crypto,15m,BTC_USD,2023-08-20 15:00:00,clamp_wick,Low,2.5998,26062.86
crypto,15m,BTC_USD,2023-08-20 20:00:00,clamp_wick,Low,2.6152,26137.25
crypto,15m,BTC_USD,2023-08-21 02:00:00,clamp_wick,Low,2.614,26146.14
crypto,15m,BTC_USD,2023-08-21 14:15:00,clamp_wick,Low,2.6062,26062.0
crypto,15m,BTC_USD,2023-08-21 20:00:00,clamp_wick,Low,2.6124,26097.73
crypto,15m,BTC_USD,2023-08-25 03:45:00,clamp_wick,Low,2.6092,26103.0
crypto,15m,BTC_USD,2023-08-25 16:15:00,clamp_wick,Low,2.5972,25960.88
crypto,15m,BTC_USD,2023-08-26 15:00:00,clamp_wick,Low,2.6076,26062.01
crypto,15m,BTC_USD,2023-09-02 19:00:00,clamp_wick,Low,2.58,25809.62
crypto,15m,BTC_USD,2023-09-05 17:00:00,clamp_wick,Low,2.5735,25739.58
crypto,15m,BTC_USD,2023-09-07 05:00:00,clamp_wick,Low,2.581,25798.4
crypto,15m,BTC_USD,2023-09-14 12:00:00,clamp_wick,Low,2.6455,26446.15
crypto,15m,DOT_USD,2023-06-07 22:30:00,clamp_wick,Low,0.0005,4.999
crypto,15m,DOT_USD,2023-06-08 08:30:00,clamp_wick,Low,0.0005,5.002
crypto,15m,DOT_USD,2023-06-09 08:15:00,clamp_wick,Low,0.0005,4.991
crypto,15m,DOT_USD,2023-07-29 11:45:00,clamp_wick,Low,0.00022235,5.227
crypto,15m,ETH_USD,2023-12-19 15:45:00,clamp_wick,Low,0.74859,2191.38
crypto,15m,HBAR_USD,2023-07-30 07:30:00,clamp_wick,Low,0.00386,0.0536
crypto,15m,HBAR_USD,2023-07-30 11:00:00,clamp_wick,Low,0.00387,0.0534
crypto,15m,HBAR_USD,2023-12-07 10:00:00,clamp_wick,Low,0.0005424,0.0665
crypto,15m,LTC_USD,2023-09-09 09:45:00,clamp_wick,Low,2.094e-05,62.66
crypto,15m,SOL_USD,2023-12-12 17:30:00,clamp_wick,Low,2.24e-06,66.49
crypto,15m,SOL_USD,2023-12-16 08:00:00,clamp_wick,Low,0.01652,74.39
crypto,15m,SOL_USD,2023-12-20 14:00:00,clamp_wick,Low,0.45911,78.56
crypto,15m,TRX_USD,2023-12-12 18:30:00,clamp_wick,High,13.44,0.10368
crypto,15m,UNI_USD,2023-06-01 03:45:00,clamp_wick,Low,0.0005,4.993
crypto,15m,XLM_USD,2023-12-13 20:30:00,clamp_wick,High,402.568,0.1242
crypto,15m,XRP_USD,2023-12-14 15:30:00,clamp_wick,Low,0.001397,0.6206
crypto,15m,XRP_USD,2023-12-13 16:00:00,clamp_wick,High,38.889,0.6161
crypto,15m,XRP_USD,2023-12-20 14:45:00,clamp_wick,High,1268.0,0.6206
crypto,15m,XTZ_USD,2023-12-19 20:15:00,drop_bar,,374.93,
crypto,5m,ADA_USD,2023-12-12 22:45:00,drop_bar,,1.0001,
crypto,5m,ADA_USD,2023-07-26 22:00:00,clamp_wick,Low,0.0265,0.3069
crypto,5m,AVAX_USD,2023-07-27 11:25:00,clamp_wick,Low,0.632717,13.35
crypto,5m,AVAX_USD,2023-11-27 01:55:00,clamp_wick,Low,1.171,20.94
crypto,5m,AVAX_USD,2023-11-27 02:00:00,clamp_wick,Low,1.171,20.92
crypto,5m,BCH_USD,2023-07-10 07:35:00,drop_bar,,0.0265,
crypto,5m,BCH_USD,2023-12-20 13:35:00,drop_bar,,0.03026,
crypto,5m,BCH_USD,2023-06-30 21:30:00,clamp_wick,Low,0.0306,306.8
crypto,5m,BCH_USD,2023-07-20 09:00:00,clamp_wick,Low,0.0248,248.1
crypto,5m,BCH_USD,2023-09-12 16:40:00,clamp_wick,Low,0.0207,207.5
crypto,5m,BCH_USD,2023-11-14 00:15:00,clamp_wick,Low,7.037,232.0
crypto,5m,BCH_USD,2023-11-14 00:20:00,clamp_wick,Low,7.0161,232.3
crypto,5m,BCH_USD,2023-11-14 04:15:00,clamp_wick,Low,1.5975,237.8
crypto,5m,BCH_USD,2023-11-14 04:20:00,clamp_wick,Low,1.5978,237.6
crypto,5m,BCH_USD,2023-12-12 14:20:00,clamp_wick,Low,4.569,232.8
crypto,5m,BCH_USD,2023-12-13 09:00:00,clamp_wick,Low,0.02965,228.9
crypto,5m,BNB_USD,2023-07-26 14:45:00,clamp_wick,Low,0.2118,238.2
crypto,5m,BNB_USD,2023-12-14 15:35:00,clamp_wick,Low,0.25069,250.1
crypto,5m,BTC_USD,2023-03-30 01:55:00,drop_bar,,2.835,
crypto,5m,BTC_USD,2023-06-15 23:40:00,drop_bar,,2.5571,
crypto,5m,BTC_USD,2023-06-21 08:25:00,drop_bar,,2.885,
crypto,5m,BTC_USD,2023-06-29 13:45:00,drop_bar,,3.0696,
crypto,5m,BTC_USD,2023-07-03 10:20:00,drop_bar,,3.0622,
crypto,5m,BTC_USD,2023-07-09 01:35:00,drop_bar,,3.03,
crypto,5m,BTC_USD,2023-07-10 07:25:00,drop_bar,,3.009,
crypto,5m,BTC_USD,2023-07-10 23:10:00,drop_bar,,3.0372,
crypto,5m,BTC_USD,2023-07-20 17:25:00,drop_bar,,2.9718,
crypto,5m,BTC_USD,2023-07-24 03:50:00,drop_bar,,2.971,
crypto,5m,BTC_USD,2023-07-25 18:10:00,drop_bar,,2.9288,
crypto,5m,BTC_USD,2023-07-26 17:05:00,drop_bar,,2.9317,
crypto,5m,BTC_USD,2023-07-26 17:25:00,drop_bar,,2.9292,
crypto,5m,BTC_USD,2023-08-01 15:55:00,drop_bar,,2.8954,
crypto,5m,BTC_USD,2023-08-08 16:30:00,drop_bar,,2.965,
crypto,5m,BTC_USD,2023-08-08 18:15:00,drop_bar,,2.993,
crypto,5m,BTC_USD,2023-08-19 07:30:00,drop_bar,,2.5888,
crypto,5m,BTC_USD,2023-08-21 14:20:00,drop_bar,,2.608,
crypto,5m,BTC_USD,2023-08-26 15:05:00,drop_bar,,2.6076,
crypto,5m,BTC_USD,2023-09-02 19:00:00,drop_bar,,2.5805,
crypto,5m,BTC_USD,2023-04-10 15:20:00,clamp_wick,Low,2.8413,28392.56
crypto,5m,BTC_USD,2023-04-12 01:30:00,clamp_wick,Low,3.0245,30228.14
crypto,5m,BTC_USD,2023-05-06 21:30:00,clamp_wick,Low,2.876,28753.77
crypto,5m,BTC_USD,2023-05-14 02:35:00,clamp_wick,Low,2.677,26769.54
crypto,5m,BTC_USD,2023-05-15 17:40:00,clamp_wick,Low,2.747,27449.98
crypto,5m,BTC_USD,2023-05-28 18:50:00,clamp_wick,Low,2.761,27593.1
crypto,5m,BTC_USD,2023-05-29 15:35:00,clamp_wick,Low,2.7588,27659.83
crypto,5m,BTC_USD,2023-06-06 01:30:00,clamp_wick,Low,2.563,25623.07
crypto,5m,BTC_USD,2023-06-09 17:40:00,clamp_wick,Low,2.6509,26507.53
crypto,5m,BTC_USD,2023-06-16 07:00:00,clamp_wick,Low,2.5585,25578.59
crypto,5m,BTC_USD,2023-06-16 14:35:00,clamp_wick,Low,2.5496,25500.0
crypto,5m,BTC_USD,2023-06-19 12:30:00,clamp_wick,Low,2.6514,26510.77
crypto,5m,BTC_USD,2023-06-19 19:35:00,clamp_wick,Low,2.6594,26632.48
crypto,5m,BTC_USD,2023-06-20 23:30:00,clamp_wick,Low,2.825,28256.0
crypto,5m,BTC_USD,2023-06-21 06:00:00,clamp_wick,Low,2.8925,28922.01
crypto,5m,BTC_USD,2023-06-21 07:25:00,clamp_wick,Low,2.887,28856.64
crypto,5m,BTC_USD,2023-06-21 08:30:00,clamp_wick,Low,2.884,28819.03
crypto,5m,BTC_USD,2023-06-21 16:05:00,clamp_wick,Low,2.9922,29882.73
crypto,5m,BTC_USD,2023-06-29 14:40:00,clamp_wick,Low,3.0552,30539.5
crypto,5m,BTC_USD,2023-06-30 16:00:00,clamp_wick,Low,3.002,30033.03
crypto,5m,BTC_USD,2023-07-01 12:05:00,clamp_wick,Low,3.054,30510.0
crypto,5m,BTC_USD,2023-07-03 07:55:00,clamp_wick,Low,3.066,30664.1
crypto,5m,BTC_USD,2023-07-03 22:25:00,clamp_wick,Low,3.1116,31120.02
crypto,5m,BTC_USD,2023-07-08 19:55:00,clamp_wick,Low,3.0112,30112.0
crypto,5m,BTC_USD,2023-07-09 01:25:00,clamp_wick,Low,3.0352,30356.0
crypto,5m,BTC_USD,2023-07-10 03:45:00,clamp_wick,Low,3.0162,30167.52
crypto,5m,BTC_USD,2023-07-11 23:35:00,clamp_wick,Low,3.0608,30605.1
crypto,5m,BTC_USD,2023-07-12 06:35:00,clamp_wick,Low,3.0746,30701.72
crypto,5m,BTC_USD,2023-07-13 06:50:00,clamp_wick,Low,3.0373,30362.82
crypto,5m,BTC_USD,2023-07-14 14:45:00,clamp_wick,Low,3.1215,31216.52
crypto,5m,BTC_USD,2023-07-16 07:05:00,clamp_wick,Low,3.025,30263.92
crypto,5m,BTC_USD,2023-07-16 11:45:00,clamp_wick,Low,3.0318,30317.61
crypto,5m,BTC_USD,2023-07-16 16:20:00,clamp_wick,Low,3.032,30343.63
crypto,5m,BTC_USD,2023-07-17 18:05:00,clamp_wick,Low,3.0052,30041.09
crypto,5m,BTC_USD,2023-07-18 12:20:00,clamp_wick,Low,2.988,29893.99
crypto,5m,BTC_USD,2023-07-18 22:45:00,clamp_wick,Low,2.9812,29808.18
crypto,5m,BTC_USD,2023-07-19 02:40:00,clamp_wick,Low,3.0007,30007.99
crypto,5m,BTC_USD,2023-07-19 11:00:00,clamp_wick,Low,2.9995,29987.99
crypto,5m,BTC_USD,2023-07-19 23:25:00,clamp_wick,Low,2.9904,29869.46
crypto,5m,BTC_USD,2023-07-20 00:30:00,clamp_wick,Low,2.9902,29913.99
crypto,5m,BTC_USD,2023-07-20 02:25:00,clamp_wick,Low,3.0012,30010.02
crypto,5m,BTC_USD,2023-07-24 10:05:00,clamp_wick,Low,2.9275,29256.0
crypto,5m,BTC_USD,2023-07-26 05:05:00,clamp_wick,Low,2.921,29202.31
crypto,5m,BTC_USD,2023-07-26 05:50:00,clamp_wick,Low,2.9264,29262.0
crypto,5m,BTC_USD,2023-07-26 08:50:00,clamp_wick,Low,2.923,29229.87
crypto,5m,BTC_USD,2023-07-26 20:45:00,clamp_wick,Low,9.014,29593.99023
crypto,5m,BTC_USD,2023-07-27 00:35:00,clamp_wick,Low,2.934,29325.01
crypto,5m,BTC_USD,2023-07-31 11:15:00,clamp_wick,Low,2.9398,29391.88
crypto,5m,BTC_USD,2023-08-01 22:35:00,clamp_wick,Low,2.9204,29213.99
crypto,5m,BTC_USD,2023-08-02 16:20:00,clamp_wick,Low,2.9265,29262.0
crypto,5m,BTC_USD,2023-08-03 00:45:00,clamp_wick,Low,2.9197,29197.01
crypto,5m,BTC_USD,2023-08-03 07:40:00,clamp_wick,Low,2.905,29035.66
crypto,5m,BTC_USD,2023-08-04 14:15:00,clamp_wick,Low,2.9218,29210.43
crypto,5m,BTC_USD,2023-08-06 09:00:00,clamp_wick,Low,2.9096,29098.13
crypto,5m,BTC_USD,2023-08-06 15:45:00,clamp_wick,Low,2.902,29017.04
crypto,5m,BTC_USD,2023-08-07 07:55:00,clamp_wick,Low,2.9066,29064.3
crypto,5m,BTC_USD,2023-08-08 00:20:00,clamp_wick,Low,2.92,29200.01
crypto,5m,BTC_USD,2023-08-08 11:00:00,clamp_wick,Low,2.935,29300.21
crypto,5m,BTC_USD,2023-08-09 22:50:00,clamp_wick,Low,2.9568,29571.44
crypto,5m,BTC_USD,2023-08-10 15:20:00,clamp_wick,Low,2.9458,29458.0
crypto,5m,BTC_USD,2023-08-15 22:45:00,clamp_wick,Low,2.9204,29201.05
crypto,5m,BTC_USD,2023-08-16 18:25:00,clamp_wick,Low,2.9194,29220.0
crypto,5m,BTC_USD,2023-08-16 22:40:00,clamp_wick,Low,2.8944,28931.99
crypto,5m,BTC_USD,2023-08-17 10:55:00,clamp_wick,Low,2.8533,28528.19
crypto,5m,BTC_USD,2023-08-17 13:40:00,clamp_wick,Low,2.8428,28426.0
crypto,5m,BTC_USD,2023-08-18 14:00:00,clamp_wick,Low,2.6211,26241.78
crypto,5m,BTC_USD,2023-08-18 18:15:00,clamp_wick,Low,2.6044,25940.97
crypto,5m,BTC_USD,2023-08-18 22:55:00,clamp_wick,Low,2.6068,26071.99
crypto,5m,BTC_USD,2023-08-20 15:10:00,clamp_wick,Low,2.5998,25994.01
crypto,5m,BTC_USD,2023-08-20 20:05:00,clamp_wick,Low,2.6152,26153.64
crypto,5m,BTC_USD,2023-08-21 14:25:00,clamp_wick,Low,2.6062,26062.0
crypto,5m,BTC_USD,2023-08-21 20:00:00,clamp_wick,Low,2.6124,26097.73
crypto,5m,BTC_USD,2023-08-25 03:45:00,clamp_wick,Low,2.6092,26090.8
crypto,5m,BTC_USD,2023-08-25 16:20:00,clamp_wick,Low,2.5972,25972.0
crypto,5m,BTC_USD,2023-09-05 17:00:00,clamp_wick,Low,2.5735,25734.67
crypto,5m,BTC_USD,2023-09-07 05:05:00,clamp_wick,Low,2.581,25810.0
crypto,5m,BTC_USD,2023-09-14 12:05:00,clamp_wick,Low,2.6455,26444.97
crypto,5m,DOT_USD,2023-06-08 08:35:00,drop_bar,,0.0005,
crypto,5m,DOT_USD,2023-06-07 22:40:00,clamp_wick,Low,0.0005,4.999
crypto,5m,DOT_USD,2023-06-09 08:20:00,clamp_wick,Low,0.0005,5.001
crypto,5m,ETH_USD,2023-11-13 17:45:00,clamp_wick,Low,1.795,2080.55
crypto,5m,ETH_USD,2023-11-13 17:50:00,clamp_wick,Low,1.806,2080.09
crypto,5m,HBAR_USD,2023-12-07 10:05:00,drop_bar,,0.0005424,
crypto,5m,HBAR_USD,2023-07-30 07:40:00,clamp_wick,Low,0.00386,0.0536
crypto,5m,LTC_USD,2023-09-09 09:50:00,drop_bar,,2.094e-05,
crypto,5m,SOL_USD,2023-12-16 08:00:00,drop_bar,,0.01656,
crypto,5m,SOL_USD,2023-11-27 01:55:00,clamp_wick,Low,0.2698,57.28
crypto,5m,SOL_USD,2023-12-12 17:35:00,clamp_wick,Low,2.24e-06,66.36
crypto,5m,SOL_USD,2023-12-20 14:10:00,clamp_wick,Low,0.45911,78.56
crypto,5m,TRX_USD,2023-12-12 18:30:00,drop_bar,,13.42,
crypto,5m,XLM_USD,2023-12-13 20:30:00,drop_bar,,402.56,
crypto,5m,XRP_USD,2023-12-13 16:00:00,drop_bar,,38.871,
crypto,5m,XRP_USD,2023-07-26 20:45:00,clamp_wick,Low,0.1614,0.72920001
crypto,5m,XRP_USD,2023-11-16 03:20:00,clamp_wick,Low,0.1636,0.6454
crypto,5m,XRP_USD,2023-12-14 15:30:00,clamp_wick,Low,0.001397,0.6206
crypto,5m,XTZ_USD,2023-12-19 20:25:00,drop_bar,,374.93,
crypto,2m,BCH_USD,2023-12-13 00:58:00,drop_bar,,50.9,
crypto,2m,BNB_USD,2023-07-26 14:46:00,drop_bar,,0.2118,
crypto,2m,BTC_USD,2023-07-26 20:46:00,drop_bar,,9.023,
