class,tf,symbol,ts,action,field,was,now
crypto,1h,BTC_USD,2023-07-26 05:00:00,clamp_wick,Low,2.921,29201.2
crypto,1h,BTC_USD,2023-07-26 08:00:00,clamp_wick,Low,2.923,29216.61
crypto,1h,BTC_USD,2023-07-26 17:00:00,clamp_wick,Low,2.929,29268.9
crypto,1h,BTC_USD,2023-07-26 20:00:00,clamp_wick,Low,9.014,29401.93
crypto,1h,BTC_USD,2023-07-27 00:00:00,clamp_wick,Low,2.934,29351.95
crypto,1h,BTC_USD,2023-07-28 13:00:00,clamp_wick,Low,2.927,29293.41
crypto,1h,BTC_USD,2023-07-31 11:00:00,clamp_wick,Low,2.9398,29389.85
crypto,1h,BTC_USD,2023-08-01 22:00:00,clamp_wick,Low,2.9204,29244.87
crypto,1h,BTC_USD,2023-08-02 16:00:00,clamp_wick,Low,2.9265,29025.91
crypto,1h,BTC_USD,2023-08-03 00:00:00,clamp_wick,Low,2.9197,29170.68
crypto,1h,BTC_USD,2023-08-03 07:00:00,clamp_wick,Low,2.905,29044.17
crypto,1h,BTC_USD,2023-08-04 14:00:00,clamp_wick,Low,2.9218,29240.73
crypto,1h,BTC_USD,2023-08-06 09:00:00,clamp_wick,Low,2.9096,29083.59
crypto,1h,BTC_USD,2023-08-06 15:00:00,clamp_wick,Low,2.902,29012.93
crypto,1h,BTC_USD,2023-08-07 07:00:00,clamp_wick,Low,2.9066,29052.0
crypto,1h,BTC_USD,2023-08-07 18:00:00,clamp_wick,Low,2.9176,28981.31
crypto,1h,BTC_USD,2023-08-08 00:00:00,clamp_wick,Low,2.92,29211.06
crypto,1h,BTC_USD,2023-08-08 11:00:00,clamp_wick,Low,2.935,29300.21
crypto,1h,BTC_USD,2023-08-08 15:00:00,clamp_wick,Low,2.957,29439.12
crypto,1h,BTC_USD,2023-08-08 16:00:00,clamp_wick,Low,2.9636,29535.38
crypto,1h,BTC_USD,2023-08-08 18:00:00,clamp_wick,Low,2.9898,29808.56
crypto,1h,BTC_USD,2023-08-09 22:00:00,clamp_wick,Low,2.9568,29526.88
crypto,1h,BTC_USD,2023-08-10 15:00:00,clamp_wick,Low,2.9458,29466.0
crypto,1h,BTC_USD,2023-08-15 11:00:00,clamp_wick,Low,2.9376,29366.0
crypto,1h,BTC_USD,2023-08-15 22:00:00,clamp_wick,Low,2.9204,29183.62
crypto,1h,BTC_USD,2023-08-16 06:00:00,clamp_wick,Low,2.917,29142.24
crypto,1h,BTC_USD,2023-08-16 18:00:00,clamp_wick,Low,2.9194,29168.0
crypto,1h,BTC_USD,2023-08-16 22:00:00,clamp_wick,Low,2.8944,28910.0
crypto,1h,BTC_USD,2023-08-17 10:00:00,clamp_wick,Low,2.8533,28540.0
crypto,1h,BTC_USD,2023-08-17 13:00:00,clamp_wick,Low,2.8428,28400.0
crypto,1h,BTC_USD,2023-08-18 14:00:00,clamp_wick,Low,2.6211,26012.08
crypto,1h,BTC_USD,2023-08-18 18:00:00,clamp_wick,Low,2.6044,26012.01
crypto,1h,BTC_USD,2023-08-18 20:00:00,clamp_wick,Low,2.6194,26065.01
crypto,1h,BTC_USD,2023-08-18 22:00:00,clamp_wick,Low,2.6068,26062.75
crypto,1h,BTC_USD,2023-08-19 07:00:00,clamp_wick,Low,2.5876,25836.27
crypto,1h,BTC_USD,2023-08-20 15:00:00,clamp_wick,Low,2.5998,26062.86
crypto,1h,BTC_USD,2023-08-20 20:00:00,clamp_wick,Low,2.6152,26137.25
crypto,1h,BTC_USD,2023-08-21 02:00:00,clamp_wick,Low,2.614,26097.38
crypto,1h,BTC_USD,2023-08-21 14:00:00,clamp_wick,Low,2.6062,26108.51
crypto,1h,BTC_USD,2023-08-21 20:00:00,clamp_wick,Low,2.6124,26097.73
crypto,1h,BTC_USD,2023-08-25 03:00:00,clamp_wick,Low,2.6092,26106.0
crypto,1h,BTC_USD,2023-08-25 16:00:00,clamp_wick,Low,2.5972,25932.01
crypto,1h,BTC_USD,2023-08-26 15:00:00,clamp_wick,Low,2.6076,26054.0
crypto,1h,BTC_USD,2023-09-02 19:00:00,clamp_wick,Low,2.58,25809.62
crypto,1h,BTC_USD,2023-09-03 16:00:00,clamp_wick,Low,2.5865,25846.9
crypto,1h,BTC_USD,2023-09-05 17:00:00,clamp_wick,Low,2.5735,25749.08
crypto,1h,BTC_USD,2023-09-07 05:00:00,clamp_wick,Low,2.581,25788.92
crypto,1h,BTC_USD,2023-09-14 12:00:00,clamp_wick,Low,2.6455,26446.15
crypto,1h,DOGE_USD,2023-12-13 12:00:00,clamp_wick,High,0.9998,0.09281
crypto,1h,DOT_USD,2023-06-07 22:00:00,clamp_wick,Low,0.0005,4.988
crypto,1h,DOT_USD,2023-06-08 03:00:00,clamp_wick,Low,0.0005,5.007
crypto,1h,DOT_USD,2023-06-08 08:00:00,clamp_wick,Low,0.0005,4.995
crypto,1h,DOT_USD,2023-06-09 08:00:00,clamp_wick,Low,0.0005,4.989
crypto,1h,DOT_USD,2023-07-29 11:00:00,clamp_wick,Low,0.00022235,5.227
crypto,1h,DOT_USD,2025-10-10 21:00:00,clamp_wick,Low,0.633,2.886
crypto,1h,ETH_USD,2023-11-13 17:00:00,clamp_wick,Low,1.795,2080.39
crypto,1h,ETH_USD,2023-12-19 15:00:00,clamp_wick,Low,0.74859,2187.81
crypto,1h,HBAR_USD,2023-07-30 07:00:00,clamp_wick,Low,0.00386,0.0537
crypto,1h,HBAR_USD,2023-07-30 11:00:00,clamp_wick,Low,0.00387,0.0534
crypto,1h,HBAR_USD,2023-12-07 10:00:00,clamp_wick,Low,0.0005424,0.0666
crypto,1h,HBAR_USD,2025-10-10 21:00:00,clamp_wick,Low,0.0725,0.16312
crypto,1h,LINK_USD,2020-03-12 10:00:00,clamp_wick,Low,1.00020003,2.5078
crypto,1h,LINK_USD,2025-10-10 21:00:00,clamp_wick,Low,7.9,17.02
crypto,1h,LTC_USD,2023-09-09 09:00:00,clamp_wick,Low,2.094e-05,62.66
crypto,1h,SOL_USD,2023-11-27 01:00:00,clamp_wick,Low,0.2698,57.28
crypto,1h,SOL_USD,2023-12-12 17:00:00,clamp_wick,Low,2.24e-06,65.94
crypto,1h,SOL_USD,2023-12-16 08:00:00,clamp_wick,Low,0.01652,73.91
crypto,1h,SOL_USD,2023-12-20 14:00:00,clamp_wick,Low,0.45911,78.8
crypto,1h,TRX_USD,2023-12-13 23:00:00,clamp_wick,Low,0.0011054,0.10423
crypto,1h,TRX_USD,2023-12-12 18:00:00,clamp_wick,High,13.44,0.10369
crypto,1h,UNI_USD,2023-06-01 03:00:00,clamp_wick,Low,0.0005,4.979
crypto,1h,UNI_USD,2025-10-10 21:00:00,clamp_wick,Low,2.0,5.567
crypto,1h,XLM_USD,2023-12-13 20:00:00,clamp_wick,High,402.568,0.1242
crypto,1h,XLM_USD,2023-12-15 22:00:00,clamp_wick,High,0.2769,0.1244
crypto,1h,XRP_USD,2023-07-26 20:00:00,clamp_wick,Low,0.1614,0.7142
crypto,1h,XRP_USD,2023-11-16 03:00:00,clamp_wick,Low,0.1636,0.6459
crypto,1h,XRP_USD,2023-12-14 15:00:00,clamp_wick,Low,0.001397,0.6216
crypto,1h,XRP_USD,2023-12-13 16:00:00,clamp_wick,High,38.889,0.6148
crypto,1h,XRP_USD,2023-12-20 14:00:00,clamp_wick,High,1268.0,0.6199
crypto,1h,XTZ_USD,2023-12-19 20:00:00,clamp_wick,High,374.93,0.872
crypto,15m,ATOM_USD,2025-10-10 21:15:00,clamp_wick,Low,0.749,2.514
crypto,15m,AVAX_USD,2023-11-27 01:45:00,clamp_wick,Low,1.171,20.94
crypto,15m,AVAX_USD,2023-11-27 02:00:00,clamp_wick,Low,1.171,20.93
crypto,15m,AVAX_USD,2025-10-10 21:15:00,clamp_wick,Low,8.52,18.83
crypto,15m,BCH_USD,2023-12-13 00:45:00,drop_bar,,50.9,
crypto,15m,BCH_USD,2023-11-14 00:15:00,clamp_wick,Low,7.0161,232.0
crypto,15m,BCH_USD,2023-11-14 04:15:00,clamp_wick,Low,1.5975,237.4
crypto,15m,DOGE_USD,2023-12-13 12:00:00,clamp_wick,High,0.9998,0.09249
crypto,15m,DOT_USD,2025-10-10 21:15:00,clamp_wick,Low,0.633,2.105
crypto,15m,ETH_USD,2023-11-13 17:45:00,clamp_wick,Low,1.795,2080.39
crypto,15m,SOL_USD,2023-11-27 01:45:00,clamp_wick,Low,0.2698,57.21
crypto,15m,TRX_USD,2023-12-13 23:15:00,drop_bar,,0.0011054,
crypto,15m,UNI_USD,2025-10-10 21:15:00,clamp_wick,Low,2.0,4.226
crypto,15m,XLM_USD,2023-12-15 22:30:00,clamp_wick,High,0.2769,0.124
crypto,15m,XRP_USD,2023-11-16 03:15:00,drop_bar,,0.6456,
crypto,15m,XRP_USD,2023-07-26 20:45:00,clamp_wick,Low,0.1614,0.7257
crypto,1m,ADA_USD,2023-12-12 22:49:00,drop_bar,,1.0001,
crypto,1m,ATOM_USD,2025-10-10 21:21:00,clamp_wick,Low,0.749,1.694
crypto,1m,AVAX_USD,2025-10-10 21:24:00,drop_bar,,27.8,
crypto,1m,AVAX_USD,2023-11-27 01:59:00,clamp_wick,Low,1.171,20.94
crypto,1m,AVAX_USD,2023-11-27 02:00:00,clamp_wick,Low,1.174,20.93
crypto,1m,AVAX_USD,2023-11-27 02:01:00,clamp_wick,Low,1.174,20.97
crypto,1m,AVAX_USD,2023-11-27 02:02:00,clamp_wick,Low,1.171,20.91
crypto,1m,AVAX_USD,2023-11-27 02:03:00,clamp_wick,Low,1.172,20.91
crypto,1m,AVAX_USD,2023-11-27 02:04:00,clamp_wick,Low,1.172,20.92
crypto,1m,BCH_USD,2023-11-14 00:17:00,clamp_wick,Low,7.037,231.8
crypto,1m,BCH_USD,2023-11-14 00:18:00,clamp_wick,Low,7.037,231.8
crypto,1m,BCH_USD,2023-11-14 00:19:00,clamp_wick,Low,7.037,232.2
crypto,1m,BCH_USD,2023-11-14 00:20:00,clamp_wick,Low,7.0161,232.1
crypto,1m,BCH_USD,2023-11-14 00:21:00,clamp_wick,Low,7.0308,232.0
crypto,1m,BCH_USD,2023-11-14 04:17:00,clamp_wick,Low,1.5975,237.9
crypto,1m,BCH_USD,2023-11-14 04:18:00,clamp_wick,Low,1.5983,237.9
crypto,1m,BCH_USD,2023-11-14 04:19:00,clamp_wick,Low,1.5995,238.0
crypto,1m,BCH_USD,2023-11-14 04:20:00,clamp_wick,Low,1.6015,238.0
crypto,1m,BCH_USD,2023-11-14 04:21:00,clamp_wick,Low,1.6015,238.0
crypto,1m,BCH_USD,2023-11-14 04:22:00,clamp_wick,Low,1.5978,237.9
crypto,1m,ETH_USD,2023-11-13 17:45:00,clamp_wick,Low,1.799,2080.56
crypto,1m,ETH_USD,2023-11-13 17:46:00,clamp_wick,Low,1.795,2078.75
crypto,1m,ETH_USD,2023-11-13 17:47:00,clamp_wick,Low,1.798,2078.14
crypto,1m,ETH_USD,2023-11-13 17:48:00,clamp_wick,Low,1.802,2078.15
crypto,1m,ETH_USD,2023-11-13 17:49:00,clamp_wick,Low,1.804,2079.48
crypto,1m,ETH_USD,2023-11-13 17:50:00,clamp_wick,Low,1.806,2080.55
crypto,1m,SOL_USD,2023-11-27 01:56:00,clamp_wick,Low,0.2699,57.25
crypto,1m,SOL_USD,2023-11-27 01:57:00,clamp_wick,Low,0.2699,57.26
crypto,1m,SOL_USD,2023-11-27 01:58:00,clamp_wick,Low,0.2698,57.26
crypto,1m,SOL_USD,2023-11-27 01:59:00,clamp_wick,Low,0.2698,57.28
crypto,1m,XRP_USD,2023-07-26 20:47:00,drop_bar,,0.1614,
crypto,1m,XRP_USD,2023-11-16 03:15:00,drop_bar,,0.1643,
crypto,1m,XRP_USD,2023-11-16 03:16:00,clamp_wick,Low,0.1639,0.6456
crypto,1m,XRP_USD,2023-11-16 03:20:00,clamp_wick,Low,0.1638,0.6454
crypto,1m,XRP_USD,2023-11-16 03:21:00,clamp_wick,Low,0.1636,0.6454
us_stocks,1h,A,2020-01-28 15:00:00,clamp_wick,Low,0.0,83.22276
us_stocks,1h,AA,2020-01-09 15:00:00,clamp_wick,Low,0.0,18.80987
us_stocks,1h,ABBV,2020-01-03 15:00:00,clamp_wick,Low,0.0,67.83229
us_stocks,1h,ABT,2020-01-09 15:00:00,clamp_wick,Low,0.0,76.36679
us_stocks,1h,AES,2020-02-03 15:00:00,clamp_wick,Low,0.0,15.94489
us_stocks,1h,ANET,2020-01-24 15:00:00,clamp_wick,Low,0.0,14.83441
us_stocks,1h,ANF,2020-01-21 15:00:00,clamp_wick,Low,0.0,16.96368
us_stocks,1h,APA,2020-01-21 15:00:00,clamp_wick,Low,0.0,27.041476
us_stocks,1h,APA,2020-01-28 15:00:00,clamp_wick,Low,0.0,24.47624
us_stocks,1h,ATI,2020-01-24 15:00:00,clamp_wick,Low,0.0,18.094999
us_stocks,1h,AXP,2020-01-21 15:00:00,clamp_wick,Low,0.0,120.058109
us_stocks,1h,AXP,2020-01-28 15:00:00,clamp_wick,Low,0.0,121.82407
us_stocks,1h,C,2020-01-14 15:00:00,clamp_wick,Low,0.0,65.0079452
us_stocks,1h,CF,2020-01-31 15:00:00,clamp_wick,Low,0.0,34.30227
us_stocks,1h,CMG,2020-01-13 15:00:00,clamp_wick,Low,0.0,17.26
us_stocks,1h,CMG,2020-01-21 15:00:00,clamp_wick,Low,0.0,17.4144
us_stocks,1h,CMG,2020-01-24 15:00:00,clamp_wick,Low,0.0,17.3355
us_stocks,1h,CMG,2020-01-31 15:00:00,clamp_wick,Low,0.0,17.3384
us_stocks,1h,CNX,2020-01-14 15:00:00,clamp_wick,Low,0.0,7.86
us_stocks,1h,CNX,2020-01-31 15:00:00,clamp_wick,Low,0.0,7.23
us_stocks,1h,COP,2020-01-16 15:00:00,clamp_wick,Low,0.0,51.99705
us_stocks,1h,CVNA,2020-01-13 15:00:00,clamp_wick,Low,0.0,18.56
us_stocks,1h,CVX,2020-01-14 15:00:00,clamp_wick,Low,0.0,86.53336
us_stocks,1h,DD,2020-01-14 15:00:00,clamp_wick,Low,0.0,68.72701
us_stocks,1h,DE,2020-01-16 15:00:00,clamp_wick,Low,0.0,159.88281
us_stocks,1h,FDX,2020-01-15 15:00:00,clamp_wick,Low,0.0,110.8671
us_stocks,1h,FIS,2020-02-03 15:00:00,clamp_wick,Low,0.0,126.71289
us_stocks,1h,GD,2020-02-12 15:00:00,clamp_wick,Low,0.0,162.44048
us_stocks,1h,GEN,2020-01-03 15:00:00,clamp_wick,Low,0.0,0.96953185
us_stocks,1h,HPQ,2020-02-03 15:00:00,clamp_wick,Low,0.0,16.4304
us_stocks,1h,JCI,2020-01-03 15:00:00,clamp_wick,Low,0.0,35.66
us_stocks,1h,KSS,2025-07-22 09:30:00,drop_bar,,13.25108,
us_stocks,1h,KSS,2020-01-14 15:00:00,clamp_wick,Low,0.0,32.82028
us_stocks,1h,LIN,2020-01-06 15:00:00,clamp_wick,Low,0.0,195.30888
us_stocks,1h,LOW,2020-01-03 15:00:00,clamp_wick,Low,0.0,105.59947
us_stocks,1h,MMM,2020-01-03 15:00:00,clamp_wick,Low,0.0,118.64576
us_stocks,1h,MMM,2020-02-12 15:00:00,clamp_wick,Low,0.0,109.28514
us_stocks,1h,MSI,2020-02-12 15:00:00,clamp_wick,Low,0.0,169.79247
us_stocks,1h,NBR,2020-04-23 09:00:00,drop_bar,,513.50002,
us_stocks,1h,NEM,2020-01-27 15:00:00,clamp_wick,Low,0.0,37.23123
us_stocks,1h,NOV,2020-01-16 15:00:00,clamp_wick,Low,0.0,21.32067
us_stocks,1h,NOV,2020-01-17 15:00:00,clamp_wick,Low,0.0,21.2799
us_stocks,1h,NOW,2020-01-15 15:00:00,clamp_wick,Low,0.0,60.974
us_stocks,1h,PHM,2020-01-13 15:00:00,clamp_wick,Low,0.0,37.846
us_stocks,1h,T,2020-01-22 15:00:00,clamp_wick,Low,0.0,20.026014
us_stocks,1h,TGT,2020-01-14 15:00:00,clamp_wick,Low,0.0,104.0669
us_stocks,1h,TGT,2020-01-16 15:00:00,clamp_wick,Low,0.0,96.6086
us_stocks,1h,THC,2020-01-17 15:00:00,clamp_wick,Low,0.0,37.13
us_stocks,1h,TMO,2020-01-14 15:00:00,clamp_wick,Low,0.0,326.8746
us_stocks,1h,TMO,2020-01-29 15:00:00,clamp_wick,Low,0.0,328.19133
us_stocks,1h,UNP,2020-01-14 15:00:00,clamp_wick,Low,0.0,156.72607
us_stocks,1h,UPS,2020-01-15 15:00:00,clamp_wick,Low,0.0,88.94731
us_stocks,1h,WAT,2020-01-16 15:00:00,clamp_wick,Low,0.0,236.95
us_stocks,1h,WFC,2020-01-17 15:00:00,clamp_wick,Low,0.0,41.35411
us_stocks,1h,WM,2020-01-10 15:00:00,clamp_wick,Low,0.0,104.55596
us_stocks,1h,XOM,2020-01-13 15:00:00,clamp_wick,Low,0.0,51.93358
us_stocks,1h,XOM,2020-01-15 15:00:00,clamp_wick,Low,0.0,51.39734
crypto,1h,BCH_USD,2023-12-13 01:00:00,drop_bar,,227.6,
crypto,15m,BCH_USD,2023-12-13 01:00:00,drop_bar,,231.2,
crypto,15m,TRX_USD,2023-12-13 23:30:00,drop_bar,,0.10405,
crypto,5m,BCH_USD,2023-12-13 00:55:00,drop_bar,,50.9,
crypto,5m,DOGE_USD,2023-12-13 12:05:00,drop_bar,,0.9981,
crypto,5m,DOT_USD,2025-10-10 21:20:00,clamp_wick,Low,0.633,1.511
crypto,5m,TRX_USD,2023-12-13 23:25:00,drop_bar,,0.0011054,
crypto,5m,XLM_USD,2023-12-15 22:40:00,clamp_wick,High,0.2769,0.124
crypto,1m,ADA_USD,2023-07-26 22:02:00,drop_bar,,0.0265,
crypto,1m,AVAX_USD,2023-07-27 11:28:00,drop_bar,,0.632717,
crypto,1m,AVAX_USD,2023-07-29 08:20:00,drop_bar,,2.65e-06,
crypto,1m,AVAX_USD,2023-11-27 01:58:00,drop_bar,,1.171,
crypto,1m,BCH_USD,2023-06-30 21:32:00,drop_bar,,0.0306,
crypto,1m,BCH_USD,2023-07-10 07:39:00,drop_bar,,0.0265,
crypto,1m,BCH_USD,2023-07-20 09:01:00,drop_bar,,0.0248,
crypto,1m,BCH_USD,2023-09-12 16:41:00,drop_bar,,0.0207,
crypto,1m,BCH_USD,2023-11-14 00:16:00,drop_bar,,7.0467,
crypto,1m,BCH_USD,2023-12-12 14:21:00,drop_bar,,4.576,
crypto,1m,BCH_USD,2023-12-13 09:01:00,drop_bar,,0.02967,
crypto,1m,BCH_USD,2023-12-20 13:39:00,drop_bar,,0.03026,
crypto,1m,BNB_USD,2023-12-14 15:37:00,drop_bar,,0.25112,
crypto,1m,BTC_USD,2023-03-22 10:09:00,drop_bar,,2.812,
crypto,1m,BTC_USD,2023-03-30 01:59:00,drop_bar,,2.835,
crypto,1m,BTC_USD,2023-03-31 10:00:00,drop_bar,,2.7815,
crypto,1m,BTC_USD,2023-04-10 15:22:00,drop_bar,,2.8425,
crypto,1m,BTC_USD,2023-04-12 01:32:00,drop_bar,,3.025,
crypto,1m,BTC_USD,2023-05-06 21:33:00,drop_bar,,2.8767,
crypto,1m,BTC_USD,2023-05-14 02:37:00,drop_bar,,2.677,
crypto,1m,BTC_USD,2023-05-15 17:41:00,drop_bar,,2.747,
crypto,1m,BTC_USD,2023-05-28 12:30:00,drop_bar,,2.7162,
crypto,1m,BTC_USD,2023-05-28 18:52:00,drop_bar,,2.761,
crypto,1m,BTC_USD,2023-05-29 15:36:00,drop_bar,,2.7631,
crypto,1m,BTC_USD,2023-06-06 01:32:00,drop_bar,,2.563,
crypto,1m,BTC_USD,2023-06-09 17:41:00,drop_bar,,2.6515,
crypto,1m,BTC_USD,2023-06-15 23:44:00,drop_bar,,2.5571,
crypto,1m,BTC_USD,2023-06-16 07:03:00,drop_bar,,2.5585,
crypto,1m,BTC_USD,2023-06-16 14:38:00,drop_bar,,2.5499,
crypto,1m,BTC_USD,2023-06-19 12:33:00,drop_bar,,2.6518,
crypto,1m,BTC_USD,2023-06-19 19:37:00,drop_bar,,2.6626,
crypto,1m,BTC_USD,2023-06-20 13:25:00,drop_bar,,2.689,
crypto,1m,BTC_USD,2023-06-20 23:31:00,drop_bar,,2.827,
crypto,1m,BTC_USD,2023-06-21 06:03:00,drop_bar,,2.8936,
crypto,1m,BTC_USD,2023-06-21 07:27:00,drop_bar,,2.8874,
crypto,1m,BTC_USD,2023-06-21 08:29:00,drop_bar,,2.885,
crypto,1m,BTC_USD,2023-06-21 08:31:00,drop_bar,,2.884,
crypto,1m,BTC_USD,2023-06-21 16:07:00,drop_bar,,2.995,
crypto,1m,BTC_USD,2023-06-22 05:10:00,drop_bar,,3.032,
crypto,1m,BTC_USD,2023-06-28 05:20:00,drop_bar,,3.0424,
crypto,1m,BTC_USD,2023-06-29 13:49:00,drop_bar,,3.0696,
crypto,1m,BTC_USD,2023-06-29 14:43:00,drop_bar,,3.0552,
crypto,1m,BTC_USD,2023-06-30 16:03:00,drop_bar,,3.0023,
crypto,1m,BTC_USD,2023-06-30 17:40:00,drop_bar,,3.0598,
crypto,1m,BTC_USD,2023-07-01 12:08:00,drop_bar,,3.0556,
crypto,1m,BTC_USD,2023-07-03 07:58:00,drop_bar,,3.066,
crypto,1m,BTC_USD,2023-07-03 10:24:00,drop_bar,,3.0622,
crypto,1m,BTC_USD,2023-07-03 14:35:00,drop_bar,,3.071,
crypto,1m,BTC_USD,2023-07-03 22:26:00,drop_bar,,3.1121,
crypto,1m,BTC_USD,2023-07-05 01:15:00,drop_bar,,3.0818,
crypto,1m,BTC_USD,2023-07-08 19:58:00,drop_bar,,3.0112,
crypto,1m,BTC_USD,2023-07-09 01:27:00,drop_bar,,3.0356,
crypto,1m,BTC_USD,2023-07-09 01:39:00,drop_bar,,3.03,
crypto,1m,BTC_USD,2023-07-10 03:46:00,drop_bar,,3.0166,
crypto,1m,BTC_USD,2023-07-10 07:29:00,drop_bar,,3.009,
crypto,1m,BTC_USD,2023-07-10 23:14:00,drop_bar,,3.0372,
crypto,1m,BTC_USD,2023-07-11 06:20:00,drop_bar,,3.05,
crypto,1m,BTC_USD,2023-07-11 06:23:00,drop_bar,,3.0495,
crypto,1m,BTC_USD,2023-07-11 08:05:00,drop_bar,,3.0558,
crypto,1m,BTC_USD,2023-07-11 23:36:00,drop_bar,,3.0608,
crypto,1m,BTC_USD,2023-07-12 06:38:00,drop_bar,,3.0746,
crypto,1m,BTC_USD,2023-07-12 13:25:00,drop_bar,,3.079,
crypto,1m,BTC_USD,2023-07-13 06:15:00,drop_bar,,3.0336,
crypto,1m,BTC_USD,2023-07-13 06:52:00,drop_bar,,3.0373,
crypto,1m,BTC_USD,2023-07-14 14:46:00,drop_bar,,3.1215,
crypto,1m,BTC_USD,2023-07-16 07:06:00,drop_bar,,3.0258,
crypto,1m,BTC_USD,2023-07-16 11:46:00,drop_bar,,3.0318,
crypto,1m,BTC_USD,2023-07-16 16:21:00,drop_bar,,3.0348,
crypto,1m,BTC_USD,2023-07-17 18:06:00,drop_bar,,3.0055,
crypto,1m,BTC_USD,2023-07-18 12:22:00,drop_bar,,2.989,
crypto,1m,BTC_USD,2023-07-18 22:46:00,drop_bar,,2.9814,
crypto,1m,BTC_USD,2023-07-19 02:00:00,drop_bar,,3.001,
crypto,1m,BTC_USD,2023-07-19 02:41:00,drop_bar,,3.0007,
crypto,1m,BTC_USD,2023-07-19 11:02:00,drop_bar,,3.0,
crypto,1m,BTC_USD,2023-07-19 23:27:00,drop_bar,,2.9904,
crypto,1m,BTC_USD,2023-07-20 00:32:00,drop_bar,,2.9935,
crypto,1m,BTC_USD,2023-07-20 02:28:00,drop_bar,,3.0026,
crypto,1m,BTC_USD,2023-07-20 06:55:00,drop_bar,,3.0113,
crypto,1m,BTC_USD,2023-07-20 17:29:00,drop_bar,,2.9718,
crypto,1m,BTC_USD,2023-07-21 13:40:00,drop_bar,,2.9872,
crypto,1m,BTC_USD,2023-07-23 23:45:00,drop_bar,,3.0058,
crypto,1m,BTC_USD,2023-07-24 02:00:00,drop_bar,,2.9909,
crypto,1m,BTC_USD,2023-07-24 03:54:00,drop_bar,,2.971,
crypto,1m,BTC_USD,2023-07-24 10:06:00,drop_bar,,2.929,
crypto,1m,BTC_USD,2023-07-24 14:20:00,drop_bar,,2.912,
crypto,1m,BTC_USD,2023-07-25 18:14:00,drop_bar,,2.9288,
crypto,1m,BTC_USD,2023-07-26 05:08:00,drop_bar,,2.921,
crypto,1m,BTC_USD,2023-07-26 05:52:00,drop_bar,,2.9264,
crypto,1m,BTC_USD,2023-07-26 08:52:00,drop_bar,,2.923,
crypto,1m,BTC_USD,2023-07-26 17:09:00,drop_bar,,2.9317,
crypto,1m,BTC_USD,2023-07-26 17:29:00,drop_bar,,2.9292,
crypto,1m,BTC_USD,2023-07-27 00:37:00,drop_bar,,2.934,
crypto,1m,BTC_USD,2023-07-28 13:40:00,drop_bar,,2.9283,
crypto,1m,BTC_USD,2023-07-31 11:18:00,drop_bar,,2.94,
crypto,1m,BTC_USD,2023-08-01 15:59:00,drop_bar,,2.8954,
crypto,1m,BTC_USD,2023-08-01 22:38:00,drop_bar,,2.9208,
crypto,1m,BTC_USD,2023-08-02 16:23:00,drop_bar,,2.9272,
crypto,1m,BTC_USD,2023-08-03 00:47:00,drop_bar,,2.92,
crypto,1m,BTC_USD,2023-08-03 07:42:00,drop_bar,,2.905,
crypto,1m,BTC_USD,2023-08-04 14:18:00,drop_bar,,2.9232,
crypto,1m,BTC_USD,2023-08-06 09:02:00,drop_bar,,2.9098,
crypto,1m,BTC_USD,2023-08-06 15:46:00,drop_bar,,2.902,
crypto,1m,BTC_USD,2023-08-07 07:56:00,drop_bar,,2.9078,
crypto,1m,BTC_USD,2023-08-07 18:35:00,drop_bar,,2.9186,
crypto,1m,BTC_USD,2023-08-08 00:23:00,drop_bar,,2.9202,
crypto,1m,BTC_USD,2023-08-08 11:02:00,drop_bar,,2.9352,
crypto,1m,BTC_USD,2023-08-08 15:40:00,drop_bar,,2.959,
crypto,1m,BTC_USD,2023-08-08 16:34:00,drop_bar,,2.965,
crypto,1m,BTC_USD,2023-08-08 18:19:00,drop_bar,,2.993,
crypto,1m,BTC_USD,2023-08-09 22:51:00,drop_bar,,2.9575,
crypto,1m,BTC_USD,2023-08-10 15:21:00,drop_bar,,2.9474,
crypto,1m,BTC_USD,2023-08-15 11:55:00,drop_bar,,2.9376,
crypto,1m,BTC_USD,2023-08-15 22:46:00,drop_bar,,2.9204,
crypto,1m,BTC_USD,2023-08-16 06:50:00,drop_bar,,2.917,
crypto,1m,BTC_USD,2023-08-16 18:27:00,drop_bar,,2.9202,
crypto,1m,BTC_USD,2023-08-16 22:43:00,drop_bar,,2.8944,
crypto,1m,BTC_USD,2023-08-17 10:58:00,drop_bar,,2.855,
crypto,1m,BTC_USD,2023-08-17 13:41:00,drop_bar,,2.8446,
crypto,1m,BTC_USD,2023-08-18 14:03:00,drop_bar,,2.624,
crypto,1m,BTC_USD,2023-08-18 18:17:00,drop_bar,,2.607,
crypto,1m,BTC_USD,2023-08-18 20:45:00,drop_bar,,2.6196,
crypto,1m,BTC_USD,2023-08-18 22:57:00,drop_bar,,2.6072,
crypto,1m,BTC_USD,2023-08-19 07:34:00,drop_bar,,2.5888,
crypto,1m,BTC_USD,2023-08-20 15:11:00,drop_bar,,2.602,
crypto,1m,BTC_USD,2023-08-20 20:06:00,drop_bar,,2.6152,
crypto,1m,BTC_USD,2023-08-21 02:05:00,drop_bar,,2.615,
crypto,1m,BTC_USD,2023-08-21 14:24:00,drop_bar,,2.608,
crypto,1m,BTC_USD,2023-08-21 14:27:00,drop_bar,,2.6064,
