symbol,roll_date,from_instrument_id,to_instrument_id,old_close,new_close,ratio,gap_pct,method
6A.v.0,2025-12-15,7103,150265,0.6652,0.66425,1.0001503307276007,0.0150330727600733,same-bar rank 1
6A.v.0,2026-03-16,150265,41035,0.69795,0.70595,0.9990687011963608,-0.093129880363918,same-bar rank 1
6A.v.0,2026-06-15,41035,1419,0.70445,0.7059,0.998225566044432,-0.1774433955568088,same-bar rank 1
6B.v.0,2010-06-14,26541,8577,1.4702,1.4735,1.0000680179567405,0.0068017956740495,same-bar rank 1
6B.v.0,2010-09-13,8577,12954,1.5429,1.5372,0.9992870568410136,-0.071294315898629,same-bar rank 1
6B.v.0,2010-12-13,12954,9961,1.575,1.5848,1.0027301587301587,0.2730158730158694,same-bar rank 1
6B.v.0,2011-03-14,9961,17465,1.6048,1.6153,0.9989406779661016,-0.1059322033898357,same-bar rank 1
6B.v.0,2011-06-13,17465,57756,1.6365,1.6349,0.9987167736021998,-0.1283226397800208,same-bar rank 1
6B.v.0,2011-09-19,57756,20402,1.5808,1.5658,0.998038967611336,-0.1961032388663852,same-bar rank 1
6B.v.0,2011-12-19,20402,3968,1.5502,1.5496,1.0023222809960006,0.2322280996000625,same-bar rank 1
6B.v.0,2012-03-19,3968,7007,1.5722,1.5877,1.0071237756010685,0.7123775601068472,same-bar rank 1
6B.v.0,2012-06-18,7007,33234,1.5532,1.5679,1.0134560906515582,1.3456090651558172,same-bar rank 1
6B.v.0,2012-09-17,33234,90703,1.6154,1.6235,0.9996285749659528,-0.0371425034047301,same-bar rank 1
6B.v.0,2012-12-17,90703,47851,1.6111,1.6199,0.999751722425672,-0.0248277574328104,same-bar rank 1
6B.v.0,2013-03-18,47851,21328,1.508,1.5089,0.9994031830238728,-0.0596816976127234,same-bar rank 1
6B.v.0,2013-06-17,21328,8659,1.5697,1.5708,0.9993629355927884,-0.0637064407211673,same-bar rank 1
6B.v.0,2013-09-16,8659,5060,1.5812,1.5892,0.999367568934986,-0.0632431065013872,same-bar rank 1
6B.v.0,2013-12-16,5060,7945,1.6346,1.6289,0.999388229536278,-0.0611770463722072,same-bar rank 1
6B.v.0,2014-03-17,7945,379091,1.664,1.6629,1.0003004807692308,0.0300480769230837,same-bar rank 1
6B.v.0,2014-06-16,379091,5890,1.6786,1.6964,0.9993446920052425,-0.0655307994757548,same-bar rank 1
6B.v.0,2014-09-15,5890,21260,1.6219,1.6213,0.9991984709291571,-0.0801529070842743,same-bar rank 1
6B.v.0,2014-12-15,21260,19360,1.5701,1.563,0.9992994076810392,-0.0700592318960691,same-bar rank 1
6B.v.0,2015-03-16,19360,175876,1.4851,1.4815,0.9992593091374318,-0.0740690862568227,same-bar rank 1
6B.v.0,2015-06-15,175876,175882,1.5586,1.5588,0.9989734377005004,-0.10265622994996,same-bar rank 1
6B.v.0,2015-09-14,175882,175916,1.5437,1.5418,0.999352205739457,-0.0647794260542955,same-bar rank 1
6B.v.0,2015-12-14,175916,175919,1.5229,1.5158,0.9995403506467924,-0.0459649353207636,same-bar rank 1
6B.v.0,2016-03-14,175919,176033,1.4378,1.4283,1.0009041591320074,0.0904159132007365,same-bar rank 1
6B.v.0,2016-06-13,176033,176043,1.424,1.4213,1.0016853932584269,0.168539325842687,same-bar rank 1
6B.v.0,2016-09-19,176043,176046,1.3002,1.3061,1.0013844023996308,0.1384402399630779,same-bar rank 1
6B.v.0,2016-12-19,176046,176049,1.2492,1.2415,1.0015209734229906,0.1520973422990623,same-bar rank 1
6B.v.0,2017-03-13,176049,176074,1.2174,1.2235,1.0014785608674224,0.1478560867422373,same-bar rank 1
6B.v.0,2017-06-19,176074,176051,1.2775,1.2766,1.0032093933463797,0.3209393346379707,same-bar rank 1
6B.v.0,2017-09-18,176051,176052,1.3588,1.3551,1.0025022078304386,0.2502207830438641,same-bar rank 1
6B.v.0,2017-12-18,176052,176071,1.3329,1.3437,1.0048015605071647,0.4801560507164737,same-bar rank 1
6B.v.0,2018-03-19,176071,176100,1.3947,1.4082,1.00394350039435,0.3943500394349986,same-bar rank 1
6B.v.0,2018-06-18,176100,176078,1.3286,1.3313,1.003537558332079,0.3537558332078916,same-bar rank 1
6B.v.0,2018-09-17,176078,192949,1.3071,1.3197,1.0036722515492311,0.367225154923112,same-bar rank 1
6B.v.0,2018-12-17,192949,1176,1.2576,1.2674,1.005566157760814,0.556615776081415,same-bar rank 1
6B.v.0,2019-03-18,1176,4773,1.3295,1.3323,1.0048138397893946,0.4813839789394647,same-bar rank 1
6B.v.0,2019-06-17,4773,20163,1.2593,1.2592,1.0033351862145636,0.3335186214563634,same-bar rank 1
6B.v.0,2019-09-16,20163,178182,1.2499,1.2468,1.0033602688215058,0.3360268821505752,same-bar rank 1
6B.v.0,2019-12-16,178182,25069,1.3337,1.3306,1.0031491339881533,0.3149133988153307,same-bar rank 1
6B.v.0,2020-03-16,25069,71275,1.2309,1.2297,0.9992688276870582,-0.0731172312941841,same-bar rank 1
6B.v.0,2020-06-15,71275,108272,1.2551,1.2644,0.9996016253684964,-0.0398374631503606,same-bar rank 1
6B.v.0,2020-09-14,108272,103049,1.2783,1.2855,1.001408120159587,0.1408120159587023,same-bar rank 1
6B.v.0,2020-12-14,103049,8382,1.3224,1.3336,1.001209921355112,0.1209921355111998,same-bar rank 1
6B.v.0,2021-03-15,8382,81589,1.3912,1.3903,1.0004312823461758,0.0431282346175843,same-bar rank 1
6B.v.0,2021-06-14,81589,244590,1.4113,1.4111,1.0001417133139658,0.0141713313965841,same-bar rank 1
6B.v.0,2021-09-13,244590,86134,1.3834,1.3839,1.000216857018939,0.021685701893892,same-bar rank 1
6B.v.0,2021-12-13,86134,30011,1.3269,1.3218,0.9990956364458512,-0.090436355414869,same-bar rank 1
6B.v.0,2022-03-14,30011,11333,1.3037,1.3004,0.9996164761831708,-0.0383523816829156,same-bar rank 1
6B.v.0,2022-06-13,11333,49857,1.2308,1.2158,1.0007312317192072,0.0731231719207192,same-bar rank 1
6B.v.0,2022-09-19,49857,190915,1.1429,1.1469,1.0015749409397148,0.1574940939714775,same-bar rank 1
6B.v.0,2022-12-19,190915,271882,1.2138,1.2182,1.0028011204481793,0.2801120448179262,same-bar rank 1
6B.v.0,2023-03-13,271882,12682,1.2045,1.2195,1.0012453300124533,0.1245330012453305,same-bar rank 1
6B.v.0,2023-06-19,12682,172933,1.2816,1.2807,1.0015605493133584,0.1560549313358361,same-bar rank 1
6B.v.0,2023-09-18,172933,307307,1.2385,1.2382,0.999677028663706,-0.0322971336293886,same-bar rank 1
6B.v.0,2023-12-18,307307,156618,1.2672,1.2658,1.0009469696969695,0.0946969696969501,same-bar rank 1
6B.v.0,2024-03-18,156618,133907,1.2733,1.2733,1.000549752611325,0.0549752611324949,same-bar rank 1
6B.v.0,2024-06-17,133907,200251,1.2686,1.2722,1.0007094434810029,0.070944348100288,same-bar rank 1
6B.v.0,2024-09-16,200251,146417,1.3124,1.3212,1.0003809814081073,0.0380981408107272,same-bar rank 1
6B.v.0,2024-12-16,146417,29307,1.2622,1.2684,0.9994454127713516,-0.0554587228648317,same-bar rank 1
6B.v.0,2025-03-17,29307,6905,1.2936,1.2983,0.9997680890538032,-0.0231910946196789,same-bar rank 1
6B.v.0,2025-06-16,6905,1318,1.3573,1.3576,1.000442054077949,0.0442054077949061,same-bar rank 1
6B.v.0,2025-09-15,1318,6783,1.3558,1.3605,1.0002212715739789,0.0221271573978665,same-bar rank 1
6B.v.0,2025-12-15,6783,131442,1.3367,1.3376,1.0002244333059025,0.0224433305902493,same-bar rank 1
6B.v.0,2026-03-16,131442,31776,1.3222,1.3312,0.9998487369535622,-0.0151263046437755,same-bar rank 1
6B.v.0,2026-06-15,31776,6242,1.3405,1.3413,0.9999254009697874,-0.0074599030212563,same-bar rank 1
6C.v.0,2010-06-14,26417,15384,0.9694,0.9671,0.9987621208995254,-0.123787910047457,same-bar rank 1
6C.v.0,2010-09-13,15384,14192,0.9642,0.9701,0.9981331673926572,-0.1866832607342772,same-bar rank 1
6C.v.0,2010-12-13,14192,15920,0.9892,0.9904,0.9979781641730692,-0.2021835826930829,same-bar rank 1
6C.v.0,2011-03-14,15920,69910,1.0255,1.0244,0.9998049731838128,-0.0195026816187215,same-bar rank 1
6C.v.0,2011-06-13,69910,32159,1.0269,1.0219,0.9977115590612524,-0.2288440938747582,same-bar rank 1
6C.v.0,2011-09-19,32159,36166,1.0225,1.0056,0.9978484107579464,-0.2151589242053719,same-bar rank 1
6C.v.0,2011-12-19,36166,50412,0.9653,0.9617,0.998083497358334,-0.1916502641665873,same-bar rank 1
6C.v.0,2012-03-19,50412,45134,1.0086,1.0105,0.9980170533412652,-0.1982946658734885,same-bar rank 1
6C.v.0,2012-06-18,45134,67020,0.9743,0.9764,0.998203838653392,-0.1796161346607871,same-bar rank 1
6C.v.0,2012-09-17,67020,77397,1.028,1.0238,1.0010700389105056,0.107003891050561,same-bar rank 1
6C.v.0,2012-12-17,77397,39584,1.015,1.0143,0.9980788177339902,-0.1921182266009791,same-bar rank 1
6C.v.0,2013-03-18,39584,42705,0.9781,0.9761,1.0013291074532258,0.1329107453225786,same-bar rank 1
6C.v.0,2013-06-17,42705,54560,0.982,0.9794,0.9985743380855396,-0.1425661914460252,same-bar rank 1
6C.v.0,2013-09-16,54560,11321,0.9686,0.9669,0.9977286805698948,-0.2271319430105278,same-bar rank 1
6C.v.0,2013-12-16,11321,21216,0.9446,0.9419,0.9975651069235656,-0.2434893076434408,same-bar rank 1
6C.v.0,2014-03-17,21216,381225,0.9037,0.9023,0.997786876175722,-0.2213123824277962,same-bar rank 1
6C.v.0,2014-06-16,381225,33145,0.9165,0.9197,0.9978177850518276,-0.2182214948172389,same-bar rank 1
6C.v.0,2014-09-15,33145,25415,0.9044,0.9029,0.997843874391862,-0.2156125608138048,same-bar rank 1
6C.v.0,2014-12-15,25415,21404,0.8663,0.8562,0.9978644811266306,-0.2135518873369379,same-bar rank 1
6C.v.0,2015-03-16,21404,174404,0.7865,0.7816,0.998664971392244,-0.1335028607755917,same-bar rank 1
6C.v.0,2015-06-15,174404,174576,0.8119,0.8108,0.9980293139549208,-0.1970686045079328,same-bar rank 1
6C.v.0,2015-09-14,174576,174580,0.757,0.7543,0.9952443857331572,-0.47556142668429,same-bar rank 1
6C.v.0,2015-12-14,174580,174594,0.7269,0.7285,1.0004127115146513,0.0412711514651276,same-bar rank 1
6C.v.0,2016-03-14,174594,174765,0.7565,0.7534,1.0002643754130869,0.0264375413086659,same-bar rank 1
6C.v.0,2016-06-13,174765,174957,0.7825,0.7794,1.0,0.0,same-bar rank 1
6C.v.0,2016-09-19,174957,174969,0.757,0.75785,1.0005284015852047,0.0528401585204729,same-bar rank 1
6C.v.0,2016-12-19,174969,174970,0.7496,0.74685,1.001334044823906,0.1334044823906088,same-bar rank 1
6C.v.0,2017-03-13,174970,174973,0.743,0.7444,1.000471063257066,0.0471063257065917,same-bar rank 1
6C.v.0,2017-06-19,174973,174982,0.7569,0.75725,1.001585414189457,0.1585414189456901,same-bar rank 1
6C.v.0,2017-09-18,174982,174989,0.81985,0.8146,1.0003659205952309,0.0365920595230884,same-bar rank 1
6C.v.0,2017-12-18,174989,174469,0.7772,0.7787,1.0019943386515695,0.1994338651569727,same-bar rank 1
6C.v.0,2018-03-19,174469,174997,0.76325,0.7658,1.0020307893874878,0.2030789387487797,same-bar rank 1
6C.v.0,2018-06-18,174997,175042,0.7582,0.7581,1.0015826958586125,0.1582695858612481,same-bar rank 1
6C.v.0,2018-09-17,175042,38586,0.7673,0.76675,1.001368434771276,0.1368434771275906,same-bar rank 1
6C.v.0,2018-12-17,38586,102601,0.74735,0.7471,1.0020739947815616,0.2073994781561561,same-bar rank 1
6C.v.0,2019-03-18,102601,10209,0.7498,0.7513,1.0022005868231527,0.2200586823152717,same-bar rank 1
6C.v.0,2019-06-17,10209,13951,0.74555,0.74695,1.0016766145798404,0.1676614579840363,same-bar rank 1
6C.v.0,2019-09-16,13951,8075,0.75225,0.7561,1.0016616816218011,0.1661681621801136,same-bar rank 1
6C.v.0,2019-12-16,8075,24683,0.7593,0.76,1.0005926511260372,0.0592651126037235,same-bar rank 1
6C.v.0,2020-03-16,24683,39795,0.7236,0.7141,1.001934770591487,0.1934770591486945,same-bar rank 1
6C.v.0,2020-06-15,39795,6354,0.7341,0.7392,1.0023838714071651,0.2383871407165338,same-bar rank 1
6C.v.0,2020-09-14,6354,779,0.7593,0.75905,0.9994731989990782,-0.0526801000921839,same-bar rank 1
6C.v.0,2020-12-14,779,7276,0.7833,0.78395,1.000574492531597,0.0574492531596915,same-bar rank 1
6C.v.0,2021-03-15,7276,2010,0.8017,0.8015,1.000062367469128,0.0062367469128021,same-bar rank 1
6C.v.0,2021-06-14,2010,18581,0.8223,0.8235,1.0,0.0,same-bar rank 1
6C.v.0,2021-09-13,18581,3169,0.7872,0.7905,1.0010162601626016,0.1016260162601589,same-bar rank 1
6C.v.0,2021-12-13,3169,20787,0.78575,0.78095,1.0001909004136176,0.0190900413617578,same-bar rank 1
6C.v.0,2022-03-14,20787,193340,0.7839,0.78005,1.0008291873963515,0.0829187396351516,same-bar rank 1
6C.v.0,2022-06-13,193340,7909,0.78255,0.7758,0.9995527442335952,-0.0447255766404697,same-bar rank 1
6C.v.0,2022-09-19,7909,3634,0.7532,0.75515,1.0006638343069572,0.0663834306957156,same-bar rank 1
6C.v.0,2022-12-19,3634,10180,0.7301,0.73355,1.0015066429256263,0.1506642925626522,same-bar rank 1
6C.v.0,2023-03-13,10180,156376,0.72335,0.7284,1.0017280707817793,0.1728070781779278,same-bar rank 1
6C.v.0,2023-06-19,156376,3458,0.75825,0.758,1.0009891196834817,0.0989119683481698,same-bar rank 1
6C.v.0,2023-09-18,3458,5465,0.73935,0.74235,1.001149658483803,0.1149658483803328,same-bar rank 1
6C.v.0,2023-12-18,5465,1545,0.74765,0.74735,1.0010700193941011,0.107001939410134,same-bar rank 1
6C.v.0,2024-03-18,1545,28763,0.73835,0.7398,1.0014220897948127,0.1422089794812731,same-bar rank 1
6C.v.0,2024-06-17,28763,3255,0.72825,0.73075,1.0020597322348097,0.2059732234809486,same-bar rank 1
6C.v.0,2024-09-16,3255,162,0.736,0.7378,1.0026494565217392,0.2649456521739202,same-bar rank 1
6C.v.0,2024-12-16,162,45908,0.70255,0.70495,1.003487296277845,0.3487296277844942,same-bar rank 1
6C.v.0,2025-03-17,45908,148259,0.69605,0.70245,1.0043100351986207,0.4310035198620721,same-bar rank 1
6C.v.0,2025-06-16,148259,859,0.73625,0.74005,1.0044821731748728,0.4482173174872761,same-bar rank 1
6C.v.0,2025-09-15,859,21386,0.7223,0.729,1.0041533988647375,0.4153398864737534,same-bar rank 1
6C.v.0,2025-12-15,21386,387,0.72615,0.72925,1.004062521517593,0.4062521517592898,same-bar rank 1
6C.v.0,2026-03-16,387,13412,0.7292,0.73355,1.0037026878771256,0.3702687877125576,same-bar rank 1
6C.v.0,2026-06-15,13412,425,0.71475,0.7174,1.00398740818468,0.3987408184680019,same-bar rank 1
6E.v.0,2010-06-14,26591,8588,1.211,1.2221,1.000990916597853,0.0990916597852997,same-bar rank 1
6E.v.0,2010-09-13,8588,13001,1.2679,1.2859,1.0,0.0,same-bar rank 1
6E.v.0,2010-12-13,13001,12216,1.3236,1.3389,0.9991689332124508,-0.0831066787549184,same-bar rank 1
6E.v.0,2011-03-14,12216,76377,1.3795,1.397,1.0065241029358465,0.6524102935846487,same-bar rank 1
6E.v.0,2011-06-13,76377,86354,1.4347,1.4376,0.9972816616714296,-0.2718338328570491,same-bar rank 1
6E.v.0,2011-09-19,86354,41562,1.3801,1.3613,0.9992754148250126,-0.0724585174987413,same-bar rank 1
6E.v.0,2011-12-19,41562,70924,1.305,1.3014,1.0008429118773947,0.0842911877394714,same-bar rank 1
6E.v.0,2012-03-19,70924,55551,1.3097,1.3236,1.000419943498511,0.0419943498511043,same-bar rank 1
6E.v.0,2012-06-18,55551,92500,1.2641,1.2608,1.001186614982992,0.1186614982991995,same-bar rank 1
6E.v.0,2012-09-17,92500,81341,1.3145,1.3119,0.999695701787752,-0.0304298212247977,same-bar rank 1
6E.v.0,2012-12-17,81341,43585,1.3077,1.3173,1.0008411715225205,0.0841171522520278,same-bar rank 1
6E.v.0,2013-03-18,43585,21327,1.2999,1.2951,1.0065389645357334,0.6538964535733438,same-bar rank 1
6E.v.0,2013-06-17,21327,38363,1.3346,1.3368,1.0004495729057394,0.0449572905739437,same-bar rank 1
6E.v.0,2013-09-16,38363,8015,1.3304,1.334,0.9998496692723992,-0.0150330727600733,same-bar rank 1
6E.v.0,2013-12-16,8015,9296,1.3744,1.3759,0.9998544819557624,-0.0145518044237458,same-bar rank 1
6E.v.0,2014-03-17,9296,379118,1.3859,1.3924,1.0039685402987228,0.3968540298722844,same-bar rank 1
6E.v.0,2014-06-16,379118,2975,1.3532,1.3581,1.0001477978125923,0.0147797812592331,same-bar rank 1
6E.v.0,2014-09-15,2975,22195,1.2924,1.2948,1.0006963788300836,0.0696378830083555,same-bar rank 1
6E.v.0,2014-12-15,22195,18005,1.2385,1.2448,1.006782398062172,0.6782398062171957,same-bar rank 1
6E.v.0,2015-03-16,18005,175117,1.0498,1.0583,1.0009525623928366,0.0952562392836586,same-bar rank 1
6E.v.0,2015-06-15,175117,175112,1.1263,1.1289,1.0014205806623455,0.1420580662345516,same-bar rank 1
6E.v.0,2015-09-14,175112,175135,1.134,1.1326,1.0012345679012349,0.1234567901234662,same-bar rank 1
6E.v.0,2015-12-14,175135,175152,1.0994,1.1019,1.002183008913953,0.2183008913952955,same-bar rank 1
6E.v.0,2016-03-14,175152,175211,1.1145,1.11315,1.0028712427097353,0.2871242709735266,same-bar rank 1
6E.v.0,2016-06-13,175211,175241,1.1253,1.13265,1.0031547142984092,0.3154714298409189,same-bar rank 1
6E.v.0,2016-09-19,175241,175316,1.11595,1.12185,1.0034947802320893,0.3494780232089267,same-bar rank 1
6E.v.0,2016-12-19,175316,175382,1.04455,1.04485,1.0044995452587238,0.4499545258723758,same-bar rank 1
6E.v.0,2017-03-13,175382,175376,1.06745,1.07,1.0047309007447656,0.4730900744765565,same-bar rank 1
6E.v.0,2017-06-19,175376,175386,1.1197,1.11985,1.0050013396445476,0.5001339644547631,same-bar rank 1
6E.v.0,2017-09-18,175386,173245,1.1947,1.2017,1.004645517703189,0.4645517703188995,same-bar rank 1
6E.v.0,2017-12-18,173245,173248,1.175,1.1867,1.0073617021276595,0.736170212765952,same-bar rank 1
6E.v.0,2018-03-19,173248,173275,1.2292,1.24225,1.0069150667100553,0.6915066710055262,same-bar rank 1
6E.v.0,2018-06-18,173275,173307,1.1611,1.171,1.0068038928602188,0.6803892860218763,same-bar rank 1
6E.v.0,2018-09-17,173307,192848,1.16205,1.175,1.0071425498042252,0.714254980422524,same-bar rank 1
6E.v.0,2018-12-17,192848,1191,1.13055,1.144,1.0081818583875104,0.8181858387510399,same-bar rank 1
6E.v.0,2019-03-18,1191,5063,1.13255,1.14225,1.00772592821509,0.7725928215089883,same-bar rank 1
6E.v.0,2019-06-17,5063,20159,1.1213,1.1305,1.0068670293409436,0.6867029340943631,same-bar rank 1
6E.v.0,2019-09-16,20159,178373,1.1075,1.10775,1.0066365688487584,0.6636568848758406,same-bar rank 1
6E.v.0,2019-12-16,178373,56340,1.1118,1.1205,1.0064759848893687,0.6475984889368736,same-bar rank 1
6E.v.0,2020-03-16,56340,71003,1.11185,1.12205,1.0017538337005891,0.1753833700589124,same-bar rank 1
6E.v.0,2020-06-15,71003,109520,1.1238,1.13615,1.0036928279053212,0.3692827905321216,same-bar rank 1
6E.v.0,2020-09-14,109520,98206,1.1845,1.18905,1.0019839594765725,0.1983959476572261,same-bar rank 1
6E.v.0,2020-12-14,98206,3903,1.2113,1.2178,1.0024353999834887,0.2435399983488739,same-bar rank 1
6E.v.0,2021-03-15,3903,80958,1.1958,1.1949,1.0016307074761668,0.1630707476166781,same-bar rank 1
6E.v.0,2021-06-14,80958,244688,1.21095,1.2143,1.0017754655435815,0.1775465543581544,same-bar rank 1
6E.v.0,2021-09-13,244688,86136,1.181,1.183,1.0018204911092294,0.1820491109229438,same-bar rank 1
6E.v.0,2021-12-13,86136,28727,1.13185,1.13105,1.0022087732473384,0.2208773247338369,same-bar rank 1
6E.v.0,2022-03-14,28727,11232,1.09125,1.0979,1.003344788087056,0.3344788087056072,same-bar rank 1
6E.v.0,2022-06-13,11232,44629,1.0517,1.04835,1.0059903014167535,0.5990301416753718,same-bar rank 1
6E.v.0,2022-09-19,44629,191026,1.0016,1.0096,1.0061900958466454,0.6190095846645427,same-bar rank 1
