class,tf,symbol,break,factor,bars_scaled,n_before,n_after
us_stocks,1h,GE,2024-04-02,0.7981081171568452,9180,1314,590
us_stocks,15m,GE,2024-04-02,0.7981081171568452,29600,1134,590
us_stocks,5m,GE,2024-04-02,0.7981081171568452,82676,1063,590
us_stocks,4h,GE,2024-04-02,0.7981081171568452,2539,1187,602
