class,tf,rule,symbol,mult,excess_cagr,ir
us_stocks,1d,ibs,AAPL,0.0,-0.00041602034403953603,-0.15659567763425528
us_stocks,1d,ibs,AAPL,0.5,-0.0026133579908405036,-0.16279295596768464
us_stocks,1d,ibs,AAPL,1.0,-0.004806756332471185,-0.16899226480464102
us_stocks,1d,ibs,AAPL,2.0,-0.009181762815681171,-0.18139693958370523
us_stocks,1d,ibs,AAPL,3.0,-0.013541095104974366,-0.19380963297552092
us_stocks,1d,ibs,AAPL,5.0,-0.02221295739350171,-0.21865879813937172
us_stocks,1d,ibs,AAPL,10.0,-0.04362214993512925,-0.28091715059413
us_stocks,1d,ibs,MSFT,0.0,0.035435055076447064,0.009580561079254292
us_stocks,1d,ibs,MSFT,0.5,0.03299131274822531,0.0010236763111084546
us_stocks,1d,ibs,MSFT,1.0,0.03055220953087967,-0.007537508073803678
us_stocks,1d,ibs,MSFT,2.0,0.025687885833933333,-0.024672694529975617
us_stocks,1d,ibs,MSFT,3.0,0.020842014954250754,-0.0418248352886797
us_stocks,1d,ibs,MSFT,5.0,0.011205356783842157,-0.07617932235208863
us_stocks,1d,ibs,MSFT,10.0,-0.012568148113465627,-0.16235062501009606
us_stocks,1d,ibs,AMZN,0.0,-0.0773506910404469,-0.3503487428289415
us_stocks,1d,ibs,AMZN,0.5,-0.0796326112995982,-0.35571028756114265
us_stocks,1d,ibs,AMZN,1.0,-0.08191027342104551,-0.36107321714706553
us_stocks,1d,ibs,AMZN,2.0,-0.08645285445712148,-0.37180320963292407
us_stocks,1d,ibs,AMZN,3.0,-0.09097849642086331,-0.3825386777005591
us_stocks,1d,ibs,AMZN,5.0,-0.09997921110101182,-0.4040258695068952
us_stocks,1d,ibs,AMZN,10.0,-0.1221888801677462,-0.457836662698424
us_stocks,1d,ibs,NVDA,0.0,-0.04379026283687404,-0.2804951081935075
us_stocks,1d,ibs,NVDA,0.5,-0.04620607660657994,-0.28540447647836603
us_stocks,1d,ibs,NVDA,1.0,-0.048617458235852284,-0.2903151566441468
us_stocks,1d,ibs,NVDA,2.0,-0.053426957001684316,-0.3001404366252112
us_stocks,1d,ibs,NVDA,3.0,-0.05821882285037594,-0.30997091607830013
us_stocks,1d,ibs,NVDA,5.0,-0.06774990953504423,-0.3296473445935167
us_stocks,1d,ibs,NVDA,10.0,-0.09127346715423168,-0.3789271405510829
us_stocks,1d,ibs,GOOGL,0.0,-0.04717013057225761,-0.28790336525166643
us_stocks,1d,ibs,GOOGL,0.5,-0.04931458514768128,-0.29633506588789377
us_stocks,1d,ibs,GOOGL,1.0,-0.05145520288789829,-0.3047701863782106
us_stocks,1d,ibs,GOOGL,2.0,-0.055724954799433624,-0.32165059773583715
us_stocks,1d,ibs,GOOGL,3.0,-0.059979440064317435,-0.3385444203577898
us_stocks,1d,ibs,GOOGL,5.0,-0.0684428247593194,-0.3723715787908178
us_stocks,1d,ibs,GOOGL,10.0,-0.0893378477333231,-0.4571614635312742
us_stocks,1d,ibs,META,0.0,0.008485556418052154,-0.10901491137595752
us_stocks,1d,ibs,META,0.5,0.006044444661411186,-0.11629594428320228
us_stocks,1d,ibs,META,1.0,0.00360796094084459,-0.12357959813441867
us_stocks,1d,ibs,META,2.0,-0.0012511568575581666,-0.13815471561740136
us_stocks,1d,ibs,META,3.0,-0.0060918657505451,-0.15274015741264674
us_stocks,1d,ibs,META,5.0,-0.015718330657712665,-0.18194158582785383
us_stocks,1d,ibs,META,10.0,-0.03946710304470202,-0.255118289276552
us_stocks,1d,ibs,TSLA,0.0,-0.20057346617509264,-0.5853374370231971
us_stocks,1d,ibs,TSLA,0.5,-0.2027457652034168,-0.5900180789143759
us_stocks,1d,ibs,TSLA,1.0,-0.20491418956549157,-0.5946997815837181
us_stocks,1d,ibs,TSLA,2.0,-0.20923944141348616,-0.6040663545749809
us_stocks,1d,ibs,TSLA,3.0,-0.21354927584779038,-0.6134371265758548
us_stocks,1d,ibs,TSLA,5.0,-0.2221229080617615,-0.6321911494649107
us_stocks,1d,ibs,TSLA,10.0,-0.24329093725204554,-0.679147612352431
us_stocks,1d,ibs,JPM,0.0,0.022040796795713025,-0.04182618770109958
us_stocks,1d,ibs,JPM,0.5,0.019917172104396252,-0.04958023266094093
us_stocks,1d,ibs,JPM,1.0,0.017797437961992957,-0.05733759567499826
us_stocks,1d,ibs,JPM,2.0,0.013569613342614417,-0.07286221068312858
us_stocks,1d,ibs,JPM,3.0,0.009357267098440758,-0.08839990190548651
us_stocks,1d,ibs,JPM,5.0,0.0009787873635445088,-0.11951398609238723
us_stocks,1d,ibs,JPM,10.0,-0.019700411389752537,-0.1975187343595326
us_stocks,1d,ibs,JNJ,0.0,-0.031233373516733387,-0.2638797217808175
us_stocks,1d,ibs,JNJ,0.5,-0.03317893540797168,-0.27592947969115356
us_stocks,1d,ibs,JNJ,1.0,-0.03512103275339018,-0.28798729235587234
us_stocks,1d,ibs,JNJ,2.0,-0.03899485801164149,-0.312126830955296
us_stocks,1d,ibs,JNJ,3.0,-0.042854897597534025,-0.3362978327924174
us_stocks,1d,ibs,JNJ,5.0,-0.05053381214972141,-0.3847321847925005
us_stocks,1d,ibs,JNJ,10.0,-0.06949319897378903,-0.5063324880806971
us_stocks,1d,ibs,XOM,0.0,0.050389180231540376,0.17686936867279776
us_stocks,1d,ibs,XOM,0.5,0.048192493729471986,0.16561763456522083
us_stocks,1d,ibs,XOM,1.0,0.04599993582753692,0.15435854135052327
us_stocks,1d,ibs,XOM,2.0,0.041627175350534174,0.13181847050427925
us_stocks,1d,ibs,XOM,3.0,0.03727083799153941,0.10924954396659163
us_stocks,1d,ibs,XOM,5.0,0.028607190492165202,0.06402669123121628
us_stocks,1d,ibs,XOM,10.0,0.007231261888754448,-0.04950765276148442
us_stocks,1d,ibs,UNH,0.0,-0.10036534472929182,-0.5110600864026732
us_stocks,1d,ibs,UNH,0.5,-0.10203502886871552,-0.5181949346571535
us_stocks,1d,ibs,UNH,1.0,-0.10370218138320997,-0.5253323585929992
us_stocks,1d,ibs,UNH,2.0,-0.10702890654950892,-0.5396148703318587
us_stocks,1d,ibs,UNH,3.0,-0.11034555019795844,-0.5539074948760114
us_stocks,1d,ibs,UNH,5.0,-0.11694871238646765,-0.5825225723110887
us_stocks,1d,ibs,UNH,10.0,-0.1332822725235443,-0.6542282496698184
us_stocks,1d,ibs,V,0.0,0.06546984951365542,0.20653482025713504
us_stocks,1d,ibs,V,0.5,0.062998646187709,0.19561517192344513
us_stocks,1d,ibs,V,1.0,0.060532121359553104,0.18468892158749012
us_stocks,1d,ibs,V,2.0,0.055613072406689,0.16281679286619358
us_stocks,1d,ibs,V,3.0,0.05071263323405195,0.14091879170953261
us_stocks,1d,ibs,V,5.0,0.04096730781140101,0.097046616070777
us_stocks,1d,ibs,V,10.0,0.0169248544902576,-0.013061041833892147
us_stocks,1d,ibs,PG,0.0,0.012697751828796733,0.001707467163578997
us_stocks,1d,ibs,PG,0.5,0.010687926043919216,-0.010511600429987389
us_stocks,1d,ibs,PG,1.0,0.008681690914521312,-0.022739451993703072
us_stocks,1d,ibs,PG,2.0,0.004679967453223632,-0.04722124554150488
us_stocks,1d,ibs,PG,3.0,0.0006925312152235019,-0.07173738743349466
us_stocks,1d,ibs,PG,5.0,-0.007239679647090824,-0.1208705877082059
us_stocks,1d,ibs,PG,10.0,-0.02682366338626241,-0.24426693195488794
us_stocks,1d,ibs,HD,0.0,-0.07586092157630264,-0.39209941052449554
us_stocks,1d,ibs,HD,0.5,-0.07790786424663709,-0.40002921912922945
us_stocks,1d,ibs,HD,1.0,-0.07995125778147405,-0.4079621925460721
us_stocks,1d,ibs,HD,2.0,-0.08402742157743415,-0.42383755813000584
us_stocks,1d,ibs,HD,3.0,-0.08808946112915206,-0.4397253553970127
us_stocks,1d,ibs,HD,5.0,-0.09617135935783638,-0.47153763343013644
us_stocks,1d,ibs,HD,10.0,-0.11613227143814941,-0.5512750973027815
us_stocks,1d,ibs,MA,0.0,0.05890261154402987,0.08678630856650117
us_stocks,1d,ibs,MA,0.5,0.05646530096542124,0.078541187077906
us_stocks,1d,ibs,MA,1.0,0.054032494745226645,0.07029227219331764
us_stocks,1d,ibs,MA,2.0,0.04918036269628501,0.053783140363271524
us_stocks,1d,ibs,MA,3.0,0.04434615017516608,0.037259069908328904
us_stocks,1d,ibs,MA,5.0,0.03473122398838213,0.004166745049685022
us_stocks,1d,ibs,MA,10.0,0.011002979213206254,-0.07881433892215045
us_stocks,1d,ibs,CVX,0.0,0.006392473351476191,-0.06690887579798507
us_stocks,1d,ibs,CVX,0.5,0.004335616388190244,-0.07669415430107572
us_stocks,1d,ibs,CVX,1.0,0.0022825376705934985,-0.08648492217471013
us_stocks,1d,ibs,CVX,2.0,-0.001812312272648331,-0.10608279718429756
us_stocks,1d,ibs,CVX,3.0,-0.005892130847930943,-0.1257022419383915
us_stocks,1d,ibs,CVX,5.0,-0.014006890412375794,-0.1650047956603456
us_stocks,1d,ibs,CVX,10.0,-0.03403450940284758,-0.26362016636439517
us_stocks,1d,ibs,ABBV,0.0,-0.03346652455782917,-0.24580638363929083
us_stocks,1d,ibs,ABBV,0.5,-0.03541791565057739,-0.25461331854098573
us_stocks,1d,ibs,ABBV,1.0,-0.037366036965127414,-0.2634241175220244
us_stocks,1d,ibs,ABBV,2.0,-0.04125249173021195,-0.281057196722175
us_stocks,1d,ibs,ABBV,3.0,-0.045125931707879596,-0.2987053984418315
us_stocks,1d,ibs,ABBV,5.0,-0.052833938031649375,-0.3340462719132973
us_stocks,1d,ibs,ABBV,10.0,-0.07187916847900988,-0.4226472623077442
us_stocks,1d,ibs,PEP,0.0,0.01982006857299501,0.012617809513994849
us_stocks,1d,ibs,PEP,0.5,0.01775417878469998,0.00211926786082722
us_stocks,1d,ibs,PEP,1.0,0.015692002647159864,-0.008385438658040815
us_stocks,1d,ibs,PEP,2.0,0.011578765128892998,-0.02941317860226398
us_stocks,1d,ibs,PEP,3.0,0.007480303740628136,-0.05046507334747105
us_stocks,1d,ibs,PEP,5.0,-0.0006724988527000431,-0.09263996672345294
us_stocks,1d,ibs,PEP,10.0,-0.020799547834174925,-0.1984758390824418
us_stocks,1d,ibs,KO,0.0,0.03166355660990394,0.08980359334310221
us_stocks,1d,ibs,KO,0.5,0.029485937870404877,0.07802393127240531
us_stocks,1d,ibs,KO,1.0,0.02731245966177487,0.06623614737885787
us_stocks,1d,ibs,KO,2.0,0.022977893912980774,0.042636429141478124
us_stocks,1d,ibs,KO,3.0,0.018659797657037736,0.019004871080179075
us_stocks,1d,ibs,KO,5.0,0.010072767928040793,-0.02835201553390958
us_stocks,1d,ibs,KO,10.0,-0.011110866376836004,-0.14727042478433391
us_stocks,1d,ibs,WMT,0.0,-0.05756869126654962,-0.34172817867065564
