class,tf,rule,symbol,ir,ir_gross,cagr,bench_cagr,excess_cagr,max_dd,bench_dd,mar,bench_mar,vol,bench_vol,long_frac,turnover_yr,years,spread_bps,in_bps,out_bps,t_years,n_years,years_positive
us_stocks,1d,macd_cross,AAPL,-0.287798229664831,-0.28396947067967,0.15750983506836413,0.20383726051326567,-0.04632742544490154,-0.5747614133990564,-0.8180144825485205,0.2740438578450728,0.2491853932441533,0.29605246918608874,0.4343362391638514,0.5121495327102804,19.04305184790806,44.58319006747153,7.462591392727099,14.810863334029523,7.348271941302424,1.7848630447192948,45,0.5555555555555556
us_stocks,1d,macd_cross,MSFT,-0.5628895228061426,-0.557860654074669,0.10292925100570383,0.22969511657674668,-0.12676586557104286,-0.5144740933047169,-0.7448300974535446,0.2000669272665204,0.3083859223224702,0.2201895930367116,0.33176702705915917,0.5094774847056464,19.681413471984573,39.58049055312335,-1.59527507321072,9.620553114656373,11.215828187867093,-0.6738458816285041,40,0.425
us_stocks,1d,macd_cross,AMZN,-0.5850453280273623,-0.5817923754673114,0.0963374474944152,0.2789109146125326,-0.1825734671181174,-0.7994626840734953,-0.944042126811601,0.12050274442272632,0.29544329293283095,0.3663129470062085,0.5372205277940668,0.5025733759910975,20.153248225029973,28.581000619275773,-5.712465998434226,12.579795645137853,18.29226164357208,-1.3697442372094681,29,0.4482758620689655
us_stocks,1d,macd_cross,NVDA,-0.5745533590153027,-0.5714912935357241,0.14765584698514278,0.3373619656742499,-0.18970611868910714,-0.7260170011135073,-0.8972243189876287,0.2033779467404757,0.37600626569608353,0.4179673193202396,0.5861468002970952,0.5175766641735228,19.828686264175662,26.57765587587751,-2.001187673365929,17.385969195700497,19.387156869066427,-0.31673193848009873,27,0.48148148148148145
us_stocks,1d,macd_cross,GOOGL,-0.44539108022158774,-0.4393690245766784,0.1377828486003625,0.22380410512238624,-0.08602125652202375,-0.42672618047306143,-0.6529478569615115,0.3228835138439801,0.34275953697720546,0.2117981541158347,0.3021979697082325,0.5150119727389942,20.389302117702613,21.579944103039143,4.002545991207741,11.776601249079665,7.7740552578719235,0.964294526807574,22,0.5
us_stocks,1d,macd_cross,META,-0.866241839708215,-0.8612565631286008,0.03498152137779309,0.2568884522720689,-0.22190693089427582,-0.7834594438867473,-0.767360916089979,0.04465007302005263,0.33476874686428093,0.27867307289908905,0.38377359791877913,0.5002927400468384,20.895420916313004,13.591494573736101,-12.16869676341324,5.947865341411924,18.116562104825164,-1.3775287478412843,14,0.35714285714285715
us_stocks,1d,macd_cross,TSLA,-0.3176989534444651,-0.3145204622942162,0.3319789156189177,0.3963510153790619,-0.06437209976014424,-0.49972541450105645,-0.7363221747932771,0.6643226579748344,0.5382847739039472,0.40573609058695637,0.5680508276952779,0.5204185809086268,19.771834208415374,15.577715084668661,17.822287873548515,28.202464550667933,10.380176677119419,1.4628590940168824,16,0.625
us_stocks,1d,macd_cross,JPM,-0.32743750737496286,-0.32258010382566715,0.06037372638915195,0.11645631925307276,-0.05608259286392081,-0.6788009541178852,-0.8167419547718363,0.08894172293497843,0.14258642962158813,0.24539279106608222,0.3575923658798672,0.49608629247804503,19.767556105321887,41.583289083403606,0.583898002399669,7.197363637932062,6.613465635532393,0.08956747108007186,42,0.5476190476190477
us_stocks,1d,macd_cross,JNJ,-0.5370352665027203,-0.5291112546487421,0.024099813269613746,0.10365507552048547,-0.07955526225087173,-0.5258532189225249,-0.5201147062014648,0.04582992440170728,0.19929272194110004,0.1513434980851618,0.2233858338069454,0.5055888666814716,20.513008649030443,53.57575862241664,-4.108057066741604,2.8722306516426723,6.980287718384276,-2.0430883861208122,54,0.42592592592592593
us_stocks,1d,macd_cross,XOM,-0.6478002924389428,-0.6400129113328992,-0.006590705309569289,0.09797950137200262,-0.10457020668157191,-0.8046305521216057,-0.621399786278632,-0.008190970740784424,0.15767546680176872,0.1626541457886303,0.24207452614120425,0.5139536605226146,22.02488644754861,53.57575862241664,-8.745559703989837,0.6200106453279197,9.365570349317757,-3.2494527475315333,54,0.3148148148148148
us_stocks,1d,macd_cross,UNH,-0.44551911877529915,-0.4406702001071046,0.08604261259183965,0.17791136278773045,-0.0918687501958908,-0.4352521372958713,-0.7441111730852215,0.19768452632169495,0.23909244911627558,0.2107126405694285,0.33289193888795904,0.5026785714285714,19.637236000635347,40.433388893137035,-0.7844970683364573,9.53104194917102,10.315539017507476,-0.3099615099944796,36,0.3888888888888889
us_stocks,1d,macd_cross,V,-0.9645879031745641,-0.9578040402216151,0.026360125895812825,0.217220364746745,-0.19086023885093217,-0.35575456841263364,-0.36364911348809725,0.07409638058460058,0.5973350592365873,0.1690257531158724,0.2592673611078256,0.5061058344640434,21.27722735399285,17.57747820135107,-11.89907328345354,3.273138521110822,15.172211804564363,-3.6057236220507525,18,0.2777777777777778
us_stocks,1d,macd_cross,PG,-0.5665879509364745,-0.5582375800959356,0.00876160052732744,0.09159782682966244,-0.082836226302335,-0.47830014661761,-0.5422754536033203,0.01831820581550467,0.1689138356180642,0.14771494114247827,0.21971346406159048,0.5009993337774816,21.408936233337506,53.57575862241664,-5.540445655619117,1.6817757451014563,7.222221400720573,-2.982439887932876,54,0.3333333333333333
us_stocks,1d,macd_cross,HD,-0.6115415789073849,-0.6065128812600337,0.08861449330325177,0.23417104582893256,-0.14555655252568078,-0.6596457829326203,-0.7058316961887465,0.13433648117826794,0.33176612369971104,0.2328871901390785,0.3499955638970066,0.5190031152647975,20.72702911870533,44.57947131294982,-4.415855706679677,8.672511725718223,13.0883674323979,-1.4485742072259573,45,0.5111111111111111
us_stocks,1d,macd_cross,MA,-0.8833314311532852,-0.8773264070184451,0.0324425900834302,0.23657317717828508,-0.20413058709485488,-0.5690509505359443,-0.6266535593150548,0.05701174921661246,0.3775182852816864,0.21553537614953272,0.31889786458942143,0.5176613885505481,22.41391094846901,19.586050868556075,-12.665365287717583,4.343499753673328,17.008865041390912,-3.7740162212416912,20,0.25
us_stocks,1d,macd_cross,CVX,-0.3590053916559065,-0.3523840204509516,0.03862396170814142,0.09335832740107208,-0.054734365692930664,-0.6838990225349931,-0.5824090671049211,0.05647611772418514,0.16029683031059946,0.18211509936985515,0.26852069335376827,0.5096965210954848,20.475597709521953,53.57596957913723,-1.2869950341272607,4.3400140623456975,5.627009096472958,-0.5750458403939651,54,0.46296296296296297
us_stocks,1d,macd_cross,ABBV,-0.6656650569640737,-0.6588760350209976,0.055394093309452996,0.1752793005968991,-0.11988520728744612,-0.36316161383599954,-0.45137133803929796,0.15253289774857223,0.3883261647899289,0.1863255416087141,0.26484077798491135,0.5101137800252844,20.191830191376077,12.579345091188578,-4.410654904506246,5.667759176130359,10.078414080636605,-0.9388875195436048,13,0.46153846153846156
