class,timeframe,n_assets,n_candidates,n_transforms,n_trials,n_folds,years_oos,noise_ceiling,oos_start,oos_end,seconds
us_stocks,1d,20,12,8,96,54,41.008338988270324,0.36148944985440434,1973-01-02,2026-08-04,31.871360301971436
us_etfs,1d,3,12,8,96,14,13.480461446061996,0.6304916465602619,2013-02-11,2026-08-06,2.5693881511688232
crypto,1d,10,12,8,96,6,5.925313475391181,0.9509902198039737,2020-08-29,2026-08-03,4.485632658004761
