symbol,scenario,fold,rule,ir_is,ir_oos
AAPL,gross,0,HT_PHASOR,0.17911974630359065,-0.5398935741697164
AAPL,gross,1,HT_TRENDLINE,0.17050157967141763,0.9102990105160788
AAPL,gross,2,ADXR,0.6028277033969245,0.8871735639705961
AAPL,gross,3,ADXR,0.44839742089003526,-0.9892417732061767
AAPL,gross,4,ADXR,0.34940626950216674,-2.8800609417192797
AAPL,pessimistic,0,MAXINDEX,0.04545533767112605,-1.4802474882982957
AAPL,pessimistic,1,ADX,0.10285261074152656,-0.17166303227901142
AAPL,pessimistic,2,ADXR,0.5264950837664794,0.811943723756671
AAPL,pessimistic,3,ADXR,0.37024602691802566,-1.04515093281784
AAPL,pessimistic,4,ADXR,0.2756622160653769,-2.9696335343514435
AAPL,retail,0,HT_PHASOR,0.14501378095012601,-0.5731526204433435
AAPL,retail,1,ADX,0.1575473211276634,-0.09494274996148148
AAPL,retail,2,ADXR,0.5890976361238597,0.8737494237947675
AAPL,retail,3,ADXR,0.43442530387158973,-0.999873206772893
AAPL,retail,4,ADXR,0.33606088033830817,-2.895286753598373
AAPL,wide,0,HT_PHASOR,0.09471441076879332,-0.6219589242937626
AAPL,wide,1,ADX,0.14192405380456755,-0.11686527176263455
AAPL,wide,2,ADXR,0.5712162954713974,0.8560958929314894
AAPL,wide,3,ADXR,0.41609277667112793,-1.0128197602028128
AAPL,wide,4,ADXR,0.3188082926895704,-2.916555917738663
ABBV,gross,0,HT_DCPHASE,0.15646475956699726,0.20782674649523528
ABBV,gross,1,ADXR,0.09637762157014063,-0.2730269807618218
ABBV,gross,2,HT_TRENDMODE,0.29363900755876926,1.0835289061732016
ABBV,gross,3,HT_TRENDMODE,0.7389582981703025,-1.0227599896403832
ABBV,gross,4,TSF_9,0.29519944211093785,-2.9250595948059384
ABBV,pessimistic,0,HT_DCPHASE,0.05215881177086517,0.08859070234674152
ABBV,pessimistic,1,ADXR,0.02073759111622631,-0.3601391894379729
ABBV,pessimistic,2,HT_TRENDMODE,0.12808627441109346,0.8850092925162769
ABBV,pessimistic,3,HT_TRENDMODE,0.5665789647398684,-1.1885126465573712
ABBV,pessimistic,4,HT_TRENDMODE,0.0863721187519729,-5.161285505753491
ABBV,retail,0,HT_DCPHASE,0.1387934466386484,0.18767001365404418
ABBV,retail,1,ADXR,0.08246790577515412,-0.28912062874791944
