ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.32793479915677304,0.3,-0.327934799156773,0.0,-0.5530667168922356,,META,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,MAXINDEX,gross,-0.3094512747456167,1072841.2940925797,0.1758683114174076,0.6245695183789602,-0.45977693076658294,0.8509598334726087,16.425658754923116,2336,False,True,True
-0.34669753464935116,0.25,-0.3466975346493512,0.0,-0.5847103379580095,,PG,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,ADXR,gross,-0.38601247683523665,212089.76416461752,0.01930859766643258,0.17227112426256685,-0.5686807169504691,0.9841237121426291,54.38186849767781,3877,False,True,True
-0.3540100242712457,0.25,-0.3540100242712457,0.0,-0.5970429560207737,,NVDA,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,MININDEX,gross,-0.3926115868249259,954497.9535542952,0.16245040531810434,0.6012177090309755,-0.43989478885726185,0.8521553882243623,16.263933518894333,2313,False,True,True
-0.41103433826946834,0.3,-0.41103433826946834,0.0,-0.693215275052252,,HD,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,LINEARREG_200,gross,-0.5392710080535345,71010.05450538821,-0.03685179874456936,-0.045753370713538896,-0.6545862246074255,0.946451164684461,55.520976681880526,3958,False,False,True
-0.4221966156030474,0.25,-0.42219661560304733,0.0,-0.7120406150094545,,PEP,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,TSF_200,gross,-0.5298997116186855,74649.19516537925,-0.03517590611291078,-0.04243222883596211,-0.6506339517409232,0.946451164684461,54.789697353750384,3906,False,False,True
-0.4312863909851483,0.15,-0.4312863909851483,0.0,-0.7273706508604625,,UNH,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,LINEARREG_21,gross,-0.724645776330731,-53268.19135441319,-0.0808144796848002,-0.18633129994050995,-0.6845413057862708,0.994618207505976,186.2230935211403,13252,False,False,True
-0.4350757515305751,0.2,-0.4350757515305751,0.0,-0.7337614614769907,,PEP,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,OBV,gross,-0.5672265041450022,185321.77664197973,-0.02343739493065023,-0.03574962607628002,-0.637391043694106,0.994887297130677,141.02440581709672,10038,False,False,True
-0.4366838861109077,0.1,-0.4366838861109077,0.0,-0.7364736033873716,,PEP,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,CDLSHORTLINE,gross,-0.555705892188137,67410.70599559844,-0.007331384697003224,0.07490351735418779,-0.5665651778816476,0.758843921521784,131.27870246336244,12592,False,False,True
-0.44436687820395865,0.2,-0.44436687820395865,0.0,-0.7494310791530994,,UNH,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,TRIMA_21,gross,-0.5131662410809319,19355.07018956182,-0.02072210182278399,0.007686928784187222,-0.5819437401628703,0.994618207505976,110.52161999566847,7869,False,False,True
-0.44667320267656907,0.15,-0.44667320267656907,0.0,-0.7533207282767506,,HD,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,MACD,gross,-0.5294458703605025,-21242.67677197674,-0.04529411444188703,-0.035387958910220785,-0.6055574981182508,0.9911200423848603,81.1016901024329,5777,False,False,True
-0.45159056977950185,0.2,-0.45159056977950185,0.0,-0.7616139380439542,,UNH,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,STOCHF,gross,-0.5527674047064177,42898.35635657305,-0.017261662024354585,-0.012753666004243849,-0.6105749915850809,0.9983854622517928,422.01848765110253,30019,False,False,True
-0.4540139073145183,0.15,-0.4540139073145183,0.0,-0.7657009313665889,,PEP,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,MACDFIX,gross,-0.5276601177986437,-27398.221477246392,-0.046566380756627355,-0.03759574752656189,-0.6094359765289081,0.9911200423848603,80.51104141432776,5735,False,False,True
-0.4585425090863362,0.1,-0.4585425090863361,0.0,-0.7733384828569824,,PG,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,MINMAX,gross,-0.47773971872417825,53846.646852971295,-0.017344911813780627,0.05756353477393379,-0.6062437363589595,0.9826871864232022,64.57758989949225,4714,False,True,True
-0.463357174740599,0.15,-0.46335717474059895,0.0,-0.781458485165929,,HD,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,LINEARREG_ANGLE,gross,-0.5170104770005581,6145.122669150289,-0.0306875288488673,-0.009737218041202174,-0.602208791411228,0.9965018348788843,73.80295988513402,5258,False,False,True
-0.463357174740599,0.15,-0.46335717474059895,0.0,-0.781458485165929,,HD,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,LINEARREG_SLOPE,gross,-0.5170104770005581,6145.122669150289,-0.0306875288488673,-0.009737218041202174,-0.602208791411228,0.9965018348788843,73.80295988513402,5258,False,False,True
-0.46408594927865776,0.2,-0.46408594927865765,0.0,-0.7826875738206103,,PEP,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,WMA_21,gross,-0.5570111612270698,-26297.34694272784,-0.04092092113098668,-0.0455043403846834,-0.6193103160803096,0.994618207505976,141.62911756920437,10081,False,False,True
-0.47145444609924353,0.15,-0.47145444609924353,0.0,-0.7951146488229311,,PEP,20,20,2.8443303673283142,False,False,False,False,0,False,us_stocks,4h,WILLR,gross,-0.6097099924932511,-46014.90813316696,-0.054651720014774904,-0.09120276919539234,-0.6106583769191247,0.9964209865821463,131.88341421546997,9394,False,False,True
