ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH,binance,-0.9567305203085873,-39.477578080509005,-6.128533916021084e-05,-0.38143556909021636,-0.00039477578080509,2.6617572033804317e-06,0.030996349106724542,2,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLKICKING,binance,-0.9581149360089416,-507.1489835668874,-0.0008467079965945757,-0.26252754512312126,-0.010584713666761248,2.7993969867104723e-05,0.326236365572245,20,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLKICKINGBYLENGTH,binance,-0.9583049111067214,-575.0943686921395,-0.0009522105519294555,-0.298704389496153,-0.010923376250350092,2.7993969867104723e-05,0.326236365572245,20,False,False,True
-0.37936375008444784,0.2,-0.37922261783995703,0.0,-0.6094591359722772,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLMATHOLD,binance,-0.9553277537226771,568.4942318469311,0.000881002064254699,-0.04844888392400343,-0.014989392810665303,5.629372008565946e-05,0.6560423931897029,40,False,False,True
-0.37979144023317646,0.2,-0.3796120409580913,0.0,-0.6101462329035205,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLCONCEALBABYSWALL,binance,-0.9573752616148369,-319.9711803953076,-0.0004970973685354818,-0.2021548867697085,-0.00897748181394411,2.944449299377854e-05,0.3429784971834494,22,False,False,True
-0.3799885701583388,0.2,-0.3790422292324102,0.0,-0.6104629279853174,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLUPSIDEGAP2CROWS,binance,-0.9620335375746369,-2353.614635857298,-0.003514446437973995,-0.07168655744452171,-0.07003725902367919,0.00043314466433746573,5.046616311845005,316,False,False,True
-0.38058457096708487,0.2,-0.37915869944645414,0.0,-0.6114204209926389,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLBREAKAWAY,binance,-0.9648427611013682,-3274.8378798970493,-0.005372070293387443,-0.3055986880852897,-0.06217088015820419,0.00029498993841889685,3.4371668932984667,212,False,False,True
-0.3814498574014802,0.2,-0.3809291815867814,0.0,-0.6128105293584428,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLABANDONEDBABY,binance,-0.9584287421765001,-1520.31493621261,-0.0024941010568991116,-0.1530376283593029,-0.03552542115229766,0.00014146389523746747,1.64814895629415,104,False,False,True
-0.38274092236752055,0.2,-0.3790288940204891,0.0,-0.6148846635858483,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL2CROWS,binance,-0.9937130097270682,-14147.22710465304,-0.024543867539947563,-0.6788483862463119,-0.1908128437859374,0.0014278856756060163,16.636898773738892,1048,False,False,True
-0.3872884659370499,0.2,-0.3806949403375092,0.0,-0.6221904274445845,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLLADDERBOTTOM,binance,-0.9999966556861812,-16518.706429190388,-0.030185252028234168,-0.5855823753898945,-0.21637326753995983,0.001864910897708643,21.651386440574473,1350,False,False,True
-0.39221120152835487,0.2,-0.38035233528308665,0.0,-0.6300989484338168,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLUNIQUE3RIVER,binance,-1.0105873968766033,-19430.168527257814,-0.034763774408105005,-0.567024278302692,-0.24993266507862763,0.0034106568134129865,39.61380430964857,2482,False,False,True
-0.39494566744040965,0.1,-0.3735822052470166,0.0,-0.6344919491665847,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3BLACKCROWS,binance,-1.0029267694007662,-22331.103201388916,-0.041976558016681986,-0.6401089619656282,-0.29147353191357683,0.002605458422895827,30.26568457292034,1876,False,False,True
-0.3994880998900071,0.1,-0.37130164607032834,0.0,-0.6417895018592914,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLRISEFALL3METHODS,binance,-0.9687723610792418,-8548.77891453746,-0.014767837803814344,-0.384265682236948,-0.1637396025587033,0.0018628906197842836,21.659251119887056,1340,False,False,True
-0.40135802538819504,0.2,-0.37641873143443616,0.0,-0.6447935927303998,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLTRISTAR,binance,-0.9927380277754233,-15981.772626335776,-0.027833027070800577,-0.6614766619995572,-0.19297576800963637,0.0020516229259805218,25.134573145152686,1519,False,False,True
-0.4014742787256848,0.2,-0.3656864481120085,0.0,-0.6449803571711369,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLINNECK,binance,-1.0172842353411957,-28944.720827990302,-0.05480746839036081,-0.7092902485631111,-0.33108254029955714,0.0049796515945387965,57.61200349443703,3576,False,False,True
-0.41066538569769884,0.2,-0.36395858115899854,0.0,-0.6597461436031444,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLONNECK,binance,-1.034164749679548,-35371.05550975053,-0.07085334396802002,-0.7757858662249116,-0.39659366134320034,0.0070303084600108505,81.53882021851064,5082,False,False,True
-0.41455972142805864,0.2,-0.38429870907038916,0.0,-0.6660025096604778,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLCOUNTERATTACK,binance,-0.9746915654216147,-10792.785229156438,-0.01903174991715102,-0.6084276414012216,-0.14827143979125534,0.0015821097744165371,18.922678459347473,1152,False,False,True
