class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,expectancy,win_rate,avg_win,avg_loss,expectancy_r,roi,roi_ann,roe_ann,bench_roi,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,n_trials,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling,edge_t_bar_corrected,edge_t_bar_source,edge_t_uncorrected_pass
crypto,1d,long,MININDEX~MA_50|or,20,5.988153054068878,0.12943289444444442,0.1630408151283348,1.9445716526309573,6,1.0,1.0,0.16101596109360738,0.1476496252251657,14729.899116823886,5.0,0.6577902431127459,0.49616260456880523,-0.8897301084986088,-0.9232515529652832,2.3861610891206513,56.0,0.0751781184813148,0.4499799919967987,0.30069053861291034,0.11570162174365982,0.6497585543604049,2.125211741189384,0.21977712611507594,0.2197771261150756,0.36782461445472336,131007.5413855233,41411.51888852632,31252.117411893843,13678.246144547233,0.8,0.9344149908592322,0.06558500914076781,19.640872030334037,1.0,0.1930677574355502,536,True,False,True,True,True,True,5,6,False,True,underpowered,False,,,
crypto,1d,short,MININDEX~MA_50|or,20,5.988153054068878,0.12943289444444442,0.1630408151283348,1.9445716526309573,6,1.0,1.0,0.19481537985208613,0.1476496252251657,14729.899116823886,5.0,0.6577902431127459,0.49616260456880523,-0.8897301084986088,-0.9232515529652832,2.3861610891206513,56.0,0.0751781184813148,0.4499799919967987,0.30069053861291034,0.11570162174365982,0.6497585543604049,2.125211741189384,0.21977712611507594,0.2197771261150756,0.36782461445472336,131007.5413855233,41411.51888852632,31252.117411893843,13678.246144547233,0.8,0.9344149908592322,0.06558500914076781,19.640872030334037,1.0,0.1930677574355502,536,True,False,True,True,True,True,5,6,False,True,underpowered,False,,,
crypto,1d,long,MININDEX~TRIMA_50|or,20,5.988153054068878,0.12530688888888888,0.15037354260457214,2.041169834247638,6,1.0,1.0,0.1605691752430783,0.11271266439169952,9126.905181339975,7.5,0.6375775579380933,0.49616260456880523,-0.8820090775866385,-0.9232515529652832,2.54438570635876,52.0,0.07822249632755905,0.4376940133037694,0.332348136525679,0.10620114895257496,0.736550377270306,1.688250278724891,0.19518271564623024,0.19518271564623027,0.36782461445472336,133263.8441974889,41411.51888852632,26882.502787248908,13678.246144547233,0.8,0.9435557586837294,0.056444241316270564,17.10241947131776,1.0,0.17806757544392576,536,True,False,True,True,True,True,5,6,False,True,underpowered,False,3.90742863305085,bonferroni,True
crypto,1d,short,MININDEX~TRIMA_50|or,20,5.988153054068878,0.12530688888888888,0.15037354260457214,2.041169834247638,6,1.0,1.0,0.18822371408196578,0.11271266439169952,9126.905181339975,7.5,0.6375775579380933,0.49616260456880523,-0.8820090775866385,-0.9232515529652832,2.54438570635876,52.0,0.07822249632755905,0.4376940133037694,0.332348136525679,0.10620114895257496,0.736550377270306,1.688250278724891,0.19518271564623024,0.19518271564623027,0.36782461445472336,133263.8441974889,41411.51888852632,26882.502787248908,13678.246144547233,0.8,0.9435557586837294,0.056444241316270564,17.10241947131776,1.0,0.17806757544392576,536,True,False,True,True,True,True,5,6,False,True,underpowered,False,3.90742863305085,bonferroni,True
crypto,1d,long,MININDEX~MAMA|or,20,5.988153054068878,0.1092636861111111,0.14056412456099704,1.9040440028615293,6,1.0,1.0,0.11490941734290744,0.07775279165860137,7118.945001012689,5.0,0.5890766301795765,0.49616260456880523,-0.8871609062474404,-0.9232515529652832,2.5230633285170168,43.0,0.08250571553408184,0.5103594080338266,0.32105506125517524,0.14668994800143234,0.5624496883268117,1.5045248930553432,0.16498469034166707,0.16498469034166727,0.36782461445472336,102382.91118708644,41411.51888852632,25045.248930553433,13678.246144547233,0.8,0.9451553930530164,0.054844606946983544,14.027739271855328,1.0,0.16645157400324279,536,True,False,True,True,True,True,5,6,False,True,underpowered,False,,,
crypto,1d,short,MININDEX~MAMA|or,20,5.988153054068878,0.1092636861111111,0.14056412456099704,1.9040440028615293,6,1.0,1.0,0.16058932131996442,0.07775279165860137,7118.945001012689,5.0,0.5890766301795765,0.49616260456880523,-0.8871609062474404,-0.9232515529652832,2.5230633285170168,43.0,0.08250571553408184,0.5103594080338266,0.32105506125517524,0.14668994800143234,0.5624496883268117,1.5045248930553432,0.16498469034166707,0.16498469034166727,0.36782461445472336,102382.91118708644,41411.51888852632,25045.248930553433,13678.246144547233,0.8,0.9451553930530164,0.054844606946983544,14.027739271855328,1.0,0.16645157400324279,536,True,False,True,True,True,True,5,6,False,True,underpowered,False,,,
crypto,1d,long,mc_recursive_envelope,20,5.988153054068878,0.1464646137205387,0.2650360917426035,1.3536404292347557,6,0.6029347981961148,1.0,0.0003025167910697124,-0.13428806767804335,1333.4883595331185,10.0,0.2561182355703763,0.49616260456880523,-0.8065306437710109,-0.9232515529652832,1.4966818836880773,6.0,0.07518052360318248,0.6,0.36411416643268196,0.37438990038268705,0.20080809745758585,0.1203954256977029,0.019118446625011054,0.005799136721203397,0.36782461445472336,9041.100691172833,41411.51888852632,11203.954256977027,13678.246144547233,0.4,0.6029347981961148,0.0,1.8375859728538049,1.0,0.3138473260940806,536,True,False,True,False,True,True,4,6,False,True,underpowered,False,,,
crypto,1d,long,rsi2_raw,20,5.988153054068878,0.1310746583333333,0.7358246742761686,0.43633496177896236,6,0.13049649461832907,1.0,0.1367638955764352,-0.26299746608166086,8354.701307414713,5.0,0.4795860645496407,0.49616260456880523,-0.3642245318137513,-0.9232515529652832,1.9843089229091304,45.5,0.021104780477263427,0.6666666666666666,0.06911302488361473,0.07571390307184636,0.2787437923684465,1.3966042909386447,0.1575832925866194,1.837912628853686,0.36782461445472336,16569.49674547671,41411.51888852632,23966.042909386448,13678.246144547233,0.5,0.13049649461832907,0.0,16.053213293705014,1.0,0.8713402200327618,536,True,False,True,False,True,True,4,6,False,True,underpowered,False,,,
crypto,1d,long,MININDEX~ADD|or,20,5.988153054068878,0.07068165277777778,0.2044773656651612,0.8467146616395759,6,1.0,1.0,0.12422461261399276,0.09123588252230375,6077.259489511842,5.0,0.5562301286220266,0.49616260456880523,-0.9248319247219303,-0.9232515529652832,2.016255004855105,58.0,0.06937872945494378,0.44465981779414615,0.3132577836997382,0.1105058596101465,0.6278285124400182,1.0188578188351887,0.13093582486143718,0.1309358248614368,0.36782461445472336,70637.43005873384,41411.51888852632,20188.578188351887,13678.246144547233,0.7,0.9498080087767417,0.05019199122325836,20.37308291180377,1.0,0.24213560515032523,536,False,False,True,True,True,True,4,6,False,True,underpowered,False,,,
crypto,1d,short,MININDEX~ADD|or,20,5.988153054068878,0.07068165277777778,0.2044773656651612,0.8467146616395759,6,1.0,1.0,0.15034001666288438,0.09123588252230375,6077.259489511842,5.0,0.5562301286220266,0.49616260456880523,-0.9248319247219303,-0.9232515529652832,2.016255004855105,58.0,0.06937872945494378,0.44465981779414615,0.3132577836997382,0.1105058596101465,0.6278285124400182,1.0188578188351887,0.13093582486143718,0.1309358248614368,0.36782461445472336,70637.43005873384,41411.51888852632,20188.578188351887,13678.246144547233,0.7,0.9498080087767417,0.05019199122325836,20.37308291180377,1.0,0.24213560515032523,536,False,False,True,True,True,True,4,6,False,True,underpowered,False,,,
