fold,rule,is_excess_cagr
2023-02-10,"ibs@buy=0.1,sell=0.9",0.09087143028042588
2024-02-10,bollinger_mr@period_days=50.0,0.07549505924121047
2025-02-10,"ibs@buy=0.1,sell=0.9",0.04993881682070578
2026-02-10,"ibs@buy=0.1,sell=0.9",0.010701369420273554
