symbol,scenario,fold,rule,ir_is,ir_oos
AGG,gross,8,MAXINDEX,0.8291776728079048,0.14752569938917248
AGG,gross,9,TRIMA_50,0.5373046451280636,-0.14508018979849283
AGG,gross,10,MAXINDEX,0.6760265387323999,-0.5062134892973026
AGG,gross,11,MAXINDEX,0.3238625085864064,-1.4122097603427548
AGG,gross,12,COS,-0.10508868404923064,-0.8200591501272257
AGG,gross,13,AROON,0.26405574710398166,-0.9334498622205504
AGG,gross,14,HT_PHASOR,0.07822843377714281,-0.8396279832966742
AGG,gross,15,AROON,0.10120404267193751,-1.1719586357334666
AGG,gross,16,KAMA_200,-0.05289505943204197,-0.6025430850867508
AGG,gross,17,KAMA_200,-0.1599006830720139,-0.2393185612201891
AGG,gross,18,STOCH,0.11059866282303818,-1.2720124171605565
AGG,gross,19,KAMA_100,0.11964876748860995,-1.6561004268702157
AGG,gross,20,MINMAX,0.13485389780047274,-0.8794685763511267
AGG,gross,21,TRIX,0.10479904315717697,-0.5226683796615494
AGG,gross,22,CDLDOJI,0.20243336048549618,0.40988949581857936
AGG,gross,23,LINEARREG_200,0.46192278739105663,-1.73306145769683
AGG,gross,24,LINEARREG_9,-0.07086671123364484,-0.45436018814967916
AGG,gross,25,WILLR,0.12430464714606687,0.6981499390570373
AGG,gross,26,MININDEX,0.8367332287049494,-0.9216747653589559
AGG,gross,27,MAX,0.9628001027938236,-0.296092830400116
AGG,gross,28,HT_SINE,1.186277657406133,-0.4635463330637433
AGG,gross,29,MIDPOINT_9,0.9098118199689688,-1.9138553559406575
AGG,gross,30,MININDEX,0.5308056814319951,0.7602168908396895
AGG,pessimistic,8,MAXINDEX,0.7908251985830067,-0.04106701097529924
AGG,pessimistic,9,ACCBANDS,0.3804367195785373,-1.1119617679752098
AGG,pessimistic,10,MAXINDEX,0.5353803248808482,-0.8045298387953518
AGG,pessimistic,11,MAXINDEX,0.09345696257773832,-1.5910823500269515
AGG,pessimistic,12,LINEARREG_ANGLE,-0.42551058086860477,0.13232047628922372
