,excess_cagr
"macd_cross@fast_days=20.0,slow_days=50.0",0.2181660149397029
"donchian_s1@entry_days=10.0,exit_days=5.0",0.1483389134260482
macd_cross,0.14505094563769028
sell_in_may@end_month=5,0.14383519506081166
donchian_s1,0.1166645564582105
"ichimoku@kijun_days=13.0,senkou_days=26.0,tenkan_days=5.0",0.11326417921875076
sell_in_may,0.1113896811295656
"sell_in_may@end_month=5,start_month=10",0.10568225926199237
"dyn_breakout2@hi_days=40.0,lo_days=10.0,vol_days=60.0",0.09539755106569547
"golden_cross@fast_days=10.0,slow_days=50.0",0.09465653857697598
"donchian_s1@entry_days=30.0,exit_days=15.0",0.09078554955313134
tsmom12@lookback_months=3.0,0.0808918893994055
"donchian_s1@entry_days=40.0,exit_days=20.0",0.07444856983712844
dyn_breakout2,0.05367437029686961
"momo_regime@lookback_months=3.0,ma_days=50.0",0.05274148049046934
"macd_cross@fast_days=8.0,slow_days=17.0",0.04897448911212998
"macd_cross@fast_days=5.0,signal_days=5.0,slow_days=35.0",0.046396373078165354
donchian_s2,0.044184725736727604
"donchian_s2@entry_days=80.0,exit_days=30.0",0.04202599105399796
"rsi2_raw@buy=15.0,exit_ma_days=10.0",0.04154200351663828
voltgt_tsmom@vol_days=60.0,0.04067474594531584
bollinger_mr@nbdev=2.5,0.03989152590583456
momo_regime@ma_days=100.0,0.03901992423566947
donchian_s2@exit_days=10.0,0.03853358844199861
volmanaged@var_months=3.0,0.03813413158668255
"golden_cross@fast_days=20.0,slow_days=100.0",0.03362791806583165
"voltgt_tsmom@lookback_months=3.0,vol_days=10.0",0.031367517764033126
"dyn_breakout2@base_days=40.0,hi_days=80.0",0.031046696222075232
volmanaged@var_months=2.0,0.030414064811387753
"supertrend_lf@atr_days=20.0,mult=4.0",0.02708724178789601
trend_factor@min_votes=5,0.026183217279994064
supertrend_dual,0.02438067437066027
ichimoku,0.021529959262333254
supertrend_adx,0.019999442887863372
"supertrend_dual@slow_days=30.0,slow_mult=8.0",0.017646615055338044
tsmom12,0.01107591337564684
trend_factor,0.01066882814922776
voltgt_tsmom,0.010480340043086178
dual_thrust,0.009289886658886637
supertrend_adx@adx_min=20.0,0.00790995671921868
dual_thrust@lookback_days=10.0,0.004530818302678652
"connors_rsi@buy=20.0,sell=80.0",0.003716588974796098
supertrend_pullback@buy=35.0,0.0021600925476343846
supertrend_adx@adx_min=30.0,0.0018175202765982057
rsi2_connors@buy=15.0,0.001496481366124236
supertrend_pullback@buy=10.0,0.0014646061780485553
"supertrend_dual@slow_days=14.0,slow_mult=4.0",0.0013231639946040819
rsi2_raw,0.0007503157915689229
"connors_rsi@buy=15.0,sell=60.0",-4.793988662887827e-05
connors_rsi,-4.793988662887827e-05
connors_rsi@buy=5.0,-4.793988662887827e-05
ALWAYS_FLAT,-4.793988662887827e-05
rsi2_connors@buy=5.0,-4.793988662887827e-05
"rsi2_connors@exit_ma_days=2.0,trend_ma_days=100.0",-4.793988662887827e-05
rsi2_raw@buy=5.0,-4.793988662887827e-05
BUYHOLD,-5.084914901765103e-05
ALWAYS_LONG,-5.084914901765103e-05
supertrend_pullback@rsi_days=3.0,-0.00036739573668986836
rsi2_connors@exit_ma_days=10.0,-0.0003678499905486188
rsi2_connors,-0.000441404879681917
"dual_thrust@k=0.7,lookback_days=20.0",-0.0025621313585504346
volmanaged,-0.0032176436106299278
supertrend_adx@adx_days=20.0,-0.0035644971670383274
supertrend_pullback,-0.004767780267445287
"donchian_s2@entry_days=100.0,exit_days=40.0",-0.005248077091167591
supertrend_regime@ma_days=50.0,-0.00900186925496449
faber_gtaa@ma_months=6.0,-0.009500922275957224
"ichimoku@kijun_days=60.0,senkou_days=120.0,tenkan_days=20.0",-0.014677819149057969
"supertrend_dual@atr_days=7.0,mult=2.0",-0.023212820378050836
supertrend_regime@ma_days=100.0,-0.025265210399014082
trend_factor@min_votes=6,-0.02930373725666291
trend_factor@min_votes=3,-0.03103648603731113
tsmom12@lookback_months=9.0,-0.03217966932972116
RANDOM_90,-0.037561870512434314
faber_gtaa@ma_months=12.0,-0.03964676318643123
bollinger_mr,-0.04270913715187241
supertrend_lf,-0.04624560530374899
momo_regime,-0.047727095660091035
bollinger_mr@period_days=10.0,-0.051871954191823555
supertrend_lf@atr_days=7.0,-0.05282864459761116
volmanaged@var_months=0.5,-0.06452064795344103
RANDOM_75,-0.06702629091139611
three_lower_lows@n_lows=4,-0.07874107355360649
RANDOM_25,-0.08336741744795262
supertrend_regime,-0.08481991273743028
supertrend_regime@atr_days=7.0,-0.08697716570823921
faber_gtaa,-0.09260120659480875
turn_of_month@after=1,-0.09626907321823941
bollinger_mr@period_days=50.0,-0.09903237009787569
voltgt_tsmom@lookback_months=6.0,-0.10786970263393925
three_lower_lows@n_lows=2,-0.10877107760723137
faber_gtaa@ma_months=8.0,-0.10921648810471818
dual_thrust@k=0.2,-0.11952490840617469
momo_regime@lookback_months=6.0,-0.11976168779037755
atr_chandelier,-0.12628865702459047
tsmom12@lookback_months=6.0,-0.12698139813852116
RANDOM_50,-0.12701613774804477
atr_chandelier@atr_days=14.0,-0.13111214291025708
three_lower_lows,-0.13361813193038174
"supertrend@atr_days=20.0,mult=4.0",-0.1411583916703103
turn_of_month,-0.1462064709532397
"supertrend_lf@atr_days=14.0,mult=2.0",-0.16098182230016922
golden_cross,-0.16369833584214655
golden_cross@slow_days=150.0,-0.16810482240817282
"atr_chandelier@entry_ma_days=200.0,mult=4.0",-0.18968446601506972
turn_of_month@before=2,-0.22706302404732015
atr_chandelier@mult=2.0,-0.23151800870221817
"ibs@buy=0.1,sell=0.9",-0.2336715904470562
st_reversal@lookback_weeks=4.0,-0.23714384543053368
supertrend,-0.2559525713391898
supertrend@atr_days=7.0,-0.26738747165942134
st_reversal@lookback_weeks=0.5,-0.3271261247693448
st_reversal,-0.35073913896949727
three_lower_lows@trend_ma_days=0.0,-0.3631809951023315
ibs,-0.3667007584592483
"turn_of_month@after=5,before=3",-0.37046187469604197
st_reversal@lookback_weeks=2.0,-0.37383528009851386
"supertrend@atr_days=14.0,mult=2.0",-0.42900347917315707
ibs@sell=0.6,-0.48536432009268293
"ibs@buy=0.3,sell=0.7",-0.5409218292046264
