symbol,scenario,fold,rule,ir_is,ir_oos
AGG,gross,0,TSF_9,1.2411247087335244,0.36779377104427363
AGG,gross,1,TSF_9,1.3207434214345322,0.4553137003917562
AGG,gross,2,TSF_9,1.105956694981359,0.301161216836762
AGG,gross,3,TSF_9,0.3681639834543253,1.401393231036146
AGG,pessimistic,0,LINEARREG_200,0.8732447159242714,-0.7609153606934901
AGG,pessimistic,1,APO,0.8362325199473128,-0.45662991083368215
AGG,pessimistic,2,WMA_50,0.6707035205176329,-2.632950039547077
AGG,pessimistic,3,WMA_1000,-0.10042029463178197,
AGG,retail,0,TSF_9,1.0442717128979657,0.17751000114152443
AGG,retail,1,TSF_9,1.110084215427789,0.19399763657608207
AGG,retail,2,WMA_50,0.9450456854128851,-2.054503432946692
AGG,retail,3,TSF_9,0.14364723413032537,1.0978724755642413
AGG,wide,0,LINEARREG_200,0.9793300982722877,-0.5591212497688723
AGG,wide,1,APO,0.9588218202647892,-0.31213961081322517
AGG,wide,2,WMA_50,0.8662522134094864,-2.2255928455934404
AGG,wide,3,WMA_1000,-0.06996102457789774,
COPX,gross,0,T3_9,0.1960820091042826,-0.30316423352138644
COPX,gross,1,STOCHF,1.1790711986201003,-1.2688009784759748
COPX,gross,2,LINEARREG_50,0.8076658710915431,-1.80289182332189
COPX,gross,3,IMI,-0.006846250825301934,-1.6623759082893341
COPX,pessimistic,0,T3_9,0.10863959655729152,-0.4407355621146943
COPX,pessimistic,1,STOCHF,0.8583559873251835,-1.6137634795853582
COPX,pessimistic,2,LINEARREG_50,0.7221522601343885,-1.8809922502077694
COPX,pessimistic,3,IMI,-0.09613703704434974,-1.7357469682469664
COPX,retail,0,T3_9,0.18144956728906247,-0.32650083344542075
COPX,retail,1,STOCHF,1.127649919308412,-1.3246386747370988
COPX,retail,2,LINEARREG_50,0.7929623511708986,-1.8163460063795958
COPX,retail,3,IMI,-0.02213911446220365,-1.6748210338612985
COPX,wide,0,T3_9,0.16060999836002088,-0.35926059634379154
COPX,wide,1,STOCHF,1.0504402924804404,-1.407603455502583
COPX,wide,2,LINEARREG_50,0.7727017065567123,-1.8348644069516664
COPX,wide,3,IMI,-0.043301527353269066,-1.6922503206941741
CORN,gross,0,SUM,0.046869563539835735,0.3146186682982403
CORN,gross,1,MININDEX,0.33102588503057884,0.9930033620292393
CORN,gross,2,MININDEX,0.8779688932501307,-0.48213165113991985
CORN,gross,3,CORREL,1.1253495192627174,0.3955936865225056
CORN,pessimistic,0,SUM,0.010620894096663532,0.26276816954338844
CORN,pessimistic,1,MININDEX,0.24955707023947848,0.8512484388154781
CORN,pessimistic,2,MININDEX,0.7804320082031049,-0.6210527731181436
CORN,pessimistic,3,CORREL,1.0109644590722908,0.3060616963102079
CORN,retail,0,SUM,0.039695564552306564,0.3032413999289852
CORN,retail,1,MININDEX,0.3183564868271736,0.9710013071359707
CORN,retail,2,MININDEX,0.8627818013631855,-0.5035904255394669
CORN,retail,3,CORREL,1.1046206490582724,0.37893778229262054
CORN,wide,0,SUM,0.03138704345618874,0.29167922570642896
CORN,wide,1,MININDEX,0.29873095467516975,0.9368519597672905
CORN,wide,2,MININDEX,0.8393186057839434,-0.5370743972692882
CORN,wide,3,CORREL,1.0778788879175725,0.35812223001076543
DBA,gross,0,TEMA_9,0.9369880085745613,-1.6569321803512096
DBA,gross,1,STOCHRSI,0.7973111817860666,-1.8828849418774969
DBA,gross,2,MINMAXINDEX,0.1974218691482374,-0.5979653636033764
DBA,gross,3,MINMAXINDEX,0.12173170827531064,0.021735527026908723
DBA,pessimistic,0,DEMA_9,0.3922561261663762,-2.1796806421084964
DBA,pessimistic,1,STOCHRSI,0.045681352945734666,-2.512916974071861
DBA,pessimistic,2,MINMAXINDEX,0.052473427453683365,-0.7365631131546014
DBA,pessimistic,3,MINMAXINDEX,-0.019408002380177074,-0.1906108504488978
DBA,retail,0,TEMA_9,0.847264565368014,-1.7746309430558287
DBA,retail,1,STOCHRSI,0.6761556332032521,-1.9853811687237353
DBA,retail,2,MINMAXINDEX,0.17143056376685498,-0.6234114389673918
DBA,retail,3,MINMAXINDEX,0.09633088202160477,-0.016570601923204704
DBA,wide,0,TEMA_9,0.7145644489249512,-1.9451529829862761
DBA,wide,1,STOCHRSI,0.4946231825086728,-2.137371366122554
DBA,wide,2,MINMAXINDEX,0.1373932871482595,-0.6557869259044028
DBA,wide,3,MINMAXINDEX,0.0632173578323694,-0.06650339900338229
DBC,gross,0,CORREL,0.17613084318055594,0.03376836631427113
DBC,gross,1,STOCH,0.4423818316959257,-0.7630543530272788
DBC,gross,2,STOCH,0.6043349401863848,0.7426602860943914
DBC,gross,3,TSF_9,0.46575059316753514,0.278428136166638
DBC,pessimistic,0,LINEARREG_INTERCEPT_200,0.08805066715840319,0.009090891188120566
DBC,pessimistic,1,CDLDOJI,0.19308857487176517,-1.195295688263901
DBC,pessimistic,2,MAXINDEX,0.39251660031629215,-1.0440013082629016
DBC,pessimistic,3,HT_DCPERIOD,0.3070604363555306,-0.48403486887162755
DBC,retail,0,CORREL,0.16023181837325007,0.010080321728751614
DBC,retail,1,STOCH,0.3850914031878636,-0.8537687937426967
DBC,retail,2,STOCH,0.5407999035640398,0.6693153878931917
DBC,retail,3,HT_DCPERIOD,0.4068736731094415,-0.4233666902478945
DBC,wide,0,CORREL,0.1393595030370686,-0.02029476248733795
DBC,wide,1,CDLDOJI,0.3049478837270212,-1.0142321924161855
DBC,wide,2,CDLSPINNINGTOP,0.4682049281104917,-2.3604395340362982
DBC,wide,3,HT_DCPERIOD,0.3783542449201036,-0.4407116402922462
DIA,gross,0,HT_TRENDMODE,0.26159199343749096,-0.0340242311701555
DIA,gross,1,ADX,0.1734582292194903,-1.623817169550766
DIA,gross,2,WILLR,0.1562764349878207,-1.6106010610830388
