class,tf,rule,fill,pit,n_names,years,exposure,cagr,bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,boot_t,boot_p_gt0,sharpe,bench_sharpe,dsharpe,sr_star_ann,dsr,dsr_pass,n_trials,n_trials_source,trial_dispersion,dispersion_source,index_symbol,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,dd,vol,skew,kurtosis,cashmatch_bench_cagr,win_rate,profit_factor,n_trades,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,bench_vol,bench_dd,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_ci_lo,boot_ci_hi,boot_draws,cash_w,cashmatch_bench_dd,cashmatch_beats,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,psr,n_trials_ledger,n_trials_measured
us_stocks,1d,"ibs@buy=0.1,sell=0.9",close,True,614,27.797349515672806,0.4519545280379827,0.1556261398645702,0.1588994287149148,0.0517027403282024,3.569170773266865,3.893950103484109,1.0,1.1262045717393645,0.7380641620584916,0.3881404096808729,0.9201787230523188,0.8733690927335229,False,1273,override,0.2769,override,SPY,0.0948092315263791,10.799905062164152,-0.2338272741611748,0.1178093476646466,2.3966972875103165,59.74050743281304,0.1039233995363677,0.6567664101929362,1.606929635666947,197941,0.0506159325161279,4.738962043928703,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,557385.9595209251,602978.8286049376,0.037228200836574,-0.044329857819391,0.09967780771859,0.1788200335441045,0.5769222028446345,2000.0,0.5835753876803748,-0.3495148738302903,True,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,0.6250683717320761,0.060816908338191,-0.3747207683732099,True,1.0,557385.9595209251,-0.2338272741611748,False,0.0663211269347446,6.211466981594589,5.24922327826971e-10,0.8018839062188361,6662,0.4878784632625017,0.011732579418792,0.0791162183255801,0.0710164267134988,0.1170670800027185,-0.032861482614342,0.0872121850317541,29.53293311295605,0.9060663937889986,5.609531213082917,4.547890890080705,6.497757600274372,-3.355155299544949,6.781191995902704,2.148157337344969e-06,0.4861849580130664,0.8269845888281848,0.9999999997881992,0,7
us_stocks,1d,ibs,close,True,614,27.797349515672806,0.4618860085353647,0.1560783175791449,0.1588994287149148,0.0507223196664039,3.4804362700115448,3.813745326610921,1.0,1.1120992987607938,0.7380641620584916,0.3740351367023022,0.9201787230523188,0.8492991069104281,False,1273,override,0.2769,override,SPY,0.0946368119935732,10.740803626330411,-0.2097057203504483,0.1199040677083632,1.0935847997586845,29.673003507381967,0.1053559979127409,0.6497982125494479,1.4256877368475247,375395,0.0558419922008337,4.8228911855967045,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,563480.3428935051,602978.8286049376,0.0262409078845994,-0.0341518784933599,0.0980755411465002,0.16726470926262,0.5576236655330284,2000.0,0.5939517040408855,-0.3551345853946426,True,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,0.636182457947778,0.0614415055855717,-0.3806113433781987,True,1.0,563480.3428935051,-0.2097057203504483,False,0.0720508657398398,6.231093309946947,4.6319126312255316e-10,0.7736950847364329,6662,0.5150377426061113,0.0100311201162053,0.07595970775234,0.0740368386662291,0.1276500476771976,-0.0336546124020649,0.0731853378375389,35.33169112012441,0.7105768980436298,5.190138836893507,5.032092354041696,6.213530301922252,-3.3765503941381705,6.037345053752409,1.4149216902570316e-06,0.5017773286308005,0.7975487635141155,0.9999999989398056,0,7
us_stocks,1d,volregime:hi:0.5:ibs,close,True,614,27.797349515672806,0.1581192607993982,0.0907801115069679,0.1588994287149148,0.0070901025119165,1.198742826810126,0.4779676037790352,0.7275,0.8110789032473573,0.7380641620584916,0.0730147411888657,0.9201787230523188,0.2725564284226502,False,1273,override,0.2769,override,SPY,0.0390944215832287,2.7581801519512394,-0.1838692000688121,0.0886657508054742,2.826207384240048,74.48799653199387,0.0836900089950514,0.6441737046336453,1.515573984292373,140192,0.0211196992160884,1.9974397063652336,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,111942.35429361428,602978.8286049376,0.0304671942966632,-0.036393202518318,0.1527608578731635,-0.2439642671164267,0.3616469129615381,2000.0,0.4392109024113008,-0.268050505352529,True,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,0.4704393800918346,0.0516856899237392,-0.2885838044450389,True,1.0,111942.35429361428,-0.1838692000688121,False,0.0314376091526152,2.992533825334204,0.0027667200550525,0.5630653159800745,6662,0.2948108914548022,0.0273565806450606,0.1197538303289526,0.1076185122827807,0.0229303651581738,-0.0599533729478601,0.0627734710626848,12.928132672265535,1.4083672915146632,7.309618564934325,5.452814217106246,0.8462488124098333,-5.357785290730556,3.5653362207243644,0.0457774380914179,0.319411048062322,0.5808079997988471,0.999996577965661,0,7
us_stocks,1d,RANDOM_90,close,True,614,27.797349515672806,0.899433945534438,0.1491675776647085,0.1588994287149148,0.0029741358190527,1.074692932952232,1.2095957936044832,0.8875,0.7522476141268176,0.7380641620584916,0.014183452068326,0.9201787230523188,0.1873659786193853,False,1273,override,0.2769,override,SPY,0.0712701050251669,5.928306112473323,-0.5046129226709246,0.181689575022994,0.3364904919951658,20.08915429236664,0.1461934418456558,0.6496137773838166,3.614639385754149,15794,0.000525436521312,0.4590283314632209,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,476977.0525259639,602978.8286049376,0.2982846278111004,-0.152993895249445,0.0117257782668544,-0.0085852237628766,0.037612882527009,2000.0,0.9000097724278006,-0.507267490311102,True,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,0.964001660917408,0.0778974726395416,-0.5368171115650866,True,1.0,476977.0525259639,-0.5046129226709246,False,0.0297299116659202,4.317721772577019,1.576479776455031e-05,0.9653215203409646,6662,0.8761089214958339,0.0982578519545109,0.1511960189488346,0.1239622514416834,0.1549007612642178,-0.0928522694323324,0.0342041075321292,195.6289753712864,11.384337542469972,15.807183817216298,12.142267989507191,9.22209748458324,-11.86028911053472,3.6308197735500056,0.6462138210896324,0.9040815505692776,0.999001025523982,0.9999649881284708,0,7
us_stocks,1d,BUYHOLD,close,True,614,27.797349515672806,1.0,0.1589062076017722,0.1588994287149148,6.790842655535201e-06,1.0001628978714272,,,0.7380932207039764,0.7380641620584916,2.905864548485848e-05,0.9201787230523188,0.1685786099929539,False,1273,override,0.2769,override,SPY,0.0794380557038643,7.198256628873874,-0.5512888560994591,0.2018750943243054,0.1959321296583473,18.405783439232376,0.1588994167591166,0.9185667752442996,916.3520670565616,614,5.433053007043782e-06,1.063971351582441,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,603076.8796272561,602978.8286049376,40.19505542752291,-0.4947882386284532,,,,,0.9999999046652228,-0.5512889047919904,True,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,1.0,0.0794681518979079,-0.5519695475840953,True,1.0,603076.8796272561,-0.5512888560994591,True,0.0323100400114066,4.306218283296504,1.6606918883832478e-05,0.9668612913542078,6662,0.9773628890995492,0.1052239213107596,0.1697267452553122,0.1385829077306372,0.1713010337683563,-0.1031134831704894,0.041263736326135,193.2303181571868,11.198927175574182,17.06401107781553,12.599696060363016,9.583176391008069,-12.021975867275474,3.854632530807763,0.2873416777835293,1.0000521839500698,0.9999999776671412,0.9999499994724088,0,7
us_stocks,1d,ALWAYS_LONG,close,True,614,27.797349515672806,1.0,0.1589062076017722,0.1588994287149148,6.790842655535201e-06,1.0001628978714272,1.006649620297576,0.9985,0.7380932207039764,0.7380641620584916,2.905864548485848e-05,0.9201787230523188,0.1685786099929539,False,1273,override,0.2769,override,SPY,0.0794380557038643,7.198256628873874,-0.5512888560994591,0.2018750943243054,0.1959321296583473,18.405783439232376,0.1588994167591166,0.9185667752442996,916.3520670565616,614,5.433053007043782e-06,1.063971351582441,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,603076.8796272561,602978.8286049376,40.19505542752291,-0.4947882386284532,2.886669293757688e-05,4.188563965557002e-07,9.923471427200347e-05,2000.0,0.9999999046652228,-0.5512889047919904,True,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,1.0,0.0794681518979079,-0.5519695475840953,True,1.0,603076.8796272561,-0.5512888560994591,True,0.0323100400114066,4.306218283296504,1.6606918883832478e-05,0.9668612913542078,6662,0.9773628890995492,0.1052239213107596,0.1697267452553122,0.1385829077306372,0.1713010337683563,-0.1031134831704894,0.041263736326135,193.2303181571868,11.198927175574182,17.06401107781553,12.599696060363016,9.583176391008069,-12.021975867275474,3.854632530807763,0.2873416777835293,1.0000521839500698,0.9999999776671412,0.9999499994724088,0,7
us_stocks,1d,RANDOM_50,close,True,614,27.797349515672806,0.49506750625741,0.0890003014836902,0.1588994287149148,-0.0027916475323435,0.9313061600690838,-0.7759054670565844,0.2075,0.7125692398259288,0.7380641620584916,-0.0254949222325627,0.9201787230523188,0.1383008613311275,False,1273,override,0.2769,override,SPY,0.0335901862667722,2.3890845723015923,-0.3063663457082827,0.1002401808071622,-0.1256726597719115,13.632978149108425,0.0917919490160337,0.5864247907291253,1.7063624785323237,42887,-0.0038381015451127,-2.1378262328724467,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018751135700243,-0.5512889453701193,106974.49809447589,602978.8286049376,0.1032895769613639,-0.0858307740785082,0.0328582840500897,-0.0902482368003013,0.036649030185497,2000.0,0.4965455079354888,-0.3011296915161684,False,0.0794681518979079,83780.96401956206,0.3998989179791632,0.188474338156312,-0.5519695475840953,0.5318505521108534,0.0554101152169179,-0.3237322106405296,True,1.0,106974.49809447589,-0.3063663457082827,False,0.0126757414877068,2.9728404132912303,0.0029505781916343,0.9560181899122776,6662,0.4853482888473178,0.0522379108384581,0.0876135618941858,0.0677292900374068,0.0829764485552573,-0.0505757212927583,0.0182552752067767,150.77375436387638,8.936224984601228,14.768196028063125,10.50001633310574,7.942041562983353,-10.031322776620266,3.2553885175823987,0.032530849068439,0.511218254772355,0.990767386323928,0.999905860392859,0,7
us_stocks,1d,"ibs@buy=0.1,sell=0.9",open,True,614,27.797349515672806,0.45188374911014,0.1280893307194528,0.1508785481899004,0.0266965419661544,1.9459314886416583,2.553550934349601,0.994,0.9191804116119217,0.7168118846423556,0.2023685269695659,0.9201787230523188,0.4978470369767991,False,1273,override,0.2769,override,SPY,0.0672120491472831,5.51552951093541,-0.2356468751746083,0.1181611925372701,1.8211549558010376,68.43260135076618,0.1013927887532983,0.6421305817614036,1.4939721627225422,197899,0.0334201389805017,3.8761960698194695,373.8245137299771,6992,2000-01-03,2026-08-07,0.1967601961677074,-0.5685958900083508,285108.6116622897,497116.5319649146,0.0366522297410886,-0.0440206713272081,0.0792498493949602,0.0415213617557784,0.3496277352128369,2000.0,0.6005340248622041,-0.3722257818262886,True,0.0786120338121421,81953.43384368671,0.3996252177101823,0.1851621389535156,-0.5543037906169115,0.6381498572282867,0.0608772815721696,-0.3840206656248363,True,1.0,285108.6116622897,-0.2356468751746083,False,0.0896349948529168,6.00589011635337,1.902850321755522e-09,0.0770402454308768,6662,0.1123112201553065,-0.049644577780482,0.1032458848039856,-0.0506230611157994,-0.0208759201566958,-0.0152110323097326,0.0595587393515056,6.418263270220617,-1.04566073589212,3.1183630050789883,-1.8955734863847105,-0.3737148162722431,-1.191572498192518,2.3913926350198804,0.0001061021963544,0.5315015256198322,0.8307927891619874,0.9999996633920492,0,6
us_stocks,1d,ibs,open,True,614,27.797349515672806,0.4624369748005798,0.1206254630210454,0.1508785481899004,0.0179105580446712,1.5649655032773708,1.3556250152726126,0.9025,0.8509212019170459,0.7168118846423556,0.1341093172746903,0.9201787230523188,0.3586884857289918,False,1273,override,0.2769,override,SPY,0.0591512638891655,4.514987999393431,-0.2295465917328829,0.1201689761482731,0.1574216956355933,37.06578680212291,0.1027149049763742,0.633530690768788,1.3314106817123186,375292,0.0321526647685501,3.391645123262431,373.8245137299771,6992,2000-01-03,2026-08-07,0.1967601961677074,-0.5685958900083508,237066.63009443023,497116.5319649146,0.0259124983613917,-0.033645524263941,0.0989280337584515,-0.0695301316980386,0.3171016500047138,2000.0,0.61073824121342,-0.3778955988606345,True,0.0786120338121421,81953.43384368671,0.3996252177101823,0.1851621389535156,-0.5543037906169115,0.6489932381826783,0.0614741991318799,-0.3897287417693195,True,1.0,237066.63009443023,-0.2295465917328829,False,0.0906526834752497,5.5279916963091775,3.23917377365035e-08,0.0724004980163107,6662,0.1154100051992174,-0.0495176066181802,0.1078420310889625,-0.0509385634383326,-0.0317131159281041,-0.0150212845939944,0.0591215525198713,6.086472956500513,-1.0352602654192844,3.1200137394445417,-1.7927228074396782,-0.5434573830536323,-1.0856146455301527,2.2771199502949213,0.0006947436009641,0.5531073362878967,0.8013149636440652,0.9999956510430812,0,6
us_stocks,1d,RANDOM_90,open,True,614,27.797349515672806,0.8993151444459634,0.1419568008401073,0.1508785481899004,0.0029209154674221,1.0737869372177071,1.1760396221233271,0.8615,0.7311839326315817,0.7168118846423556,0.014372047989226,0.9201787230523188,0.1592383339789165,False,1273,override,0.2769,override,SPY,0.0652057358234508,5.126107104398938,-0.5207877107404235,0.1772287326144521,0.267377846194727,19.58469674190057,0.1390358853726852,0.64878728389589,3.628847963406559,15791,0.0018952656046323,1.1761390465499548,373.8245137299771,6992,2000-01-03,2026-08-07,0.1967601961677074,-0.5685958900083508,400413.0034819449,497116.5319649146,0.3002926244768106,-0.1528649751237381,0.0122207174986821,-0.0113863658254335,0.0365449057192098,2000.0,0.9007346814362404,-0.5246256399364025,True,0.0786120338121421,81953.43384368671,0.3996252177101823,0.1851621389535156,-0.5543037906169115,0.9571542736333633,0.0767510650166565,-0.5362506710456378,True,1.0,400413.0034819449,-0.5207877107404235,False,0.0965595572136183,3.96896922691561,7.218420207566467e-05,0.0998978803371422,6662,0.2107138164855331,-0.048396195549547,0.1479129193914449,-0.0698067437585696,-0.0334376370151145,-0.059596406214674,0.0657823307519041,8.24379927590974,-0.939325881680792,3.208454430870638,-1.8003594164061345,-0.4939407411054398,-2.9494192199724205,2.1418368772277043,0.2395393169392088,0.8950341441075579,0.9978987738176052,0.9999431887887248,0,6
