class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,boot_draws,cash_w,cashmatch_bench_dd,cashmatch_beats,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source
us_stocks,1d,ibs,True,614,27.797349515672806,0.4618860085353647,0.15607831757914492,0.10535599791274097,0.05072231966640395,3.4804362700115448,0.6497982125494479,1.4256877368475247,375395,1.1120992987607938,0.7380641620584916,0.37403513670230226,3.813745326610921,0.999999923182773,0.05584199220083374,4.8228911855967045,373.8245137299771,6992,2000-01-03,2026-08-07,0.11990406770836325,0.20187511357002436,-0.20970572035044832,-0.5512889453701193,0.1588994287149148,563480.3428935051,602978.8286049376,0.02624090788459946,-0.034151878493359926,0.09807554114650022,1.0,0.16726470926262,0.5576236655330284,2000.0,0.5939517040408855,-0.3551345853946426,True,SPY,0.0794681518979079,83780.96401956206,0.39989891797916327,0.188474338156312,-0.5519695475840953,0.636182457947778,0.06144150558557171,-0.3806113433781987,0.09463681199357321,10.740803626330413,True,1.0,563480.3428935051,-0.20970572035044832,False,0.07205086573983986,6.231093309946947,4.631912631225532e-10,0.7736950847364329,6662,0.5150377426061113,0.010031120116205397,0.07595970775234,0.07403683866622918,0.12765004767719762,-0.03365461240206499,0.0731853378375389,35.33169112012441,0.7105768980436298,5.190138836893507,5.032092354041696,6.213530301922252,-3.3765503941381705,6.037345053752409,1.4149216902570316e-06,0.5017773286308005,0.7975487635141155,close,1.0935847997586843,29.673003507381967,2,0.13745565948134483,0.9999999989398056,True,0,2,run+ledger,0.2644622339989608,this run
us_stocks,1d,BUYHOLD,True,614,27.797349515672806,1.0,0.1589062076017722,0.15889941675911667,6.790842655535201e-06,1.0001628978714272,0.9185667752442996,916.3520670565616,614,0.7380932207039764,0.7380641620584916,2.905864548485848e-05,,0.9992273574130137,5.433053007043782e-06,1.063971351582441,373.8245137299771,6992,2000-01-03,2026-08-07,0.2018750943243054,0.20187511357002436,-0.5512888560994591,-0.5512889453701193,0.1588994287149148,603076.8796272561,602978.8286049376,40.19505542752291,-0.4947882386284532,,,,,,0.9999999046652228,-0.5512889047919904,True,SPY,0.0794681518979079,83780.96401956206,0.39989891797916327,0.188474338156312,-0.5519695475840953,1.0,0.0794681518979079,-0.5519695475840953,0.07943805570386431,7.198256628873874,True,1.0,603076.8796272561,-0.5512888560994591,True,0.03231004001140661,4.306218283296504,1.6606918883832478e-05,0.9668612913542078,6662,0.9773628890995493,0.10522392131075961,0.16972674525531228,0.1385829077306372,0.17130103376835631,-0.10311348317048946,0.04126373632613501,193.23031815718682,11.198927175574182,17.06401107781553,12.599696060363017,9.583176391008069,-12.021975867275474,3.854632530807763,0.28734167778352937,1.0000521839500698,0.9999999776671412,close,0.19593212965834736,18.405783439232376,2,0.13745565948134483,0.9999499994724087,True,0,2,run+ledger,0.2644622339989608,this run
