,excess_cagr
"ibs@buy=0.1,sell=0.9",0.0568246427893746
ibs,0.04197326877297569
"ibs@buy=0.3,sell=0.7",0.02632768429791721
ibs@sell=0.6,0.025774278386200722
volmanaged,0.011766130135102859
volmanaged@var_months=0.5,0.011676376049533754
volmanaged@var_months=2.0,0.010603029631309102
volmanaged@var_months=3.0,0.009296024386273638
sell_in_may@end_month=5,0.009159232646663629
"sell_in_may@end_month=5,start_month=10",0.007468125845097928
"turn_of_month@after=5,before=3",0.005455370823276295
RANDOM_75,0.0035241314036995597
RANDOM_90,0.002473139961266302
RANDOM_50,0.001896767732084248
turn_of_month@after=1,0.0011314715217554117
turn_of_month@before=2,0.0003966451558941042
ALWAYS_LONG,2.266491350066957e-05
BUYHOLD,2.266491350066957e-05
rsi2_connors@buy=5.0,-0.00015868053427414708
three_lower_lows@n_lows=4,-0.00042907205088105194
ALWAYS_FLAT,-0.002049187457919821
three_lower_lows,-0.002232048562675004
rsi2_connors,-0.0023038316905186207
"dyn_breakout2@hi_days=40.0,lo_days=10.0,vol_days=60.0",-0.0030271747530397075
"dyn_breakout2@base_days=40.0,hi_days=80.0",-0.0031403844042863227
sell_in_may,-0.0032981613009064326
RANDOM_25,-0.003362560829028416
rsi2_connors@exit_ma_days=10.0,-0.0035908105053261696
dyn_breakout2,-0.00402397793885112
rsi2_connors@buy=15.0,-0.004026806198250021
"rsi2_connors@exit_ma_days=2.0,trend_ma_days=100.0",-0.004046866766055146
three_lower_lows@n_lows=2,-0.004163766797631752
"dual_thrust@k=0.7,lookback_days=20.0",-0.0046678629809746575
preholiday@sessions=3,-0.005150463181252896
dual_thrust@lookback_days=10.0,-0.006374378794832047
dual_thrust,-0.006475729665461838
"connors_rsi@buy=15.0,sell=60.0",-0.0067075234007036855
connors_rsi@buy=5.0,-0.007456927835750582
connors_rsi,-0.007846891182626825
voltgt_tsmom@lookback_months=6.0,-0.007899885772416626
rsi2_raw@buy=5.0,-0.007905143683679672
turn_of_month,-0.009002076816931215
"voltgt_tsmom@lookback_months=3.0,vol_days=10.0",-0.0092592365702715
"golden_cross@fast_days=20.0,slow_days=100.0",-0.009298790576958593
supertrend_pullback@buy=10.0,-0.009514200835448738
"golden_cross@fast_days=10.0,slow_days=50.0",-0.009890358356830387
"rsi2_raw@buy=15.0,exit_ma_days=10.0",-0.010419004899442807
dual_thrust@k=0.2,-0.011961432931990812
voltgt_tsmom,-0.01197797612463547
tsmom12@lookback_months=6.0,-0.012130240894565603
supertrend_pullback@rsi_days=3.0,-0.012691771894492332
preholiday@sessions=2,-0.012888370016157724
rsi2_raw,-0.013015599194288852
faber_gtaa@ma_months=8.0,-0.01334132631024798
momo_regime@lookback_months=6.0,-0.013464411108890184
"connors_rsi@buy=20.0,sell=80.0",-0.013874911139326596
"supertrend_lf@atr_days=20.0,mult=4.0",-0.014008122270985579
tsmom12@lookback_months=9.0,-0.014315166733419371
"donchian_s2@entry_days=100.0,exit_days=40.0",-0.01471191809254968
voltgt_tsmom@vol_days=60.0,-0.014842818057016371
trend_factor@min_votes=6,-0.014853662121001143
supertrend_pullback,-0.015220006927927354
faber_gtaa,-0.015262924553095303
faber_gtaa@ma_months=6.0,-0.015370992260367977
supertrend_pullback@buy=35.0,-0.01568373461677508
"ichimoku@kijun_days=60.0,senkou_days=120.0,tenkan_days=20.0",-0.016159743065374155
"donchian_s2@entry_days=80.0,exit_days=30.0",-0.01635637699010073
golden_cross@slow_days=150.0,-0.016429702530949886
atr_chandelier@atr_days=14.0,-0.016502130227112
momo_regime,-0.016850672129729016
"momo_regime@lookback_months=3.0,ma_days=50.0",-0.01706129720981364
"donchian_s1@entry_days=30.0,exit_days=15.0",-0.017232098640219018
golden_cross,-0.017286972773387754
supertrend_lf@atr_days=7.0,-0.017398847079991286
supertrend_dual,-0.01757067725397765
atr_chandelier,-0.017689917493217022
"atr_chandelier@entry_ma_days=200.0,mult=4.0",-0.017935823064097356
momo_regime@ma_days=100.0,-0.017967238911160255
supertrend_adx@adx_days=20.0,-0.01802298103813249
"supertrend_dual@slow_days=30.0,slow_mult=8.0",-0.01808018509318665
"donchian_s1@entry_days=40.0,exit_days=20.0",-0.0181320188931402
st_reversal@lookback_weeks=2.0,-0.01815383992796149
supertrend_adx@adx_min=30.0,-0.018158397633396106
tsmom12@lookback_months=3.0,-0.01837087015308536
st_reversal,-0.018648211944255033
faber_gtaa@ma_months=12.0,-0.01866526687122394
"supertrend_dual@slow_days=14.0,slow_mult=4.0",-0.01880191201694359
ichimoku,-0.01919693883981366
supertrend_lf,-0.01981408430802456
"ichimoku@kijun_days=13.0,senkou_days=26.0,tenkan_days=5.0",-0.01984920442611271
donchian_s2,-0.019971787115141915
supertrend_regime@atr_days=7.0,-0.020405511732623394
donchian_s1,-0.020540883438580293
tsmom12,-0.020565570196819927
three_lower_lows@trend_ma_days=0.0,-0.021137632177327115
supertrend_regime,-0.021302077128362296
trend_factor@min_votes=3,-0.021574863838980773
supertrend_adx,-0.02202248333693113
supertrend_regime@ma_days=100.0,-0.022295613841044615
atr_chandelier@mult=2.0,-0.022324740980524505
preholiday,-0.022559993847155235
"supertrend_dual@atr_days=7.0,mult=2.0",-0.02345608773048191
donchian_s2@exit_days=10.0,-0.02355824540121043
supertrend_adx@adx_min=20.0,-0.023717389409306122
supertrend_regime@ma_days=50.0,-0.02400954542739564
trend_factor@min_votes=5,-0.0241473207206524
bollinger_mr@period_days=10.0,-0.02474448823461195
trend_factor,-0.026489997864264092
"donchian_s1@entry_days=10.0,exit_days=5.0",-0.02744546958687466
"macd_cross@fast_days=20.0,slow_days=50.0",-0.028668935877518953
bollinger_mr,-0.02928339633034338
st_reversal@lookback_weeks=4.0,-0.0318442252567539
bollinger_mr@nbdev=2.5,-0.03362002060610658
macd_cross,-0.03586460090951493
"macd_cross@fast_days=8.0,slow_days=17.0",-0.03608938547139573
"supertrend_lf@atr_days=14.0,mult=2.0",-0.03629899986232754
"macd_cross@fast_days=5.0,signal_days=5.0,slow_days=35.0",-0.03642811739537577
monday_effect,-0.03703546210317965
st_reversal@lookback_weeks=0.5,-0.03751043735838411
bollinger_mr@period_days=50.0,-0.04169086046959691
"supertrend@atr_days=20.0,mult=4.0",-0.14912061595233939
supertrend@atr_days=7.0,-0.158371949185646
supertrend,-0.15936221432812658
"supertrend@atr_days=14.0,mult=2.0",-0.1776459025764422
