class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,boot_draws,cash_w,cashmatch_bench_dd,cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh
commodities,1d,ibs,False,5,27.110504741473694,0.45286615469007135,0.06898456262666186,0.08138617091453115,-0.012401608287869292,0.7314644740593212,0.6393280632411067,1.1683967602362373,3036,0.41753772124436433,0.5010877801588381,-0.08355005891447381,-0.5211081785399376,0.0006785222285048974,0.03488259285250124,3.955430608886451,7292,2000-01-03,2026-08-08,0.13760642768901563,0.21883434711247254,-0.517636788635692,-0.5347226937091212,0.11001743388063567,61014.09674450922,169400.13563467926,0.020550905493465048,-0.031178271475351696,0.1603315057318191,0.303,-0.3884591404219568,0.22945928036881344,2000,0.6288154921964382,-0.3674965082333269,False,1.0,61014.09674450922,-0.517636788635692,False,0.029720437206097107,1.0116122400881895,0.3117234911658593,0.05379658842231494,6660,0.16075075861739435,0.05421257076447776,0.043351672367916615,0.012267194149552713,0.029888610274218505,0.045966247704395405,0.011412063835086994,8.368263202384783,1.9998145686645088,1.673422587289335,0.3867743394327343,0.767126216809989,2.3692252108753036,0.5728150172340865,0.9721733610571308,0.47901083358437485,0.5915896044956614
