engine,convention,ticker,rule,n_bars,final_equity,total_return,n_trades,ref_equity,ref_trades,rel_error,trade_diff
manifoldbt,at_close,ABBV,BBANDS_DIP,2848,13076.546880845306,0.3076546880845305,142,13076.546880845306,142,0.0,0
manifoldbt,at_close,PEP,SMA_CROSS,2848,8440.036832039666,-0.1559963167960333,72,8440.036832039666,72,0.0,0
manifoldbt,at_close,PEP,RSI_TREND,2848,11428.587407892956,0.1428587407892956,337,11428.587407892956,337,0.0,0
manifoldbt,at_close,PEP,MACD_CROSS,2848,16932.483171754553,0.6932483171754553,229,16932.483171754553,229,0.0,0
manifoldbt,at_close,PEP,CCI_ZERO,2848,14686.555926913654,0.4686555926913653,289,14686.555926913654,289,0.0,0
manifoldbt,at_close,PEP,BBANDS_DIP,2848,17286.81284358351,0.728681284358351,164,17286.81284358351,164,0.0,0
manifoldbt,at_close,KO,SMA_CROSS,2848,13202.877966328308,0.3202877966328308,69,13202.877966328308,69,0.0,0
manifoldbt,at_close,KO,RSI_TREND,2848,13610.478747161938,0.3610478747161938,341,13610.478747161938,341,0.0,0
manifoldbt,at_close,KO,MACD_CROSS,2848,15124.58366536701,0.5124583665367011,239,15124.58366536701,239,0.0,0
manifoldbt,at_close,KO,CCI_ZERO,2848,13979.897601806164,0.3979897601806164,307,13979.897601806164,307,0.0,0
manifoldbt,at_close,KO,BBANDS_DIP,2848,12314.48907997034,0.2314489079970341,142,12314.48907997034,142,0.0,0
manifoldbt,at_close,WMT,SMA_CROSS,2848,17873.46066884499,0.7873460668844989,58,17873.46066884499,58,0.0,0
manifoldbt,at_close,WMT,RSI_TREND,2848,17138.3591719262,0.7138359171926201,332,17138.3591719262,332,0.0,0
manifoldbt,at_close,WMT,MACD_CROSS,2848,15953.295256912606,0.5953295256912607,231,15953.295256912606,231,0.0,0
manifoldbt,at_close,WMT,CCI_ZERO,2848,15201.333872610743,0.5201333872610743,291,15201.333872610743,291,0.0,0
manifoldbt,at_close,WMT,BBANDS_DIP,2848,15550.347047067962,0.5550347047067963,142,15550.347047067962,142,0.0,0
manifoldbt,next_open,AAPL,SMA_CROSS,2848,42942.87158693608,3.2942871586936078,69,42938.61908353573,69,9.903679929901266e-05,0
manifoldbt,next_open,AAPL,RSI_TREND,2848,72684.54887740081,6.268454887740081,259,75856.71269947005,259,0.0418178393076003,0
manifoldbt,next_open,AAPL,MACD_CROSS,2848,74810.00550332488,6.481000550332488,201,77090.58993959193,201,0.02958317530134491,0
manifoldbt,next_open,AAPL,CCI_ZERO,2848,116574.97177571148,10.657497177571146,213,118186.54174704308,213,0.013635816291002634,0
manifoldbt,next_open,AAPL,BBANDS_DIP,2848,15725.991335879042,0.5725991335879042,126,15929.90929064596,126,0.012800948897220499,0
manifoldbt,next_open,MSFT,SMA_CROSS,2848,29753.800738311777,1.9753800738311773,60,29640.592611734926,60,0.003819361105892094,0
manifoldbt,next_open,MSFT,RSI_TREND,2848,24416.609936279565,1.4416609936279563,324,25417.25011025192,324,0.03936854575659832,0
manifoldbt,next_open,MSFT,MACD_CROSS,2848,12681.106770917824,0.2681106770917825,239,12901.800203933137,239,0.017105630960556506,0
manifoldbt,next_open,MSFT,CCI_ZERO,2848,21132.80020594413,1.1132800205944131,321,21886.59039703657,321,0.03444073185536023,0
manifoldbt,next_open,MSFT,BBANDS_DIP,2848,16737.826573920578,0.6737826573920578,136,16962.23726049655,136,0.013230016956466195,0
manifoldbt,next_open,AMZN,SMA_CROSS,2848,36335.50382677205,2.633550382677205,58,36795.11607886404,58,0.012491121134307281,0
manifoldbt,next_open,AMZN,RSI_TREND,2848,38743.84965767984,2.8743849657679843,334,40700.3783795087,334,0.04807151185635916,0
manifoldbt,next_open,AMZN,MACD_CROSS,2848,23847.12455530002,1.384712455530002,238,24547.08208718611,238,0.028514897591493282,0
manifoldbt,next_open,AMZN,CCI_ZERO,2848,34389.87743224522,2.4389877432245224,278,34867.88736405085,278,0.01370917391165083,0
manifoldbt,next_open,AMZN,BBANDS_DIP,2848,15732.53530933027,0.5732535309330269,131,16064.660391477377,131,0.02067426724584276,0
manifoldbt,next_open,NVDA,SMA_CROSS,2848,482838.48670858535,47.28384867085853,62,500918.8226146457,62,0.03609434321450811,0
manifoldbt,next_open,NVDA,RSI_TREND,2848,227057.77933724597,21.705777933724598,322,245990.46197665416,322,0.07696510867646977,0
