ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.4295685708463772,0.2,-0.4295685708463772,0.0,-0.6830683006959793,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLMATHOLD,binance,-0.9432830253702649,-517.2571070871668,-0.0008328182356592273,-0.40727594873652073,-0.008121111960118877,4.471220412822134e-06,0.778370923267737,48,False,False,True
-0.42970567023971523,0.2,-0.42961593936027603,0.0,-0.6832863060529574,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLUPSIDEGAP2CROWS,binance,-0.9766572508539773,-13626.332601136848,-0.02437375736153876,-1.9214905934382531,-0.13845954313371084,0.00011610564334998391,20.100910479134306,1218,False,False,True
-0.4306590259888715,0.2,-0.42946461656598195,0.0,-0.6848022621440928,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDL3STARSINSOUTH,binance,-0.9423677185893601,-190.2870372564569,-0.00031626203895890326,-0.48582532010277396,-0.0020992117297040204,1.871991149177871e-06,0.3260313759926611,20,False,False,True
-0.4306856928640152,0.2,-0.42943115875503146,0.0,-0.6848446658447485,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLBREAKAWAY,binance,-1.051368414631837,-36173.82460476254,-0.07293767225729239,-2.9742010562119012,-0.3648463225113826,0.0003829801410791929,66.6867130986668,4113,False,False,True
-0.43126648697784403,0.2,-0.42953415019164004,0.0,-0.6857682018650995,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLKICKING,binance,-2.3514664869787123,-99841.91510476782,-0.6689025914707413,-12.749586328550265,-0.9984303334335521,0.005765274129817158,1013.0195665109125,60096,False,False,True
-0.4313686555435449,0.2,-0.429636551144455,0.0,-0.6859306627928632,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLKICKINGBYLENGTH,binance,-2.3189291012079494,-99818.75990232665,-0.6599119848420132,-12.609440689407444,-0.9982032451256261,0.005765274129817158,1001.5064041227815,59750,False,False,True
-0.4314240517776599,0.2,-0.4302337545069248,0.0,-0.6860187498040412,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDL2CROWS,binance,-0.9715561656258774,-12023.292383358335,-0.021121521278130505,-1.6148243029946845,-0.12573422215206403,0.0001227322459372483,21.36126578120894,1292,False,False,True
-0.43588128322524966,0.2,-0.4294619084894724,0.0,-0.6931063109464103,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLLADDERBOTTOM,binance,-0.951220237451811,-5137.393372499744,-0.008704216804540376,-1.1839070612878513,-0.05595088596092214,4.680002907752973e-05,8.140940549544833,508,False,False,True
-0.43606208844644206,0.2,-0.4288229905210758,0.0,-0.693393814091609,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLCONCEALBABYSWALL,binance,-0.9436724127627008,-1469.2192246507352,-0.002451803469962821,-0.7996488594773483,-0.017036963887382496,1.3496220564058489e-05,2.350195679789915,144,False,False,True
-0.43703069913020187,0.2,-0.4296221251303874,0.0,-0.6949340274561208,,AVAX/USD,10,10,2.528501787208153,False,False,False,False,0,False,crypto,1m,CDLUNIQUE3RIVER,binance,-0.948346620932331,-4511.544118595345,-0.007600958162304161,-0.8229085308269866,-0.05008716251263303,4.582435900255789e-05,7.969577514749183,492,False,False,True
