sheet,rule,years,n_assets,all,wf3,hind3,wf3_folds,wf3_t,wf3_win,wf5,hind5,wf5_folds,wf5_t,wf5_win
us_stocks_1d,volmanaged,41.008338988270324,20,-0.48330168512194305,-0.5822550995208743,0.4302601879321467,54,-7.730796123332855,0.12962962962962962,-0.5639484667577851,0.17247150207717668,54,-8.23708087244121,0.12962962962962962
us_stocks_1d,voltgt_tsmom,41.008338988270324,20,-0.6913092563808532,-0.7089130807154866,0.2703903651442039,54,-8.69052146312407,0.12962962962962962,-0.7057448723835882,0.014708393698631347,54,-9.43748761798321,0.1111111111111111
crypto_1d,atr_chandelier,5.925313475391181,10,-0.37394444035469215,-0.5817519884374197,0.13994634583190735,6,-1.6202816756552032,0.16666666666666666,-0.4579737002694726,-0.01940765274713239,6,-1.3874980993861443,0.3333333333333333
crypto_1d,bollinger_mr,5.925313475391181,10,-0.38924798103297653,-0.4324745337443147,0.23987496705575595,6,-0.8172070082733679,0.3333333333333333,-0.5587395442192423,0.020245447230871332,6,-1.1207643460010648,0.3333333333333333
crypto_1d,connors_rsi,5.925313475391181,10,-0.39921441856053225,-0.5573245877445431,0.12559499951940753,6,-0.9274407366824285,0.3333333333333333,-0.4775103524378859,-0.06305414991121298,6,-0.8689629630568849,0.3333333333333333
crypto_1d,donchian_s1,5.925313475391181,10,-0.2939644877227644,-0.3623961209244964,0.16309745227272845,6,-0.9806047752367218,0.3333333333333333,-0.3100405752082609,0.01809899089248675,6,-1.0258715210590377,0.3333333333333333
crypto_1d,donchian_s2,5.925313475391181,10,-0.34231581434623115,-0.40474742618374027,0.12715414988890558,6,-0.8647907956861169,0.3333333333333333,-0.3821609617007639,-0.0016352907300454245,6,-1.0051301831361124,0.3333333333333333
crypto_1d,dual_thrust,5.925313475391181,10,-0.4820114113038875,-0.3458779901464462,0.08736848753276334,6,-0.7379126744774223,0.3333333333333333,-0.38905415367601015,-0.10020164539838694,6,-0.7926732475791212,0.3333333333333333
crypto_1d,dyn_breakout2,5.925313475391181,10,-0.470210569721714,-0.5308436084721544,0.11159326006161752,6,-1.5429536073060273,0.3333333333333333,-0.5592741434573375,-0.07515973092201655,6,-1.5259208048396207,0.3333333333333333
crypto_1d,faber_gtaa,5.925313475391181,10,-0.3738600052344502,-0.35016579778451956,0.012822913412025646,6,-0.7863872196140392,0.3333333333333333,-0.5202539554107423,-0.1541886353625763,6,-1.4277548942985865,0.3333333333333333
crypto_1d,golden_cross,5.925313475391181,10,-0.36501236955771615,-0.6060383239672815,-0.13912542358604826,6,-1.919526795365073,0.3333333333333333,-0.4685094958205573,-0.07823583930734598,5,-1.121441204201309,0.4
crypto_1d,ibs,5.925313475391181,10,-0.5342683900774058,-0.6108502792797702,0.18392832738335063,6,-1.2365042354824187,0.3333333333333333,-0.6868820797642404,-0.08570801968200985,6,-1.3411584457080918,0.3333333333333333
crypto_1d,ichimoku,5.925313475391181,10,-0.34245947489784817,-0.2188913978015905,0.24139647406767298,6,-0.518509729673903,0.3333333333333333,-0.2688206539418307,0.06369232046746183,6,-0.6593014503156949,0.3333333333333333
crypto_1d,macd_cross,5.925313475391181,10,-0.08503459415341971,-0.021368154603088902,0.5970451273715055,6,-0.07421462035372,0.3333333333333333,-0.08202403499237909,0.36437380435965033,6,-0.26529607927210186,0.3333333333333333
crypto_1d,momo_regime,5.925313475391181,10,-0.41352911941195825,-0.5976350617513625,-0.017509557907168054,6,-1.629016880054981,0.3333333333333333,-0.5244571740539304,-0.16948441492503008,6,-1.4369321941255127,0.3333333333333333
crypto_1d,rsi2_connors,5.925313475391181,10,-0.4041212775119567,-0.6640790292784814,0.09511120687875474,6,-1.1652433794939177,0.3333333333333333,-0.49080584080470274,-0.09787474639427636,6,-0.8725433113654838,0.3333333333333333
crypto_1d,rsi2_raw,5.925313475391181,10,-0.3156178500125095,-0.4028096187236299,0.28084494598453436,6,-0.7067278702682711,0.3333333333333333,-0.5090926613145962,0.06818797956808346,6,-0.9054949738133715,0.3333333333333333
crypto_1d,sell_in_may,5.925313475391181,10,-0.22580219203873406,-0.41012618622933555,0.35752946423551957,6,-1.7992634664772338,0.3333333333333333,-0.2584896623111607,0.19829534475744204,6,-0.9209149992719127,0.3333333333333333
crypto_1d,st_reversal,5.925313475391181,10,-0.572657503971714,-0.6773143955189204,0.08162243449767077,6,-1.4691975913035087,0.3333333333333333,-0.5970449534124481,-0.15260440686126822,6,-1.2680223814057294,0.3333333333333333
crypto_1d,three_lower_lows,5.925313475391181,10,-0.44683167175499994,-0.5037089308349855,0.09129190932970464,6,-0.913044917664996,0.3333333333333333,-0.5453665434648068,-0.08861000170985678,6,-1.0119731513432588,0.3333333333333333
crypto_1d,trend_factor,5.925313475391181,10,-0.268191834216247,-0.12028865951595187,0.2935332889915499,6,-0.3239026919134375,0.3333333333333333,-0.2644160589606631,0.12634043328972677,6,-0.7492273090102942,0.3333333333333333
crypto_1d,tsmom12,5.925313475391181,10,-0.2535683896004186,-0.3510037982253806,0.1973508336133071,6,-0.7004429959665198,0.3333333333333333,-0.1954373245388346,0.1610345004902244,5,-0.39192496954906436,0.4
crypto_1d,turn_of_month,5.925313475391181,10,-0.3992476263549579,-0.5273070449578371,0.14346070133352837,6,-0.7841165726477182,0.3333333333333333,-0.503234972677968,-0.0495192355104905,6,-0.7905551174999982,0.3333333333333333
crypto_1d,volmanaged,5.925313475391181,10,-0.0861613871407354,-0.1814129397572004,0.6110012026417105,6,-0.7148908500641417,0.3333333333333333,-0.1503837700574241,0.38100312142009046,6,-0.6607349604778737,0.5
crypto_1d,voltgt_tsmom,5.925313475391181,10,-0.26537106747286704,-0.48595403804522425,0.4426904320249503,6,-1.3312522945430214,0.3333333333333333,-0.28127639316621816,0.18595013144027991,6,-0.8161536441914681,0.3333333333333333
us_stocks_4h,atr_chandelier,3.9367431513584585,20,-1.1543464987744867,-0.9077611625575758,0.6729953374149311,5,-4.666064765577289,0.0,-1.034630803273418,0.2861111383108732,5,-4.408594955075223,0.0
us_stocks_4h,bollinger_mr,3.9367431513584585,20,-0.6065971199318781,-0.8942696032931835,1.4186532890388766,5,-4.994049363317763,0.0,-0.7344123021670066,1.14348440986865,5,-4.471164374298632,0.0
us_stocks_4h,connors_rsi,3.9367431513584585,20,-0.9471078765231552,-0.9552272369994924,0.7990575312911584,5,-3.149605222169246,0.2,-0.9632132328268233,0.49215927244378027,5,-8.08093286103545,0.0
us_stocks_4h,donchian_s1,3.9367431513584585,20,-0.8172616046193779,-1.2748547518882885,0.6268563234600766,5,-3.97001953515409,0.0,-1.090096068117286,0.3776610934083176,5,-3.9019929924965573,0.0
us_stocks_4h,donchian_s2,3.9367431513584585,20,-1.0313781355581761,-1.064131857345327,0.5739061565218737,5,-4.053608072256576,0.0,-1.1768086205604924,0.36091751464806776,5,-3.6928317642635644,0.0
us_stocks_4h,dual_thrust,3.9367431513584585,20,-0.9653997429909065,-0.8912370579034372,0.6463620258499567,5,-2.970564338622901,0.2,-0.940382946771518,0.40368569010690225,5,-6.1887551051486,0.0
us_stocks_4h,dyn_breakout2,3.9367431513584585,20,-0.8507108470760092,-0.7491001379604064,0.7307639672266081,5,-3.2717953778401867,0.2,-0.8790519273906264,0.4545543260580073,5,-6.476734984319774,0.0
us_stocks_4h,faber_gtaa,3.9367431513584585,20,-1.1141208071561335,-1.17270561711412,0.2988532035710262,5,-18.417406285393376,0.0,-1.1736106251144172,0.06121086645173875,5,-8.559580461230576,0.0
us_stocks_4h,golden_cross,3.9367431513584585,20,-0.9364326235300559,-1.3850199344577472,0.49372259529939455,5,-3.3745022996313483,0.0,-1.2094109271057525,0.17228863494002686,5,-3.6206793297782474,0.0
us_stocks_4h,ibs,3.9367431513584585,20,-0.5340301895490096,-0.21687498890640441,1.7416854404585167,5,-0.5673463009247727,0.2,-0.37945258971689017,1.331244216920457,5,-2.3449986130517364,0.0
us_stocks_4h,ichimoku,3.9367431513584585,20,-0.9928054045684196,-1.1873658530045963,0.3816381762488584,5,-4.1362107829467005,0.0,-1.0673512256309483,0.14502318720106194,5,-5.439082067733079,0.0
us_stocks_4h,macd_cross,3.9367431513584585,20,-0.9194408917314142,-0.48233553192507106,0.7501200014760883,5,-2.7054220685260737,0.2,-0.6370585832940033,0.4828405955758205,5,-2.5200586346740015,0.2
us_stocks_4h,momo_regime,3.9367431513584585,20,-1.0587487922154823,-0.8628427833352994,0.37620627918902716,5,-4.652549032144501,0.0,-1.0186896886795662,0.17049344306459302,5,-8.125599046309292,0.0
us_stocks_4h,monday_effect,3.9367431513584585,20,-0.5247621304814052,-0.2770967558337832,1.6033393390649073,5,-0.5070336190609911,0.4,-0.6224651809314865,1.21869272347626,5,-1.4462199202592019,0.4
us_stocks_4h,preholiday,3.9367431513584585,20,-1.0607752432997541,-1.079008997674383,0.6988088789192637,5,-3.7534736867757656,0.0,-1.442819946416743,0.36117094789272486,5,-6.904430946187617,0.0
us_stocks_4h,rsi2_connors,3.9367431513584585,20,-0.9447184388270427,-0.9855820133043448,0.6854664350806612,5,-3.3263933703556168,0.2,-1.1067295181319072,0.46663787235852006,5,-5.391642414003095,0.0
us_stocks_4h,rsi2_raw,3.9367431513584585,20,-0.8847136393587065,-0.8899807432097054,0.8570560229872267,5,-6.16307476691482,0.0,-1.1624175223016897,0.6157210732892106,5,-5.093636393508426,0.0
us_stocks_4h,sell_in_may,3.9367431513584585,20,-0.7966714649684683,-0.6832054733565327,0.7743988150804032,5,-10.410395483868882,0.0,-0.9525428243783729,0.5698644174447132,5,-3.010107004031661,0.0
us_stocks_4h,st_reversal,3.9367431513584585,20,-0.535674821810989,-0.7484329470464486,1.4950505317489569,5,-2.5435719035948523,0.2,-0.37796379009886427,1.1519762625671304,5,-0.850814684596126,0.4
us_stocks_4h,three_lower_lows,3.9367431513584585,20,-0.9299556861825566,-1.0904995668226383,0.8241559651720192,5,-5.18152039756973,0.0,-0.9196083306841792,0.5172983365999985,5,-4.042457517892081,0.0
us_stocks_4h,trend_factor,3.9367431513584585,20,-1.037843986168096,-0.7972189416206127,0.5116962239324853,5,-2.98043383912815,0.0,-0.9868934695878387,0.28067642559072126,5,-3.037241270562287,0.0
us_stocks_4h,tsmom12,3.9367431513584585,20,-0.9941224134882197,-1.3159409293664759,0.20175519824899904,5,-4.2673990402456905,0.0,-1.4236938996110073,-0.22563822027041885,5,-4.783875496383309,0.0
us_stocks_4h,turn_of_month,3.9367431513584585,20,-0.8589953794906765,-0.8555680212742212,0.8707617308592892,5,-3.664047620833607,0.0,-0.7185239041173574,0.5819894452302501,5,-2.791872992676445,0.2
us_stocks_4h,volmanaged,3.9367431513584585,20,-0.9464258240512409,-1.516914094830875,0.7819163681064939,5,-4.8750929096309035,0.0,-1.296162194957025,0.4854132197148995,5,-7.275805328254767,0.0
us_stocks_4h,voltgt_tsmom,3.9367431513584585,20,-1.1562062854003121,-1.2785798074381556,0.44591726805373205,5,-3.8017846160352367,0.0,-1.1088981605948676,0.17135169916678725,5,-7.034800244633963,0.0
crypto_4h,atr_chandelier,3.577258609257723,10,-0.8139408186079351,-0.8239912201811672,0.10317249449277577,4,-0.8526275920214048,0.5,-0.8118536069303536,-0.17310343435865816,4,-0.9095382226055166,0.5
crypto_4h,bollinger_mr,3.577258609257723,10,-0.27392370055796783,-0.09378549283276072,0.46983066582033783,4,-0.12551112675674525,0.5,-0.21311643870679953,0.30617944673548403,4,-0.31375931338871754,0.5
crypto_4h,connors_rsi,3.577258609257723,10,-0.39964481645574457,-0.2706772821462831,0.20886633749633388,4,-0.3303678054596335,0.5,-0.37455240394853684,0.02402406933989798,4,-0.4839537813339638,0.5
crypto_4h,donchian_s1,3.577258609257723,10,-0.30399733952271457,-0.1674214375391942,0.31711915262539114,4,-0.2498357730045109,0.5,-0.16764879113175185,0.13180854425345156,4,-0.28701999969644293,0.5
crypto_4h,donchian_s2,3.577258609257723,10,-0.47492394815179395,-0.39256845638503945,0.29794954700586995,4,-0.49251710821161876,0.5,-0.32812528167209587,0.1104429165086886,4,-0.4838695869530559,0.25
crypto_4h,dual_thrust,3.577258609257723,10,-0.36786029468966475,-0.3472637106110945,0.3347218771661603,4,-0.44518237443882125,0.5,-0.2926221487179232,0.11416527430467144,4,-0.3861782543569875,0.5
crypto_4h,dyn_breakout2,3.577258609257723,10,-0.4267045068822307,-0.35351411124574994,0.21895061580441147,4,-0.5006601398545804,0.25,-0.23911638803947532,0.0651035150884115,4,-0.35810069861830407,0.5
crypto_4h,faber_gtaa,3.577258609257723,10,-0.6111034055756651,-0.41639973168634653,0.01653850118088962,4,-0.6042262304804062,0.25,-0.4713242350223289,-0.11414822218138332,4,-0.6763078325149626,0.25
crypto_4h,golden_cross,3.577258609257723,10,-0.5781660880634312,-0.6451172079298483,0.027606854801558223,4,-1.5019497009936051,0.25,-0.7045981248371533,-0.19725434659210506,4,-1.5064786250989934,0.25
crypto_4h,ibs,3.577258609257723,10,-1.3559151315550286,-0.8952325099056555,-0.1403379600590765,4,-2.193233170355708,0.0,-0.8636018944631362,-0.46671303035153844,4,-2.073330210578758,0.0
crypto_4h,ichimoku,3.577258609257723,10,-0.45615619274836827,-0.3390973721778168,0.11361638195569551,4,-0.4504061470727788,0.5,-0.3154641320464564,0.0015263131861777968,4,-0.48095194100490635,0.5
crypto_4h,macd_cross,3.577258609257723,10,0.11888943443759933,0.20236044352500182,0.7834568938729676,4,0.329785374189,0.25,0.3287131221540479,0.6093781382629817,4,0.532384409415301,0.25
crypto_4h,momo_regime,3.577258609257723,10,-0.5062809848068807,-0.35133282527264775,0.10545932181932388,4,-0.48483093668518884,0.25,-0.31839509886777984,-0.08446465896973676,4,-0.4849860072840549,0.25
crypto_4h,rsi2_connors,3.577258609257723,10,-0.4000031938647302,-0.2706772821462831,0.20886633749633388,4,-0.3303678054596335,0.5,-0.3751878573241294,0.02394276789751948,4,-0.48452438739772863,0.5
crypto_4h,rsi2_raw,3.577258609257723,10,-0.4000031938647302,-0.2706772821462831,0.20886633749633388,4,-0.3303678054596335,0.5,-0.3751878573241294,0.02394276789751948,4,-0.48452438739772863,0.5
crypto_4h,sell_in_may,3.577258609257723,10,-0.16196490273681757,-0.13318112190048842,0.5810707282345275,4,-0.26838881643774964,0.25,-0.10288446925449557,0.3893832987757499,4,-0.2510231223328412,0.25
crypto_4h,st_reversal,3.577258609257723,10,-0.8985654898557911,-0.9144692544684366,-0.17871051191517612,4,-1.3903306311094796,0.25,-1.0404372473408956,-0.3779123688880296,4,-1.9333779568486866,0.0
crypto_4h,three_lower_lows,3.577258609257723,10,-0.6737369126545086,-0.6258465500032846,0.05381564555104229,4,-0.6981125733241792,0.25,-0.6667466238330069,-0.15509164473311954,4,-0.7755038093213994,0.25
crypto_4h,trend_factor,3.577258609257723,10,-0.4217675699712483,-0.39468955165696734,0.42748554845352743,4,-0.654703678826598,0.5,-0.3352362435944515,0.18397999046833885,4,-0.5674489418995816,0.5
crypto_4h,tsmom12,3.577258609257723,10,-0.40431748386454996,-0.3939818430615893,0.1110558773251451,4,-0.491138516437724,0.25,-0.5586554431142501,-0.055096036473821,4,-0.9183281005748325,0.25
crypto_4h,turn_of_month,3.577258609257723,10,-0.5086763066559626,-0.28263755808343893,0.2242686065538219,4,-0.3135089757767186,0.5,-0.5386206177748021,0.009252602021859624,4,-0.778753088447911,0.5
crypto_4h,volmanaged,3.577258609257723,10,-0.04062232312700397,0.09408220473728586,0.7663965796069234,4,0.28374895326946603,0.5,-0.09955417012796774,0.4640469124394762,4,-0.3297560071260401,0.25
crypto_4h,voltgt_tsmom,3.577258609257723,10,-0.36233117740114673,-0.5362767346934992,0.42902493011399473,4,-1.4839395181562045,0.25,-0.49332185024272773,0.28267945263404504,4,-1.0160335872088364,0.25
us_etfs_1d,atr_chandelier,13.480461446061996,3,-0.867471020514256,-0.867471020514256,-0.867471020514256,14,-4.056052693083055,0.14285714285714285,,,0,,
us_etfs_1d,bollinger_mr,13.480461446061996,3,-0.7491726352423372,-0.7491726352423373,-0.7491726352423373,14,-3.001691754425007,0.21428571428571427,,,0,,
us_etfs_1d,connors_rsi,13.480461446061996,3,-0.9945846401778495,-0.9945846401778493,-0.9945846401778493,14,-4.614197635651818,0.14285714285714285,,,0,,
us_etfs_1d,donchian_s1,13.480461446061996,3,-0.8823317747088052,-0.882331774708805,-0.882331774708805,14,-3.824188311865644,0.14285714285714285,,,0,,
us_etfs_1d,donchian_s2,13.480461446061996,3,-1.1575987295906562,-1.1575987295906562,-1.1575987295906562,14,-5.027809421401119,0.07142857142857142,,,0,,
us_etfs_1d,dual_thrust,13.480461446061996,3,-1.204114241784414,-1.2041142417844142,-1.2041142417844142,14,-4.799194156747095,0.14285714285714285,,,0,,
us_etfs_1d,dyn_breakout2,13.480461446061996,3,-1.0075482399548814,-1.0075482399548814,-1.0075482399548814,14,-4.733068903632472,0.07142857142857142,,,0,,
us_etfs_1d,faber_gtaa,13.480461446061996,3,-0.876791829006787,-0.8805109135456273,-0.8805109135456273,11,-3.491379691508658,0.18181818181818182,,,0,,
us_etfs_1d,golden_cross,13.480461446061996,3,-1.0923123656508829,-1.0769973702108906,-1.0769973702108906,6,-3.140379041759619,0.16666666666666666,,,0,,
us_etfs_1d,ibs,13.480461446061996,3,-0.540676312617184,-0.540676312617184,-0.540676312617184,14,-2.0287782831816044,0.21428571428571427,,,0,,
us_etfs_1d,ichimoku,13.480461446061996,3,-1.1717286815127923,-1.1717286815127925,-1.1717286815127925,14,-4.727045683848264,0.07142857142857142,,,0,,
us_etfs_1d,macd_cross,13.480461446061996,3,-0.6925687765394185,-0.6925687765394185,-0.6925687765394184,14,-4.3872895603974,0.14285714285714285,,,0,,
us_etfs_1d,momo_regime,13.480461446061996,3,-0.7950289216942427,-0.7910659148511012,-0.7910659148511012,11,-3.5529796221887144,0.18181818181818182,,,0,,
us_etfs_1d,monday_effect,13.480461446061996,3,-0.735218092079343,-0.735218092079343,-0.735218092079343,14,-3.001700594288385,0.21428571428571427,,,0,,
us_etfs_1d,preholiday,13.480461446061996,3,-1.1024398444697832,-1.1024398444697834,-1.1024398444697834,14,-5.0036383322571885,0.14285714285714285,,,0,,
us_etfs_1d,rsi2_connors,13.480461446061996,3,-0.9324792165523841,-0.9324792165523841,-0.9324792165523841,14,-3.991923148392203,0.14285714285714285,,,0,,
us_etfs_1d,rsi2_raw,13.480461446061996,3,-0.8548744701523932,-0.8548744701523929,-0.8548744701523929,14,-3.6750840813129493,0.14285714285714285,,,0,,
us_etfs_1d,sell_in_may,13.480461446061996,3,-0.9692209052240524,-0.9692209052240522,-0.9692209052240522,14,-4.806073204813103,0.07142857142857142,,,0,,
us_etfs_1d,st_reversal,13.480461446061996,3,-0.6395686034352712,-0.6395686034352711,-0.6395686034352711,14,-3.0164965600488736,0.21428571428571427,,,0,,
us_etfs_1d,three_lower_lows,13.480461446061996,3,-0.9499443557578322,-0.9499443557578322,-0.9499443557578322,14,-4.209064775274032,0.14285714285714285,,,0,,
us_etfs_1d,trend_factor,13.480461446061996,3,-0.9770037074246987,-0.9770037074246986,-0.9770037074246986,14,-5.043348894380866,0.07142857142857142,,,0,,
us_etfs_1d,tsmom12,13.480461446061996,3,-0.8651163531516884,-0.8659475009289039,-0.8659475009289039,7,-3.701187238180018,0.0,,,0,,
us_etfs_1d,turn_of_month,13.480461446061996,3,-1.0372156592525623,-1.0372156592525623,-1.0372156592525623,14,-4.597391025288265,0.21428571428571427,,,0,,
us_etfs_1d,volmanaged,13.480461446061996,3,-1.1011321918684667,-1.101132191868467,-1.101132191868467,14,-4.089409636431203,0.21428571428571427,,,0,,
us_etfs_1d,voltgt_tsmom,13.480461446061996,3,-0.9604218736971278,-0.9604218736971278,-0.9604218736971278,14,-4.8487724799322045,0.14285714285714285,,,0,,
us_etfs_4h,atr_chandelier,3.453499036620149,3,-0.8122056254239142,-0.8122056254239142,-0.8122056254239142,4,-3.194125050259598,0.0,,,0,,
us_etfs_4h,bollinger_mr,3.453499036620149,3,-0.9615418264443855,-0.9615418264443854,-0.9615418264443854,4,-3.398497814685107,0.0,,,0,,
us_etfs_4h,connors_rsi,3.453499036620149,3,-1.326822820446165,-1.326822820446165,-1.326822820446165,4,-5.638527923647064,0.0,,,0,,
us_etfs_4h,donchian_s1,3.453499036620149,3,-0.8370951046327356,-0.8370951046327357,-0.8370951046327357,4,-7.751683083270161,0.0,,,0,,
us_etfs_4h,donchian_s2,3.453499036620149,3,-0.9982770299256893,-0.9982770299256893,-0.9982770299256891,4,-6.152208115364207,0.0,,,0,,
us_etfs_4h,dual_thrust,3.453499036620149,3,-1.3655933325261624,-1.3655933325261624,-1.3655933325261624,4,-6.396723205909895,0.0,,,0,,
us_etfs_4h,dyn_breakout2,3.453499036620149,3,-0.8883490371673465,-0.8883490371673464,-0.8883490371673464,4,-3.846634159368608,0.0,,,0,,
us_etfs_4h,faber_gtaa,3.453499036620149,3,-1.0531328084360398,-1.1352782451882113,-1.1352782451882113,3,-3.516611652293895,0.0,,,0,,
us_etfs_4h,golden_cross,3.453499036620149,3,-1.3469578557359745,-1.283194238252269,-1.2831942382522692,1,,0.0,,,0,,
us_etfs_4h,ibs,3.453499036620149,3,-1.053304007847386,-1.053304007847386,-1.053304007847386,4,-4.404908152657077,0.0,,,0,,
us_etfs_4h,ichimoku,3.453499036620149,3,-0.7870562346506237,-0.7870562346506237,-0.7870562346506237,4,-5.493406372628643,0.0,,,0,,
us_etfs_4h,macd_cross,3.453499036620149,3,-1.01159544690176,-1.0115954469017603,-1.0115954469017603,4,-5.912075043406301,0.0,,,0,,
us_etfs_4h,momo_regime,3.453499036620149,3,-0.9870880891586779,-1.0357409684887842,-1.0357409684887842,3,-5.14627290538151,0.0,,,0,,
us_etfs_4h,monday_effect,3.453499036620149,3,-0.40301827797818707,-0.403018277978187,-0.403018277978187,4,-1.33748312225741,0.25,,,0,,
us_etfs_4h,preholiday,3.453499036620149,3,-1.4616262468513377,-1.4616262468513377,-1.4616262468513377,4,-6.433803207804731,0.0,,,0,,
us_etfs_4h,rsi2_connors,3.453499036620149,3,-1.2664727128260762,-1.2664727128260764,-1.2664727128260764,4,-4.369240773326418,0.0,,,0,,
us_etfs_4h,rsi2_raw,3.453499036620149,3,-1.1309937211414172,-1.130993721141417,-1.130993721141417,4,-3.4913892958367736,0.0,,,0,,
