sheet,symbol,rule,ir,vs_random,xcagr,cagr,bench_cagr,long,years,fold_win,n_scored,t_folds,ceil_strategy,ceil_strategy_and_asset,best_xcagr_rule,best_xcagr,beats_own_bar,beats_lenient_bar
us_stocks_4h,MA,st_reversal,0.0387260359828279,0.6593853422799696,0.020242534461354156,0.1965537806386286,0.17631124617727445,0.4165450121654501,3.94299710257669,0.4,5,-0.620524917942402,0.8907824422187317,1.449763128091113,st_reversal,0.020242534461354156,False,False
us_stocks_4h,HD,atr_chandelier,0.0332358225540234,0.3726248406869973,0.020249425040135716,0.1005056214256288,0.08025619638549308,0.5902676399026764,3.935563496404313,0.6,5,-0.7422143320836767,0.8916233131625586,1.4511316594317252,atr_chandelier,0.020249425040135716,False,False
us_stocks_4h,AMZN,ibs,0.0001595338274108,0.6095796215141784,0.039409234763207346,0.3067159282027887,0.26730669343958136,0.456268221574344,3.960508725278532,0.6,5,0.8115123564856521,0.8888109369939872,1.446554470795899,ibs,0.039409234763207346,False,False
us_stocks_4h,MSFT,monday_effect,-0.0240513254076274,0.13414272764886714,0.0030384120156166095,0.18903007962895724,0.18599166761334063,0.8132295719844358,3.870759356120608,0.4,5,-0.7629916697245704,0.8990560981827737,1.4632286397387189,monday_effect,0.0030384120156166095,False,False
us_stocks_4h,KO,sell_in_may,-0.1073849700075058,0.43335661283526594,-0.006435425916125892,0.12914840001951333,0.13558382593563922,0.4764219737481769,3.937272924356892,0.4,5,-0.8247371712395822,0.8914297361214261,1.4508166096020723,sell_in_may,-0.006435425916125892,False,False
us_stocks_4h,META,sell_in_may,-0.1411547356465073,0.4927984492253573,0.0023422471389999977,0.36558001512865124,0.36323776798965124,0.4761673151750972,3.9342998084142975,0.6,5,-0.41261444540375986,0.8917664953380141,1.451364690785664,sell_in_may,0.0023422471389999977,False,False
us_stocks_4h,CVX,monday_effect,-0.2052453555230572,0.12982718933150303,-0.01734500062912625,0.10070337052899836,0.11804837115812461,0.8133203694701021,3.93409599623073,0.4,5,0.25775811919105585,0.8917895947391068,1.4514022854422244,volmanaged,-0.015062704968650698,False,False
us_stocks_4h,GOOGL,golden_cross,-0.3579041538904555,0.16482223106700167,-0.0659388899395219,0.2921274568629182,0.3580663468024401,0.7159533073929961,3.938539355621642,0.0,3,-1.5129048922830297,0.8912864056691201,1.4505833369251115,volmanaged,-0.03302526292407815,False,False
us_stocks_4h,XOM,bollinger_mr,-0.3854145793681053,0.3172478913765059,-0.07203650639219195,0.12848087886247073,0.20051738525466267,0.1929995138551288,3.930924190805121,0.4,5,-1.2893976561946139,0.892149308203714,1.4519877250433535,volmanaged,-0.013576127395456883,False,False
us_stocks_4h,ABBV,tsmom12,-0.4311728869670121,0.042373330055782255,-0.035638870726697025,0.1743768538857926,0.21001572461248963,0.9071463296062228,3.946834569343188,0.2,4,-1.2906979802028469,0.8903492875895614,1.4490581617824272,volmanaged,-0.03435076597412867,False,False
us_stocks_4h,JPM,monday_effect,-0.4910085468121296,0.11757223089660451,-0.059254749881170854,0.3135275374084734,0.37278228728964424,0.8133203694701021,3.936213378360025,0.0,5,-1.4153113835847384,0.891549705132954,1.4510118611485592,volmanaged,-0.05682485835009321,False,False
us_stocks_4h,AAPL,volmanaged,-0.4983595207314318,-0.4983595207314318,-0.027645970333450842,0.21214954668631059,0.23979551701976143,1.0,3.95109911236787,0.0,5,-2.088167512420159,0.8898686671563802,1.4482759440942365,volmanaged,-0.027645970333450842,False,False
us_stocks_4h,NVDA,golden_cross,-0.5707891098545843,-0.023205669264615536,-0.21074419264195465,0.6950316733895865,0.9057758660315411,0.7874513618677043,3.926902521640488,0.0,3,-2.828705212685716,0.892606030924034,1.4527310488094038,monday_effect,-0.1681462586030953,False,False
us_stocks_4h,WMT,golden_cross,-0.6122032452224441,0.02666146816976156,-0.06546503076439203,0.25135678766726866,0.3168218184316607,0.8978599221789884,3.941725017003919,0.2,2,0.2841792031506148,0.8909261686430198,1.4499970452190103,volmanaged,-0.04727656325149221,False,False
