ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,wf_mode,n_folds,n_switches,is_baseline,generic_fallback,rankable
-0.2645975822381238,0.3,-0.0675187703571409,0.0,-0.5005562585744291,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,TSF_1000,binance,fixed,4.0,0.0,False,False,True
-0.26831350732204473,0.3,-0.07234210998877541,0.0,-0.5075859129704258,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,LINEARREG_1000,binance,fixed,4.0,0.0,False,False,True
-0.27156459457471693,0.3,-0.1750245143114096,0.0,-0.5137362037543834,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,T3_1000,binance,fixed,4.0,0.0,False,False,True
-0.33759901696936423,0.3,-0.24240661726646215,0.0,-0.6386577662698011,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,LINEARREG[WF],binance,family_reopt,4.0,0.5,False,False,True
-0.33914711722347485,0.2,-0.15108119481302856,0.0,-0.6415864070553332,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,LINEARREG_INTERCEPT_200,binance,fixed,4.0,0.0,False,False,True
-0.3478705882914891,0.2,-0.2096778918483153,0.0,-0.6580891581487192,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,TSF[WF],binance,family_reopt,4.0,1.0,False,False,True
-0.3524920111340043,0.3,-0.13933966213024349,0.0,-0.6668318008734663,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,DEMA_1000,binance,fixed,4.0,0.0,False,False,True
-0.354590457363005,0.2,-0.27591143944206814,0.0,-0.6708015665240946,,ADA/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,LINEARREG_INTERCEPT_1000,binance,fixed,4.0,0.0,False,False,True
-0.35808815289410034,0.3,-0.11910158608224668,0.0,-0.6774183820439809,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,TEMA_1000,binance,fixed,4.0,0.0,False,False,True
-0.37387343829994724,0.2,-0.25530083818781973,0.0,-0.7072804213583439,,AVAX/USD,10,10,3.5787721471650755,False,False,False,False,0,False,crypto,2h,LINEARREG_INTERCEPT[WF],binance,family_reopt,4.0,1.0,False,False,True
