ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,wf_mode,n_folds,n_switches,is_baseline,generic_fallback,rankable
-0.16081111843374438,0.4,-0.16081111843374435,0.0,-0.3429161860048182,,META,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MININDEX,gross,fixed,5.0,0.0,False,True,True
-0.2094974652345162,0.35,-0.2094974652345162,0.0,-0.4467357260841144,,V,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MAXINDEX,gross,fixed,5.0,0.0,False,True,True
-0.2106629714363303,0.2,-0.2106629714363303,0.0,-0.4492210700415704,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CDLDOJI,gross,fixed,5.0,0.0,False,False,True
-0.21395067380344895,0.2,-0.21395067380344895,0.0,-0.4562318188469513,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CDLLONGLEGGEDDOJI,gross,fixed,5.0,0.0,False,False,True
-0.2588446033772641,0.2,-0.2588446033772641,0.0,-0.5519643481282798,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MACDEXT,gross,fixed,5.0,0.0,False,False,True
-0.2832075801099174,0.3,-0.2832075801099174,0.0,-0.6039163471085475,,PG,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TSF_50,gross,fixed,5.0,0.0,False,False,True
-0.3091967928084206,0.25,-0.3091967928084206,0.0,-0.6593361575211626,,PG,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_50,gross,fixed,5.0,0.0,False,False,True
-0.3244465188336051,0.2,-0.32444651883360515,0.0,-0.6918549157830748,,AAPL,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MACDFIX,gross,fixed,5.0,0.0,False,False,True
-0.32887912378677797,0.2,-0.32887912378677797,0.0,-0.7013070730680474,,AAPL,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MACD,gross,fixed,5.0,0.0,False,False,True
-0.33685158057650405,0.2,-0.33685158057650405,0.0,-0.7183076666964505,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TSF_200,gross,fixed,5.0,0.0,False,False,True
-0.3447481509950061,0.15,-0.3447481509950061,0.0,-0.7351464390201867,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_200,gross,fixed,5.0,0.0,False,False,True
-0.34564642575316434,0.2,-0.34564642575316434,0.0,-0.7370619343979452,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TEMA_50,gross,fixed,5.0,0.0,False,False,True
-0.3512775070987682,0.15,-0.35127750709876815,0.0,-0.7490697417991041,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,HT_PHASOR,gross,fixed,5.0,0.0,False,False,True
-0.3557904059741636,0.2,-0.35579040597416367,0.0,-0.7586931191205772,,AAPL,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ULTOSC,gross,fixed,5.0,0.0,False,False,True
-0.363540623230346,0.15,-0.36354062323034597,0.0,-0.7752198056338222,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TEMA_200,gross,fixed,5.0,0.0,False,False,True
-0.3646428555213702,0.2,-0.3646428555213702,0.0,-0.7775702232977918,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ADX,gross,fixed,5.0,0.0,False,True,True
-0.3685091548662081,0.05,-0.36850915486620817,0.0,-0.7858147814987285,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,HT_DCPHASE,gross,fixed,5.0,0.0,False,False,True
-0.3708013127385561,0.15,-0.3708013127385562,0.0,-0.790702615393313,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,WMA_100,gross,fixed,5.0,0.0,False,False,True
-0.37111909922120345,0.1,-0.3711190992212034,0.0,-0.7913802683420312,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_INTERCEPT_50,gross,fixed,5.0,0.0,False,False,True
-0.37269853085280913,0.1,-0.37269853085280913,0.0,-0.7947482734678009,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,IMI,gross,fixed,5.0,0.0,False,False,True
-0.37340975546937843,0.05,-0.37340975546937843,0.0,-0.7962649001493519,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,EMA_50,gross,fixed,5.0,0.0,False,False,True
-0.3782523245707792,0.15,-0.37825232457077923,0.0,-0.8065912715028433,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CDLRICKSHAWMAN,gross,fixed,5.0,0.0,False,False,True
-0.378634597021427,0.15,-0.378634597021427,0.0,-0.8074064353551168,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MOM,gross,fixed,5.0,0.0,False,False,True
-0.378634597021427,0.15,-0.378634597021427,0.0,-0.8074064353551168,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ROC,gross,fixed,5.0,0.0,False,False,True
-0.378634597021427,0.15,-0.378634597021427,0.0,-0.8074064353551168,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ROCP,gross,fixed,5.0,0.0,False,False,True
-0.378634597021427,0.15,-0.378634597021427,0.0,-0.8074064353551168,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ROCR,gross,fixed,5.0,0.0,False,False,True
-0.378634597021427,0.15,-0.378634597021427,0.0,-0.8074064353551168,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ROCR100,gross,fixed,5.0,0.0,False,False,True
-0.3864093295286287,0.1,-0.3864093295286287,0.0,-0.8239853985794522,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,AVGPRICE,gross,fixed,5.0,0.0,False,False,True
-0.38685049615883027,0.15,-0.3868504961588302,0.0,-0.8249261493166821,,V,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,COS,gross,fixed,5.0,0.0,False,True,True
-0.3878688001245026,0.15,-0.3878688001245026,0.0,-0.8270975968851275,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CDLHIGHWAVE,gross,fixed,5.0,0.0,False,False,True
-0.3910779741719823,0.1,-0.39107797417198226,0.0,-0.8339408906530319,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,WILLR,gross,fixed,5.0,0.0,False,False,True
-0.3920503540473739,0.15,-0.3920503540473739,0.0,-0.8360144089611239,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MIDPOINT_200,gross,fixed,5.0,0.0,False,False,True
-0.3926517822325818,0.25,-0.3926517822325818,0.0,-0.8372969039865675,,META,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TSF_21,gross,fixed,5.0,0.0,False,False,True
-0.39420568613269347,0.1,-0.3942056861326935,0.0,-0.840610473371783,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,KAMA_100,gross,fixed,5.0,0.0,False,False,True
-0.39437773511289853,0.1,-0.3943777351128985,0.0,-0.8409773533529221,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,T3_200,gross,fixed,5.0,0.0,False,False,True
-0.3948852434357522,0.1,-0.39488524343575226,0.0,-0.8420595721704623,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TSF_100,gross,fixed,5.0,0.0,False,False,True
-0.396744301900953,0.05,-0.396744301900953,0.0,-0.8460238580025348,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,BOP,gross,fixed,5.0,0.0,False,False,True
-0.4011025733080554,0.2,-0.4011025733080554,0.0,-0.8553175052518894,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,ADXR,gross,fixed,5.0,0.0,False,True,True
-0.40197812108317593,0.15,-0.40197812108317593,0.0,-0.8571845372496367,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CORREL,gross,fixed,5.0,0.0,False,True,True
-0.40215367644317573,0.05,-0.40215367644317573,0.0,-0.8575588942908051,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TAN,gross,fixed,5.0,0.0,False,True,True
-0.4028258351473384,0.1,-0.4028258351473384,0.0,-0.8589922161995535,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,DEMA_21,gross,fixed,5.0,0.0,False,False,True
-0.40320019748557384,0.05,-0.40320019748557384,0.0,-0.8597905124023402,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MIDPRICE_50,gross,fixed,5.0,0.0,False,False,True
-0.40421503826700944,0.1,-0.4042150382670095,0.0,-0.8619545750216511,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TSF[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.4042910578179195,0.1,-0.4042910578179194,0.0,-0.8621166803207981,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MIDPRICE_9,gross,fixed,5.0,0.0,False,False,True
-0.4045553305552375,0.1,-0.4045553305552376,0.0,-0.8626802197080544,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CDLHAMMER,gross,fixed,5.0,0.0,False,False,True
-0.4047010490396647,0.15,-0.4047010490396647,0.0,-0.8629909521213157,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_1000,gross,fixed,5.0,0.0,False,False,True
-0.4049582216030231,0.15,-0.4049582216030231,0.0,-0.8635393509847207,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,DEMA[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.4050206081597545,0.2,-0.4050206081597545,0.0,-0.863672385070303,,MSFT,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_21,gross,fixed,5.0,0.0,False,False,True
-0.4054001733348593,0.15,-0.4054001733348593,0.0,-0.8644817758851602,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,KAMA[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.40822556718752734,0.05,-0.40822556718752734,0.0,-0.8705066906631616,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MIDPOINT_50,gross,fixed,5.0,0.0,False,False,True
-0.4085477137146773,0.15,-0.4085477137146773,0.0,-0.8711936410401062,,HD,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TSF_1000,gross,fixed,5.0,0.0,False,False,True
-0.40918059085562064,0.05,-0.40918059085562064,0.0,-0.8725431983188298,,PG,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TRIMA_50,gross,fixed,5.0,0.0,False,False,True
-0.40939544862959354,0.1,-0.40939544862959354,0.0,-0.8730013644525019,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_100,gross,fixed,5.0,0.0,False,False,True
-0.4134308047463347,0.05,-0.4134308047463347,0.0,-0.8816064220020159,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,WMA_50,gross,fixed,5.0,0.0,False,False,True
-0.41418785701950667,0.15,-0.41418785701950656,0.0,-0.8832207723072117,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MIDPOINT[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.41697565371006184,0.2,-0.41697565371006196,0.0,-0.8891655142988913,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,STOCHF,gross,fixed,5.0,0.0,False,False,True
-0.4180906003329562,0.05,-0.4180906003329562,0.0,-0.8915430442063114,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TRIMA_100,gross,fixed,5.0,0.0,False,False,True
-0.4184210196891553,0.1,-0.4184210196891553,0.0,-0.8922476356954666,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_INTERCEPT_100,gross,fixed,5.0,0.0,False,False,True
-0.4188381523732609,0.15,-0.4188381523732609,0.0,-0.8931371360638779,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,DEMA_200,gross,fixed,5.0,0.0,False,False,True
-0.4206145582123007,0.1,-0.4206145582123007,0.0,-0.8969251721216658,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,T3_50,gross,fixed,5.0,0.0,False,False,True
-0.4215123855606292,0.15,-0.42151238556062925,0.0,-0.8988397134355891,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,CDLCLOSINGMARUBOZU,gross,fixed,5.0,0.0,False,False,True
-0.42271825989246087,0.1,-0.42271825989246087,0.0,-0.901411139035388,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_INTERCEPT[WF],gross,family_reopt,5.0,3.0,False,False,True
-0.4227288019441821,0.05,-0.4227288019441821,0.0,-0.9014336190741076,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,DEMA_100,gross,fixed,5.0,0.0,False,False,True
-0.4243973190810961,0.1,-0.4243973190810961,0.0,-0.9049915915479447,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,SUM,gross,fixed,5.0,0.0,False,True,True
-0.4245544075478597,0.1,-0.42455440754785967,0.0,-0.9053265694923343,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_ANGLE,gross,fixed,5.0,0.0,False,False,True
-0.4245544075478597,0.1,-0.42455440754785967,0.0,-0.9053265694923343,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,LINEARREG_SLOPE,gross,fixed,5.0,0.0,False,False,True
-0.42467591795011056,0.05,-0.42467591795011056,0.0,-0.9055856802062302,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TYPPRICE,gross,fixed,5.0,0.0,False,False,True
-0.4248000008716599,0.1,-0.4248000008716598,0.0,-0.9058502766011839,,TSLA,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,DEMA_50,gross,fixed,5.0,0.0,False,False,True
-0.42516188639994634,0.15,-0.42516188639994645,0.0,-0.9066219670560416,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,T3_21,gross,fixed,5.0,0.0,False,False,True
-0.4262212362713167,0.1,-0.4262212362713167,0.0,-0.9088809415664681,,UNH,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,TRIMA_21,gross,fixed,5.0,0.0,False,False,True
-0.4270608233097983,0.05,-0.4270608233097983,0.0,-0.9106712903175952,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,MEDPRICE,gross,fixed,5.0,0.0,False,False,True
-0.4270608233097983,0.05,-0.4270608233097983,0.0,-0.9106712903175952,,PEP,20,20,4.547197574813973,False,False,False,False,0,False,us_stocks,1h,WCLPRICE,gross,fixed,5.0,0.0,False,False,True
