rule,symbol,scenario,ir_wf,ret_pct,bench_pct,years_oos,n_folds,n_switches,long_frac,exposure,turnover_yr
tsmom12,BTC/USD,gross,0.21487516852440802,1058.2000527515252,451.63666028336513,5.925629833676824,6,0,0.6517321016166282,0.6517321016166282,2.1938596174397826
tsmom12,BTC/USD,binance,0.20746390487010635,1041.5673661072208,451.63666028336513,5.925629833676824,6,0,0.6517321016166282,0.6517321016166282,2.1938596174397826
tsmom12,BTC/USD,kraken,0.19634853434042604,1017.0313261042436,451.63666028336513,5.925629833676824,6,0,0.6517321016166282,0.6517321016166282,2.1938596174397826
tsmom12,BTC/USD,coinbase,0.173120610399158,967.2937500638367,451.63666028336513,5.925629833676824,6,0,0.6517321016166282,0.6517321016166282,2.1938596174397826
tsmom12,ETH/USD,gross,0.08863538880369642,1017.3576507981257,376.83819472523305,5.921349173504704,6,0,0.6472222222222223,0.6472222222222223,3.8842499109686606
tsmom12,ETH/USD,binance,0.07922128520855184,989.2731877043401,376.83819472523305,5.921349173504704,6,0,0.6472222222222223,0.6472222222222223,3.8842499109686606
tsmom12,ETH/USD,kraken,0.06510430700128235,948.4090083757233,376.83819472523305,5.921349173504704,6,0,0.6472222222222223,0.6472222222222223,3.8842499109686606
tsmom12,ETH/USD,coinbase,0.035611821938492695,867.6526303274616,376.83819472523305,5.921349173504704,6,0,0.6472222222222223,0.6472222222222223,3.8842499109686606
tsmom12,XRP/USD,gross,0.03832353474142464,687.05925962338,299.977934789797,5.925478356680308,6,0,0.6226327944572748,0.6226327944572748,6.244221609262428
tsmom12,XRP/USD,binance,0.022831397804596868,655.211580879575,299.977934789797,5.925478356680308,6,0,0.6226327944572748,0.6226327944572748,6.244221609262428
tsmom12,XRP/USD,kraken,-0.0003917604171866862,609.7784487581463,299.977934789797,5.925478356680308,6,0,0.6226327944572748,0.6226327944572748,6.244221609262428
tsmom12,XRP/USD,coinbase,-0.04886720577529328,523.2107415498849,299.977934789797,5.925478356680308,6,0,0.6226327944572748,0.6226327944572748,6.244221609262428
tsmom12,BNB/USD,gross,-0.2171891504623717,2213.507714151755,2451.787350418121,5.925589402604133,6,0,0.6729792147806004,0.6729792147806004,10.294334597870076
tsmom12,BNB/USD,binance,-0.2510101025472177,2061.694218386043,2451.787350418121,5.925589402604133,6,0,0.6729792147806004,0.6729792147806004,10.294334597870076
tsmom12,BNB/USD,kraken,-0.3015199057029404,1852.169697684233,2451.787350418121,5.925589402604133,6,0,0.6729792147806004,0.6729792147806004,10.294334597870076
tsmom12,BNB/USD,coinbase,-0.4061338994013517,1476.5179905762618,2451.787350418121,5.925589402604133,6,0,0.6729792147806004,0.6729792147806004,10.294334597870076
tsmom12,SOL/USD,gross,-0.13206301098262624,30.30813091892228,-23.70738783545734,4.925874946408827,6,0,0.555,0.555,9.135432890517636
tsmom12,SOL/USD,binance,-0.14849032234680884,23.92435114740048,-23.70738783545734,4.925874946408827,6,0,0.555,0.555,9.135432890517636
tsmom12,SOL/USD,kraken,-0.17309234267272017,14.918142863575913,-23.70738783545734,4.925874946408827,6,0,0.555,0.555,9.135432890517636
tsmom12,SOL/USD,coinbase,-0.22436321413468102,-1.8940435708162062,-23.70738783545734,4.925874946408827,6,0,0.555,0.555,9.135432890517636
tsmom12,DOGE/USD,gross,-0.5047697163071154,465.4839578467879,2070.35499817184,5.924919258211728,6,0,0.5237875288683603,0.5237875288683603,9.114048250557662
tsmom12,DOGE/USD,binance,-0.5104127629533021,432.5552231786288,2070.35499817184,5.924919258211728,6,0,0.5237875288683603,0.5237875288683603,9.114048250557662
tsmom12,DOGE/USD,kraken,-0.5188734828547379,386.6612662089459,2070.35499817184,5.924919258211728,6,0,0.5237875288683603,0.5237875288683603,9.114048250557662
tsmom12,DOGE/USD,coinbase,-0.536548363695344,302.8850985893985,2070.35499817184,5.924919258211728,6,0,0.5237875288683603,0.5237875288683603,9.114048250557662
tsmom12,ADA/USD,gross,0.07031903350722878,459.95549943668294,73.3918931283736,5.925486171159147,6,0,0.5842956120092379,0.5842956120092379,2.8689629017688603
tsmom12,ADA/USD,binance,0.06488237752345838,449.309068231479,73.3918931283736,5.925486171159147,6,0,0.5842956120092379,0.5842956120092379,2.8689629017688603
tsmom12,ADA/USD,kraken,0.05673819918818132,433.69598627829936,73.3918931283736,5.925486171159147,6,0,0.5842956120092379,0.5842956120092379,2.8689629017688603
tsmom12,ADA/USD,coinbase,0.039753388874194454,402.38984526052883,73.3918931283736,5.925486171159147,6,0,0.5842956120092379,0.5842956120092379,2.8689629017688603
tsmom12,TRX/USD,gross,-0.3040455385314421,942.5679290984486,1265.0793080585088,5.92545453499675,6,0,0.854041570438799,0.854041570438799,8.438171233057554
tsmom12,TRX/USD,binance,-0.3394722657187548,886.2242122442277,1265.0793080585088,5.92545453499675,6,0,0.854041570438799,0.854041570438799,8.438171233057554
tsmom12,TRX/USD,kraken,-0.39236522912241767,807.2609004089344,1265.0793080585088,5.92545453499675,6,0,0.854041570438799,0.854041570438799,8.438171233057554
tsmom12,TRX/USD,coinbase,-0.5018022128169989,661.6476200401838,1265.0793080585088,5.92545453499675,6,0,0.854041570438799,0.854041570438799,8.438171233057554
tsmom12,AVAX/USD,gross,-0.12006037176149073,-72.17904514757956,-86.92537909018357,4.925726277054064,6,0,0.4,0.4,5.68444091796875
tsmom12,AVAX/USD,binance,-0.12908474124939084,-73.0617914654134,-86.92537909018357,4.925726277054064,6,0,0.4,0.4,5.68444091796875
tsmom12,AVAX/USD,kraken,-0.14260739578768847,-74.33548265235372,-86.92537909018357,4.925726277054064,6,0,0.4,0.4,5.68444091796875
tsmom12,AVAX/USD,coinbase,-0.17082305983726112,-76.81376360002606,-86.92537909018357,4.925726277054064,6,0,0.4,0.4,5.68444091796875
tsmom12,LINK/USD,gross,0.07680913349173303,85.00834996901865,-44.66444902053968,5.925172415785611,6,0,0.5399538106235566,0.5399538106235566,7.257172784616544
tsmom12,LINK/USD,binance,0.06263239814786294,76.34001867713623,-44.66444902053968,5.925172415785611,6,0,0.5399538106235566,0.5399538106235566,7.257172784616544
tsmom12,LINK/USD,kraken,0.04138763286676763,64.07654959100509,-44.66444902053968,5.925172415785611,6,0,0.5399538106235566,0.5399538106235566,7.257172784616544
tsmom12,LINK/USD,coinbase,-0.0029390524896444254,41.065811006214695,-44.66444902053968,5.925172415785611,6,0,0.5399538106235566,0.5399538106235566,7.257172784616544
tsmom12@lookback_months=3.0,BTC/USD,gross,0.002594782549090054,780.404619310206,451.63666028336513,5.925629833676824,6,0,0.5621247113163972,0.5621247113163972,13.331916136749447
tsmom12@lookback_months=3.0,BTC/USD,binance,-0.034625459735040505,706.1512938565329,451.63666028336513,5.925629833676824,6,0,0.5621247113163972,0.5621247113163972,13.331916136749447
tsmom12@lookback_months=3.0,BTC/USD,kraken,-0.09035002176266275,606.2162896208887,451.63666028336513,5.925629833676824,6,0,0.5621247113163972,0.5621247113163972,13.331916136749447
tsmom12@lookback_months=3.0,BTC/USD,coinbase,-0.20630637435360555,435.1092724436812,451.63666028336513,5.925629833676824,6,0,0.5621247113163972,0.5621247113163972,13.331916136749447
tsmom12@lookback_months=3.0,ETH/USD,gross,-0.04250134745035005,774.6936701096647,376.83819472523305,5.921349173504704,6,0,0.5606481481481481,0.5606481481481481,10.639467147435896
tsmom12@lookback_months=3.0,ETH/USD,binance,-0.06599568177928151,715.5442523714862,376.83819472523305,5.921349173504704,6,0,0.5606481481481481,0.5606481481481481,10.639467147435896
tsmom12@lookback_months=3.0,ETH/USD,kraken,-0.10117694300876261,634.1272678607131,376.83819472523305,5.921349173504704,6,0,0.5606481481481481,0.5606481481481481,10.639467147435896
tsmom12@lookback_months=3.0,ETH/USD,coinbase,-0.17445730349808064,488.8699153324713,376.83819472523305,5.921349173504704,6,0,0.5606481481481481,0.5606481481481481,10.639467147435896
tsmom12@lookback_months=3.0,XRP/USD,gross,-0.8608310434774986,-50.109672496608326,299.977934789797,5.925478356680308,6,0,0.5117782909930716,0.5117782909930716,19.070190320179847
tsmom12@lookback_months=3.0,XRP/USD,binance,-0.8946054898917766,-56.07284578885279,299.977934789797,5.925478356680308,6,0,0.5117782909930716,0.5117782909930716,19.070190320179847
tsmom12@lookback_months=3.0,XRP/USD,kraken,-0.9449544127282179,-63.71802135914084,299.977934789797,5.925478356680308,6,0,0.5117782909930716,0.5117782909930716,19.070190320179847
tsmom12@lookback_months=3.0,XRP/USD,coinbase,-1.0489531038564612,-75.70028625408835,299.977934789797,5.925478356680308,6,0,0.5117782909930716,0.5117782909930716,19.070190320179847
tsmom12@lookback_months=3.0,BNB/USD,gross,-0.3104460823448364,1843.222521921804,2451.787350418121,5.925589402604133,6,0,0.5926096997690531,0.5926096997690531,14.00704543644617
tsmom12@lookback_months=3.0,BNB/USD,binance,-0.34976620231868066,1671.0013430142321,2451.787350418121,5.925589402604133,6,0,0.5926096997690531,0.5926096997690531,14.00704543644617
tsmom12@lookback_months=3.0,BNB/USD,kraken,-0.4084992454461394,1440.5601735444116,2451.787350418121,5.925589402604133,6,0,0.5926096997690531,0.5926096997690531,14.00704543644617
tsmom12@lookback_months=3.0,BNB/USD,coinbase,-0.5301867696761862,1050.1765476781932,2451.787350418121,5.925589402604133,6,0,0.5926096997690531,0.5926096997690531,14.00704543644617
tsmom12@lookback_months=3.0,SOL/USD,gross,0.03274634034926331,214.10881193075159,-23.70738783545734,4.925874946408827,6,0,0.4816666666666667,0.4816666666666667,16.037759963353185
tsmom12@lookback_months=3.0,SOL/USD,binance,0.008189740307424864,187.56687165375433,-23.70738783545734,4.925874946408827,6,0,0.4816666666666667,0.4816666666666667,16.037759963353185
tsmom12@lookback_months=3.0,SOL/USD,kraken,-0.028598670771305672,151.85258157102032,-23.70738783545734,4.925874946408827,6,0,0.4816666666666667,0.4816666666666667,16.037759963353185
tsmom12@lookback_months=3.0,SOL/USD,coinbase,-0.10530453731484177,90.72700490510645,-23.70738783545734,4.925874946408827,6,0,0.4816666666666667,0.4816666666666667,16.037759963353185
tsmom12@lookback_months=3.0,DOGE/USD,gross,-0.12293731008073483,3988.160251387724,2070.35499817184,5.924919258211728,6,0,0.4323325635103926,0.4323325635103926,17.04664580196896
