ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,wf_mode,n_folds,n_switches,is_baseline,generic_fallback,rankable
-0.6430564823160606,0.0,-0.6428882581139606,0.0,-1.1803103498746743,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDL3STARSINSOUTH,binance,fixed,4.0,0.0,False,False,True
-0.6443088939749744,0.0,-0.643515789277243,0.0,-1.1826091128666831,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLMATHOLD,binance,fixed,4.0,0.0,False,False,True
-0.644562980785745,0.0,-0.643234093941827,0.0,-1.1830754813751525,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLCONCEALBABYSWALL,binance,fixed,4.0,0.0,False,False,True
-0.6470792538431732,0.0,-0.6417284231712387,0.0,-1.1876940230032478,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLBREAKAWAY,binance,fixed,4.0,0.0,False,False,True
-0.6474126053237207,0.0,-0.6406226781687012,0.0,-1.188305879369611,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLUPSIDEGAP2CROWS,binance,fixed,4.0,0.0,False,False,True
-0.6556549737910615,0.0,-0.6418945811849877,0.0,-1.2034344926050213,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLKICKINGBYLENGTH,binance,fixed,4.0,0.0,False,False,True
-0.6583465387976158,0.0,-0.6446649851986874,0.0,-1.2083747772020361,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLKICKING,binance,fixed,4.0,0.0,False,False,True
-0.6594622312967086,0.0,-0.643814613926374,0.0,-1.2104225963908168,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLABANDONEDBABY,binance,fixed,4.0,0.0,False,False,True
-0.6615491364498437,0.0,-0.6451741821820527,0.0,-1.2142530464666494,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDL2CROWS,binance,fixed,4.0,0.0,False,False,True
-0.6643504121391712,0.0,-0.606296164633339,0.0,-1.2193947016398579,,AVAX/USD,10,8,3.3689470855226737,False,False,False,False,0,False,crypto,5m,BBANDS,binance,fixed,4.0,0.0,False,False,True
-0.6685357903931293,0.0,-0.6398602348662494,0.0,-1.2270768344029004,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLUNIQUE3RIVER,binance,fixed,4.0,0.0,False,False,True
-0.6714033783137843,0.0,-0.644160798368013,0.0,-1.232340203632512,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLLADDERBOTTOM,binance,fixed,4.0,0.0,False,False,True
-0.703752570662553,0.0,-0.6386890513811525,0.0,-1.291716148964437,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLRISEFALL3METHODS,binance,fixed,4.0,0.0,False,False,True
-0.7411345491261007,0.0,-0.6467612981993994,0.0,-1.360329618065012,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDL3BLACKCROWS,binance,fixed,4.0,0.0,False,False,True
-0.7536590771028203,0.0,-0.6299505075073405,0.0,-1.3833180030743266,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLTASUKIGAP,binance,fixed,4.0,0.0,False,False,True
-0.783981617150693,0.0,-0.11495142411434052,0.0,-1.438974090583297,,LINK/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,IS#1,binance,is1_selection,4.0,2.5,False,False,True
-0.8255093859027905,0.0,-0.6391165887083827,0.0,-1.515197029956781,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLSTICKSANDWICH,binance,fixed,4.0,0.0,False,False,True
-0.8394031160371679,0.0,-0.6437533052693842,0.0,-1.5406985433182638,,ETH/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLINNECK,binance,fixed,4.0,0.0,False,False,True
-0.8440774190331665,0.0,-0.6473724165325956,0.0,-1.5492780823733039,,ETH/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLTRISTAR,binance,fixed,4.0,0.0,False,False,True
-0.8566320185504391,0.0,-0.6074014376846172,0.0,-1.572321662768292,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLHIKKAKEMOD,binance,fixed,4.0,0.0,False,False,True
-0.8617431154533822,0.0,-0.6346801715241231,0.0,-1.5817029235745412,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLONNECK,binance,fixed,4.0,0.0,False,False,True
-0.8947080239023574,0.0,-0.6413061417754867,0.0,-1.642208996827797,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLPIERCING,binance,fixed,4.0,0.0,False,False,True
-0.9088315877045188,0.0,-0.6276365902367422,0.0,-1.6681323628014457,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLEVENINGDOJISTAR,binance,fixed,4.0,0.0,False,False,True
-0.9399287917590528,0.0,-0.633894111947766,0.0,-1.725210322214179,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLDARKCLOUDCOVER,binance,fixed,4.0,0.0,False,False,True
-0.9416914457080372,0.0,-0.6625230137795496,0.0,-1.7284456192004416,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLMORNINGDOJISTAR,binance,fixed,4.0,0.0,False,False,True
-0.9633550636586872,0.0,-0.6578245922666106,0.0,-1.768208522127397,,ETH/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLCOUNTERATTACK,binance,fixed,4.0,0.0,False,False,True
-1.001154096454284,0.0,-0.6377479930802105,0.0,-1.83758748159797,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLHOMINGPIGEON,binance,fixed,4.0,0.0,False,False,True
-1.1550060837556395,0.0,-0.651404024455949,0.0,-2.1199780615149053,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDL3LINESTRIKE,binance,fixed,4.0,0.0,False,False,True
-1.257077378901678,0.0,-0.6668114210118516,0.0,-2.3073267772172508,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDLTHRUSTING,binance,fixed,4.0,0.0,False,False,True
-1.3320979852463952,0.0,-0.6578975054135596,0.0,-2.4450247875127484,,AVAX/USD,10,10,3.3689470855226737,False,False,False,False,0,False,crypto,5m,CDL3WHITESOLDIERS,binance,fixed,4.0,0.0,False,False,True
