rule,symbol,scenario,ir_union,ret_pct,bench_pct,years_oos
LINEARREG_INTERCEPT_21,PG,wide,-0.47343099170066527,-97.08250804189447,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_21,PG,pessimistic,-0.5093485804294272,-98.47234174075862,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_21,HD,gross,-0.5391777821387213,-93.48233985504125,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_21,HD,retail,-0.546087051550764,-94.44587458973044,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_21,HD,wide,-0.554643762328727,-95.4557857574292,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_21,HD,pessimistic,-0.576002529055198,-97.24894586959749,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_21,MA,gross,-0.785980247849342,-95.86693747826217,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_21,MA,retail,-0.7934557348687008,-96.15608295255646,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_21,MA,wide,-0.8029774909741085,-96.50043396505295,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_21,MA,pessimistic,-0.826736250752961,-97.23253535310185,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_21,CVX,gross,-0.4744517938851866,-99.460161822921,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_21,CVX,retail,-0.4842660665873474,-99.56323548613996,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_21,CVX,wide,-0.49651410783604294,-99.6656318846388,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_21,CVX,pessimistic,-0.5270737521575625,-99.82857308646132,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_21,ABBV,gross,-0.5787771401835058,-48.52279707220063,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_21,ABBV,retail,-0.5881630317655807,-50.78825869330637,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_21,ABBV,wide,-0.5996914746815817,-53.46539091433273,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_21,ABBV,pessimistic,-0.6284558034591176,-59.54000065686671,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_21,PEP,gross,-0.5616989208474535,-99.4119340640533,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_21,PEP,retail,-0.5726551957819029,-99.52489889726382,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_21,PEP,wide,-0.5863784148660331,-99.6374766373772,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_21,PEP,pessimistic,-0.6206029747030968,-99.81565992938286,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_21,KO,gross,-0.4231933436966399,-95.29117668142369,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_21,KO,retail,-0.43409439405774985,-96.17108289069878,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_21,KO,wide,-0.4476966685389038,-97.04927043084687,12102.933177153825,53.57575862241664
