class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,expectancy,win_rate,avg_win,avg_loss,expectancy_r,roi,roi_ann,roe_ann,bench_roi,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,n_trials,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling,edge_t_bar_corrected,edge_t_uncorrected_pass,edge_t_bar_source
crypto,15m,short,CDLEVENINGDOJISTAR,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLEVENINGSTAR,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLIDENTICAL3CROWS,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLINNECK,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLONNECK,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLSHOOTINGSTAR,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLSTALLEDPATTERN,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLTHRUSTING,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLUPSIDEGAP2CROWS,20,3.5216489224501055,-0.7608022027777777,1.0972664471105062,-1.3867228051695941,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7623.565131083788,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469504912989456,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLCONCEALBABYSWALL,20,3.5216489224501055,-0.7608104652777778,1.0992476504839226,-1.3842385106628987,4,1.0,1.0,0.0,0.0,-10890.004544076028,0.0,-0.4751087613751248,0.4172975209463755,-0.9545535836201566,-0.7855585530557541,0.0,1.0,-0.8040431807429662,0.0,0.0,0.8233230521577533,-0.9765828597119215,-0.8725324517356383,-0.4431270020786372,-0.4431270020786377,0.20670842113255683,-7626.811119882659,5924.498274741029,1274.6754826436172,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5497436356076415,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDL3STARSINSOUTH,20,3.5216489224501055,-0.7609919777777777,1.0969619960179768,-1.3874536775935977,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8693165324369905,0.0,0.0,0.8693165324369905,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7630.875595942806,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5465212694190593,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLKICKINGBYLENGTH,20,3.5216489224501055,-0.7609981527777778,1.0965053337692883,-1.3880427743325445,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.831070835223307,0.0,0.0,0.831070835223307,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7625.3414663906615,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5458774568867188,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLABANDONEDBABY,20,3.5216489224501055,-0.7615064027777779,1.0989169434500645,-1.3859216700891304,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9545535836201566,-0.7855585530557541,0.0,1.0,-0.8233230521577533,0.0,0.0,0.8233230521577533,-1.0,-0.8726314141123691,-0.44325804380896755,-0.4432580438089684,0.20670842113255683,-7623.687257511524,5924.498274741029,1273.6858588763089,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5492773975213043,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLBREAKAWAY,20,3.5216489224501055,-0.7615473416666666,1.0987207761008868,-1.3862436357474317,4,1.0,1.0,0.0,0.0,-10898.990500233336,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.8040431807429662,0.0,0.0,0.8233230521577533,-0.9765828597119215,-0.8693660328331947,-0.43901067230459717,-0.43901067230459734,0.20670842113255683,-7623.680813890229,5924.498274741029,1306.3396716680527,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5490008364563175,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,short,CDLKICKING,20,3.5216489224501055,-0.7617934833333333,1.0972787533146224,-1.3885140508410163,4,1.0,1.0,0.0,0.0,-10899.318645757807,0.0,-0.4751087613751248,0.4172975209463755,-0.9536293047765282,-0.7855585530557541,0.0,1.0,-0.831070835223307,0.0,0.0,0.831070835223307,-1.0,-0.8693165324369934,-0.4389527523088059,-0.4389527523088072,0.20670842113255683,-7625.02846999618,5924.498274741029,1306.8346756300666,12067.084211325568,0.2,0.0,1.0,0.0,1.0,1.5469678408575271,415,False,False,True,True,False,False,2,6,False,True,underpowered,False,,,
crypto,15m,long,CDLKICKINGBYLENGTH,20,3.5216489224501055,-1.22830575,0.8264174764138584,-2.97260352075343,4,0.0,1.0,1.143913287582858,-3099.216104091595,-386.34090375839423,10.0,-0.6695856340474031,0.4172975209463755,0.0,-0.7855585530557541,0.4099343834491132,0.0,-0.0020080353234060437,0.3333333333333333,0.004185107719321796,0.005104606844769963,-0.3933770777005912,0.1678565312113477,0.04505797286245494,-0.9999922330395213,0.20670842113255683,1602.4462054973142,5924.498274741029,11678.565312113476,12067.084211325568,0.0,0.0,0.0,0.0,1.0,1.1651016255194961,415,False,False,True,False,False,True,2,6,False,False,unrankable,False,,,
crypto,15m,long,CDLUPSIDEGAP2CROWS,20,3.5216489224501055,-1.2755298666666668,,,2,4.872562231654334e-05,0.5,1.3688275714693077,-3151.7452523401,-464.9457742578379,5.0,-0.3360194779966553,0.4172975209463755,-0.0016390110170929062,-0.7855585530557541,0.0,1.0,-0.0013400242103703624,0.25,0.00027356315648990735,0.003029312076388225,-0.4423526452804561,0.1668423942354248,0.044806875901576504,-0.9830074198967457,0.20670842113255683,1587.0777484696605,5924.498274741029,11668.423942354248,12067.084211325568,0.05,0.0,4.872562231654334e-05,0.567384736056723,1.0,,415,False,False,True,False,False,True,2,6,False,False,unrankable,False,,,
crypto,15m,long,CDLKICKING,20,3.5216489224501055,-1.3037424999999998,1.1983934739190074,-2.175817089084236,4,0.0,1.0,0.65438620866555,-3397.0624797178243,-386.34090375839423,10.0,-0.8648653438526537,0.4172975209463755,0.0,-0.7855585530557541,0.13458929135867637,0.0,-0.0033780272764417905,0.3333333333333333,0.004442916704363259,0.0033780272764417905,-1.0,0.167877322806532,0.04505803571781153,-0.9999999972461843,0.20670842113255683,1572.676789752726,5924.498274741029,11678.77322806532,12067.084211325568,0.05,0.0,0.0,0.0,1.0,1.6895216090224219,415,False,False,True,False,False,True,2,6,False,False,unrankable,False,,,
crypto,15m,long,CDLBREAKAWAY,20,3.5216489224501055,-1.5018263068181819,1.5222732945406914,-1.9731362459082238,4,7.308952284238045e-05,1.0,1.6474094231819554,-4489.0513174647895,-510.76589220194273,10.0,-0.08782346080919864,0.4172975209463755,-0.002828585280618745,-0.7855585530557541,0.43466219683411444,1.5,0.0006078182351081336,0.6666666666666666,0.0036892847905800486,0.003731580741272874,0.16288492123067436,0.16784899102100326,0.04505765994785238,31.294918015728772,0.20670842113255683,1572.9991461923523,5924.498274741029,11678.489910210032,12067.084211325568,0.15,0.0,4.873116303590565e-05,0.851691504068055,1.0,2.1461345392290356,415,False,False,True,False,False,True,2,6,False,False,unrankable,False,,,
crypto,15m,long,CDLUNIQUE3RIVER,20,3.5216489224501055,-0.8868853508928571,0.6869531784021056,-2.582083841451337,4,0.0005848096362387246,1.0,1.1532087854681812,-235.8381982017067,-460.46027871023034,2.5,-0.4748511157119539,0.4172975209463755,-0.028847000228871933,-0.7855585530557541,0.6026761726947607,12.0,-0.001271066100344772,0.46291208791208793,0.005203627362744817,0.00650322407144364,-0.19545168463841814,0.1216557886538121,0.035488837105305926,-0.9993152985863435,0.20670842113255683,1285.7951646526733,5924.498274741029,11216.557886538121,12067.084211325568,0.15,0.0005848096362387246,0.0,6.8170318643735275,1.0,0.9684817754401691,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDL3BLACKCROWS,20,3.5216489224501055,-0.9844213589494569,0.6758912284133478,-2.9129579363247027,4,0.001023455147866691,1.0,1.2334310461454274,-113.65370208589016,-219.10407468787707,1.5,-0.5958510497498052,0.4172975209463755,-0.04097512832752487,-0.7855585530557541,0.6549669582625015,21.0,-0.001508956906498556,0.38196286472148544,0.008098940646724454,0.006788514548232184,-0.22228086804225936,0.10978273772029923,0.030023503233065907,-0.999869973236684,0.20670842113255683,1281.9542143503425,5924.498274741029,11097.827377202993,12067.084211325568,0.0,0.0,0.001023455147866691,11.927799459235803,1.0,0.9528863938308108,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLLADDERBOTTOM,20,3.5216489224501055,-1.0239387857142856,0.8413489875363526,-2.434040572658427,4,0.00038987939588247777,1.0,0.8179341886986775,-326.40465154100093,-1024.6087055930348,2.5,-0.780541606395995,0.4172975209463755,-0.02377526693604859,-0.7855585530557541,0.2999359063851179,8.0,-0.0022895570198554335,0.40064102564102566,0.004992796539020666,0.007512239750466801,-0.3047768835803148,0.13546220939765263,0.03668819072790941,-0.9999984363247995,0.20670842113255683,1235.4911179579062,5924.498274741029,11354.622093976526,12067.084211325568,0.05,0.00038987939588247777,0.0,4.5413275117631775,1.0,1.1861523999486279,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLRISEFALL3METHODS,20,3.5216489224501055,-1.0873609124999999,0.4651313661188695,-4.6755002638205765,4,0.001364313270037271,1.0,1.065603563894768,-721.3540827382708,-149.35501565976756,1.5,-0.5257251210885892,0.4172975209463755,-0.045469603739248576,-0.7855585530557541,0.7011988794139848,28.0,-0.0011098348071589062,0.43125,0.007641391117485187,0.007714591444537824,-0.14386177351552487,0.0876366230943394,0.028406530601935875,-0.9982896995667744,0.20670842113255683,981.2330006613116,5924.498274741029,10876.366230943393,12067.084211325568,0.05,0.0006821753353799018,0.0007552510050678308,15.887893657045005,1.0,0.6557524812965234,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLTASUKIGAP,20,3.5216489224501055,-1.2329592084821428,0.7596579296039413,-3.246090537421136,4,0.0022430479236247866,1.0,0.8465960965431345,-775.757903844587,-1278.4797332169092,0.5,-0.7971938922907109,0.4172975209463755,-0.07308238710189874,-0.7855585530557541,0.7121109620161883,42.0,-0.0008161292938013687,0.4331385913664395,0.006266198628314852,0.005984103413237745,-0.13638288603033946,0.06501057706498115,0.01804898118464171,-0.9923016719494544,0.20670842113255683,536.4027199064814,5924.498274741029,10650.10577064981,12067.084211325568,0.0,0.0010235331486420324,0.0010256462704018655,26.149726368885702,1.0,1.0709825407625961,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,LINEARREG_INTERCEPT_1000,20,3.5216489224501055,-1.2466285541666666,0.6495375011104436,-3.8385114086113314,4,1.0,1.0,0.8412832452416239,-1.1874644726198578,-11113.628605140566,0.0,-0.7270858083414161,0.4172975209463755,-0.9646128132692422,-0.7855585530557541,0.7609430569337512,1034.0,-0.0014778526716010738,0.0842989218505578,0.08819015520854231,0.00918723569518037,-0.16085934013604944,-0.919751026447611,-0.5341847840585512,-0.5341847840585554,0.20670842113255683,-8855.812201470097,5924.498274741029,802.4897355238907,12067.084211325568,0.0,0.44917790515179173,0.5508220948482083,586.6837890639174,1.0,0.9157323265519447,415,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
crypto,15m,short,LINEARREG_INTERCEPT_1000,20,3.5216489224501055,-1.2466285541666666,0.6495375011104436,-3.8385114086113314,4,1.0,1.0,1.6198747356790006,-1.1874644726198578,-11113.628605140566,0.0,-0.7270858083414161,0.4172975209463755,-0.9646128132692422,-0.7855585530557541,0.7609430569337512,1034.0,-0.0014778526716010738,0.0842989218505578,0.08819015520854231,0.00918723569518037,-0.16085934013604944,-0.919751026447611,-0.5341847840585512,-0.5341847840585554,0.20670842113255683,-8855.812201470097,5924.498274741029,802.4897355238907,12067.084211325568,0.0,0.44917790515179173,0.5508220948482083,586.6837890639174,1.0,0.9157323265519447,415,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
crypto,15m,long,CDLSTICKSANDWICH,20,3.5216489224501055,-1.2905556055555554,0.8700345084940299,-2.9666768224847053,4,0.0024744864964871853,1.0,0.7047262170521977,-43.06221709260023,-1727.9684877442596,0.5,-0.9803274339763177,0.4172975209463755,-0.07332901593285246,-0.7855585530557541,0.7754376734673538,49.0,-0.0007961807668732506,0.4472222222222222,0.005343559731121855,0.006170801018132063,-0.12902389244666637,0.019595741911310416,0.005530034637632464,-0.9881629019415366,0.20670842113255683,384.73673237840296,5924.498274741029,10195.957419113103,12067.084211325568,0.05,0.0024744864964871853,0.0,28.809037872461474,1.0,1.226593881464353,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLONNECK,20,3.5216489224501055,-1.3536477812564498,0.5837791840757358,-4.637533568106245,4,0.0028382616608716416,1.0,1.04493917369472,-27.290831102892554,-656.5973100201709,0.5,-0.843663298886681,0.4172975209463755,-0.06947281478902684,-0.7855585530557541,0.8625217042202151,58.0,-0.00040551833861365817,0.41944444444444445,0.0065447203944766896,0.0056813318681435306,-0.0713773368684002,0.057092867931968216,0.0158809196920644,-0.869748926815938,0.20670842113255683,358.10507194168406,5924.498274741029,10570.92867931968,12067.084211325568,0.05,0.0,0.0028382616608716416,32.91927538953785,1.0,0.8230247976634866,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLTRISTAR,20,3.5216489224501055,-1.4016697413398695,0.7785803470411855,-3.600578274719086,4,0.00144973936098616,1.0,0.8381204390539292,-838.9995136828372,-1517.894811565845,0.25,-0.6256909181855137,0.4172975209463755,-0.03978154042793469,-0.7855585530557541,0.6027023637469657,27.5,-0.0011619888305455205,0.3866666666666667,0.00535917268596882,0.004721690410351105,-0.24609593801367313,0.10434311576074784,0.028585912051919515,-0.9992688865718979,0.20670842113255683,783.1250810300294,5924.498274741029,11043.431157607478,12067.084211325568,0.0,0.0007476431420309058,0.0007105644402839002,16.896287690530315,1.0,1.0976597831299286,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLINNECK,20,3.5216489224501055,-1.4093501658711731,0.6102828508311277,-4.618678581421114,4,0.0023270119987103257,1.0,0.7308259155852647,-33.36602892776601,-1120.034262441748,1.0,-0.8807621963787354,0.4172975209463755,-0.05793724623198937,-0.7855585530557541,0.8275375741504225,42.5,-0.0005841432549460008,0.4121363502791654,0.006368239234984436,0.005635463203394039,-0.10365487873191899,0.07118473095832423,0.01968551275515662,-0.9723867094811754,0.20670842113255683,405.84529053104865,5924.498274741029,10711.847309583241,12067.084211325568,0.0,0.0,0.0023270119987103257,26.476849307969196,1.0,0.8603902528967566,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
crypto,15m,long,CDLHOMINGPIGEON,20,3.5216489224501055,-1.4523394631944442,1.1797407397531559,-2.46213327090548,4,0.005252796123132029,1.0,0.35084234127173797,-20.255596794463358,-3572.3940715368203,0.25,-1.2658505648743683,0.4172975209463755,-0.17450858945008557,-0.7855585530557541,0.6220346131733909,106.0,-0.0013432353122610843,0.4337979094076655,0.00639320960385858,0.006768707737892015,-0.1984478225794115,-0.08920070976647904,-0.026206611338288,-0.9995914770669018,0.20670842113255683,-951.1292994174344,5924.498274741029,9107.992902335209,12067.084211325568,0.05,0.005252796123132029,0.0,60.16217249365438,1.0,1.6632245720922234,415,False,False,True,False,False,False,1,6,False,False,unrankable,False,,,
