class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,expectancy,win_rate,avg_win,avg_loss,expectancy_r,roi,roi_ann,roe_ann,bench_roi,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,n_trials,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling
commodities,5m,short,CDLEVENINGDOJISTAR,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLEVENINGSTAR,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLHANGINGMAN,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLIDENTICAL3CROWS,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLINNECK,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLONNECK,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLSHOOTINGSTAR,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLSTALLEDPATTERN,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLTHRUSTING,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLUPSIDEGAP2CROWS,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,TANH,5,3.637595395476957,-1.17550055,1.6074143185229903,-1.4625980824659266,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7743471960682486,-0.4738991739112184,0.0,1.0,-0.6788939879893376,0.0,0.0,0.6788939879893376,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7265.558017996215,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.2667874441148483,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLMATHOLD,5,3.637595395476957,-1.1759858500000002,1.611247665894836,-1.4597207802276564,4,1.0,1.0,0.0,0.0,-17211.209577728892,0.0,-0.700281719228338,0.5926379051819592,-0.7743003262317549,-0.4738991739112184,0.00017731033560318152,3.0,-0.19685454104067332,0.3333333333333333,0.00010473160420668634,0.30132669329714556,-0.6532927398056643,-0.6791282517395725,-0.27329997211088863,-0.27329997211088464,1.0419927060333167,-7270.469358485121,9786.310355432883,3208.7174826042747,20419.927060333168,0.0,2.3730422401518746e-05,0.9999762695775984,1.099627519040095,1.0,2.272193258652705,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDL3STARSINSOUTH,5,3.637595395476957,-1.17671115,1.6066612193498448,-1.4647906301941744,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7749354028948756,-0.4738991739112184,0.0,1.0,-0.5980150826509136,0.0,0.0,0.5980150826509136,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7272.421355762856,9786.310355432883,3211.060120106602,20419.927060333168,0.0,0.0,1.0,0.0,1.0,2.265725418145447,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,short,CDLKICKING,5,3.637595395476957,-1.1776206500000002,1.6072070546249468,-1.465424939009873,4,1.0,1.0,0.0,0.0,-17208.866940226566,0.0,-0.6997734188533347,0.5926379051819592,-0.7732287602262529,-0.4738991739112184,0.0,3.0,-0.39771971238232956,0.0,0.0,0.39771971238232956,-1.0,-0.6788939879893399,-0.2731510075252148,-0.2731510075252155,1.0419927060333167,-7260.884259899452,9786.310355432883,3211.060120106602,20419.927060333168,0.0,2.440552215614653e-05,0.9999755944778439,1.1419111284546961,1.0,2.2664951590479,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
commodities,5m,long,CDLCONCEALBABYSWALL,5,3.637595395476957,-0.12968224999999992,1.3244543430204567,-0.1958274374400189,4,4.746084480303749e-05,1.0,1.4468249575388255,-12588.607567335685,-8718.235775261814,0.0,0.024317492346100176,0.5926379051819592,-0.0028373289433293314,-0.4738991739112184,5.237620170955565,2.0,0.0005191416445232789,0.6666666666666666,0.0017807207865675574,0.0009991731159595544,0.5195712697140795,0.17114994401583639,0.04512288052571356,419.4800392130043,1.0419927060333167,1749.5366261848503,9786.310355432883,11711.499440158364,20419.927060333168,0.2,4.746084480303749e-05,0.0,1.123383952354005,1.0,1.867755214362433,416,False,False,True,False,False,False,1,6,False,False,unrankable,False
commodities,5m,long,CDLKICKINGBYLENGTH,5,3.637595395476957,-0.4086486111111111,1.1113651341033783,-0.6368745384998384,3,9.492168960607498e-05,0.75,0.8848199835713856,-28596.72623334198,-8763.533482140978,0.0,-0.0005808374274520209,0.5926379051819592,-0.0025757504236576523,-0.4738991739112184,1.4842793254290827,4.0,0.00018782876613907996,0.5,0.0011513617850775512,0.000946623257724446,0.19841976689923596,0.171127983613508,0.04401597642998878,8.175475704079098,1.0419927060333167,1730.3046268813953,9786.310355432883,11711.27983613508,20419.927060333168,0.2,4.746084480303749e-05,4.881104431229306e-05,2.24676790470801,1.0,1.8097104825203287,416,False,False,True,False,False,False,1,6,False,False,unrankable,False
commodities,5m,long,CDL2CROWS,5,3.637595395476957,-0.8091304,0.45909070856036005,-3.5249260545364214,4,0.0009187023143082284,1.0,0.6638873173358135,-266.45278700668996,-8948.161982767362,0.0,-0.2341690808039169,0.5926379051819592,-0.015714544853793755,-0.4738991739112184,1.042670328966964,41.0,3.0026873540755163e-05,0.5263157894736842,0.0016712541187446886,0.0018724094925184715,0.016036488631751018,0.16247496222643254,0.042222598528595334,0.4082852382531662,1.0419927060333167,1674.2625882523298,9786.310355432883,11624.749622264326,20419.927060333168,0.0,0.0,0.0009187023143082284,22.52490927646002,1.0,0.647413079429732,416,False,False,True,False,False,False,1,6,False,False,unrankable,False
commodities,5m,long,CDLKICKING,5,3.637595395476957,-0.9780851666666667,0.26508720300135824,-6.3907015639206834,3,9.492168960607498e-05,0.75,0.6056721778176885,-4167.000357446206,-8827.442665311895,0.0,-0.2797286431811492,0.5926379051819592,-0.007202988298711022,-0.4738991739112184,0.09307804027024368,4.0,-0.0007401317571412047,0.4,0.0004939957778438261,0.001186327638842905,-0.6238847793035477,0.16500060910762326,0.042878023296429646,-0.999885701995228,1.0419927060333167,1643.6662362880447,9786.310355432883,11650.006091076233,20419.927060333168,0.0,2.440552215614653e-05,9.492168960607498e-05,2.24676790470801,1.0,0.43165929480106235,416,False,False,True,False,False,False,1,6,False,False,unrankable,False
commodities,5m,long,CDLRISEFALL3METHODS,5,3.637595395476957,-0.98138105,0.8860123539599415,-2.2152762218581215,4,0.001779781680113906,1.0,0.6154262717729435,-1909.785161928068,-8955.547203006556,0.0,-0.2459643354536535,0.5926379051819592,-0.021702250197293993,-0.4738991739112184,0.9936075804346027,75.0,-9.59057785003546e-06,0.48148148148148145,0.0026090336272524255,0.0026526413340391243,-0.0036154823220793586,0.1464379857326612,0.03912637635819061,-0.19880199501359525,1.0419927060333167,1490.674836723239,9786.310355432883,11464.379857326612,20419.927060333168,0.2,0.0007593735168485999,0.0010204081632653062,42.12689821327518,1.0,1.2494611103952977,416,False,False,True,False,False,False,1,6,False,False,unrankable,False
commodities,5m,long,CDLMATHOLD,5,3.637595395476957,-0.9857734166666667,,,2,2.3730422401518746e-05,0.5,1.0705743139882682,-23242.65575041908,-8767.028599473322,0.0,-0.06287148042280298,0.5926379051819592,-0.0013592659947493368,-0.4738991739112184,0.0,1.0,7.08490584741697e-05,0.3333333333333333,0.00015242639696148337,0.0003876093112390325,0.18278471754895026,0.16818460983792383,0.044043537845655845,15.785057346395748,1.0419927060333167,1688.014599257613,9786.310355432883,11681.846098379237,20419.927060333168,0.0,2.3730422401518746e-05,0.0,0.5498137595200475,1.0,,416,False,False,True,False,False,False,1,6,False,False,unrankable,False
