engine,convention,ticker,rule,n_bars,final_equity,total_return,n_trades
reference,at_close,AAPL,SMA_CROSS,2851,39653.440881665585,2.9653440881665585,69
reference,at_close,AAPL,RSI_TREND,2851,83257.23704436366,7.325723704436365,260
reference,at_close,AAPL,MACD_CROSS,2851,85733.07150160172,7.573307150160172,202
reference,at_close,AAPL,CCI_ZERO,2851,110220.6144928469,10.02206144928469,214
reference,at_close,AAPL,BBANDS_DIP,2851,12377.948384147321,0.23779483841473215,126
reference,next_open,AAPL,SMA_CROSS,2851,39685.81178204503,2.9685811782045026,69
reference,next_open,AAPL,RSI_TREND,2851,68902.54668089205,5.890254668089205,259
reference,next_open,AAPL,MACD_CROSS,2851,70023.08003713227,6.002308003713227,201
reference,next_open,AAPL,CCI_ZERO,2851,107353.04681351053,9.735304681351053,213
reference,next_open,AAPL,BBANDS_DIP,2851,15928.897453030177,0.5928897453030177,126
reference,at_close,MSFT,SMA_CROSS,2851,26215.604444206892,1.6215604444206893,60
reference,at_close,MSFT,RSI_TREND,2851,25235.15471967275,1.5235154719672752,325
reference,at_close,MSFT,MACD_CROSS,2851,16932.912583284553,0.6932912583284554,239
reference,at_close,MSFT,CCI_ZERO,2851,25523.322244787563,1.5523322244787563,321
reference,at_close,MSFT,BBANDS_DIP,2851,26172.57829621953,1.6172578296219529,136
reference,next_open,MSFT,SMA_CROSS,2851,29709.672423733038,1.970967242373304,60
reference,next_open,MSFT,RSI_TREND,2851,30024.23140223021,2.002423140223021,325
reference,next_open,MSFT,MACD_CROSS,2851,15244.70180125465,0.524470180125465,239
reference,next_open,MSFT,CCI_ZERO,2851,25857.715594271438,1.585771559427144,321
reference,next_open,MSFT,BBANDS_DIP,2851,16962.235050169682,0.6962235050169683,136
reference,at_close,AMZN,SMA_CROSS,2851,37750.0979591747,2.77500979591747,58
reference,at_close,AMZN,RSI_TREND,2851,36012.10427377204,2.6012104273772043,335
reference,at_close,AMZN,MACD_CROSS,2851,19198.580915230483,0.9198580915230483,239
reference,at_close,AMZN,CCI_ZERO,2851,48885.02102014825,3.888502102014825,279
reference,at_close,AMZN,BBANDS_DIP,2851,11587.746112919805,0.15877461129198056,134
reference,next_open,AMZN,SMA_CROSS,2851,36795.11942320836,2.679511942320836,58
reference,next_open,AMZN,RSI_TREND,2851,40700.37436778571,3.0700374367785717,334
reference,next_open,AMZN,MACD_CROSS,2851,24547.073356245215,1.4547073356245215,238
reference,next_open,AMZN,CCI_ZERO,2851,34867.88938524738,2.4867889385247377,278
reference,next_open,AMZN,BBANDS_DIP,2851,18121.859520813785,0.8121859520813786,134
reference,at_close,NVDA,SMA_CROSS,2851,555024.3777825976,54.502437778259754,62
reference,at_close,NVDA,RSI_TREND,2851,189752.78123164622,17.97527812316462,322
reference,at_close,NVDA,MACD_CROSS,2851,112126.93410010915,10.212693410010916,236
reference,at_close,NVDA,CCI_ZERO,2851,408041.47818545246,39.804147818545246,266
reference,at_close,NVDA,BBANDS_DIP,2851,22496.809980809263,1.2496809980809265,138
reference,next_open,NVDA,SMA_CROSS,2851,500879.0219235822,49.08790219235822,62
reference,next_open,NVDA,RSI_TREND,2851,245964.854352186,23.5964854352186,322
reference,next_open,NVDA,MACD_CROSS,2851,89687.31844708495,7.968731844708495,236
reference,next_open,NVDA,CCI_ZERO,2851,286667.4513675828,27.666745136758276,266
reference,next_open,NVDA,BBANDS_DIP,2851,13046.915122127151,0.3046915122127152,138
reference,at_close,GOOGL,SMA_CROSS,2851,53813.62026103777,4.381362026103777,60
reference,at_close,GOOGL,RSI_TREND,2851,46976.45113892787,3.6976451138927873,293
reference,at_close,GOOGL,MACD_CROSS,2851,31495.7977602889,2.14957977602889,241
reference,at_close,GOOGL,CCI_ZERO,2851,52815.176225325755,4.281517622532576,285
reference,at_close,GOOGL,BBANDS_DIP,2851,18906.092559757024,0.8906092559757024,132
reference,next_open,GOOGL,SMA_CROSS,2851,51813.28683820658,4.181328683820658,60
reference,next_open,GOOGL,RSI_TREND,2851,30870.432633788,2.0870432633788,292
reference,next_open,GOOGL,MACD_CROSS,2851,22174.528418638758,1.2174528418638757,240
reference,next_open,GOOGL,CCI_ZERO,2851,34844.4800636501,2.4844480063650103,284
reference,next_open,GOOGL,BBANDS_DIP,2851,14096.107634284124,0.4096107634284125,132
reference,at_close,META,SMA_CROSS,2851,76627.76300214052,6.662776300214052,55
reference,at_close,META,RSI_TREND,2851,15803.002413021322,0.5803002413021323,332
reference,at_close,META,MACD_CROSS,2851,10804.068339397316,0.08040683393973169,234
reference,at_close,META,CCI_ZERO,2851,18603.401681855827,0.8603401681855827,300
reference,at_close,META,BBANDS_DIP,2851,15759.297276642521,0.5759297276642521,150
reference,next_open,META,SMA_CROSS,2851,73420.57465853517,6.342057465853517,55
reference,next_open,META,RSI_TREND,2851,15512.65335744083,0.5512653357440829,332
reference,next_open,META,MACD_CROSS,2851,13749.662578594684,0.37496625785946835,234
reference,next_open,META,CCI_ZERO,2851,10641.594331216465,0.06415943312164663,300
reference,next_open,META,BBANDS_DIP,2851,12090.008436885255,0.20900084368852556,149
reference,at_close,TSLA,SMA_CROSS,2851,48963.19866103236,3.8963198661032354,68
reference,at_close,TSLA,RSI_TREND,2851,117186.8633872171,10.71868633872171,302
reference,at_close,TSLA,MACD_CROSS,2851,472186.4884727846,46.21864884727846,218
reference,at_close,TSLA,CCI_ZERO,2851,195736.13637914666,18.573613637914665,272
reference,at_close,TSLA,BBANDS_DIP,2851,13664.448020404236,0.3664448020404236,158
reference,next_open,TSLA,SMA_CROSS,2851,46267.784748777696,3.62677847487777,68
reference,next_open,TSLA,RSI_TREND,2851,150781.1680736589,14.07811680736589,302
reference,next_open,TSLA,MACD_CROSS,2851,478484.97609599493,46.84849760959949,218
reference,next_open,TSLA,CCI_ZERO,2851,204657.57914765287,19.465757914765287,272
reference,next_open,TSLA,BBANDS_DIP,2851,13756.932443657306,0.3756932443657306,158
reference,at_close,JPM,SMA_CROSS,2851,43969.85396921563,3.396985396921562,55
reference,at_close,JPM,RSI_TREND,2851,32807.59018125005,2.2807590181250053,327
reference,at_close,JPM,MACD_CROSS,2851,36289.11823609439,2.6289118236094393,222
reference,at_close,JPM,CCI_ZERO,2851,22518.988425616084,1.2518988425616082,315
reference,at_close,JPM,BBANDS_DIP,2851,15320.281341685977,0.5320281341685977,150
reference,next_open,JPM,SMA_CROSS,2851,38131.36122704136,2.813136122704136,55
reference,next_open,JPM,RSI_TREND,2851,21316.53703743239,1.1316537037432388,327
reference,next_open,JPM,MACD_CROSS,2851,26650.45332595145,1.6650453325951449,222
reference,next_open,JPM,CCI_ZERO,2851,15116.993326173728,0.5116993326173729,315
reference,next_open,JPM,BBANDS_DIP,2851,13893.959578606218,0.38939595786062187,150
reference,at_close,JNJ,SMA_CROSS,2851,16293.902295800814,0.6293902295800813,71
reference,at_close,JNJ,RSI_TREND,2851,21856.835238375625,1.1856835238375623,301
reference,at_close,JNJ,MACD_CROSS,2851,21604.56873310822,1.1604568733108218,218
reference,at_close,JNJ,CCI_ZERO,2851,15843.997817364652,0.5843997817364652,300
reference,at_close,JNJ,BBANDS_DIP,2851,12275.597841868987,0.2275597841868986,166
reference,next_open,JNJ,SMA_CROSS,2851,14623.806859193994,0.4623806859193993,71
reference,next_open,JNJ,RSI_TREND,2851,21498.701530427083,1.1498701530427082,301
reference,next_open,JNJ,MACD_CROSS,2851,21532.505994176598,1.1532505994176598,218
reference,next_open,JNJ,CCI_ZERO,2851,18598.26203808494,0.8598262038084941,300
reference,next_open,JNJ,BBANDS_DIP,2851,10790.514968614118,0.07905149686141177,166
reference,at_close,XOM,SMA_CROSS,2851,14434.12396891162,0.44341239689116185,65
reference,at_close,XOM,RSI_TREND,2851,19047.123244739367,0.9047123244739366,309
reference,at_close,XOM,MACD_CROSS,2851,19196.772824508895,0.9196772824508894,221
reference,at_close,XOM,CCI_ZERO,2851,19638.249619415896,0.9638249619415895,325
reference,at_close,XOM,BBANDS_DIP,2851,10203.568307973514,0.0203568307973514,146
reference,next_open,XOM,SMA_CROSS,2851,13728.585362146106,0.3728585362146106,65
reference,next_open,XOM,RSI_TREND,2851,15486.079120398388,0.5486079120398388,309
reference,next_open,XOM,MACD_CROSS,2851,17403.697749225335,0.7403697749225335,221
reference,next_open,XOM,CCI_ZERO,2851,16679.411388536468,0.6679411388536467,325
reference,next_open,XOM,BBANDS_DIP,2851,9602.501686231859,-0.03974983137681409,146
reference,at_close,UNH,SMA_CROSS,2851,12666.087583770974,0.2666087583770973,63
reference,at_close,UNH,RSI_TREND,2851,11669.104983199002,0.16691049831990012,336
reference,at_close,UNH,MACD_CROSS,2851,12713.328633403778,0.27133286334037776,230
reference,at_close,UNH,CCI_ZERO,2851,12519.387213618584,0.25193872136185846,312
reference,at_close,UNH,BBANDS_DIP,2851,15777.266082134236,0.5777266082134236,168
reference,next_open,UNH,SMA_CROSS,2851,12103.784250288416,0.21037842502884163,63
reference,next_open,UNH,RSI_TREND,2851,10981.348477564185,0.09813484775641856,335
reference,next_open,UNH,MACD_CROSS,2851,13260.557767991948,0.32605577679919473,230
reference,next_open,UNH,CCI_ZERO,2851,10753.975562806962,0.07539755628069611,312
reference,next_open,UNH,BBANDS_DIP,2851,16716.95105623565,0.6716951056235652,168
reference,at_close,V,SMA_CROSS,2851,25903.762328775196,1.5903762328775195,59
reference,at_close,V,RSI_TREND,2851,14449.723506648234,0.4449723506648233,323
reference,at_close,V,MACD_CROSS,2851,12398.817645601164,0.23988176456011634,243
reference,at_close,V,CCI_ZERO,2851,16982.490294012285,0.6982490294012285,301
reference,at_close,V,BBANDS_DIP,2851,20828.83658509903,1.0828836585099029,128
reference,next_open,V,SMA_CROSS,2851,28445.680007230516,1.8445680007230516,59
reference,next_open,V,RSI_TREND,2851,15283.104757675796,0.5283104757675796,323
reference,next_open,V,MACD_CROSS,2851,13416.304071767136,0.34163040717671356,243
reference,next_open,V,CCI_ZERO,2851,17957.06767275114,0.7957067672751141,301
reference,next_open,V,BBANDS_DIP,2851,17386.471379174574,0.7386471379174575,128
reference,at_close,PG,SMA_CROSS,2851,14176.125763830247,0.41761257638302474,67
reference,at_close,PG,RSI_TREND,2851,12472.978407019216,0.24729784070192173,332
reference,at_close,PG,MACD_CROSS,2851,11965.762727775837,0.19657627277758372,248
reference,at_close,PG,CCI_ZERO,2851,10979.270543136337,0.09792705431363369,312
reference,at_close,PG,BBANDS_DIP,2851,10605.887917282473,0.06058879172824727,154
reference,next_open,PG,SMA_CROSS,2851,13189.194098550388,0.31891940985503875,67
reference,next_open,PG,RSI_TREND,2851,14724.130425102656,0.4724130425102655,332
reference,next_open,PG,MACD_CROSS,2851,13818.455032976233,0.38184550329762335,248
reference,next_open,PG,CCI_ZERO,2851,10778.90493881117,0.07789049388111713,312
reference,next_open,PG,BBANDS_DIP,2851,10546.90997878516,0.054690997878515946,154
reference,at_close,HD,SMA_CROSS,2851,18686.864969183112,0.8686864969183112,61
reference,at_close,HD,RSI_TREND,2851,23930.01899586046,1.393001899586046,330
reference,at_close,HD,MACD_CROSS,2851,37356.03258788694,2.7356032587886943,220
reference,at_close,HD,CCI_ZERO,2851,31465.441923606548,2.146544192360655,268
reference,at_close,HD,BBANDS_DIP,2851,13124.213052463143,0.3124213052463143,142
reference,next_open,HD,SMA_CROSS,2851,16701.539143990674,0.6701539143990674,61
reference,next_open,HD,RSI_TREND,2851,20305.878028776762,1.030587802877676,330
reference,next_open,HD,MACD_CROSS,2851,38498.95892583795,2.849895892583795,220
reference,next_open,HD,CCI_ZERO,2851,25078.508824650617,1.5078508824650618,268
reference,next_open,HD,BBANDS_DIP,2851,10970.40830732456,0.09704083073245595,142
reference,at_close,MA,SMA_CROSS,2851,26943.72814635945,1.6943728146359454,59
reference,at_close,MA,RSI_TREND,2851,15950.077179340715,0.5950077179340716,345
reference,at_close,MA,MACD_CROSS,2851,14474.374498704603,0.4474374498704603,261
reference,at_close,MA,CCI_ZERO,2851,24146.795323301376,1.4146795323301378,291
reference,at_close,MA,BBANDS_DIP,2851,15853.65908499194,0.585365908499194,140
reference,next_open,MA,SMA_CROSS,2851,29074.303482675405,1.9074303482675403,59
reference,next_open,MA,RSI_TREND,2851,14265.601995923584,0.42656019959235847,345
reference,next_open,MA,MACD_CROSS,2851,14542.273599221653,0.45422735992216534,261
reference,next_open,MA,CCI_ZERO,2851,24355.05100575004,1.435505100575004,291
