book,signal,family,horizon,t,null_sd,p_perm
S&P-PIT,A_mom_126_skip21,A,1,1.9768207648559823,0.8207410620306747,0.041666666666666664
S&P-PIT,A_mom_126_skip21,A,5,0.6595645035130738,0.8897888448965301,0.6666666666666666
S&P-PIT,A_mom_126_skip21,A,21,0.06747125359503617,0.7138934999645387,1.0
S&P-PIT,A_mom_252,A,1,1.2425608933145347,1.030442654376866,0.4166666666666667
S&P-PIT,A_mom_252,A,5,-0.17744148584243435,0.8798887132422925,0.7916666666666666
S&P-PIT,A_mom_252,A,21,-0.6038080658485081,0.6568740000559069,0.3333333333333333
S&P-PIT,A_mom_252_skip21,A,1,1.6006001863013186,0.9950338649265666,0.16666666666666666
S&P-PIT,A_mom_252_skip21,A,5,0.1092007843819647,0.9985920696334911,0.9166666666666666
S&P-PIT,A_mom_252_skip21,A,21,-0.36697777211778054,0.7485776216978794,0.7916666666666666
S&P-PIT,A_mom_504,A,1,1.8642125523164867,3.6600394102841767,0.3333333333333333
S&P-PIT,A_mom_504,A,5,0.827669268934614,2.688342873121735,0.6666666666666666
S&P-PIT,A_mom_504,A,21,0.27202331125768464,3.0422160328274845,0.9583333333333334
S&P-PIT,A_mom_504_skip21,A,1,2.259270507480419,3.2039149728801477,0.2916666666666667
S&P-PIT,A_mom_504_skip21,A,5,1.2118234536456287,2.4305273846273874,0.5416666666666666
S&P-PIT,A_mom_504_skip21,A,21,0.505034267364775,3.150580822087973,0.875
S&P-PIT,A_efficiency_63,A,1,0.3942262703894596,0.5555856133754941,0.75
S&P-PIT,A_efficiency_63,A,5,-0.5365379045402693,0.7645923535669232,0.5833333333333334
S&P-PIT,A_efficiency_63,A,21,-0.17311404988578907,0.645142862346064,0.9583333333333334
S&P-PIT,A_efficiency_252,A,1,1.4954846628277971,0.9403991128655795,0.4166666666666667
S&P-PIT,A_efficiency_252,A,5,-0.029803702317431076,0.6090820853045295,1.0
S&P-PIT,A_efficiency_252,A,21,-0.4114198321335226,0.6442478025515835,0.7916666666666666
S&P-PIT,B_reversal_1,B,1,3.6686818557178302,0.8362446672762865,0.04
S&P-PIT,B_reversal_1,B,5,2.3423450700630846,1.196365562260174,0.041666666666666664
S&P-PIT,B_reversal_1,B,21,0.7355957910462742,0.652050083731881,0.25
S&P-PIT,B_reversal_5,B,1,2.4269840628155346,1.2711004035280495,0.08333333333333333
S&P-PIT,B_reversal_5,B,5,1.7454314801497477,1.1381407183757963,0.16666666666666666
S&P-PIT,B_reversal_5,B,21,1.6036218380742957,1.1767696896985702,0.16666666666666666
S&P-PIT,B_reversal_10,B,1,2.7100764356538862,0.991770745281293,0.041666666666666664
S&P-PIT,B_reversal_10,B,5,1.8095658107378163,0.9968579024441607,0.08333333333333333
S&P-PIT,B_reversal_10,B,21,1.6906654218079196,1.0066435288535145,0.041666666666666664
S&P-PIT,B_reversal_21,B,1,1.7497958190025296,0.8743901688571918,0.08333333333333333
S&P-PIT,B_reversal_21,B,5,1.5780437696831775,0.7646524373634435,0.125
S&P-PIT,B_reversal_21,B,21,2.1997418745084354,0.8760180457423967,0.041666666666666664
S&P-PIT,B_reversal_63,B,1,0.1959425553197947,0.8377424218359614,0.8333333333333334
S&P-PIT,B_reversal_63,B,5,1.0412952969512241,0.8561398131252145,0.2916666666666667
S&P-PIT,B_reversal_63,B,21,0.6126257260518987,0.6237317500965721,0.4166666666666667
S&P-PIT,B_rel_reversal_5,B,1,2.4269840628155346,1.0571713485720706,0.04
