lookback,cap,turnover,rho,avg_exposure,ex_0,cagr_0,dd_0,ex_1,cagr_1,dd_1,ex_5,cagr_5,dd_5,ex_10,cagr_10,dd_10,ex_20,cagr_20,dd_20,t,floor
20,1.0,2.880043522504419,0.8984919160848647,0.85902043615577,0.23963511088456135,0.17721968347199368,-0.14984233631101407,0.2374624353687642,0.1768808360417271,-0.14991553964144722,0.22876985668325966,0.17552638589948555,-0.15020829961117277,0.21789998616401407,0.17383543538428237,-0.15057412955635296,0.19614689830956045,0.17046056294297807,-0.15139943620596574,1.387896246780125,0.4445482993680264
20,2.0,10.14271742764719,0.8370537313598764,1.1620150315260172,0.34443034094203306,0.2402713249585453,-0.16503690445428865,0.3381956507690702,0.23901436730606496,-0.16523675071061616,0.3132525799116914,0.2339990562305445,-0.16603569777981853,0.282064711590005,0.22775799435530852,-0.1670333968793496,0.2196631084983478,0.21536888074676463,-0.16902551682491407,1.499964438338032,0.5632365739395073
60,1.0,1.2637923925393535,0.9251714425599908,0.8320451083098989,0.07947716358000823,0.15924208628713443,-0.20490779178966667,0.07856167322328167,0.1590955917316399,-0.20496486361804933,0.07489882946276083,0.15850977925041132,-0.2051931148463746,0.07031830677912265,0.1577778864238657,-0.20547834770511464,0.06115081097267572,0.15631534245709422,-0.20604854292895225,0.5292365872801935,0.3816825671805916
60,2.0,3.7667507878634727,0.8782225412969696,1.0634268684526487,0.2288653102485303,0.21547453248971404,-0.22434725027085844,0.22653586887793242,0.21501691127390843,-0.22443718484666864,0.21721680947724975,0.21318810361895446,-0.22479683186054378,0.2055651367297171,0.21090586326170802,-0.22524618528798213,0.18225269435386982,0.20635391809002157,-0.22614420806374025,1.2031464479700014,0.48691380915456367
