timeframe,rule,cost_bps,ir_net,ir_gross,ir_hit_rate,headroom,t_stat,years,n_ir,n_assets,is_baseline,generic_fallback,n_switches,long_frac,short_frac,exposure,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed
4h,STOCHRSI,0.0,-1.0093712997836979,-1.0093712997836979,0.0,0.0,-1.873688193997424,3.4458211853112166,2,2,False,False,,0.5727848101265822,0.42433831990794013,0.9971231300345225,False,False,False,False,0
4h,AVGPRICE,0.0,-1.0134353590618583,-1.0134353590618583,0.0,0.0,-1.8812322760322773,3.4458211853112166,2,2,False,False,,0.5445914844649022,0.4542577675489068,0.998849252013809,False,False,False,False,0
4h,LINEARREG_100,0.0,-1.020187893707205,-1.020187893707205,0.0,0.0,-1.8937669542495559,3.4458211853112166,2,2,False,False,,0.5037399309551208,0.4962600690448792,1.0,False,False,False,False,0
4h,CDLSHOOTINGSTAR,0.0,-1.0223401484466685,-1.0223401484466685,0.0,0.0,-1.897762168197755,3.4458211853112166,2,2,False,False,,0.0,0.09263521288837745,0.09263521288837745,False,False,False,False,0
4h,DX,0.0,-1.0273054719767414,-1.0273054719767414,0.0,0.0,-1.906979260143671,3.4458211853112166,2,2,False,True,,0.48762945914844646,0.5123705408515535,1.0,False,False,False,False,0
4h,CDLXSIDEGAP3METHODS,0.0,-1.0286884317399303,-1.0286884317399303,0.0,0.0,-1.909546437733935,3.4458211853112166,2,2,False,False,,0.02761795166858458,0.01726121979286536,0.04487917146144994,False,False,False,False,0
4h,MACDEXT,0.0,-1.0296630554460333,-1.0296630554460333,0.0,0.0,-1.9113556242365697,3.4458211853112166,2,2,False,False,,0.5040276179516686,0.4959723820483314,1.0,False,False,False,False,0
4h,LINEARREG_INTERCEPT_1000,0.0,-1.0367087268498691,-1.0367087268498691,0.0,0.0,-1.9244344499679742,3.4458211853112166,2,2,False,False,,0.6645569620253164,0.33544303797468356,1.0,False,False,False,False,0
4h,CDLHARAMICROSS,0.0,-1.0421736851626087,-1.0421736851626087,0.0,0.0,-1.9345790101248388,3.4458211853112166,2,2,False,False,,0.06329113924050633,0.06789413118527042,0.13118527042577677,False,False,False,False,0
4h,T3_50,0.0,-1.0448516730360555,-1.0448516730360555,0.0,0.0,-1.9395501384531564,3.4458211853112166,2,2,False,False,,0.5831415420023015,0.4168584579976985,1.0,False,False,False,False,0
4h,TEMA_50,0.0,-1.045554351452656,-1.045554351452656,0.0,0.0,-1.9408545150028396,3.4458211853112166,2,2,False,False,,0.5037399309551208,0.4962600690448792,1.0,False,False,False,False,0
4h,MA_1000,0.0,-1.0503085977545046,-1.0503085977545046,0.0,0.0,-1.94967978591062,3.4458211853112166,2,2,False,False,,0.6864211737629459,0.3135788262370541,1.0,False,False,False,False,0
4h,SMA_1000,0.0,-1.0503085977545046,-1.0503085977545046,0.0,0.0,-1.94967978591062,3.4458211853112166,2,2,False,False,,0.6864211737629459,0.3135788262370541,1.0,False,False,False,False,0
4h,WMA_50,0.0,-1.0548294979021506,-1.0548294979021506,0.0,0.0,-1.9580718981439487,3.4458211853112166,2,2,False,False,,0.6073072497123131,0.392692750287687,1.0,False,False,False,False,0
4h,TSF_100,0.0,-1.0625878010047232,-1.0625878010047232,0.0,0.0,-1.9724735766262464,3.4458211853112166,2,2,False,False,,0.4959723820483314,0.5040276179516686,1.0,False,False,False,False,0
4h,HT_TRENDLINE,0.0,-1.0631859342093877,-1.0631859342093877,0.0,0.0,-1.9735838867016944,3.4458211853112166,2,2,False,False,,0.5937859608745685,0.4062140391254315,1.0,False,False,False,False,0
4h,TRIMA_21,0.0,-1.0642655412910478,-1.0642655412910478,0.0,0.0,-1.9755879530383298,3.4458211853112166,2,2,False,False,,0.5834292289988492,0.41657077100115075,1.0,False,False,False,False,0
4h,DEMA_50,0.0,-1.0669588514257735,-1.0669588514257735,0.0,0.0,-1.9805875239626176,3.4458211853112166,2,2,False,False,,0.5221518987341772,0.4778481012658228,1.0,False,False,False,False,0
4h,CDLADVANCEBLOCK,0.0,-1.075869855433801,-1.075869855433801,0.0,0.0,-1.9971289522854587,3.4458211853112166,2,2,False,False,,0.0,0.03941311852704258,0.03941311852704258,False,False,False,False,0
4h,TRIMA_1000,0.0,-1.0801170727586529,-1.0801170727586529,0.0,0.0,-2.0050130291961272,3.4458211853112166,2,2,False,False,,0.7419447640966628,0.2580552359033372,1.0,False,False,False,False,0
4h,EMA_1000,0.0,-1.0847774721282617,-1.0847774721282617,0.0,0.0,-2.0136640927641327,3.4458211853112166,2,2,False,False,,0.7525891829689297,0.2474108170310702,1.0,False,False,False,False,0
4h,MIDPOINT_1000,0.0,-1.0956461718701722,-1.0956461718701722,0.0,0.0,-2.0338395766469066,3.4458211853112166,2,2,False,False,,0.5535097813578826,0.4464902186421174,1.0,False,False,False,False,0
4h,WMA_21,0.0,-1.1046870702088882,-1.1046870702088882,0.0,0.0,-2.0506221268184968,3.4458211853112166,2,2,False,False,,0.5934982738780208,0.4065017261219793,1.0,False,False,False,False,0
4h,HT_PHASOR,0.0,-1.105455656036655,-1.105455656036655,0.0,0.0,-2.0520488467895017,3.4458211853112166,2,2,False,False,,0.5463176064441887,0.4536823935558113,1.0,False,False,False,False,0
4h,CDLBELTHOLD,0.0,-1.1131252329990113,-1.1131252329990113,0.0,0.0,-2.066285823618941,3.4458211853112166,2,2,False,False,,0.32968929804372843,0.29804372842347526,0.6277330264672036,False,False,False,False,0
4h,TEMA_1000,0.0,-1.1135575616081126,-1.1135575616081126,0.0,0.0,-2.067088351896666,3.4458211853112166,2,2,False,False,,0.11680092059838895,0.039125431530494824,0.15592635212888378,False,False,False,False,0
4h,CDL3LINESTRIKE,0.0,-1.115584810549259,-1.115584810549259,0.0,0.0,-2.0708515185412235,3.4458211853112166,2,2,False,False,,0.0034522439585730723,0.0017261219792865361,0.005178365937859608,False,False,False,False,0
4h,CDLLADDERBOTTOM,0.0,-1.1156059872450115,-1.1156059872450115,0.0,0.0,-2.070890828678958,3.4458211853112166,2,2,False,False,,0.006904487917146145,0.0,0.006904487917146145,False,False,False,False,0
4h,CDLGRAVESTONEDOJI,0.0,-1.1160469877680659,-1.1160469877680659,0.0,0.0,-2.071709454563972,3.4458211853112166,2,2,False,False,,0.13060989643268123,0.0,0.13060989643268123,False,False,False,False,0
4h,T3_21,0.0,-1.1187664421663426,-1.1187664421663426,0.0,0.0,-2.0767575568839582,3.4458211853112166,2,2,False,False,,0.562428078250863,0.43757192174913695,1.0,False,False,False,False,0
4h,MOM,0.0,-1.1191301487082583,-1.1191301487082583,0.0,0.0,-2.0774327025452357,3.4458211853112166,2,2,False,False,,0.5747986191024166,0.4252013808975834,1.0,False,False,False,False,0
4h,ROC,0.0,-1.1191301487082583,-1.1191301487082583,0.0,0.0,-2.0774327025452357,3.4458211853112166,2,2,False,False,,0.5747986191024166,0.4252013808975834,1.0,False,False,False,False,0
4h,ROCP,0.0,-1.1191301487082583,-1.1191301487082583,0.0,0.0,-2.0774327025452357,3.4458211853112166,2,2,False,False,,0.5747986191024166,0.4252013808975834,1.0,False,False,False,False,0
4h,ROCR,0.0,-1.1191301487082583,-1.1191301487082583,0.0,0.0,-2.0774327025452357,3.4458211853112166,2,2,False,False,,0.5747986191024166,0.4252013808975834,1.0,False,False,False,False,0
4h,ROCR100,0.0,-1.1191301487082583,-1.1191301487082583,0.0,0.0,-2.0774327025452357,3.4458211853112166,2,2,False,False,,0.5747986191024166,0.4252013808975834,1.0,False,False,False,False,0
4h,MIDPRICE_1000,0.0,-1.1298032523906174,-1.1298032523906174,0.0,0.0,-2.0972451029644197,3.4458211853112166,2,2,False,False,,0.5523590333716916,0.44764096662830843,1.0,False,False,False,False,0
4h,CDLMATCHINGLOW,0.0,-1.1403656495937455,-1.1403656495937455,0.0,0.0,-2.116851999796194,3.4458211853112166,2,2,False,False,,0.08745684695051784,0.0,0.08745684695051784,False,False,False,False,0
4h,CDLHANGINGMAN,0.0,-1.141834155260469,-1.141834155260469,0.0,0.0,-2.1195779755903814,3.4458211853112166,2,2,False,False,,0.0,0.1550632911392405,0.1550632911392405,False,False,False,False,0
4h,CDLEVENINGDOJISTAR,0.0,-1.143054180692216,-1.143054180692216,0.0,0.0,-2.1218426994321735,3.4458211853112166,2,2,False,False,,0.0,0.010356731875719217,0.010356731875719217,False,False,False,False,0
4h,CDLHAMMER,0.0,-1.1435375290370051,-1.1435375290370051,0.0,0.0,-2.1227399352535343,3.4458211853112166,2,2,False,False,,0.11507479861910241,0.0,0.11507479861910241,False,False,False,False,0
4h,CDLHIKKAKEMOD,0.0,-1.147315587911025,-1.147315587911025,0.0,0.0,-2.1297531169340473,3.4458211853112166,2,2,False,False,,0.0,0.004315304948216341,0.004315304948216341,False,False,False,False,0
4h,CDLSEPARATINGLINES,0.0,-1.150204095338223,-1.150204095338223,0.0,0.0,-2.1351150310936577,3.4458211853112166,2,2,False,False,,0.010356731875719217,0.012082853855005753,0.02243958573072497,False,False,False,False,0
4h,CDLLONGLINE,0.0,-1.1519655111225129,-1.1519655111225129,0.0,0.0,-2.138384733690167,3.4458211853112166,2,2,False,False,,0.44994246260069043,0.26783659378596086,0.7177790563866513,False,False,False,False,0
4h,AD,0.0,-1.1522611114165637,-1.1522611114165637,0.0,0.0,-2.138933454246442,3.4458211853112166,2,2,False,False,,0.6749136939010356,0.32508630609896433,1.0,False,False,False,False,0
4h,CDLCONCEALBABYSWALL,0.0,-1.153896131942561,-1.153896131942561,0.0,0.0,-2.1419685302954248,3.4458211853112166,2,2,False,False,,0.0017261219792865361,0.0,0.0017261219792865361,False,False,False,False,0
4h,CDLGAPSIDESIDEWHITE,0.0,-1.1561803426286414,-1.1561803426286414,0.0,0.0,-2.146208693054193,3.4458211853112166,2,2,False,False,,0.01380897583429229,0.0034522439585730723,0.01726121979286536,False,False,False,False,0
4h,CDLMORNINGSTAR,0.0,-1.1585416172124527,-1.1585416172124527,0.0,0.0,-2.1505919089346337,3.4458211853112166,2,2,False,False,,0.05005753739930955,0.0,0.05005753739930955,False,False,False,False,0
4h,CDLTRISTAR,0.0,-1.16266571662667,-1.16266571662667,0.0,0.0,-2.158247443013071,3.4458211853112166,2,2,False,False,,0.0017261219792865361,0.0017261219792865361,0.0034522439585730723,False,False,False,False,0
4h,ULTOSC,0.0,-1.163099767794006,-1.163099767794006,0.0,0.0,-2.1590531688624215,3.4458211853112166,2,2,False,False,,0.6245684695051783,0.3754315304948216,1.0,False,False,False,False,0
4h,CDL3INSIDE,0.0,-1.163628008555952,-1.163628008555952,0.0,0.0,-2.160033738133074,3.4458211853112166,2,2,False,False,,0.028768699654775604,0.026467203682393557,0.055235903337169164,False,False,False,False,0
4h,CDLINNECK,0.0,-1.1646530956689474,-1.1646530956689474,0.0,0.0,-2.1619365994704727,3.4458211853112166,2,2,False,False,,0.0,0.0017261219792865361,0.0017261219792865361,False,False,False,False,0
4h,CDLTHRUSTING,0.0,-1.1653356779314805,-1.1653356779314805,0.0,0.0,-2.163203671683656,3.4458211853112166,2,2,False,False,,0.0,0.010356731875719217,0.010356731875719217,False,False,False,False,0
4h,SAR,0.0,-1.1668151474819264,-1.1668151474819264,0.0,0.0,-2.1659499996510183,3.4458211853112166,2,2,False,False,,0.5388377445339471,0.46116225546605294,1.0,False,False,False,False,0
4h,SAREXT,0.0,-1.1668151474819264,-1.1668151474819264,0.0,0.0,-2.1659499996510183,3.4458211853112166,2,2,False,False,,0.5388377445339471,0.46116225546605294,1.0,False,False,False,False,0
4h,CDLEVENINGSTAR,0.0,-1.170930415968976,-1.170930415968976,0.0,0.0,-2.173589140947157,3.4458211853112166,2,2,False,False,,0.0,0.03797468354430379,0.03797468354430379,False,False,False,False,0
4h,CDLONNECK,0.0,-1.1711663179316627,-1.1711663179316627,0.0,0.0,-2.1740270439492746,3.4458211853112166,2,2,False,False,,0.0,0.006904487917146145,0.006904487917146145,False,False,False,False,0
4h,CDLDARKCLOUDCOVER,0.0,-1.1742614742385615,-1.1742614742385615,0.0,0.0,-2.179772558837657,3.4458211853112166,2,2,False,False,,0.0,0.012082853855005753,0.012082853855005753,False,False,False,False,0
4h,CDL3WHITESOLDIERS,0.0,-1.1743394894984083,-1.1743394894984083,0.0,0.0,-2.1799173779655217,3.4458211853112166,2,2,False,False,,0.005178365937859608,0.0,0.005178365937859608,False,False,False,False,0
4h,ACOS,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,True,,0.0,0.0,0.0,False,False,False,False,0
4h,ASIN,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,True,,0.0,0.0,0.0,False,False,False,False,0
4h,BBANDS,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDL2CROWS,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDL3BLACKCROWS,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDL3STARSINSOUTH,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLABANDONEDBABY,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLBREAKAWAY,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLIDENTICAL3CROWS,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLKICKING,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLKICKINGBYLENGTH,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLMATHOLD,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLUPSIDEGAP2CROWS,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,T3_1000,0.0,-1.1823803762609186,-1.1823803762609186,0.0,0.0,-2.19484361432613,3.4458211853112166,2,2,False,False,,0.0,0.0,0.0,False,False,False,False,0
4h,CDLLONGLEGGEDDOJI,0.0,-1.1832637062162994,-1.1832637062162994,0.0,0.0,-2.1964833329402373,3.4458211853112166,2,2,False,False,,0.6277330264672036,0.0,0.6277330264672036,False,False,False,False,0
4h,BETA,0.0,-1.1838628918094969,-1.1838628918094969,0.0,0.0,-2.197595596556439,3.4458211853112166,2,2,False,False,,0.00028768699654775604,0.9997123130034522,1.0,False,False,False,False,0
4h,CDLCOUNTERATTACK,0.0,-1.185043708358147,-1.185043708358147,0.0,0.0,-2.1997875372495783,3.4458211853112166,2,2,False,False,,0.0,0.005178365937859608,0.005178365937859608,False,False,False,False,0
4h,CDLRISEFALL3METHODS,0.0,-1.1878923489351614,-1.1878923489351614,0.0,0.0,-2.2050754468812843,3.4458211853112166,2,2,False,False,,0.0017261219792865361,0.005178365937859608,0.006904487917146145,False,False,False,False,0
4h,CDLSTALLEDPATTERN,0.0,-1.189085393756395,-1.189085393756395,0.0,0.0,-2.2072900868229333,3.4458211853112166,2,2,False,False,,0.0,0.018987341772151896,0.018987341772151896,False,False,False,False,0
4h,CDLSTICKSANDWICH,0.0,-1.189185090548658,-1.189185090548658,0.0,0.0,-2.2074751532129553,3.4458211853112166,2,2,False,False,,0.0017261219792865361,0.0,0.0017261219792865361,False,False,False,False,0
4h,CDLUNIQUE3RIVER,0.0,-1.1926627794537974,-1.1926627794537974,0.0,0.0,-2.213930760426427,3.4458211853112166,2,2,False,False,,0.005178365937859608,0.0,0.005178365937859608,False,False,False,False,0
4h,CDLTASUKIGAP,0.0,-1.1938572369680944,-1.1938572369680944,0.0,0.0,-2.2161480227393633,3.4458211853112166,2,2,False,False,,0.010356731875719217,0.00863060989643268,0.018987341772151896,False,False,False,False,0
4h,MAMA,0.0,-1.1972055859435977,-1.1972055859435977,0.0,0.0,-2.2223635372345036,3.4458211853112166,2,2,False,False,,0.5903337169159955,0.4096662830840046,1.0,False,False,False,False,0
4h,CDLMORNINGDOJISTAR,0.0,-1.2059299013823144,-1.2059299013823144,0.0,0.0,-2.2385584169994974,3.4458211853112166,2,2,False,False,,0.01726121979286536,0.0,0.01726121979286536,False,False,False,False,0
4h,CDLPIERCING,0.0,-1.2063242330842698,-1.2063242330842698,0.0,0.0,-2.239290411910222,3.4458211853112166,2,2,False,False,,0.0034522439585730723,0.0,0.0034522439585730723,False,False,False,False,0
4h,MINMAX,0.0,-1.2115771936486917,-1.2115771936486917,0.0,0.0,-2.249041442274569,3.4458211853112166,2,2,False,True,,0.4988492520138089,0.49712313003452246,0.9959723820483315,False,False,False,False,0
4h,CDLDOJI,0.0,-1.2352251360799393,-1.2352251360799393,0.0,0.0,-2.2929389362445822,3.4458211853112166,2,2,False,False,,0.6323360184119677,0.0,0.6323360184119677,False,False,False,False,0
4h,CDLDOJISTAR,0.0,-1.2439366133621617,-1.2439366133621617,0.0,0.0,-2.3091099846382455,3.4458211853112166,2,2,False,False,,0.050920598388952826,0.07134637514384351,0.12226697353279631,False,False,False,False,0
4h,TSF_50,0.0,-1.2848401345301923,-1.2848401345301923,0.0,0.0,-2.385038876931781,3.4458211853112166,2,2,False,False,,0.48791714614499426,0.5120828538550057,1.0,False,False,False,False,0
4h,CDLHOMINGPIGEON,0.0,-1.2858725641381226,-1.2858725641381226,0.0,0.0,-2.386955368086153,3.4458211853112166,2,2,False,False,,0.02819332566168009,0.0,0.02819332566168009,False,False,False,False,0
4h,CDLMARUBOZU,0.0,-1.3033042638120942,-1.3033042638120942,0.0,0.0,-2.4193136983531507,3.4458211853112166,2,2,False,False,,0.1944764096662831,0.07796317606444189,0.27243958573072496,False,False,False,False,0
4h,TYPPRICE,0.0,-1.3154611179398308,-1.3154611179398308,0.0,0.0,-2.4418803733320904,3.4458211853112166,2,2,False,False,,0.5563866513233602,0.44131185270425777,0.9976985040276181,False,False,False,False,0
4h,MEDPRICE,0.0,-1.3193042849138616,-1.3193042849138616,0.0,0.0,-2.4490144146787642,3.4458211853112166,2,2,False,False,,0.5560989643268124,0.44131185270425777,0.9974108170310703,False,False,False,False,0
4h,WCLPRICE,0.0,-1.3193042849138616,-1.3193042849138616,0.0,0.0,-2.4490144146787642,3.4458211853112166,2,2,False,False,,0.5560989643268124,0.44131185270425777,0.9974108170310703,False,False,False,False,0
4h,KAMA_21,0.0,-1.3410137413537875,-1.3410137413537875,0.0,0.0,-2.4893135119864715,3.4458211853112166,2,2,False,False,,0.5607019562715765,0.43929804372842346,1.0,False,False,False,False,0
4h,LINEARREG_50,0.0,-1.3507557107527925,-1.3507557107527925,0.0,0.0,-2.5073974549845652,3.4458211853112166,2,2,False,False,,0.49769850402761795,0.502301495972382,1.0,False,False,False,False,0
4h,CDLENGULFING,0.0,-1.3728912327136533,-1.3728912327136533,0.0,0.0,-2.548487454447521,3.4458211853112166,2,2,False,False,,0.20512082853855007,0.20397008055235905,0.40909090909090906,False,False,False,False,0
4h,ADX,0.0,-1.3740375160430185,-1.3740375160430185,0.0,0.0,-2.550615291390842,3.4458211853112166,2,2,False,True,,0.46116225546605294,0.5388377445339471,1.0,False,False,False,False,0
4h,CDLCLOSINGMARUBOZU,0.0,-1.4324980351682375,-1.4324980351682375,0.0,0.0,-2.6591351041924907,3.4458211853112166,2,2,False,False,,0.40017261219792866,0.2212313003452244,0.6214039125431531,False,False,False,False,0
4h,CDL3OUTSIDE,0.0,-1.4333641826604098,-1.4333641826604098,0.0,0.0,-2.6607429271320684,3.4458211853112166,2,2,False,False,,0.10040276179516686,0.10529344073647871,0.20569620253164556,False,False,False,False,0
4h,MININDEX,1.0,-0.1569089042026108,-0.1507609049499241,0.5,0.0,-0.2912687941498898,3.4458211853112166,2,2,False,True,,0.8463751438434983,0.0,0.8463751438434983,False,False,False,False,0
4h,HT_TRENDMODE,1.0,-0.20732261818583242,-0.18633933266694702,0.0,0.0,-0.3848513843485286,3.4458211853112166,2,2,False,False,,0.8826237054085155,0.0,0.8826237054085155,False,False,False,False,0
4h,MAXINDEX,1.0,-0.317842003091689,-0.3119679883102542,0.5,0.0,-0.5900076699991472,3.4458211853112166,2,2,False,True,,0.8475258918296893,0.0,0.8475258918296893,False,False,False,False,0
4h,ATR,1.0,-0.35777198519192677,-0.34395339773465494,0.0,0.0,-0.6641293891958162,3.4458211853112166,2,2,False,True,,0.5060414269275029,0.49395857307249713,1.0,False,False,False,False,0
4h,IS#1,1.0,-0.3735273034873927,-0.35846843841429643,0.0,0.0,-0.693375865580881,3.4458211853112166,2,2,False,False,2.0,,,,False,False,False,False,0
4h,NATR,1.0,-0.44942915766532077,-0.43800881776083256,0.0,0.0,-0.8342718947290984,3.4458211853112166,2,2,False,True,,0.4582853855005754,0.5417146144994247,1.0,False,False,False,False,0
4h,HT_DCPHASE,1.0,-0.5199923330311021,-0.512382839872528,0.0,0.0,-0.965257775387848,3.4458211853112166,2,2,False,False,,0.6050057537399309,0.39499424626006907,1.0,False,False,False,False,0
4h,MIDPRICE_200,1.0,-0.5352891304038918,-0.5328505946502653,0.0,0.0,-0.993653102904599,3.4458211853112166,2,2,False,False,,0.7246835443037976,0.27531645569620256,1.0,False,False,False,False,0
4h,SUB,1.0,-0.5437643064944606,-0.49629402705049197,0.0,0.0,-1.0093855072104783,3.4458211853112166,2,2,False,True,,0.4395857307249712,0.5604142692750287,1.0,False,False,False,False,0
4h,TRIMA_100,1.0,-0.5622215637797372,-0.5585317437483994,0.0,0.0,-1.0436475721972742,3.4458211853112166,2,2,False,False,,0.6447065592635213,0.3552934407364787,1.0,False,False,False,False,0
4h,DIV,1.0,-0.5629876031456642,-0.5169787598536274,0.0,0.0,-1.045069565190717,3.4458211853112166,2,2,False,True,,0.4266398158803222,0.5733601841196778,1.0,False,False,False,False,0
4h,MIDPOINT_100,1.0,-0.5699552733577036,-0.5664670563285156,0.0,0.0,-1.0580035979086706,3.4458211853112166,2,2,False,False,,0.6539125431530495,0.3460874568469505,1.0,False,False,False,False,0
4h,MIDPRICE_100,1.0,-0.5761608764147719,-0.5724907488873314,0.0,0.0,-1.0695230112178808,3.4458211853112166,2,2,False,False,,0.6631185270425777,0.3368814729574223,1.0,False,False,False,False,0
4h,CDLSHORTLINE,1.0,-0.5884473623728307,-0.5761254876118393,0.0,0.0,-1.0923303207681556,3.4458211853112166,2,2,False,False,,0.42376294591484465,0.3190448791714614,0.7428078250863062,False,False,False,False,0
4h,CDLSPINNINGTOP,1.0,-0.5886720539856108,-0.575916348969478,0.0,0.0,-1.0927474140838132,3.4458211853112166,2,2,False,False,,0.4065017261219793,0.34896432681242806,0.7554660529344074,False,False,False,False,0
4h,SIN,1.0,-0.5933155786909508,-0.5709365028162856,0.0,0.0,-1.1013671533420972,3.4458211853112166,2,2,False,True,,0.49741081703107015,0.5025891829689297,1.0,False,False,False,False,0
4h,MIDPOINT_200,1.0,-0.6054866377755316,-0.6028401079749484,0.0,0.0,-1.1239601968733637,3.4458211853112166,2,2,False,False,,0.7209436133486766,0.2790563866513234,1.0,False,False,False,False,0
4h,MINMAXINDEX,1.0,-0.6075054188632689,-0.6018737152550684,0.0,0.0,-1.127707644706653,3.4458211853112166,2,2,False,True,,0.5025891829689297,0.4916570771001151,0.9942462600690449,False,False,False,False,0
4h,TAN,1.0,-0.6078252807145217,-0.5839996250685446,0.0,0.0,-1.1283014018052855,3.4458211853112166,2,2,False,True,,0.49942462600690446,0.5005753739930955,1.0,False,False,False,False,0
4h,DEMA_200,1.0,-0.6119280715102606,-0.6076210080063816,0.0,0.0,-1.1359173808588454,3.4458211853112166,2,2,False,False,,0.5940736478711162,0.4059263521288838,1.0,False,False,False,False,0
4h,LINEARREG_INTERCEPT_200,1.0,-0.614384473796979,-0.613102066343572,0.0,0.0,-1.140477181563818,3.4458211853112166,2,2,False,False,,0.7491369390103567,0.2508630609896433,1.0,False,False,False,False,0
4h,MA_100,1.0,-0.620966750687697,-0.617313925244076,0.0,0.0,-1.1526958116183907,3.4458211853112166,2,2,False,False,,0.64614499424626,0.35385500575373996,1.0,False,False,False,False,0
4h,SMA_100,1.0,-0.620966750687697,-0.617313925244076,0.0,0.0,-1.1526958116183907,3.4458211853112166,2,2,False,False,,0.64614499424626,0.35385500575373996,1.0,False,False,False,False,0
4h,EMA_200,1.0,-0.6277290575777815,-0.62475431859178,0.0,0.0,-1.165248629978546,3.4458211853112166,2,2,False,False,,0.7223820483314154,0.2776179516685846,1.0,False,False,False,False,0
4h,TSF_21,1.0,-0.6309211802998412,-0.6170367156639547,0.0,0.0,-1.171174142878899,3.4458211853112166,2,2,False,False,,0.49223245109321057,0.5077675489067894,1.0,False,False,False,False,0
4h,KAMA_100,1.0,-0.6503528784822761,-0.6457380054373757,0.0,0.0,-1.2072450550214888,3.4458211853112166,2,2,False,False,,0.594361334867664,0.40563866513233604,1.0,False,False,False,False,0
4h,T3_100,1.0,-0.6504137635786771,-0.6477419889523149,0.0,0.0,-1.2073580755584719,3.4458211853112166,2,2,False,False,,0.6285960874568469,0.3714039125431531,1.0,False,False,False,False,0
4h,KAMA_1000,1.0,-0.6637529156610606,-0.6609634298643492,0.0,0.0,-1.2321194411531289,3.4458211853112166,2,2,False,False,,0.6867088607594937,0.31329113924050633,1.0,False,False,False,False,0
4h,TRIMA_200,1.0,-0.6691909757560259,-0.6672235275603469,0.0,0.0,-1.2422140703548592,3.4458211853112166,2,2,False,False,,0.7102991944764097,0.28970080552359034,1.0,False,False,False,False,0
4h,TRANGE,1.0,-0.675849419366154,-0.6251744800039436,0.0,0.0,-1.254574088105877,3.4458211853112166,2,2,False,True,,0.42894131185270423,0.5710586881472957,1.0,False,False,False,False,0
4h,OBV,1.0,-0.6793679534718198,-0.6685823069525008,0.0,0.0,-1.2611055159514835,3.4458211853112166,2,2,False,False,,0.6006904487917146,0.3993095512082854,1.0,False,False,False,False,0
4h,T3_200,1.0,-0.6834354894276244,-0.6812284751584519,0.0,0.0,-1.2686560517163545,3.4458211853112166,2,2,False,False,,0.7321634062140392,0.2678365937859609,1.0,False,False,False,False,0
4h,CDLHIGHWAVE,1.0,-0.6886019914191959,-0.679852629591641,0.0,0.0,-1.2782465896957345,3.4458211853112166,2,2,False,False,,0.28682393555811275,0.24769850402761795,0.5345224395857306,False,False,False,False,0
4h,WMA_200,1.0,-0.6966061234904739,-0.6933721751951984,0.0,0.0,-1.2931045986052048,3.4458211853112166,2,2,False,False,,0.6855581127733026,0.31444188722669736,1.0,False,False,False,False,0
4h,EMA_100,1.0,-0.7027863405099153,-0.6982039862973038,0.0,0.0,-1.3045768880076782,3.4458211853112166,2,2,False,False,,0.6711737629459149,0.32882623705408515,1.0,False,False,False,False,0
4h,AVGDEV,1.0,-0.7047171028258408,-0.6956802758710109,0.0,0.0,-1.308160947270647,3.4458211853112166,2,2,False,True,,0.4824510932105869,0.5175489067894131,1.0,False,False,False,False,0
