timeframe,rule,cost_bps,ir_net,ir_gross,ir_hit_rate,headroom,t_stat,years,n_ir,n_assets,is_baseline,generic_fallback,n_switches,long_frac,short_frac,exposure,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed
4h,LINEARREG_INTERCEPT_100,0.0,-0.7836263512065403,-0.7836263512065403,0.0,0.0,-1.4546395791871785,3.4458211853112166,2,2,False,False,,0.6602416570771001,0.33975834292289986,1.0,False,False,False,False,0
4h,MINUS_DI,0.0,-0.7922427045264853,-0.7922427045264853,0.0,0.0,-1.4706340497000123,3.4458211853112166,2,2,False,False,,0.5212888377445339,0.47871116225546606,1.0,False,False,False,False,0
4h,MINUS_DM,0.0,-0.7922427045264853,-0.7922427045264853,0.0,0.0,-1.4706340497000123,3.4458211853112166,2,2,False,False,,0.5212888377445339,0.47871116225546606,1.0,False,False,False,False,0
4h,PLUS_DI,0.0,-0.7922427045264853,-0.7922427045264853,0.0,0.0,-1.4706340497000123,3.4458211853112166,2,2,False,False,,0.5212888377445339,0.47871116225546606,1.0,False,False,False,False,0
4h,PLUS_DM,0.0,-0.7922427045264853,-0.7922427045264853,0.0,0.0,-1.4706340497000123,3.4458211853112166,2,2,False,False,,0.5212888377445339,0.47871116225546606,1.0,False,False,False,False,0
4h,APO,0.0,-0.7950277815954869,-0.7950277815954869,0.0,0.0,-1.4758039668798248,3.4458211853112166,2,2,False,False,,0.5868814729574223,0.4131185270425777,1.0,False,False,False,False,0
4h,PPO,0.0,-0.7950277815954869,-0.7950277815954869,0.0,0.0,-1.4758039668798248,3.4458211853112166,2,2,False,False,,0.5868814729574223,0.4131185270425777,1.0,False,False,False,False,0
4h,LINEARREG_200,0.0,-0.8021162538332747,-0.8021162538332747,0.0,0.0,-1.4889622434706766,3.4458211853112166,2,2,False,False,,0.51409666283084,0.4859033371691599,1.0,False,False,False,False,0
4h,WMA_1000,0.0,-0.8074362019259905,-0.8074362019259905,0.0,0.0,-1.4988376222694764,3.4458211853112166,2,2,False,False,,0.7353279631760644,0.26467203682393553,1.0,False,False,False,False,0
4h,TEMA_21,0.0,-0.8150838197742482,-0.8150838197742482,0.0,0.0,-1.5130338365640128,3.4458211853112166,2,2,False,False,,0.5100690448791715,0.4899309551208285,1.0,False,False,False,False,0
4h,ADXR,0.0,-0.8174872122059922,-0.8174872122059922,0.0,0.0,-1.5174952354821973,3.4458211853112166,2,2,False,True,,0.48417721518987344,0.5158227848101267,1.0,False,False,False,False,0
4h,T3_9,0.0,-0.8177612575137463,-0.8177612575137463,0.0,0.0,-1.5180039436829054,3.4458211853112166,2,2,False,False,,0.5575373993095512,0.4424626006904488,1.0,False,False,False,False,0
4h,STOCHF,0.0,-0.8184552442441131,-0.8184552442441131,0.0,0.0,-1.5192921859221664,3.4458211853112166,2,2,False,False,,0.5037399309551208,0.4962600690448792,1.0,False,False,False,False,0
4h,MFI,0.0,-0.8187213253724599,-0.8187213253724599,0.0,0.0,-1.5197861102777883,3.4458211853112166,2,2,False,False,,0.5794016110471807,0.4205983889528193,1.0,False,False,False,False,0
4h,EMA_9,0.0,-0.8238694532886228,-0.8238694532886228,0.0,0.0,-1.5293425406020607,3.4458211853112166,2,2,False,False,,0.592059838895282,0.4079401611047181,1.0,False,False,False,False,0
4h,TSF_200,0.0,-0.8287061385954795,-0.8287061385954795,0.0,0.0,-1.5383208424018842,3.4458211853112166,2,2,False,False,,0.5123705408515535,0.48762945914844646,1.0,False,False,False,False,0
4h,EMA_50,0.0,-0.832793625023867,-0.832793625023867,0.0,0.0,-1.5459084120758342,3.4458211853112166,2,2,False,False,,0.6277330264672036,0.3722669735327963,1.0,False,False,False,False,0
4h,TEMA_100,0.0,-0.8374304899873906,-0.8374304899873906,0.0,0.0,-1.554515788906517,3.4458211853112166,2,2,False,False,,0.5037399309551208,0.4962600690448792,1.0,False,False,False,False,0
4h,MIDPOINT_9,0.0,-0.8446084142212485,-0.8446084142212485,0.0,0.0,-1.5678401145508758,3.4458211853112166,2,2,False,False,,0.5811277330264673,0.4188722669735328,1.0,False,False,False,False,0
4h,COSH,0.0,-0.8453947453085691,-0.8453947453085691,0.0,0.0,-1.5692997749109447,3.4458211853112166,2,2,False,True,,0.5920598388952819,0.4079401611047181,1.0,False,False,False,False,0
4h,EXP,0.0,-0.8453947453085691,-0.8453947453085691,0.0,0.0,-1.5692997749109447,3.4458211853112166,2,2,False,True,,0.5920598388952819,0.4079401611047181,1.0,False,False,False,False,0
4h,SINH,0.0,-0.8453947453085691,-0.8453947453085691,0.0,0.0,-1.5692997749109447,3.4458211853112166,2,2,False,True,,0.5920598388952819,0.4079401611047181,1.0,False,False,False,False,0
4h,CEIL,0.0,-0.8462698040515746,-0.8462698040515746,0.0,0.0,-1.5709241397370253,3.4458211853112166,2,2,False,True,,0.5747986191024166,0.4159953970080552,0.9907940161104718,False,False,False,False,0
4h,FLOOR,0.0,-0.8469107513954326,-0.8469107513954326,0.0,0.0,-1.5721139253703378,3.4458211853112166,2,2,False,True,,0.5747986191024166,0.416283084004603,0.9910817031070196,False,False,False,False,0
4h,MULT,0.0,-0.8473054807836533,-0.8473054807836533,0.0,0.0,-1.572846658503023,3.4458211853112166,2,2,False,True,,0.5785385500575374,0.4214614499424626,1.0,False,False,False,False,0
4h,COS,0.0,-0.8539634561326505,-0.8539634561326505,0.0,0.0,-1.5852058070244988,3.4458211853112166,2,2,False,True,,0.4962600690448792,0.5037399309551208,1.0,False,False,False,False,0
4h,WMA_9,0.0,-0.8542014076380111,-0.8542014076380111,0.0,0.0,-1.5856475145769462,3.4458211853112166,2,2,False,False,,0.5756616800920598,0.42433831990794013,1.0,False,False,False,False,0
4h,TANH,0.0,-0.8554270595216764,-0.8554270595216764,0.0,0.0,-1.5879226827582356,3.4458211853112166,2,2,False,True,,0.1458573072497123,0.061852704257767545,0.20771001150747986,False,False,False,False,0
4h,ADD,0.0,-0.8570265270217037,-0.8570265270217037,0.0,0.0,-1.590891761998081,3.4458211853112166,2,2,False,True,,0.5840046029919448,0.4159953970080552,1.0,False,False,False,False,0
4h,DEMA_100,0.0,-0.8727737800950546,-0.8727737800950546,0.0,0.0,-1.6201232669732573,3.4458211853112166,2,2,False,False,,0.5368239355581128,0.46317606444188725,1.0,False,False,False,False,0
4h,LN,0.0,-0.8756983341622473,-0.8756983341622473,0.0,0.0,-1.6255520942339297,3.4458211853112166,2,2,False,True,,0.5923475258918297,0.4076524741081703,1.0,False,False,False,False,0
4h,LOG10,0.0,-0.8756983341622473,-0.8756983341622473,0.0,0.0,-1.6255520942339297,3.4458211853112166,2,2,False,True,,0.5923475258918297,0.4076524741081703,1.0,False,False,False,False,0
4h,WILLR,0.0,-0.8759129895800493,-0.8759129895800493,0.0,0.0,-1.6259505574379056,3.4458211853112166,2,2,False,False,,0.6006904487917146,0.3993095512082854,1.0,False,False,False,False,0
4h,DEMA_1000,0.0,-0.8790583785468509,-0.8790583785468509,0.0,0.0,-1.631789318827187,3.4458211853112166,2,2,False,False,,0.5319332566168009,0.1987917146144994,0.7307249712313004,False,False,False,False,0
4h,DEMA_21,0.0,-0.8790925887598886,-0.8790925887598886,0.0,0.0,-1.6318528229829885,3.4458211853112166,2,2,False,False,,0.5218642117376295,0.4781357882623706,1.0,False,False,False,False,0
4h,SUM,0.0,-0.8822559853003127,-0.8822559853003127,0.0,0.0,-1.637725011692926,3.4458211853112166,2,2,False,True,,0.6357882623705409,0.36421173762945913,1.0,False,False,False,False,0
4h,LINEARREG_ANGLE,0.0,-0.8866522458388393,-0.8866522458388393,0.0,0.0,-1.6458857563768092,3.4458211853112166,2,2,False,False,,0.5724971231300344,0.42750287686996546,1.0,False,False,False,False,0
4h,LINEARREG_SLOPE,0.0,-0.8866522458388393,-0.8866522458388393,0.0,0.0,-1.6458857563768092,3.4458211853112166,2,2,False,False,,0.5724971231300344,0.42750287686996546,1.0,False,False,False,False,0
4h,SQRT,0.0,-0.887494089282242,-0.887494089282242,0.0,0.0,-1.6474484638972589,3.4458211853112166,2,2,False,True,,0.5894706559263522,0.4105293440736479,1.0,False,False,False,False,0
4h,HT_SINE,0.0,-0.8932307095563836,-0.8932307095563836,0.0,0.0,-1.6580973080672967,3.4458211853112166,2,2,False,False,,0.5886075949367089,0.4113924050632911,1.0,False,False,False,False,0
4h,CMO,0.0,-0.893503361607864,-0.893503361607864,0.0,0.0,-1.658603429977081,3.4458211853112166,2,2,False,False,,0.6032796317606444,0.3967203682393556,1.0,False,False,False,False,0
4h,RSI,0.0,-0.893503361607864,-0.893503361607864,0.0,0.0,-1.658603429977081,3.4458211853112166,2,2,False,False,,0.6032796317606444,0.3967203682393556,1.0,False,False,False,False,0
4h,KAMA_9,0.0,-0.8947193761948449,-0.8947193761948449,0.0,0.0,-1.6608607085185285,3.4458211853112166,2,2,False,False,,0.548331415420023,0.451668584579977,1.0,False,False,False,False,0
4h,CDLINVERTEDHAMMER,0.0,-0.8997098746775045,-0.8997098746775045,0.0,0.0,-1.6701245325356422,3.4458211853112166,2,2,False,False,,0.05120828538550058,0.0,0.05120828538550058,False,False,False,False,0
4h,MACD,0.0,-0.902124192598007,-0.902124192598007,0.0,0.0,-1.674606212354725,3.4458211853112166,2,2,False,False,,0.5109321058688148,0.48906789413118523,1.0,False,False,False,False,0
4h,ADOSC,0.0,-0.9069939419247492,-0.9069939419247492,0.0,0.0,-1.6836458906408018,3.4458211853112166,2,2,False,False,,0.6631185270425777,0.3368814729574223,1.0,False,False,False,False,0
4h,DEMA_9,0.0,-0.9167173865971847,-0.9167173865971847,0.0,0.0,-1.701695446331194,3.4458211853112166,2,2,False,False,,0.5123705408515535,0.48762945914844646,1.0,False,False,False,False,0
4h,MACDFIX,0.0,-0.9170867292354479,-0.9170867292354479,0.0,0.0,-1.7023810542348483,3.4458211853112166,2,2,False,False,,0.510644418872267,0.48935558112773303,1.0,False,False,False,False,0
4h,MAVP,0.0,-0.9186773700487925,-0.9186773700487925,0.0,0.0,-1.7053337485639748,3.4458211853112166,2,2,False,False,,0.5871691599539701,0.41283084004602993,1.0,False,False,False,False,0
4h,ATAN,0.0,-0.9226754879063622,-0.9226754879063622,0.0,0.0,-1.7127554240460734,3.4458211853112166,2,2,False,True,,0.5989643268124281,0.40103567318757194,1.0,False,False,False,False,0
4h,MA_9,0.0,-0.9227724246663183,-0.9227724246663183,0.0,0.0,-1.7129353670093148,3.4458211853112166,2,2,False,False,,0.5759493670886076,0.4240506329113924,1.0,False,False,False,False,0
4h,SMA_9,0.0,-0.9227724246663183,-0.9227724246663183,0.0,0.0,-1.7129353670093148,3.4458211853112166,2,2,False,False,,0.5759493670886076,0.4240506329113924,1.0,False,False,False,False,0
4h,MIDPRICE_9,0.0,-0.9272820154342589,-0.9272820154342589,0.0,0.0,-1.721306485727928,3.4458211853112166,2,2,False,False,,0.5877445339470655,0.4122554660529344,1.0,False,False,False,False,0
4h,MIN,0.0,-0.9320061467618225,-0.9320061467618225,0.0,0.0,-1.730075854440161,3.4458211853112166,2,2,False,True,,0.5166858457997698,0.32968929804372843,0.8463751438434983,False,False,False,False,0
4h,CDLDRAGONFLYDOJI,0.0,-0.9345455643653624,-0.9345455643653624,0.0,0.0,-1.7347897558403709,3.4458211853112166,2,2,False,False,,0.1570771001150748,0.0,0.1570771001150748,False,False,False,False,0
4h,STDDEV,0.0,-0.9413404944167405,-0.9413404944167405,0.0,0.0,-1.7474031323243604,3.4458211853112166,2,2,False,True,,0.4562715765247411,0.5437284234752588,1.0,False,False,False,False,0
4h,TRIMA_9,0.0,-0.9440798945855373,-0.9440798945855373,0.0,0.0,-1.7524882598250224,3.4458211853112166,2,2,False,False,,0.5736478711162255,0.42635212888377444,1.0,False,False,False,False,0
4h,EMA_21,0.0,-0.9446125381607916,-0.9446125381607916,0.0,0.0,-1.753477002004215,3.4458211853112166,2,2,False,False,,0.6004027617951668,0.39959723820483317,1.0,False,False,False,False,0
4h,CCI,0.0,-0.9451905036703423,-0.9451905036703423,0.0,0.0,-1.7545498749420674,3.4458211853112166,2,2,False,False,,0.5842922899884926,0.4157077100115075,1.0,False,False,False,False,0
4h,HT_DCPERIOD,0.0,-0.9467190820953197,-0.9467190820953197,0.0,0.0,-1.7573873633361727,3.4458211853112166,2,2,False,False,,0.443325661680092,0.556674338319908,1.0,False,False,False,False,0
4h,LINEARREG_INTERCEPT_21,0.0,-0.9478356584203321,-0.9478356584203321,0.0,0.0,-1.7594600553953992,3.4458211853112166,2,2,False,False,,0.5814154200230149,0.41858457997698506,1.0,False,False,False,False,0
4h,TEMA_200,0.0,-0.9487287814468277,-0.9487287814468277,0.0,0.0,-1.7611179528122276,3.4458211853112166,2,2,False,False,,0.5077675489067894,0.49223245109321057,1.0,False,False,False,False,0
4h,TRIMA_50,0.0,-0.953685090345576,-0.953685090345576,0.0,0.0,-1.7703183109672287,3.4458211853112166,2,2,False,False,,0.6139240506329113,0.3860759493670886,1.0,False,False,False,False,0
4h,LINEARREG_INTERCEPT_9,0.0,-0.9577765995003561,-0.9577765995003561,0.0,0.0,-1.7779133479972955,3.4458211853112166,2,2,False,False,,0.5710586881472957,0.42894131185270423,1.0,False,False,False,False,0
4h,MIDPRICE_21,0.0,-0.9603605013073071,-0.9603605013073071,0.0,0.0,-1.7827098250827547,3.4458211853112166,2,2,False,False,,0.6116225546605294,0.38837744533947066,1.0,False,False,False,False,0
4h,MA_21,0.0,-0.9657126866766723,-0.9657126866766723,0.0,0.0,-1.792645045690686,3.4458211853112166,2,2,False,False,,0.5883199079401611,0.4116800920598389,1.0,False,False,False,False,0
4h,SMA_21,0.0,-0.9657126866766723,-0.9657126866766723,0.0,0.0,-1.792645045690686,3.4458211853112166,2,2,False,False,,0.5883199079401611,0.4116800920598389,1.0,False,False,False,False,0
4h,KAMA_50,0.0,-0.96571379536314,-0.96571379536314,0.0,0.0,-1.7926471037368636,3.4458211853112166,2,2,False,False,,0.5607019562715765,0.4392980437284235,1.0,False,False,False,False,0
4h,CDLHIKKAKE,0.0,-0.9690608581938651,-0.9690608581938651,0.0,0.0,-1.7988602307713268,3.4458211853112166,2,2,False,False,,0.3213463751438435,0.3555811277330264,0.67692750287687,False,False,False,False,0
4h,LINEARREG_9,0.0,-0.9694916372849722,-0.9694916372849722,0.0,0.0,-1.799659882690696,3.4458211853112166,2,2,False,False,,0.5043153049482163,0.4956846950517837,1.0,False,False,False,False,0
4h,IMI,0.0,-0.9787411095841376,-0.9787411095841376,0.0,0.0,-1.816829607103671,3.4458211853112166,2,2,False,False,,0.5290563866513234,0.4709436133486766,1.0,False,False,False,False,0
4h,VAR,0.0,-0.9815089812209024,-0.9815089812209024,0.0,0.0,-1.8219675859717226,3.4458211853112166,2,2,False,True,,0.39499424626006907,0.6050057537399309,1.0,False,False,False,False,0
4h,CORREL,0.0,-0.9877163090679242,-0.9877163090679242,0.0,0.0,-1.833490200995281,3.4458211853112166,2,2,False,True,,0.527042577675489,0.47295742232451093,1.0,False,False,False,False,0
4h,CDLTAKURI,0.0,-0.9885112164661577,-0.9885112164661577,0.0,0.0,-1.8349657814954503,3.4458211853112166,2,2,False,False,,0.15017261219792866,0.0,0.15017261219792866,False,False,False,False,0
4h,MIDPOINT_21,0.0,-0.9951039728663393,-0.9951039728663393,0.0,0.0,-1.8472038645829805,3.4458211853112166,2,2,False,False,,0.5972382048331415,0.4027617951668585,1.0,False,False,False,False,0
4h,CDLRICKSHAWMAN,0.0,-0.9954941227540877,-0.9954941227540877,0.0,0.0,-1.8479280968240994,3.4458211853112166,2,2,False,False,,0.4945339470655926,0.0,0.4945339470655926,False,False,False,False,0
4h,STOCH,0.0,-0.99952548202075,-0.99952548202075,0.0,0.0,-1.8554114780786743,3.4458211853112166,2,2,False,False,,0.5014384349827388,0.49856156501726123,1.0,False,False,False,False,0
4h,MA_50,0.0,-1.0020490232995263,-1.0020490232995263,0.0,0.0,-1.8600959083791213,3.4458211853112166,2,2,False,False,,0.6133486766398158,0.38665132336018415,1.0,False,False,False,False,0
4h,SMA_50,0.0,-1.0020490232995263,-1.0020490232995263,0.0,0.0,-1.8600959083791213,3.4458211853112166,2,2,False,False,,0.6133486766398158,0.38665132336018415,1.0,False,False,False,False,0
4h,MIDPRICE_50,0.0,-1.0051980414732296,-1.0051980414732296,0.0,0.0,-1.86594140663731,3.4458211853112166,2,2,False,False,,0.627445339470656,0.37255466052934405,1.0,False,False,False,False,0
4h,MIDPOINT_50,0.0,-1.0071982576640086,-1.0071982576640086,0.0,0.0,-1.8696543925949138,3.4458211853112166,2,2,False,False,,0.6153624856156501,0.3846375143843498,1.0,False,False,False,False,0
