timeframe,rule,cost_bps,ir_net,ir_gross,ir_hit_rate,headroom,t_stat,years,n_ir,n_assets,is_baseline,generic_fallback,n_switches,long_frac,short_frac,exposure,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed
1d,MFI,0.0,-0.6021662329967306,-0.6021662329967306,0.0,0.0,-2.210374680683222,13.47407615274145,2,2,False,False,,0.6138979049867217,0.38610209501327825,1.0,False,False,False,False,0
1d,IS#1,0.0,-0.6038983712370498,-0.6038983712370498,0.0,0.0,-2.2167328494081455,13.47407615274145,2,2,False,False,9.5,,,,False,False,False,False,0
1d,MA_100,0.0,-0.6065640018328631,-0.6065640018328631,0.0,0.0,-2.226517593311366,13.47407615274145,2,2,False,False,,0.719091177338448,0.2809088226615521,1.0,False,False,False,False,0
1d,SMA_100,0.0,-0.6065640018328631,-0.6065640018328631,0.0,0.0,-2.226517593311366,13.47407615274145,2,2,False,False,,0.719091177338448,0.2809088226615521,1.0,False,False,False,False,0
1d,MA_21,0.0,-0.6076249374216369,-0.6076249374216369,0.0,0.0,-2.2304119750198708,13.47407615274145,2,2,False,False,,0.6252581882561228,0.3747418117438772,1.0,False,False,False,False,0
1d,SMA_21,0.0,-0.6076249374216369,-0.6076249374216369,0.0,0.0,-2.2304119750198708,13.47407615274145,2,2,False,False,,0.6252581882561228,0.3747418117438772,1.0,False,False,False,False,0
1d,CDLDOJI,0.0,-0.6093486663231972,-0.6093486663231972,0.0,0.0,-2.2367392755418702,13.47407615274145,2,2,False,False,,0.5414576571259959,0.0,0.5414576571259959,False,False,False,False,0
1d,CDLLONGLEGGEDDOJI,0.0,-0.6093486663231972,-0.6093486663231972,0.0,0.0,-2.2367392755418702,13.47407615274145,2,2,False,False,,0.5414576571259959,0.0,0.5414576571259959,False,False,False,False,0
1d,HT_DCPERIOD,0.0,-0.6100674883684287,-0.6100674883684287,0.0,0.0,-2.239377859310989,13.47407615274145,2,2,False,False,,0.44629684272646797,0.553703157273532,1.0,False,False,False,False,0
1d,MAVP,0.0,-0.6105346168940515,-0.6105346168940515,0.0,0.0,-2.241092550386447,13.47407615274145,2,2,False,False,,0.6220123930362939,0.37798760696370615,1.0,False,False,False,False,0
1d,MIDPOINT_21,0.0,-0.612664401275865,-0.612664401275865,0.0,0.0,-2.24891036084295,13.47407615274145,2,2,False,False,,0.6308645618176454,0.36913543818235467,1.0,False,False,False,False,0
1d,TRIMA_21,0.0,-0.6142090625511135,-0.6142090625511135,0.0,0.0,-2.254580356910398,13.47407615274145,2,2,False,False,,0.6172912363529064,0.38270876364709355,1.0,False,False,False,False,0
1d,ATAN,0.0,-0.6146226807252164,-0.6146226807252164,0.0,0.0,-2.256098627264014,13.47407615274145,2,2,False,True,,0.6329300678666273,0.3670699321333727,1.0,False,False,False,False,0
1d,KAMA_21,0.0,-0.6159716388890493,-0.6159716388890493,0.0,0.0,-2.2610502549163956,13.47407615274145,2,2,False,False,,0.6078489229861316,0.3921510770138684,1.0,False,False,False,False,0
1d,EMA_50,0.0,-0.6168992732542387,-0.6168992732542387,0.0,0.0,-2.2644553271396286,13.47407615274145,2,2,False,False,,0.6768958394806728,0.3231041605193272,1.0,False,False,False,False,0
1d,CORREL,0.0,-0.6175417595361752,-0.6175417595361752,0.0,0.0,-2.2668137048308044,13.47407615274145,2,2,False,True,,0.518589554440838,0.481410445559162,1.0,False,False,False,False,0
1d,CMO,0.0,-0.6178370094167096,-0.6178370094167096,0.0,0.0,-2.2678974800819676,13.47407615274145,2,2,False,False,,0.6437002065506049,0.3562997934493951,1.0,False,False,False,False,0
1d,RSI,0.0,-0.6178370094167096,-0.6178370094167096,0.0,0.0,-2.2678974800819676,13.47407615274145,2,2,False,False,,0.6437002065506049,0.3562997934493951,1.0,False,False,False,False,0
1d,LN,0.0,-0.6181104652923995,-0.6181104652923995,0.0,0.0,-2.2689012559677413,13.47407615274145,2,2,False,True,,0.6276187665978166,0.37238123340218354,1.0,False,False,False,False,0
1d,LOG10,0.0,-0.6181104652923995,-0.6181104652923995,0.0,0.0,-2.2689012559677413,13.47407615274145,2,2,False,True,,0.6276187665978166,0.37238123340218354,1.0,False,False,False,False,0
1d,DEMA_21,0.0,-0.6243132958689946,-0.6243132958689946,0.0,0.0,-2.291670017986896,13.47407615274145,2,2,False,False,,0.5432280908822662,0.45677190911773385,1.0,False,False,False,False,0
1d,CDLBELTHOLD,0.0,-0.6247060560454494,-0.6247060560454494,0.0,0.0,-2.2931117247815394,13.47407615274145,2,2,False,False,,0.36943051047506636,0.3442018294482148,0.7136323399232811,False,False,False,False,0
1d,DEMA_200,0.0,-0.6251155761496752,-0.6251155761496752,0.0,0.0,-2.2946149523290336,13.47407615274145,2,2,False,False,,0.6394216583062851,0.36057834169371494,1.0,False,False,False,False,0
1d,EMA_21,0.0,-0.6295943701357007,-0.6295943701357007,0.0,0.0,-2.311055284390564,13.47407615274145,2,2,False,False,,0.6377987606963706,0.36220123930362935,1.0,False,False,False,False,0
1d,LINEARREG_INTERCEPT_9,0.0,-0.6325550222247533,-0.6325550222247533,0.0,0.0,-2.3219229652025324,13.47407615274145,2,2,False,False,,0.5970787843021541,0.402921215697846,1.0,False,False,False,False,0
1d,ATR,0.0,-0.6336404520669945,-0.6336404520669945,0.0,0.0,-2.325907258092899,13.47407615274145,2,2,False,True,,0.48982000590144587,0.5101799940985542,1.0,False,False,False,False,0
1d,TEMA_50,0.0,-0.6379673963307797,-0.6379673963307797,0.0,0.0,-2.341790194599985,13.47407615274145,2,2,False,False,,0.5274417232221895,0.4725582767778106,1.0,False,False,False,False,0
1d,DX,0.0,-0.6385693330752563,-0.6385693330752563,0.0,0.0,-2.3439997268959805,13.47407615274145,2,2,False,True,,0.48686928297432874,0.5131307170256713,1.0,False,False,False,False,0
1d,MIDPRICE_1000,0.0,-0.642097258818188,-0.642097258818188,0.0,0.0,-2.3569497020194596,13.47407615274145,2,2,False,False,,0.6950427854824432,0.2298613160224255,0.9249041015048687,False,False,False,False,0
1d,WMA_1000,0.0,-0.6439601168417812,-0.6439601168417812,0.0,0.0,-2.363787704523463,13.47407615274145,2,2,False,False,,0.7505163765122456,0.1743877249926232,0.9249041015048687,False,False,False,False,0
1d,CEIL,0.0,-0.6444002856481665,-0.6444002856481665,0.0,0.0,-2.3654034344192074,13.47407615274145,2,2,False,True,,0.45987016819120685,0.29256417822366476,0.7524343464148716,False,False,False,False,0
1d,FLOOR,0.0,-0.6447455004981753,-0.6447455004981753,0.0,0.0,-2.366670616340149,13.47407615274145,2,2,False,True,,0.45987016819120685,0.29271171437002064,0.7525818825612275,False,False,False,False,0
1d,TSF_200,0.0,-0.6456942437751547,-0.6456942437751547,0.0,0.0,-2.370153173154183,13.47407615274145,2,2,False,False,,0.5901445854234287,0.40985541457657126,1.0,False,False,False,False,0
1d,MACDEXT,0.0,-0.647230473369267,-0.647230473369267,0.0,0.0,-2.375792219006428,13.47407615274145,2,2,False,False,,0.4911478312186486,0.5088521687813514,1.0,False,False,False,False,0
1d,CDLRICKSHAWMAN,0.0,-0.647595834983484,-0.647595834983484,0.0,0.0,-2.3771333537581056,13.47407615274145,2,2,False,False,,0.42003540867512545,0.0,0.42003540867512545,False,False,False,False,0
1d,CDLLONGLINE,0.0,-0.6503021600203576,-0.6503021600203576,0.0,0.0,-2.3870674749548964,13.47407615274145,2,2,False,False,,0.49336087341398643,0.2894659191501918,0.7828267925641782,False,False,False,False,0
1d,MIDPOINT_1000,0.0,-0.650939375283557,-0.650939375283557,0.0,0.0,-2.3894065042905526,13.47407615274145,2,2,False,False,,0.699321333726763,0.22558276777810565,0.9249041015048687,False,False,False,False,0
1d,MIDPRICE_21,0.0,-0.652037888505731,-0.652037888505731,0.0,0.0,-2.393438822410759,13.47407615274145,2,2,False,False,,0.6457657125995869,0.3542342874004131,1.0,False,False,False,False,0
1d,TSF_1000,0.0,-0.6524048710176984,-0.6524048710176984,0.0,0.0,-2.3947859070001245,13.47407615274145,2,2,False,False,,0.5989967542047802,0.3259073473000885,0.9249041015048687,False,False,False,False,0
1d,LINEARREG_1000,0.0,-0.6542615550866919,-0.6542615550866919,0.0,0.0,-2.4016012467373056,13.47407615274145,2,2,False,False,,0.599144290351136,0.32575981115373265,0.9249041015048687,False,False,False,False,0
1d,LINEARREG_200,0.0,-0.6549393956356937,-0.6549393956356937,0.0,0.0,-2.4040893995179715,13.47407615274145,2,2,False,False,,0.5950132782531721,0.404986721746828,1.0,False,False,False,False,0
1d,CDLHARAMI,0.0,-0.6579456361624316,-0.6579456361624316,0.0,0.0,-2.415124422042028,13.47407615274145,2,2,False,False,,0.2123045146060785,0.1733549719681322,0.3856594865742107,False,False,False,False,0
1d,LINEARREG_50,0.0,-0.6598410943507749,-0.6598410943507749,0.0,0.0,-2.4220820901380242,13.47407615274145,2,2,False,False,,0.5280318678076128,0.47196813219238715,1.0,False,False,False,False,0
1d,KAMA_1000,0.0,-0.6611923022678681,-0.6611923022678681,0.0,0.0,-2.4270419759712403,13.47407615274145,2,2,False,False,,0.6237828267925642,0.3008262024195928,0.9246090292121569,False,False,False,False,0
1d,T3_9,0.0,-0.6616276523591076,-0.6616276523591076,0.0,0.0,-2.4286400177845784,13.47407615274145,2,2,False,False,,0.5773089406904692,0.4226910593095308,1.0,False,False,False,False,0
1d,WMA_21,0.0,-0.6715632821717665,-0.6715632821717665,0.0,0.0,-2.4651107851094904,13.47407615274145,2,2,False,False,,0.6162584833284155,0.3837415166715845,1.0,False,False,False,False,0
1d,CCI,0.0,-0.6734249457379328,-0.6734249457379328,0.0,0.0,-2.4719444031124893,13.47407615274145,2,2,False,False,,0.6088816760106226,0.3911183239893774,1.0,False,False,False,False,0
1d,OBV,0.0,-0.6737715934800723,-0.6737715934800723,0.0,0.0,-2.4732168447579266,13.47407615274145,2,2,False,False,,0.5956034228385955,0.40439657716140454,1.0,False,False,False,False,0
1d,ACCBANDS,0.0,-0.6767131048024766,-0.6767131048024766,0.0,0.0,-2.4840142654595634,13.47407615274145,2,2,False,False,,0.5944231336677486,0.40557686633225143,1.0,False,False,False,False,0
1d,TSF_50,0.0,-0.67895746112225,-0.67895746112225,0.0,0.0,-2.492252635716511,13.47407615274145,2,2,False,False,,0.5172617291236352,0.4827382708763647,1.0,False,False,False,False,0
1d,MINUS_DI,0.0,-0.6801037021990421,-0.6801037021990421,0.0,0.0,-2.496460148717517,13.47407615274145,2,2,False,False,,0.5556211271761582,0.44437887282384186,1.0,False,False,False,False,0
1d,MINUS_DM,0.0,-0.6801037021990421,-0.6801037021990421,0.0,0.0,-2.496460148717517,13.47407615274145,2,2,False,False,,0.5556211271761582,0.44437887282384186,1.0,False,False,False,False,0
1d,PLUS_DI,0.0,-0.6801037021990421,-0.6801037021990421,0.0,0.0,-2.496460148717517,13.47407615274145,2,2,False,False,,0.5556211271761582,0.44437887282384186,1.0,False,False,False,False,0
1d,PLUS_DM,0.0,-0.6801037021990421,-0.6801037021990421,0.0,0.0,-2.496460148717517,13.47407615274145,2,2,False,False,,0.5556211271761582,0.44437887282384186,1.0,False,False,False,False,0
1d,STDDEV,0.0,-0.6834894122115196,-0.6834894122115196,0.0,0.0,-2.508888091829625,13.47407615274145,2,2,False,True,,0.4523458247270581,0.5476541752729418,1.0,False,False,False,False,0
1d,MIN,0.0,-0.6846977475322849,-0.6846977475322849,0.0,0.0,-2.513323534490538,13.47407615274145,2,2,False,True,,0.5385069341988787,0.3158748893478902,0.854381823546769,False,False,False,False,0
1d,MINMAX,0.0,-0.6907365046301988,-0.6907365046301988,0.0,0.0,-2.5354900311497706,13.47407615274145,2,2,False,True,,0.5336382413691354,0.46164060194747714,0.9952788433166125,False,False,False,False,0
1d,TEMA_200,0.0,-0.6927096566018662,-0.6927096566018662,0.0,0.0,-2.5427328902147983,13.47407615274145,2,2,False,False,,0.5786367660076719,0.4213632339923281,1.0,False,False,False,False,0
1d,TANH,0.0,-0.692761155132319,-0.692761155132319,0.0,0.0,-2.542921926134728,13.47407615274145,2,2,False,True,,0.48967246975509,0.21112422543523163,0.7007966951903216,False,False,False,False,0
1d,TSF_100,0.0,-0.6951922678793694,-0.6951922678793694,0.0,0.0,-2.551845824167376,13.47407615274145,2,2,False,False,,0.5426379462968427,0.4573620537031573,1.0,False,False,False,False,0
1d,SUM,0.0,-0.6974434689628615,-0.6974434689628615,0.0,0.0,-2.5601093195336206,13.47407615274145,2,2,False,True,,0.6735025081144881,0.32649749188551197,1.0,False,False,False,False,0
1d,EMA_1000,0.0,-0.6988986959499267,-0.6988986959499267,0.0,0.0,-2.5654510287006196,13.47407615274145,2,2,False,False,,0.7903511360283269,0.13455296547654175,0.9249041015048687,False,False,False,False,0
1d,SAR,0.0,-0.7032265706218994,-0.7032265706218994,0.0,0.0,-2.5813373804618127,13.47407615274145,2,2,False,False,,0.571259958689879,0.428740041310121,1.0,False,False,False,False,0
1d,SAREXT,0.0,-0.7032265706218994,-0.7032265706218994,0.0,0.0,-2.5813373804618127,13.47407615274145,2,2,False,False,,0.571259958689879,0.428740041310121,1.0,False,False,False,False,0
1d,MAX,0.0,-0.7071086685725254,-0.7071086685725254,0.0,0.0,-2.595587417325043,13.47407615274145,2,2,False,True,,0.6302744172322219,0.23841841251106521,0.8686928297432871,False,False,False,False,0
1d,MIDPRICE_9,0.0,-0.7073333979972376,-0.7073333979972376,0.0,0.0,-2.596412332777237,13.47407615274145,2,2,False,False,,0.6230451460607849,0.37680731779285925,0.9998524638536441,False,False,False,False,0
1d,TEMA_100,0.0,-0.7108421944182868,-0.7108421944182868,0.0,0.0,-2.609292089800745,13.47407615274145,2,2,False,False,,0.5510475066391266,0.4489524933608734,1.0,False,False,False,False,0
1d,TEMA_1000,0.0,-0.7195552098550193,-0.7195552098550193,0.0,0.0,-2.6412750002637106,13.47407615274145,2,2,False,False,,0.17187961050457362,0.16347005016228977,0.3353496606668634,False,False,False,False,0
1d,AROON,0.0,-0.7222932866211793,-0.7222932866211793,0.0,0.0,-2.651325672696085,13.47407615274145,2,2,False,False,,0.5860135733254648,0.4120684567719091,0.9980820300973738,False,False,False,False,0
