symbol,years,cagr,sharpe,max_drawdown
SOXL,13.473617489058968,0.4835485264905224,0.8946624129045667,-0.9046079211375828
TQQQ,13.474534816423933,0.42920117008613135,0.8902592850411325,-0.8156628301656892
SPY,16.580424366872005,0.142153401921439,0.8635216846452287,-0.33719648929652524
