timeframe,cost_bps,indicator,n_tickers,total_pnl_dollars,avg_total_return,median_total_return,avg_cagr,avg_sharpe,avg_max_drawdown,avg_excess_sharpe,avg_excess_cagr,beat_buyhold_rate,win_rate,avg_exposure,avg_turnover,avg_trades,n_sharpe,rankable,generic_fallback,is_baseline
5m,10.0,MAX,20,-198839.1565482296,-0.9941957827411481,-0.99471567273438,-0.7660550140190824,-7.834108483772003,-0.9944356478816119,-8.645973532045591,-1.0077257621401137,0.0,0.0,0.8356008691840172,1423.392140389904,4452.7,20,True,True,False
5m,10.0,MAXINDEX,20,-193511.71978713796,-0.9675585989356899,-0.9694444940029404,-0.6200633361505279,-5.317031389489572,-0.9701615218267798,-6.128896437763159,-0.8617340842715592,0.0,0.0,0.8381070087589272,1065.6832242058244,3808.3,20,True,True,False
5m,10.0,MA_100,20,-199904.41748971766,-0.9995220874485883,-0.9996012336599107,-0.8878407003186295,-10.371070878966837,-0.9995405973979457,-11.182935927240424,-1.129511448439661,0.0,0.0,0.9857260695123038,2111.498394723633,4668.8,20,True,False,False
5m,10.0,MA_1000,20,-193532.6600692597,-0.9676633003462985,-0.9691616665004693,-0.6257697732642955,-5.009403334514254,-0.9711702915317068,-5.821268382787841,-0.8674405213853268,0.0,0.0,0.9729727788554579,928.1739060476168,2543.45,20,True,False,False
5m,10.0,MA_200,20,-199254.5370907183,-0.9962726854535916,-0.9973266750303436,-0.7989432392181228,-7.846643994291355,-0.9964074252930025,-8.658509042564942,-1.0406139873391542,0.0,0.0,0.9843058492929251,1553.9896145815346,3671.65,20,True,False,False
5m,10.0,MA_21,20,-199999.99355566394,-0.9999999677783198,-0.9999999731756322,-0.992228313126659,-20.370926302131473,-0.9999999685557086,-21.18279135040506,-1.2338990612476903,0.0,0.0,0.986845030897269,4797.071608768729,9468.35,20,True,False,False
5m,10.0,MA_50,20,-199995.58708623826,-0.9999779354311913,-0.999984938657138,-0.9533682010989699,-13.878854252535188,-0.9999783584245735,-14.690719300808777,-1.195038949220001,0.0,0.0,0.9864290067926025,3021.5951701813037,6295.95,20,True,False,False
5m,10.0,MA_9,20,-199999.99999980858,-0.9999999999990429,-0.999999999999236,-0.9995870443313286,-29.872603191673257,-0.9999999999990624,-30.684468239946842,-1.24125779245236,0.0,0.0,0.9870171788026483,7617.383806704842,14507.65,20,True,False,False
5m,10.0,MEDPRICE,20,-200000.0,-1.0,-1.0,-0.9999999978802503,-67.16322419960433,-1.0,-67.97508924787792,-1.2416707460012817,0.0,0.0,0.9848194890008065,19704.46406678194,36259.0,20,True,False,False
5m,10.0,MFI,20,-199999.96437931532,-0.9999998218965767,-0.999999823032856,-0.987291047019119,-19.757956119661568,-0.9999998247587865,-20.569821167935153,-1.2289617951401504,0.0,0.0,0.9869311048499586,4373.3503845319,8711.25,20,True,False,False
