class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,boot_draws,fold_dsharpe,fold_sd,fold_t,n_folds_scored,fold_edges,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict
commodities,1m,BUYHOLD,False,3,5.9548586942889035,1.0,0.40745622699726125,0.4075192070361311,-6.298003886984205e-05,0.9997335768788267,1.0,,3,0.9245608374696939,0.9246624165350656,-0.00010157906537178185,,0.0,-0.06578528113775825,-1.0537180225556164,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.4405084673169875,0.44050850445698253,-0.3142456767883389,-0.3142456767883477,0.4075192323530883,76543.59150777326,76563.99812568177,1.5043872986212399,,,,,,,,,,3,0.000000;0.000000;0.000000,0.9999999156883587,-0.31424565336075416,76563.98992493855,False,-20.39841716528379,0.0,4.4781359282700925e-05,0.40745622699726125,1.0,1.296817307140116,1.2966168100116922,-0.0002004971284237378,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,0.2509993074737229,3.2209340166100304,True,1.0,76543.59150777326,-0.3142456767883389,False,1.826710765194144,0.0693896001823289,0.9446795068192417,0.008439665136378505,1440,0.005352386155328488,0.0032254546165828603,-0.0024422458450785983,0.00267629521038981,0.026382538134054355,-0.005613233397688013,-0.018501836092837683,0.580757024083347,0.2770480374608476,-0.216524425112816,0.15448307735628203,1.3577279339829993,-0.9753724090675299,-1.8301118745942002,0.2920120350832618,0.9999831109937606,0.9999951794374532,close,0.5917541549265837,151.77909199369805,99,74.56326530051953,0.9879986939344212,False,68,31,run+ledger,29.505877730871294,this run,-2.666225344874209,3.590786182343903,False,False,True,False,False,False,1,6,False,True,underpowered
commodities,1m,ha:chart:ssl_hybrid@allow_short=0,False,3,5.9548586942889035,0.48842719288032244,-0.6784275189952313,0.29685938504283027,-0.9752869040380616,0.0002475449834850109,0.364479382413858,0.669484718540233,21244,-3.8236120148470145,0.9246624165350656,-4.748274431382081,-8.349717343087512,0.0,-6.1131670945401595,-0.5399012599382557,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.29368028757947656,0.44050850445698253,-0.9988913815887687,-0.3142456767883477,0.4075192323530883,11.638991013952703,76563.99812568177,0.004502402747190431,-0.0038569765140136414,0.5686748708102124,0.0,-5.999620837691592,-3.8054627777206074,2000.0,-5.716278020048347,1.583759803037169,-6.251506031360362,3,-4.847831;-7.544290;-4.756714,0.6666847168853142,-0.21671241880609904,47017.68078712633,False,-47006.04179611238,0.0,0.48221687209594416,-0.9051750791223165,0.48842719288032244,1.4360861490674832,-0.6791804709698973,-2.1152666200373806,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-0.8348844385187697,0.0004897656529750326,False,1.0,11.638991013952703,-0.9988913815887687,False,-5.030927741003236,-0.2615741455142093,0.7936497790543342,0.006286022809626535,1440,-0.0010711160571248279,0.001302622437019626,0.00457590629646926,-0.004820799263399652,0.01228681936039456,-0.0002391219796872607,-0.00945797727949286,-0.13751316129140623,0.13144621618266308,0.6309047911404818,-0.4141305449382957,0.8460479045886115,-0.05338637325642479,-1.2713026857892087,0.5892651289482154,0.5718485265463695,0.6023836961555031,close,0.5826900420501807,368.1944236883671,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,1.4148043717759644,False,False,True,False,False,False,1,6,False,True,underpowered
commodities,1m,RANDOM_75,False,3,5.9548586942889035,0.7504438033018537,-0.6498837491956617,0.36331064385374057,-1.0131943930494023,0.00030503895341232076,0.44994800228119025,0.9092985689042604,59618,-2.666225344874209,0.9246624165350656,-3.5908877614092747,-3.0361907877430507,0.0,4.387991535346997,0.42735527231386367,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.37857311083966116,0.44050850445698253,-0.9981765386856711,-0.3142456767883477,0.4075192323530883,19.312943436650244,76563.99812568177,0.0030174529082307375,-0.0027145170577437335,1.1826950321783163,0.0,-7.27915784429289,-2.5347000496568404,2000.0,-3.887530509754434,2.655471068788984,-2.5356707659178355,3,-6.941410;-2.599112;-2.122069,0.859400231798772,-0.2743117236427486,63313.03992688751,False,-63293.72698345086,0.0,1.3721680204608802,-0.755609848415974,0.7504438033018537,1.3483181519522893,-0.6510709518893152,-1.9993891038416045,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-0.8063406687192001,0.0008126835343185457,False,1.0,19.312943436650244,-0.9981765386856711,False,5.671363682969254,0.28066089926637905,0.7789705016035715,0.004711938187843878,1440,0.005611129947528644,0.0029640408440899826,-0.00551276151530948,0.01011101799693465,0.01721244205839755,-0.0026421456127931064,-0.009128829307469064,1.1448596745987145,0.29594630406485456,-0.6601119329580304,0.8448148979277273,1.3152390657256374,-0.5093751569804673,-1.4830996020440028,0.6691205801494957,0.6781258408594721,0.7327225936791975,close,0.9275355561682532,219.84692359938765,99,74.56326530051953,4.303379874670554e-11,False,68,31,run+ledger,29.505877730871294,this run,-2.666225344874209,0.0,False,False,True,False,False,False,1,6,False,True,underpowered
commodities,1m,chart:ssl_hybrid@allow_short=0,False,3,5.9548586942889035,0.48751147134890227,-0.767797173313563,0.29708381911077697,-1.06488099242434,3.5573111830454476e-05,0.3548281027364729,0.6438752460247141,27371,-4.927446021939719,0.9246624165350656,-5.852108438474785,-10.57952293706758,0.0,-2.976572303323412,-0.2612497152845963,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.29395456161817113,0.44050850445698253,-0.9998382483322003,-0.3142456767883477,0.4075192323530883,1.6742896110994068,76563.99812568177,0.004052572300509311,-0.0034615579777713,0.5531542842986515,0.0,-7.115874641158622,-4.894589970010089,2000.0,-6.963398833183919,1.5116651841420123,-7.978592547453501,3,-5.872819;-8.688989;-6.328388,0.6673073474041793,-0.21690393313700396,47066.155445699056,False,-47064.48115608796,0.0,0.6218283573296746,-0.9515925480363454,0.48751147134890227,1.4365489304155774,-0.7679213858784679,-2.2044703162940453,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-0.9242540928371014,7.045366249242699e-05,False,1.0,1.6742896110994068,-0.9998382483322003,False,-1.9468580959391635,-0.10689842549326346,0.9148695623090153,0.006781535162909025,1440,-0.0009420840276637538,-0.0016873418543826412,0.003224379745247758,-0.0011806184188288289,0.013548407085159184,-0.0004399688138258112,-0.009713784510469245,-0.11889226437605405,-0.17093914879575572,0.4754493322125427,-0.10289323886238683,0.945895909408645,-0.09957548438575721,-1.338456765292216,0.7938999416398942,0.5440945668184441,0.5628939347354449,close,0.290000778745708,370.0301717832572,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,0.3109703646832598,False,False,True,False,False,False,1,6,False,True,underpowered
commodities,1m,RANDOM_50,False,3,5.9548586942889035,0.5009070120157699,-0.8002137632727093,0.3057505685218127,-1.105964331794522,1.3964825781541199e-05,0.4379995461536522,0.8532021815536638,79322,-5.238416386622979,0.9246624165350656,-6.163078803158045,-3.103282401583819,0.0,7.5052772047754335,0.6943247818716954,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.30460190375839585,0.44050850445698253,-0.999933501076981,-0.3142456767883477,0.4075192323530883,0.6838593385090896,76563.99812568177,0.002218366769891075,-0.0020263683244074945,1.9859870954743275,0.0,-12.406740185513312,-4.456617536347044,2000.0,-6.754990826471015,4.32431898331077,-2.70562540859365,3,-11.688542;-4.955138;-3.621292,0.6914779185339008,-0.22431115364418197,48970.130326510734,False,-48969.44646717222,0.0,1.8260606828105161,-0.961094704811611,0.5009070120157699,1.4299532144443772,-0.800266980165018,-2.2302201946093954,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-0.9566706827962477,2.8776619473841547e-05,False,1.0,0.6838593385090896,-0.999933501076981,False,8.390496235279688,0.5169068851770489,0.6052211610554692,0.0021423355630898477,1440,0.0038693425276874367,-0.0010331958019906063,0.001188835017326374,-0.0024486998975323045,0.006244362384284949,-0.00264211330985587,-0.006190066274771569,1.0334285699909063,-0.11622094797299712,0.17222426681686423,-0.24851442671348684,0.595837887798142,-0.5693815633706629,-1.374603509222761,0.48747855303663057,0.4677442162958586,0.5292955697646204,close,0.8848887033333113,273.55607565375516,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,0.0,False,False,True,False,False,False,1,6,False,True,underpowered
commodities,1m,chart:range_filter_macd@allow_short=0,False,3,5.9548586942889035,0.20959388292516262,-0.9414514603065522,0.2451678777959727,-1.186619338102525,1.2406909093901109e-08,0.2908872823937498,0.35183547883119815,30847,-12.240250035830233,0.9246624165350656,-13.164912452365298,-7.667438853464638,0.0,-4.503438764070595,-0.6096996471327939,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.23221655046818918,0.44050850445698253,-0.9999999543713735,-0.3142456767883477,0.4075192323530883,0.00045785961494495154,76563.99812568177,0.002744451352811436,-0.003199818652944293,1.7169895585690325,0.0,-16.701499639408887,-10.136950886797745,2000.0,-17.55342770296308,2.984834668236993,-10.185967401161632,3,-14.947768;-20.810008;-16.902507,0.5271556578787143,-0.17289442710393976,36903.6003632865,False,-36903.59990542689,0.0,0.6989026743251133,-0.9999988299380141,0.20959388292516262,1.7965948397686793,-0.9414515032636913,-2.7380463430323707,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-1.0979083798300906,1.9266611084722884e-08,False,1.0,0.00045785961494495154,-0.9999999543713735,False,-4.2387304045952074,-0.5266527436548063,0.5984347577054985,0.004799325965472945,1440,0.0025753724943378084,-0.001047910728137238,-0.004464822159790079,-0.0008206260930827289,0.009761119066375131,-0.00011342918017983141,-0.0035612678445223673,1.0817989275149027,-0.3965110634665676,-1.1430542333350733,-0.20684113741493174,2.149872792399683,-0.05399622411575137,-1.4275923906475305,0.5420607883483324,0.13987024666567222,0.18345029766893395,close,-5.909207121993926,542.6579289518538,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,-7.001833649207254,False,False,False,False,False,False,0,6,False,True,underpowered
commodities,1m,ha:chart:range_filter_macd@allow_short=0,False,3,5.9548586942889035,0.17575359466158638,-0.9492072498113165,0.24039955762483656,-1.189606807436153,5.446105467404479e-09,0.2826302115551157,0.3248009880348958,32332,-13.170613096498533,0.9246624165350656,-14.095275513033599,-7.2592716483387765,0.0,-10.575826759025354,-1.438875701851981,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.2266979569705057,0.44050850445698253,-0.999999980613032,-0.3142456767883477,0.4075192323530883,0.00019644101554525134,76563.99812568177,0.0025026712307218437,-0.003035721737620741,1.9416928027840348,0.0,-18.107744838712435,-10.664478616061162,2000.0,-19.32191529157063,2.9859997822396704,-11.207816954172893,3,-17.151596;-22.727308;-18.086842,0.5146278781835498,-0.16887186172884694,36069.99840913323,False,-36069.99821269222,0.0,0.7343527178672812,-0.9999999626471325,0.17575359466158638,1.934349843012602,-0.9492072682135675,-2.8835571112261693,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-1.105664169334855,8.266185800320914e-09,False,1.0,0.00019644101554525134,-0.999999980613032,False,-10.337273723081324,-1.3060586312391422,0.1915326197203182,0.0031499696082852857,1440,0.0025900924162151773,-0.002212306906345644,-0.0035957760609539122,0.001721544786200345,0.00829935472205896,-0.0006859442016454202,-0.00086840958951572,1.1795029323621191,-0.70721574872723,-0.8662476377319989,0.4248097859017328,1.774478093868147,-0.2628023092418616,-0.3258852016733248,0.15018574298362308,0.12604993679256385,0.14535376557909208,close,-7.061794225688201,654.0180668313286,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,-7.932196709875554,False,False,False,False,False,False,0,6,False,True,underpowered
commodities,1m,chart:bb_outside_in@allow_short=0,False,3,5.9548586942889035,0.49307417787520214,-0.935857859751394,0.3113699261033387,-1.2472277858547327,1.5691726743257754e-08,0.3131421523280913,0.6329198491341352,81075,-8.760940693612422,0.9246624165350656,-9.685603110147488,-4.20021774592705,0.0,1.7894245805344724,0.16153544818555443,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.3115657346208843,0.44050850445698253,-0.9999999223700223,-0.3142456767883477,0.4075192323530883,0.0007883295111104,76563.99812568177,0.002162755273663618,-0.001557877595021239,2.3059764269458682,0.0,-14.970879376170304,-7.922353975764651,2000.0,-13.054722792627837,3.685764499684217,-6.134804097629173,3,-14.529620;-15.774639;-8.859910,0.7072865369647137,-0.22912697878440502,50238.54442591034,False,-50238.543637580835,0.0,1.934868190527659,-0.9963144947085019,0.49307417787520214,1.4337650897563146,-0.9358579324020244,-2.369623022158339,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-1.0923147792749324,3.317269661138363e-08,False,1.0,0.0007883295111104,-0.9999999223700223,False,2.780349712510871,0.1536615339081947,0.877876615981797,0.006528993104509162,1440,0.0029055471866252227,-0.0024435317640907565,-0.011437438532919522,0.0003199574403726902,0.020844187957819445,-0.003902814392272813,-0.010911019468764601,0.6260054202594344,-0.3227613981039473,-1.4068542309697891,0.029969413600686667,1.8539973607936433,-0.9351800021014661,-1.9159126318948214,0.8716716943314287,0.5235986612264131,0.578469349268943,close,-0.11941489436753797,320.5987259712172,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,-3.5225243069894434,False,False,False,False,False,False,0,6,False,True,underpowered
commodities,1m,ha:chart:bb_outside_in@allow_short=0,False,3,5.9548586942889035,0.48704490106754206,-0.9569013765868143,0.30801417507958595,-1.2649155516664004,1.4928350852501662e-09,0.3201188758853325,0.6123762743435428,92197,-10.17726416103773,0.9246624165350656,-11.101926577572796,-3.5750217456859947,0.0,-1.2489990329717668,-0.11256077859536988,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.30740124521051304,0.44050850445698253,-0.9999999927070338,-0.3142456767883477,0.4075192323530883,7.386224408377556e-05,76563.99812568177,0.0020387012315455514,-0.0015675215798605115,3.1054151183750345,0.0,-17.995138700524357,-8.541716538765689,2000.0,-15.007186304844696,5.594416432370727,-4.6462771359385195,3,-18.043247;-18.427197;-8.551115,0.6978327140118404,-0.22624976922880835,49477.832356410545,False,-49477.832282548305,0.0,2.106610301046727,-0.9984806259590928,0.48704490106754206,1.4367854160956026,-0.9569013835654637,-2.3936867996610665,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-1.1133582961103525,3.1081036286156705e-09,False,1.0,7.386224408377556e-05,-0.9999999927070338,False,-0.27689019862468955,-0.015388466423628636,0.9877222647993729,0.007320387732902112,1440,0.005301693267638307,-0.0027761886654482457,-0.007140208333073588,0.007129133924667943,0.016679144089142353,-0.0063660419670743835,-0.010797323961003512,1.1599765824075268,-0.3584965701496892,-0.9959518761284768,0.6676477214376834,1.6049268031904111,-1.608254526933674,-1.952295331698244,0.9103787815144668,0.5136562468804357,0.5650854395243348,close,-0.21409279338956327,322.29804589145544,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,-4.938847774414751,False,False,False,False,False,False,0,6,False,True,underpowered
commodities,1m,ha:chart:range_filter_macd,False,3,5.9548586942889035,0.35655817360540026,-0.9966855611534237,0.3006272788218376,-1.2973128399752611,3.5861450408300314e-16,0.2733068315665489,0.3409391564763952,67920,-19.096424790555087,0.9246624165350656,-20.021087207090154,-7.307316567394261,0.0,-23.240643822019937,-1.6842958683743938,2.8978401317978917,2181522,2020-10-01,2026-08-21,0.29829449996220886,0.44050850445698253,-0.9999999999999983,-0.3142456767883477,0.4075192323530883,1.7155050163672755e-11,76563.99812568177,0.0025505917668296224,-0.002813607293710196,2.7398685991552076,0.0,-25.794835399361432,-15.10861343791248,2000.0,-26.93457614517058,4.825951402758813,-9.666913416720051,3,-24.166179;-32.507067;-24.130483,0.6771594576361659,-0.21992961569976321,47837.02267575361,False,-47837.02267575359,0.0,1.5415143282583244,-0.9999998950004687,0.35655817360540026,1.5292597216810755,-0.9966855611534253,-2.525945282834501,XAU/USD,0.15645691952353835,23764.408433406494,0.7477506072633956,0.17205335260364713,-0.29352938193935796,1.0,0.15645691952353835,-0.29352938193935796,-1.1531424806769621,7.218799580787072e-16,False,1.0,1.7155050163672755e-11,-0.9999999999999983,False,-23.51604961984906,-1.5689423743980366,0.1166613669921881,0.007605996147526661,1440,0.009060911623195432,-0.002133417841598706,-0.007556663436253884,0.007503365062733878,0.0036073845281653248,0.002721689714770956,0.0029325990741170607,1.3321297206104754,-0.29524521614494914,-1.065424615873448,0.6637919716655257,0.29251667099095546,0.6880419340734061,0.42175424557683044,0.09212450348745316,-0.1455227063922701,0.06504652759128282,close,-4.990003227001391,339.3089370958991,99,74.56326530051953,0.0,False,68,31,run+ledger,29.505877730871294,this run,-5.238416386622979,-13.858008403932107,False,False,False,False,False,False,0,6,False,True,underpowered
