class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,expectancy,win_rate,avg_win,avg_loss,expectancy_r,roi,roi_ann,roe_ann,bench_roi,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,n_trials,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling
us_stocks,1d,long,ibs,614,23.59514722189904,0.07550592500625679,0.28306347126646175,1.306781040977755,24,0.4587757562791367,1.0,0.2523807712730277,0.047788772156925674,2003.1076990809233,2.0,0.5533708690419937,0.4617759728810638,-0.5035824969737975,-0.6911295110907036,1.4468522659875758,634.5,0.004824117881845412,0.6521057652991686,0.024322523892684578,0.03089181500622798,0.15616168492763666,9.008168458554639,0.11911830929938905,0.26068772849860483,8.363006949985106,362194.46482697374,391523.66718962,100081.6845855464,93630.06949985106,0.6775244299674267,0.4587757562791367,0.0,55.51989091995017,1.0,0.16232968501297315,402,False,False,True,True,True,False,3,6,True,True,fail,False
us_stocks,1d,long,volmanaged,614,23.59514722189904,-0.042739713540661084,0.06042040057480143,-3.4654020473674985,24,0.8918159279874833,1.0,0.024445491156312373,0.02845779147957883,-3069.9264671796564,0.0,0.4932275448764581,0.4617759728810638,-0.5342283562990201,-0.6911295110907036,1.219161945328656,2119.0,0.0013605077069214324,0.5204165050279566,0.015014377830382362,0.01333317508809398,0.1020392890614865,7.939112729429301,0.11033644446339552,0.11033644446339541,8.363006949985106,301027.2059307235,391523.66718962,89391.12729429301,93630.06949985106,0.6579804560260586,1.0,0.0,2.6959065715599255,1.0,0.03464955951321743,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,ibs,614,23.59514722189904,-0.331456715057065,0.6335059936593751,-2.563195397786343,24,1.0,1.0,0.3628999357123094,0.03824507062659776,-34115.8858577396,0.0,0.2902301162627315,0.4617759728810638,-0.7341146926940944,-0.6911295110907036,1.151728059815882,1269.0,0.0018435508348438442,0.609430635121859,0.02441491278222696,0.032854307703253274,0.056112910717680216,1.8309473779121266,0.054521814081641695,0.0545218140816406,8.363006949985106,374043.5416024817,391523.66718962,28309.473779121265,93630.06949985106,0.32247557003257327,0.4587757562791367,0.5412242437208632,111.03978183990034,1.0,0.36329953824296707,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,bollinger_mr,614,23.59514722189904,-0.819394914159952,0.8019685555888242,-5.005431755487833,24,1.0,1.0,0.1340696801616258,0.0007863721665264459,-91210.24230922606,0.0,-0.18136440141176702,0.4617759728810638,-0.9308519400406146,-0.6911295110907036,0.8591743672982447,191.0,-0.005065010088669259,0.6191684795745709,0.05331255385861433,0.1013568913204147,-0.04997203468541162,-0.8532865098846928,-0.09184770755708532,-0.09184770755708505,8.363006949985106,-5106.687655722331,391523.66718962,1467.1349011530724,93630.06949985106,0.04723127035830619,0.22235866277719066,0.7776413372228094,17.151896722850086,1.0,0.4599085231188126,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,rsi2_raw,614,23.59514722189904,-0.8326909327448929,0.794755840973923,-5.132816378342532,24,1.0,1.0,0.18300418485233874,0.017544115261592975,-91087.05015980278,0.0,-0.15875545827551868,0.4617759728810638,-0.9294956799567999,-0.6911295110907036,0.9244831970713212,540.5,-0.001566315905831477,0.6184088602568063,0.03230416625656205,0.05635062048065863,-0.02779589456994689,-0.8303617822622645,-0.08905937891025534,-0.08905937891025556,8.363006949985106,-2435.1258663878693,391523.66718962,1696.3821773773548,93630.06949985106,0.057003257328990226,0.1932603201347936,0.8067396798652064,48.14549319470488,1.0,0.4557722151512501,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,three_lower_lows,614,23.59514722189904,-0.980433121109165,0.783957889989072,-6.126759879093184,24,1.0,1.0,0.08335918441657378,0.0004843820202182908,-92784.34751975982,0.0,-0.30420589911658424,0.4617759728810638,-0.9666574363975053,-0.6911295110907036,0.6660506677488223,337.0,-0.007327978217292712,0.5781521911090017,0.02560098968883555,0.05275662687910254,-0.13890156840553053,-0.9386555425060945,-0.1345056882915882,-0.1345056882915884,8.363006949985106,-8608.062848089949,391523.66718962,613.4445749390549,93630.06949985106,0.02280130293159609,0.12358066249084311,0.8764193375091569,30.007301238728605,1.0,0.44957986551915513,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,rsi2_connors,614,23.59514722189904,-0.9987411954314686,0.7876204495488364,-6.212145241545565,24,1.0,1.0,0.08849575979290267,0.004640486254329876,-92909.02408651468,0.0,-0.3251623982258235,0.4617759728810638,-0.9709690875961986,-0.6911295110907036,0.63797231681085,309.0,-0.008307169489861353,0.5785551755798326,0.026351204971769432,0.05574796915481042,-0.149012952683399,-0.9469672960446842,-0.13631649548634422,-0.1363164954863441,8.363006949985106,-8613.391061581913,391523.66718962,530.3270395531584,93630.06949985106,0.03420195439739414,0.10794200626656156,0.8920579937334384,27.632800671608788,1.0,0.45168025006194956,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,TANH,614,23.59514722189904,-1.0318860358475799,0.7618573618234115,-6.635347736170343,24,1.0,1.0,0.012950731679839608,0.0,-93231.02307281592,0.0,-0.34310139484281543,0.4617759728810638,-0.9771784430746356,-0.6911295110907036,0.7201418475879301,116.0,-0.006442624283845174,0.24814448292924296,0.07605505743395365,0.04455523227432427,-0.144598601667662,-0.9534727418357016,-0.14067926826175575,-0.1406792682617552,8.363006949985106,-6889.196361205207,391523.66718962,465.27258164298354,93630.06949985106,0.050488599348534204,0.13436536032231433,0.8656346396776856,11.823228773442445,1.0,0.4369057759953435,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,connors_rsi,614,23.59514722189904,-1.0769179626406948,0.9021362314129101,-5.848117859485384,24,1.0,1.0,0.0906221896092449,0.01130110971931475,-93222.96551361338,0.0,-0.36127454166286177,0.4617759728810638,-0.9802251299845617,-0.6911295110907036,0.6890170212441,157.0,-0.0127954294853294,0.5768213268213268,0.052525307704515745,0.10225027653876144,-0.12513833623206738,-0.9629511896365961,-0.15023260482755973,-0.15023260482756118,8.363006949985106,-8694.088177641863,391523.66718962,370.48810363404,93630.06949985106,0.03420195439739414,0.06470092670598146,0.9352990732940185,14.579269066002182,1.0,0.5173521317633875,402,False,False,True,True,False,False,2,6,True,True,fail,False
us_stocks,1d,short,CDLINVERTEDHAMMER,614,23.59514722189904,-1.082731768487357,0.916740620836208,-5.786021260138146,24,1.0,1.0,0.07580731344835553,0.007713061507177099,-92987.40978924208,0.0,-0.38417709124941857,0.4617759728810638,-0.9789616691217664,-0.6911295110907036,0.6237491101152279,125.0,-0.01740285075486036,0.4888053467000835,0.06183792424129405,0.09541954006585907,-0.18238246320249313,-0.9586240747900341,-0.14655390764568227,-0.14655390764568188,8.363006949985106,-8782.753815535585,391523.66718962,413.75925209965953,93630.06949985106,0.030944625407166124,0.07223898545131091,0.9277610145486891,11.527794145211027,1.0,0.5257273768074895,402,False,False,True,True,False,False,2,6,True,True,fail,False
