class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,fold_dsharpe,fold_sd,fold_t,n_folds_scored,fold_edges,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,boot_draws
us_stocks,5m,mc_smaema_difference,True,113,3.6155146228877646,0.4186054441484359,0.13654671129414053,0.1101082334821013,0.02643847781203923,1.0888239549820244,0.7263339070567987,4.024171155241252,581,1.7723130101243643,1.4531956760600915,0.3191173340642728,1.6680804313230588,0.0,1.2586257647629757,1.2748271443967214,99.82091751438044,70582,2023-01-09,2026-08-21,0.07375261605311365,0.14582920886781586,-0.09276048744402754,-0.20683611088659715,0.22297670243449708,15884.613732674656,20704.355786773744,0.14962561471705593,-0.09868356506762117,0.1913081216420487,0.9635,-0.026052869830598957,0.7597335350167277,0.27887847665123244,,,1,0.278878,0.5057465279124247,-0.1096252312734306,14588.780546196649,True,1295.833186478006,20.0,0.0001867254151181832,0.35766182631425636,0.4186054441484359,0.9916920362419738,1.4720352927913836,0.4803432565494098,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.49658948169372896,0.1067822208270035,-0.10865611984839108,0.029764490467137028,1.1007006521528424,True,1.0,15884.613732674656,-0.09276048744402754,False,2.467142578109356,1.4404258008770352,0.14974696844276636,0.23286907132262225,871,0.15345667149228986,0.000773495656609384,0.030621827402516767,-0.0076833447024587526,0.028803602257063746,-0.007889919658510552,-0.00654119140065113,6.293475431414644,0.051506156613358604,1.3044036114080653,-0.40911125447463226,1.28997335722092,-0.5151238091625767,-0.2858382764498648,0.20237043071508087,0.45012997043721037,0.7532881488445675,open,2.0102072822741577,248.0069729071897,449,9.588814319337034,0.9996587010526476,False,68,381,run+ledger,3.175065359528524,this run,0.9859314960394642,0.7863815140849001,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0
us_stocks,5m,mc_donchian_trend_reversion,True,113,3.6155146228877646,0.5001450899819392,0.1251772087026608,0.10864435007104523,0.016532858631615577,1.0549769753159697,0.4734328358208955,1.6280345433341208,3350,1.656531280089698,1.4531956760600915,0.2033356040296066,0.8075527911764923,0.0,1.4657571794072513,1.9675966033055172,99.82091751438044,70582,2023-01-09,2026-08-21,0.0727963707740905,0.14582920886781586,-0.09372332663224636,-0.20683611088659715,0.22297670243449708,15317.57477967309,20704.355786773744,0.0727469340479994,-0.04017498111287138,0.2517923363664868,0.7705,-0.36319572612304174,0.6109997913056117,-0.9537029046916262,,,1,-0.953703,0.4991892319739278,-0.10827121593220812,14519.345102375733,True,798.2296772973574,10.0,0.0011191990864121018,0.26593712233786637,0.5001450899819392,1.00358614983123,1.3356035599742833,0.3320174101430533,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.49015091215010487,0.10536573693747808,-0.10731376915428181,0.01981147176518272,1.0663344374525248,True,1.0,15317.57477967309,-0.09372332663224636,False,2.6840979221586436,1.7211446538981496,0.08522457804692474,0.2585900702940743,871,0.15153267654125657,0.008469348001243104,0.03783991306526569,-0.006123526573871413,-0.017874028499765993,-0.0013228698249551155,-0.023345813516168386,6.588237616064935,0.5636707581190011,1.9208146361350935,-0.3545047445547662,-0.811888159349303,-0.09248260637749582,-1.1475826533791424,0.04911447087781817,0.4537890383159693,0.8409553705282566,open,1.1676925563214435,111.15100985478242,449,9.588814319337034,0.9992262241995997,False,68,381,run+ledger,3.175065359528524,this run,1.0748142633864775,0.5817170167032206,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
us_stocks,5m,mc_adaptive_window_sma,True,113,3.6155146228877646,0.4727209464647343,0.12198768472324462,0.10957894082340891,0.012408743899835706,1.041028257523214,0.5719413700269219,1.6195670693670974,3343,1.604694849516285,1.4531956760600915,0.15149917345619346,0.40424857686545035,0.0,1.451038807171579,1.6423601424906795,99.82091751438044,70582,2023-01-09,2026-08-21,0.07340693801787428,0.14582920886781586,-0.07388652857684386,-0.20683611088659715,0.22297670243449708,15161.168355986936,20704.355786773744,0.05780340483739955,-0.04768730036992942,0.37476736376147657,0.6495,-0.6045316266752954,0.8361456146365476,-1.3402032295874986,,,1,-1.340203,0.5033760972015737,-0.1091359604736366,14563.647284712495,True,597.5210712744405,10.0,0.0011171673769918072,0.2756908827432383,0.4727209464647343,0.9995775388533473,1.6510138867381534,0.6514363478848061,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.4942619699993803,0.10627007614615724,-0.10817106305707047,0.015717608577087372,1.0523300842287526,True,1.0,15161.168355986936,-0.07388652857684386,False,2.6329133245417196,1.6661096761338277,0.09569157164095476,0.23740403370398577,871,0.14299149425337404,0.0010744478538895832,0.04830018526451753,-0.0156213799565902,-0.02002028971442313,0.0014917323828861281,-0.0038685161160077136,5.954855184261625,0.07064661041625947,2.4889721013890034,-0.8065821902546627,-0.943539519007007,0.11029764920948892,-0.2052358147178686,0.10051538989168485,0.44020665305533874,0.7849527541843917,open,0.7499944014894826,103.07182138963736,449,9.588814319337034,0.9988905928340561,False,68,381,run+ledger,3.175065359528524,this run,1.0449204155163498,0.5597744339999351,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
us_stocks,5m,mc_kalman_filter_price,True,113,3.6155146228877646,0.47398898409801826,0.11557108244681702,0.10474577735243629,0.010825305094380733,1.0358845006413342,0.6,2.566091790461831,740,1.5919981157484917,1.4531956760600915,0.13880243968840023,1.0574332881941018,0.0,1.8611135410065647,2.2030746586950976,99.82091751438044,70582,2023-01-09,2026-08-21,0.07024679080499828,0.14582920886781586,-0.0966534866425166,-0.20683611088659715,0.22297670243449708,14850.018508271709,20704.355786773744,0.15527225166095227,-0.09076385278077324,0.1312635428050963,0.8185,-0.14364670780023753,0.35678554799778633,-0.0910090223754716,,,1,-0.091009,0.48170590343579356,-0.10465264075654757,14335.592915115347,True,514.4255931563624,20.0,0.00023924697278308337,0.2595270342581528,0.47398898409801826,0.9997627050094409,1.1957259532112814,0.19596324820184052,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.4729841367441121,0.10159298087581803,-0.10372640934048061,0.01397810157099899,1.0466437306957592,True,1.0,14850.018508271709,-0.0966534866425166,False,3.062823920483412,2.077734543206502,0.037733815609886534,0.24853441474617133,871,0.1529890516679232,0.005332184220020429,0.03714803642671742,0.004163876223657145,-0.003966059908619516,0.006274885586492489,-0.025895835731476344,6.666459274001006,0.36591338522784067,2.0046514949905347,0.23945688170121962,-0.18223853392175846,0.4413128015961404,-1.2974628527325358,0.027589486969513244,0.4475948134227281,0.812234883714029,open,1.5825943614621378,158.33485118804685,449,9.588814319337034,0.9988436953231721,False,68,381,run+ledger,3.175065359528524,this run,1.0463026473471893,0.5456954684013025,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
us_stocks,5m,mc_price_percentile_score,True,113,3.6155146228877646,0.4827841856163154,0.1304542861953606,0.12090488501808272,0.009549401177277872,1.0311466480697347,0.6143810679611651,1.6864184825772819,3296,1.558202269345964,1.4531956760600915,0.10500659328587258,0.6011497424096637,0.0,0.21676421377636593,0.3498427513116879,99.82091751438044,70582,2023-01-09,2026-08-21,0.08078691264206254,0.14582920886781586,-0.10822467613862274,-0.20683611088659715,0.22297670243449708,15578.90818308293,20704.355786773744,0.05362618104391196,-0.05066301060173784,0.17467626762171024,0.745,-0.23911502403929227,0.44826260823415737,-0.2891296413666504,,,1,-0.289130,0.5539830687505842,-0.11953267590880512,15108.33421438747,True,470.573968695458,5.0,0.0011036448291834161,0.2891514888120239,0.4827841856163154,1.001047522821579,1.20540241698912,0.20435489416754105,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.5439526517631197,0.11722664885394507,-0.11847847700715275,0.013227637341415521,1.0434736661292894,True,1.0,15578.90818308293,-0.10822467613862274,False,1.597513933275183,0.9047926682810208,0.3655752365523406,0.25928873922540663,871,0.16408861237056419,-0.017904578106707418,0.07487714649104193,-0.02236326289063094,-0.027792094033156328,0.0034558115407248326,0.005223488262187823,7.5914869592759935,-1.2812001385527625,2.838237059491525,-1.1004419042955202,-1.3039016820748697,0.2731336061514812,0.22993093936042447,0.7264567130005626,0.5142806649898484,0.8889087211235613,open,0.7234846892128773,193.4374600585551,449,9.588814319337034,0.9984910919947216,False,68,381,run+ledger,3.175065359528524,this run,1.0558899081493411,0.5023123611966229,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
us_stocks,5m,mc_rolling_window_z_score_reversion,True,113,3.6155146228877646,0.4766596067405974,0.12702025479961554,0.11752842476772174,0.0094918300318938,1.0310513654401428,0.6324990067540723,1.7881647046966194,2517,1.5608102468866625,1.4531956760600915,0.107614570826571,0.9372469957827196,0.0,2.447959107088101,1.9246802162787704,99.82091751438044,70582,2023-01-09,2026-08-21,0.07859050985364022,0.14582920886781586,-0.09220433207805223,-0.20683611088659715,0.22297670243449708,15408.483497932548,20704.355786773744,0.06066111068735304,-0.058385387927160595,0.11481986211830877,0.8115,-0.1327504640836194,0.3164913540008517,-0.42886603814298985,,,1,-0.428866,0.5389215950892053,-0.116449139241241,14944.438283494113,True,464.0452144384355,10.0,0.0008418408957992254,0.28513656561123946,0.4766596067405974,1.0001527431905863,1.3775953031370711,0.3774425599464848,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.5291638811314743,0.11396083892864617,-0.11542137230621818,0.01305941587096937,1.0430400956980352,True,1.0,15408.483497932548,-0.09220433207805223,False,3.6542704778764383,2.2413059901013366,0.025006261220473114,0.25705373697808054,871,0.14797798969237597,0.007715901440276979,0.06190168109555838,-0.024872346124308567,-0.015944655122198035,0.04086486680574811,0.025938990587088238,4.776620782140113,0.3890884441355552,3.194501505720177,-1.161882892818197,-0.6706820371642886,3.1061128042401025,1.3252947747756416,0.05426937702290413,0.4493085207209229,0.7309523195183819,open,0.8173860803479945,154.5128184702229,449,9.588814319337034,0.998531454436592,False,68,381,run+ledger,3.175065359528524,this run,1.0492137751621997,0.5115964717244628,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
us_stocks,5m,ichimoku,True,113,3.6155146228877646,0.4741171718989139,0.10151481190019318,0.09265291617754778,0.008861895722645396,1.0296357922502817,0.11034432126862932,1.7738859253115051,13621,1.5828308640073494,1.4531956760600915,0.12963518794725792,0.9344672924529077,0.0,2.623063366453762,2.2849599486036887,99.82091751438044,70582,2023-01-09,2026-08-21,0.06231080420863438,0.14582920886781586,-0.058573681731986516,-0.20683611088659715,0.22297670243449708,14184.586936760286,20704.355786773744,0.060603171769680775,-0.00423738279456802,0.13872629785358792,0.741,-0.1873132593519396,0.3476615562804108,0.1827761839132429,,,1,0.182776,0.4272861705305885,-0.0933103112101964,13776.31492953416,True,408.272007226127,2.0,0.00459318592257615,0.2262113310647158,0.4741171718989139,0.9997814247253171,1.7331130449455243,0.7333316202202073,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.4195497274781596,0.08988653276521719,-0.09248231141672347,0.011628279134975994,1.0391161780061327,True,1.0,14184.586936760286,-0.058573681731986516,False,3.363097163229359,2.577754497160061,0.009944462243411056,0.2509373498249179,871,0.10739549830856614,0.023796749179606808,0.039117836711365164,-0.017604754608513157,-0.012227341989057507,0.02056428813130038,-0.07064908201631767,6.896442036325034,1.637909741313223,2.7684137670705713,-1.2045928435480084,-0.6602885785576822,2.033187553981363,-6.367017862131889,0.022315176327343922,0.2756365384299054,0.551910795221208,open,0.701459033612774,75.59163451388929,449,9.588814319337034,0.998727945223009,False,68,381,run+ledger,3.175065359528524,this run,1.0464423792085098,0.5363884847988396,True,False,True,True,True,False,4,6,False,True,underpowered,2000.0
us_stocks,5m,mc_round_number_magnet,True,113,3.6155146228877646,0.45922189633318433,0.11093624874981156,0.10346327953482026,0.0074729692149912985,1.0247029459311632,0.592948717948718,2.549127293085742,624,1.5504326307703635,1.4531956760600915,0.09723695471027205,1.2497637158103994,0.0,0.5597359113943586,1.495709402508612,99.82091751438044,70582,2023-01-09,2026-08-21,0.0694071280441801,0.14582920886781586,-0.09199399462591118,-0.20683611088659715,0.22297670243449708,14628.161454267714,20704.355786773744,0.17742138723684187,-0.10138704260552477,0.07780427090349597,0.903,-0.04072707047882844,0.25874985450961696,0.21314230925777844,,,1,0.213142,0.4759480530892332,-0.10345822925261927,14275.514198873394,True,352.6472553943205,20.0,0.00020143832899113042,0.2574551581079132,0.45922189633318433,0.9976074400305245,1.2059075073424965,0.20830006731197204,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.467330538031194,0.1003517400856353,-0.10254231462048635,0.010584508664176262,1.0352181424904596,True,1.0,14628.161454267714,-0.09199399462591118,False,1.8153652205416753,1.2256545520720832,0.22032869971540858,0.2686974114123464,871,0.14988791611516605,-0.011840783218809776,0.048144239610156354,-0.008945715811958466,-0.025961659666759597,-0.0032513813865822517,-0.007577953418765543,7.718844509883995,-1.0114110911411558,2.229612691204908,-0.5081106342855325,-1.3966063013227574,-0.2721683011317407,-0.3692650293678744,0.1347293990164533,0.46767771665629526,0.9475667207981084,open,1.2734435716363015,182.78639533136558,449,9.588814319337034,0.9984653558284228,False,68,381,run+ledger,3.175065359528524,this run,1.0302056970504618,0.5202269337199017,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0
us_stocks,5m,mc_chaikin_money_flow_gradient,True,113,3.6155146228877646,0.49834433631226654,0.11799260223239827,0.11126297576030719,0.006729626472091077,1.0220689286256015,0.5342335939350865,1.4975804628497413,4221,1.534215041429361,1.4531956760600915,0.08101936536926946,0.33947993392241294,0.0,1.1128842111186823,1.3980695299731276,99.82091751438044,70582,2023-01-09,2026-08-21,0.07450650031372616,0.14582920886781586,-0.08982619308705997,-0.20683611088659715,0.22297670243449708,14966.893181435484,20704.355786773744,0.055303497855998106,-0.04235702678719968,0.23865730275470767,0.617,-0.3812614715066917,0.5165136793794175,-0.3766684869742247,,,1,-0.376668,0.5109161661931607,-0.1106914930758135,14643.721927406397,True,323.1712540290865,5.0,0.0014155910636837834,0.2508341212151026,0.49834433631226654,1.003322676690814,1.3135656558220081,0.31024297913119403,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.501665518508003,0.10789951313950796,-0.10971320200125134,0.010093089092890306,1.0333320866494249,True,1.0,14966.893181435484,-0.08982619308705997,False,2.3722502104119867,1.4849735468039587,0.1375508316891907,0.2365888067768963,871,0.14644574113395464,0.005100811483881633,0.0379858713072384,-0.013100560159429994,-0.01991573519834908,0.00189832757323901,-0.019437790642132,6.277383096867191,0.32680348090472155,2.1375678690903226,-0.741679514453274,-0.9520960105445189,0.1510416112610784,-0.9665033395804072,0.16209218876933695,0.4690695021957025,0.832042999440645,open,1.7057859293593851,119.14428605317453,449,9.588814319337034,0.9983567895139915,False,68,381,run+ledger,3.175065359528524,this run,1.0728513413277083,0.4613637001016526,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
us_stocks,5m,mc_mean_abs_deviation_score,True,113,3.6155146228877646,0.44145710314733944,0.10739147262657633,0.10145132329488993,0.005940149331686406,1.019636462000041,0.5599857600569598,1.6272092196421373,2809,1.5321861007756616,1.4531956760600915,0.07899042471557016,0.3901349945960563,0.0,1.4037233385092405,1.9393363427293835,99.82091751438044,70582,2023-01-09,2026-08-21,0.06808894166375712,0.14582920886781586,-0.08323773119033062,-0.20683611088659715,0.22297670243449708,14460.108305371778,20704.355786773744,0.060260360259680554,-0.04713012366737804,0.2024694677732164,0.6405,-0.3403090485507385,0.44207796574324304,-0.7136798726447053,,,1,-0.713680,0.4669088051178763,-0.10158042739318274,14181.631242382144,True,278.4770629896327,5.0,0.0009404937259206328,0.25994666835727576,0.44145710314733944,0.9950178861906713,1.2901777966655048,0.2951599104748335,SPY,0.2198832416209342,20515.634341428802,1.4125157574407974,0.14851828073676457,-0.2084730568606269,0.4584549546761769,0.09840437494988041,-0.10068074559606088,0.008987097676695921,1.0298999102685782,True,1.0,14460.108305371778,-0.08323773119033062,False,2.5108220530200644,1.7875165967920053,0.07385403209574326,0.2611357160064537,871,0.1359203552261243,-0.0005780481744407789,0.0483646060428791,-0.020698841771018092,-0.003061705957353363,0.009848701568619117,0.008403895064047961,6.543734563649444,-0.047224279064811386,2.3081430465787847,-1.187751025351878,-0.15119281242413304,0.8697466443177604,0.4338486806171982,0.05246039631075483,0.41235529876819305,0.8240300181667992,open,0.8077594806141207,145.98244214283278,449,9.588814319337034,0.9982494599296337,False,68,381,run+ledger,3.175065359528524,this run,1.0108410804450696,0.521345020330592,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0
