class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,expectancy,win_rate,avg_win,avg_loss,expectancy_r,roi,roi_ann,roe_ann,bench_roi,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,n_trials,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling,edge_t_bar_corrected,edge_t_uncorrected_pass,edge_t_bar_source
cme_futures,1d,short,ADX~MININDEX|gate,19,13.208274429661897,-0.128406241565452,0.5831230235775905,-0.7939581689184482,13,1.0,0.9285714285714286,0.268773752728864,-0.0060825870894252,-6835.300725346358,0.0,0.0613769689728719,0.1721799123597595,-0.6052981143596867,-0.5032754813148206,1.0881107472647378,216.0,0.0017499951332186,0.518348623853211,0.0464491374943114,0.041137213675265,0.042540439102974,0.061881350073961,0.0045628647847624,0.0045628647847628,0.5085372101065242,2007.7788163877267,11971.771612763256,10618.81350073961,15085.372101065244,0.3684210526315789,0.4061371841155234,0.5938628158844765,32.68392989542967,1.0,0.4696759774101073,542,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
cme_futures,1d,long,ADX~TEMA_100|gate,19,13.208274429661897,-0.1025731641925326,0.53208671923971,-0.6950611424979959,13,1.0,0.9285714285714286,-0.0117015052563012,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0418415734038187,0.0643005632390003,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3846.011297020148,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4285688265104066,542,False,False,False,False,False,False,0,6,False,True,underpowered,False,,,
cme_futures,1d,short,ADX~TEMA_100|gate,19,13.208274429661897,-0.1030881560953666,0.5318057560697547,-0.6989199128678236,13,1.0,0.9285714285714286,0.2619601171529793,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0416499184375278,0.0645964467063002,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3836.560912394316,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4283425249477357,542,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
cme_futures,1d,long,ADX~TEMA_50|gate,19,13.208274429661897,-0.103887726945569,0.5313820986199648,-0.704902418366071,13,1.0,0.9285714285714286,-0.0117015052563012,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0415685607790146,0.0647228743610905,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3826.554783314706,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4280012903904096,542,False,False,False,False,False,False,0,6,False,True,underpowered,False,,,
cme_futures,1d,short,ADX~TEMA_50|gate,19,13.208274429661897,-0.103887726945569,0.5313820986199648,-0.704902418366071,13,1.0,0.9285714285714286,0.2619601171529793,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0415685607790146,0.0647228743610905,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3826.554783314706,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4280012903904096,542,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
cme_futures,1d,long,ADX~TSF_100|gate,19,13.208274429661897,-0.103887726945569,0.5313820986199648,-0.704902418366071,13,1.0,0.9285714285714286,-0.0117015052563012,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0415685607790146,0.0647228743610905,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3826.554783314706,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4280012903904096,542,False,False,False,False,False,False,0,6,False,True,underpowered,False,,,
cme_futures,1d,short,ADX~TSF_100|gate,19,13.208274429661897,-0.103887726945569,0.5313820986199648,-0.704902418366071,13,1.0,0.9285714285714286,0.2619601171529793,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0415685607790146,0.0647228743610905,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3826.554783314706,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4280012903904096,542,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
cme_futures,1d,long,ADX~TSF_21|and,19,13.208274429661897,-0.0924876632928475,0.6399558903476025,-0.5210812454106505,13,0.5040863981319322,0.9285714285714286,-0.0264579869007394,-0.3416065266727503,-2018.8727362933728,0.0,0.0353801070577897,0.1721799123597595,-0.4333253597610771,-0.5032754813148206,1.0474514581282213,405.0,0.0005639853504903,0.3952879581151832,0.0277269461200395,0.0166978693355139,0.0337758871600952,0.0993695875331857,0.0087494102277037,0.0026361559396319,0.5085372101065242,4976.772968409435,11971.771612763256,10993.695875331858,15085.372101065244,0.2631578947368421,0.2273788674839462,0.2723292469352014,61.33955714613106,1.0,0.5154519649289263,542,False,False,False,False,False,False,0,6,False,True,underpowered,False,,,
cme_futures,1d,short,ADX~TSF_21|and,19,13.208274429661897,-0.2563832458389564,0.9356885992534066,-0.9879386579892449,13,1.0,0.9285714285714286,0.0618977741408091,-0.0140380948051527,-9095.07946749263,0.0,-0.0976621538301403,0.1721799123597595,-0.6463692277321971,-0.5032754813148206,0.9930328424876732,357.0,-0.0001622955570493,0.3914081145584726,0.0379304737766469,0.0256134480677306,-0.006336341621019,-0.4001010936635597,-0.0501752146062437,-0.0501752146062433,0.5085372101065242,-3055.561078657213,11971.771612763256,5998.989063364403,15085.372101065244,0.2105263157894736,0.2273788674839462,0.7726211325160537,53.902684568719465,1.0,0.7536496410475926,542,False,False,True,False,False,False,1,6,False,True,underpowered,False,,,
cme_futures,1d,long,ADX~TSF_21|gate,19,13.208274429661897,-0.103887726945569,0.5313820986199648,-0.704902418366071,13,1.0,0.9285714285714286,-0.0117015052563012,-0.1322609853860932,-6015.550465155306,0.0,0.1244352176182051,0.1721799123597595,-0.5526977495909147,-0.5032754813148206,1.1512908784973008,205.0,0.0026904367366715,0.5144230769230769,0.0468857075363096,0.0415685607790146,0.0647228743610905,0.2287404569434628,0.015741038365306,0.0157410383653067,0.5085372101065242,3826.554783314706,11971.771612763256,12287.404569434628,15085.372101065244,0.3684210526315789,0.4585522475189725,0.5414477524810274,31.34229130821609,1.0,0.4280012903904096,542,False,False,False,False,False,False,0,6,False,True,underpowered,False,,,
