class,timeframe,n_assets,n_trials,n_folds,years_oos,noise_ceiling_5,noise_ceiling_96,oos_start,oos_end,seconds
us_etfs,1d,10,5,24,22.088875298871415,0.20583961594276157,0.492543865663596,2003-01-03,2026-08-07,0.15858674049377441
us_etfs,4h,10,5,4,3.4568103480836365,0.5203289477504047,1.2450704893120355,2023-02-10,2026-08-07,0.07547688484191895
crypto,1d,20,5,6,5.9388749823844265,0.39697547133304284,0.9499037992685333,2020-08-29,2026-08-08,0.11830639839172363
crypto,4h,20,5,4,3.5899617386303473,0.5105882950588093,1.2217625429343129,2023-01-07,2026-08-08,0.2381293773651123
