class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,fold_dsharpe,fold_sd,fold_t,n_folds_scored,fold_edges,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,t_bar_maxt,t_bar_bonferroni,n_candidates_maxt,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,boot_draws,edge_t_bar_corrected,edge_t_bar_source,edge_t_uncorrected_pass
us_stocks,1d,ibs,True,189,23.584466446129404,0.46938034442324383,0.14627316252523603,0.0844074829794812,0.06186567954575484,3.700686626021147,0.6535238068587259,1.4743483785810683,71471,1.1727109581123658,0.7213537298209038,0.45135722829146196,3.873814746846168,0.10949411190425035,0.06223258698646795,4.548518999379178,99.2046832884097,5936,2003-01-03,2026-08-07,0.12281410394004631,0.2015991778714862,-0.18711493195859474,-0.5585339210141802,0.13319632586727148,250195.0898536292,190879.00865275037,0.02456634456242247,-0.03142884609454141,0.11651492334756856,1.0,0.2256996242321247,0.6845550972665525,0.38011535226567056,0.6189325670421204,2.814373434729436,21,1.006038;0.799229;1.159719;0.326611;0.965985;0.402187;0.099425;0.098179;0.051568;0.249071;0.434547;0.538601;-0.140660;0.291186;1.823803;0.127274;1.017900;-0.564238;-0.822394;0.533753;-0.415361,0.6091994284735469,-0.37350743718611623,67607.74827417108,True,182587.34157945812,10.0,0.0034044308634414286,0.3375544690689505,0.46938034442324383,0.22197404803281132,0.7817289672937685,0.5597549192609572,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.6621470443233466,0.07842770209277705,-0.39870107067076543,0.06784546043245898,4.216185509605253,True,1.0,250195.0898536292,-0.18711493195859474,True,0.07820518833152437,5.370714869234517,7.842512639300026e-08,0.7486470034553223,5909,0.54932119084327,-0.0713674176315599,0.011926689057327466,0.013208399432406093,0.09311491432497046,-0.032593461927315576,0.06884161082613842,27.417160166293407,-3.5284602108564576,0.6236072871065981,0.6617212163085638,3.145076761930674,-2.6167625760777056,3.850649282933463,5.402476661808819e-06,0.5721904568467038,0.770636159811062,close,1.857923920700875,40.72005711411877,405,1.415104127694088,0.9999999986348731,False,0,405,run+ledger,0.4734996761147391,this run,0.7652362433099018,0.407474714802464,3.759109295296527,3.8279805441446566,387,True,False,True,True,True,True,5,6,True,True,fail,2000.0,3.759109295296527,maxT,True
us_stocks,1d,volmanaged,True,189,23.584466446129404,0.8699207717029491,0.11673173805228143,0.09567322844254433,0.021058509609737097,1.566721710034805,0.5125645274361099,1.174621953700612,313820,0.8571259654225067,0.7213537298209038,0.1357722356016029,2.02259394568655,0.003704227556450168,0.024449661826234943,2.3750561468122955,99.2046832884097,5936,2003-01-03,2026-08-07,0.14034926639750067,0.2015991778714862,-0.35027644923303214,-0.5585339210141802,0.13319632586727148,135160.02401067683,190879.00865275037,0.014032024528837402,-0.012561850989677886,0.0671277771255843,0.962,-0.008744323463014266,0.24724986733265217,-0.04517592234926063,0.12220921332607934,-1.6939973519226945,21,0.008465;0.130183;-0.325126;0.138484;0.171586;-0.112977;-0.018488;-0.018118;-0.102930;-0.016925;-0.109569;0.002229;-0.012566;-0.126422;0.076656;-0.105926;-0.211365;-0.123662;0.046301;-0.048220;-0.190306,0.6961797556881376,-0.4184897431840672,86269.32475945215,True,48890.699251224665,20.0,0.00019542454124965233,0.13532094682997897,0.8699207717029491,0.23413795249800978,0.3332560276543801,0.09911807515637033,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.7566871306850982,0.08877292104568535,-0.4449134557228923,0.02795881700659608,1.818450523920858,True,1.0,135160.02401067683,-0.35027644923303214,False,0.04395239094343359,4.015467642608599,5.932803851305124e-05,0.8654632610098703,5909,0.6978751408715299,0.04548162064045247,-0.03841461934149111,-0.05446152007791294,0.11789171845926805,-0.003602302798665191,-0.04716767433840512,22.953424898745528,2.8714106772822268,-2.1948783567896952,-2.0780900665228748,4.884296783129567,-0.2576122971006341,-3.131295688994693,0.017546280936545422,0.6986510989821438,0.8905547469221476,close,-0.3763656976293782,5.6926893015056885,405,1.415104127694088,0.9999805234459864,False,0,405,run+ledger,0.4734996761147391,this run,0.7368829369749514,0.1202430284475553,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
us_stocks,1d,MAXINDEX~HT_PHASOR|and,True,189,23.584466446129404,0.4590776820037721,0.08265059170987898,0.06911113869977248,0.013539453010106506,1.3455506015631495,0.550940654016956,1.2937488372382038,61925,0.8477670340657667,0.7213537298209038,0.12641330424486286,1.242204996503646,0.002978807949730322,0.027630068283121416,2.4852933781082966,99.2046832884097,5936,2003-01-03,2026-08-07,0.09952169485475197,0.2015991778714862,-0.20204323787327905,-0.5585339210141802,0.13319632586727148,65071.16301820603,190879.00865275037,0.0297583900773055,-0.02822022944754616,0.10176525179070299,0.8705,-0.0890449020759726,0.304758196809977,0.09721710642016071,0.42639839202103685,1.0448086985116591,21,0.088422;0.640547;0.628881;-0.497458;-0.098879;-0.105679;0.827367;-0.037251;-0.095367;-0.031397;0.181087;-0.204077;-0.575891;0.058376;0.743744;-0.139087;0.336005;0.523505;-0.127508;-0.615176;0.541394,0.4936612138279366,-0.3104016026151112,48360.24965736089,True,16710.913360845145,5.0,0.002945070153814842,0.18884499151568623,0.4590776820037721,0.2216895754158195,0.409073783314229,0.1873842078984095,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.5365670063944219,0.06433004682224386,-0.3332083021287642,0.018320544887635126,1.4955741254324384,True,1.0,65071.16301820603,-0.20204323787327905,False,0.039826589164479224,3.5322547647093137,0.0004120321941878391,0.6718594472039612,5909,0.43695434586979076,0.009106359441236028,0.008921999391411722,-0.001656915977675033,0.005897674657895882,-0.037311373594811015,-0.07457129020343795,27.2969082897681,0.6106397321962137,0.5844514655493313,-0.08447268893631958,0.26655857698273233,-3.6333426930398223,-5.649643981387486,0.01294447071247773,0.436918990481437,0.6913868930814643,close,0.29293285506989963,27.89256023925027,405,1.415104127694088,0.9999801706275008,False,0,405,run+ledger,0.4734996761147391,this run,0.7647134664649239,0.08305356760084281,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
us_stocks,1d,CDLDOJI~CORREL|or,True,189,23.584466446129404,0.9913581573893954,0.10690379213506729,0.09483884121786179,0.012064950917205497,1.294954439753438,0.5024321583076318,1.288997608992995,48311,0.8001468234660739,0.7213537298209038,0.07879309364517006,0.7633379701331399,0.0015087445739681016,0.01575338112416667,1.326048567360188,99.2046832884097,5936,2003-01-03,2026-08-07,0.13903860774602728,0.2015991778714862,-0.3543037052118393,-0.5585339210141802,0.13319632586727148,109725.57714097528,190879.00865275037,0.05132588702678001,-0.040207722784572186,0.10322176641026665,0.7975,-0.13518569056570273,0.272379234626333,0.1952425905395209,0.39830558886639056,2.246300265514854,21,-0.321724;0.019830;0.347427;0.351725;0.381905;0.180735;-0.025367;0.589769;0.922202;0.238069;-0.101091;-0.467140;0.129771;0.001062;-0.608264;0.235168;0.786168;0.383403;0.239621;-0.018421;0.835249,0.689678446182258,-0.41520296246302413,84733.15645133218,True,24992.420689643106,3.0,0.002872164122790792,0.10788425112471112,0.9913581573893954,0.23818212652157428,0.3017292525099312,0.06354712598835693,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.7496207700282344,0.08800785974120462,-0.44155020210577145,0.01889593239386267,1.5009316915454687,True,1.0,109725.57714097528,-0.3543037052118393,False,0.03253331714435521,2.7141171950472547,0.006645265267195111,0.8441889737409711,5909,0.6617319332840798,-0.058967644154326815,0.05330265398978645,0.0335150230257904,0.04747637777937036,-0.037604692715631105,0.0524409559178627,23.66333748763219,-3.3006754568993957,2.577508549536592,1.2889938072793772,1.7981860304719899,-2.434820250157707,2.5714262859811883,0.18482361072449338,0.6011118070145666,0.8631231731425923,close,0.14997814953122052,34.458105293356915,405,1.415104127694088,0.9999431027118184,False,0,405,run+ledger,0.4734996761147391,this run,0.7402955957919797,0.05985122767409423,3.759109295296527,3.8279805441446566,387,True,False,True,True,True,True,5,6,True,True,fail,2000.0,3.759109295296527,maxT,True
us_stocks,1d,CDLLONGLEGGEDDOJI~CORREL|or,True,189,23.584466446129404,0.9913581573893954,0.10684103490899877,0.09483094503185852,0.012010089877140251,1.293443991680063,0.5024109600380787,1.2887483237830675,48321,0.7997977874968473,0.7213537298209038,0.07844405767594342,0.758942214082256,0.0015004283564719612,0.015738762265542806,1.3249447909819025,99.2046832884097,5936,2003-01-03,2026-08-07,0.13902621379571833,0.2015991778714862,-0.3543037052118392,-0.5585339210141802,0.13319632586727148,109578.95155160675,190879.00865275037,0.05132109960128109,-0.040208339529336785,0.10335972386356343,0.797,-0.13548845246150065,0.27220667136661025,0.19537190337375338,0.3983761415857183,2.247389947385141,21,-0.328851;0.019830;0.347669;0.351725;0.372315;0.178716;-0.010254;0.589769;0.922202;0.242450;-0.095364;-0.467140;0.129771;0.001062;-0.612276;0.235168;0.786168;0.383403;0.239621;-0.018421;0.835249,0.6896169680034292,-0.4151718235497074,84718.74488301107,True,24860.206668595685,3.0,0.0028728663918883013,0.10782089077571344,0.9913581573893954,0.23818212652157428,0.30155212417301197,0.06336999765143769,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.7495539485696129,0.08800061872349318,-0.4415183285391382,0.018840416185505582,1.499161299282126,True,1.0,109578.95155160675,-0.3543037052118392,False,0.032485226585937506,2.7104436289924587,0.006719326916951207,0.8441734185003202,5909,0.6616243058478135,-0.059008520179398116,0.05323185260715632,0.033381817791378554,0.047290899098060196,-0.037627952002253995,0.05252847218548316,23.65484649933409,-3.302784735454869,2.573975382853646,1.2837766640313923,1.791161288469147,-2.43605209605558,2.575774610717172,0.18518946335848474,0.599912742016779,0.8630355250905933,close,0.1500462196732389,34.470203826035686,405,1.415104127694088,0.9999427144537012,False,0,405,run+ledger,0.4734996761147391,this run,0.7402955957919797,0.05950219170486759,3.759109295296527,3.8279805441446566,387,True,False,True,True,True,True,5,6,True,True,fail,2000.0,3.759109295296527,maxT,True
us_stocks,1d,HT_PHASOR~CDLLONGLEGGEDDOJI|and,True,189,23.584466446129404,0.3073942659176593,0.05650984321841923,0.04657350344451627,0.009936339773902958,1.2496437553055109,0.5402431962941517,1.2607906999153502,55264,0.8642031253278398,0.7213537298209038,0.14284939550693598,1.3615478602419648,0.0037746372262153494,0.019550848987982393,2.546237639784929,99.2046832884097,5936,2003-01-03,2026-08-07,0.06614415596387771,0.2015991778714862,-0.13981955700835602,-0.5585339210141802,0.13319632586727148,36563.25763356312,190879.00865275037,0.025683619831970955,-0.023937256723899337,0.10491691087638284,0.8895,-0.08497876108224227,0.32820847923385177,0.07531884139201027,0.5153743085183105,0.6697157507279922,21,-0.447886;0.932699;0.575348;-0.373305;0.223255;-0.244852;0.919467;0.002915;0.212099;-0.134295;0.296316;-1.018096;-0.605519;0.110908;0.690243;0.314779;0.263638;0.678450;-0.347143;-0.103493;-0.363832,0.32809734971262006,-0.21342869588371582,29258.94478192642,True,7304.312851636694,3.0,0.002630154573677844,0.19581571953552102,0.3073942659176593,0.21769176526959028,0.40416265383419886,0.18647088856460858,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.35661341788663276,0.04345956642212778,-0.2310812383590064,0.013050276796291449,1.3406244149649282,True,1.0,36563.25763356312,-0.13981955700835602,False,0.02778571031040083,3.5796918933230644,0.00034399956181196956,0.636072273790409,5909,0.2841633276664092,0.013266667775606936,-0.005447674467782285,0.006402104047572521,0.014617069433309968,-0.019609506484960307,-0.04232450069521877,25.371375453653364,1.2995742663315022,-0.45658701529513257,0.4115222394382122,0.8978054395957507,-2.775665067823655,-4.298204246940914,0.01088910309960367,0.2949994781909609,0.6562482820953717,close,0.34811406747087487,30.168516747487406,405,1.415104127694088,0.9999861103539758,False,0,405,run+ledger,0.4734996761147391,this run,0.7570167591024549,0.10718636622538491,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
us_stocks,1d,HT_PHASOR~CDLDOJI|and,True,189,23.584466446129404,0.30743493576315206,0.056455315706742226,0.046583720208776436,0.00987159549796579,1.2478362270713377,0.5402666956159873,1.2603026718094672,55269,0.8632430407376928,0.7213537298209038,0.1418893109167889,1.3459178712110982,0.00372185174942391,0.01941856319383339,2.5278052018148007,99.2046832884097,5936,2003-01-03,2026-08-07,0.06615905840171413,0.2015991778714862,-0.13981955700835602,-0.5585339210141802,0.13319632586727148,36518.7781248182,190879.00865275037,0.0256874655397174,-0.023952377614854116,0.10542196812433477,0.8875,-0.08303211389831684,0.3284283964329423,0.0762214758154233,0.5189965835946363,0.673011525598476,21,-0.447886;0.932699;0.575348;-0.428789;0.232391;-0.241467;0.915989;0.002915;0.212099;-0.127112;0.335175;-1.018096;-0.605519;0.110908;0.692962;0.331417;0.263638;0.678450;-0.347143;-0.103493;-0.363832,0.3281712708366731,-0.21347367284301144,29265.681932097377,True,7253.096192720827,3.0,0.0026303927591301937,0.19558669820364138,0.30743493576315206,0.21769278767890732,0.4037726689648165,0.1860798812859092,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.356693763749608,0.043469052627854055,-0.23112902081830033,0.012986263078888172,1.338706473993497,True,1.0,36518.7781248182,-0.13981955700835602,False,0.02772307074774125,3.567845270982404,0.0003599289324447419,0.6357892132165397,5909,0.28422165688091805,0.013399914825237044,-0.0054634530205620035,0.0067985662401967295,0.014452229893683777,-0.01951740678148503,-0.04240094145062786,25.37640072764343,1.3126157795443856,-0.45807229573425845,0.4369574934570631,0.8871391875144715,-2.7635039441021934,-4.30494381480847,0.011477801551172284,0.29749443240365675,0.6562986695964569,close,0.34818386923006683,30.142304540119795,405,1.415104127694088,0.9999858290361858,False,0,405,run+ledger,0.4734996761147391,this run,0.7570188227683936,0.10622421796929915,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
us_stocks,1d,CDLDOJI~CORREL|gate,True,189,23.584466446129404,0.5798781699535178,0.08590653855519559,0.07777535021091286,0.008131188344282725,1.1939453575139418,0.5541992322350797,1.347063318049451,36209,0.7880530979476806,0.7213537298209038,0.06669936812677679,1.6503373008423832,0.0012036280814265443,0.008983952936171961,1.7583122771152255,99.2046832884097,5936,2003-01-03,2026-08-07,0.11264583675619327,0.2015991778714862,-0.3371053868244517,-0.5585339210141802,0.13319632586727148,69846.68395621292,190879.00865275037,0.04631508161903531,-0.04274246172107576,0.04041559752223462,0.933,-0.02204518728421116,0.1376670597630796,0.001759546585653418,0.26938325406832714,0.029932281594284623,21,-0.206345;0.291803;-0.000750;0.350102;0.010609;-0.291385;0.090984;0.167910;0.199361;-0.069805;0.059234;-0.769542;-0.086705;-0.053717;0.023529;0.225786;0.200876;0.154160;-0.022196;0.258802;-0.495761,0.5587613895330557,-0.3464271355609633,58500.737505817815,True,11345.946450395106,5.0,0.0017216016054784184,0.1527206752377972,0.5798781699535178,0.22512207547323135,0.25483585226696953,0.029713776793738184,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.6073252620876097,0.07232230530898875,-0.37069052468274355,0.013584233246206834,1.345670813529477,True,1.0,69846.68395621292,-0.3371053868244517,False,0.02530089183685576,4.02186157870137,5.7739988015281796e-05,0.9131155412489795,5909,0.5621752249114081,0.00438589472232509,0.024207487519826487,0.021563089197297047,0.028985594735574896,-0.0411894423755024,-0.000608080847733207,56.32671019291037,0.4510715980403438,1.8569618367459475,1.6006498378755358,1.407631196584687,-6.196372899940775,-0.0815814516550122,0.07869438987083877,0.5845257464471589,0.9403892349796169,close,0.0458783291890533,15.591030087840139,405,1.415104127694088,0.9999316238437355,False,0,405,run+ledger,0.4734996761147391,this run,0.7520617513231304,0.03599134662455028,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
us_stocks,1d,CDLLONGLEGGEDDOJI~CORREL|gate,True,189,23.584466446129404,0.5797681570681872,0.08578761398461388,0.07771878954660028,0.0080688244380136,1.1923402185704504,0.5541992322350797,1.3465409373058197,36209,0.7876004356741481,0.7213537298209038,0.06624670585324421,1.6553719163072678,0.001198165350899616,0.00906752297032042,1.7801085532574166,99.2046832884097,5936,2003-01-03,2026-08-07,0.11255958617026612,0.2015991778714862,-0.33707992820544974,-0.5585339210141802,0.13319632586727148,69666.50087988353,190879.00865275037,0.04626021630387977,-0.04270839055143856,0.040019227824659796,0.935,-0.021199732269799754,0.13673459021060289,0.001495242647760258,0.2687590902328649,0.025495184589851977,21,-0.210653;0.291803;-0.000595;0.338846;0.004547;-0.293498;0.102028;0.167910;0.199361;-0.066724;0.063463;-0.769542;-0.086705;-0.053717;0.033993;0.215002;0.200876;0.154160;-0.022196;0.258802;-0.495761,0.5583335575010117,-0.34619431760344277,58428.37454850747,True,11238.126331376065,5.0,0.0017215713809089598,0.15253402043161968,0.5797681570681872,0.225118855692956,0.2545022910184271,0.02938343532547108,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.6068602457034109,0.07227018994844348,-0.3704490946033375,0.0135174240361704,1.3437387643841157,True,1.0,69666.50087988353,-0.33707992820544974,False,0.02524812712709666,4.058815392676757,4.932228508369718e-05,0.9135112443905554,5909,0.5619033111978218,0.004888841655992182,0.023931582806131113,0.02165585104740858,0.029397798724846755,-0.04152728497303565,-0.00113905425800203,56.37792642839477,0.5044455610937177,1.8410324368546167,1.614600607979967,1.4297120627430715,-6.328884672191263,-0.15493436008466313,0.0750581970700479,0.5796417931251343,0.9403722701561005,close,0.034100312278082155,15.538300576789958,405,1.415104127694088,0.9999307273293908,False,0,405,run+ledger,0.4734996761147391,this run,0.7520802894858412,0.0355201461883069,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
us_stocks,1d,CDLDOJI~HT_PHASOR|gate,True,189,23.584466446129404,0.5824546828546842,0.08611886079315534,0.078181751975966,0.007937108817189342,1.1888455751907478,0.5541996481970096,1.3457371382209895,36384,0.7860863631445038,0.7213537298209038,0.06473263332359991,1.648023180130745,0.0011679351309997754,0.00880465807721709,1.7577249494967913,99.2046832884097,5936,2003-01-03,2026-08-07,0.11326579578343168,0.2015991778714862,-0.3357510982427683,-0.5585339210141802,0.13319632586727148,70169.48435289858,190879.00865275037,0.04633105128417029,-0.0427994074061609,0.03927895802925805,0.935,-0.02215528460098787,0.13356086391499294,0.003613001034758769,0.2729028865946186,0.06066938658780138,21,-0.218167;0.297253;0.009371;0.314033;0.025876;-0.309003;0.112497;0.195266;0.209261;-0.067637;0.080769;-0.773064;-0.071064;-0.053717;-0.009386;0.253021;0.205665;0.161583;-0.049724;0.258802;-0.495761,0.561836595661295,-0.34809906505977406,59023.21194377161,True,11146.272409126974,5.0,0.0017301982803520353,0.15238293535052438,0.5824546828546842,0.22519753036266482,0.2564961402773617,0.03129860991469685,SPY,0.11427327529030307,128314.13914731218,0.6762870691554744,0.18547859571819283,-0.5519695475840949,0.6106677449484372,0.07269674346524346,-0.3724239930035894,0.013422117327911876,1.3408042974600811,True,1.0,70169.48435289858,-0.3357510982427683,False,0.02514156796091396,4.050731845122435,5.105769256719128e-05,0.9168501613825,5909,0.5664073378519149,0.0001600979654128032,0.023139067432227295,0.019732325281914598,0.0320837138671862,-0.04300241212091627,0.00036138756071613445,57.61276438155137,0.017715051438723737,1.7447666369457822,1.4611252885919028,1.5477595264075648,-6.477399519664844,0.04767551086734569,0.07879432055053481,0.5852411719215126,0.9438916452901439,close,0.038904145374401636,15.577219180460867,405,1.415104127694088,0.9999287787901028,False,0,405,run+ledger,0.4734996761147391,this run,0.75162758567749,0.03445877746701376,3.759109295296527,3.8279805441446566,387,False,False,True,True,True,True,4,6,True,True,fail,2000.0,,,
