class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,fold_dsharpe,fold_sd,fold_t,n_folds_scored,fold_edges,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,boot_draws,edge_t_bar_corrected,edge_t_bar_source,edge_t_uncorrected_pass
cme_futures,1h,ibs,False,16,7.651388971072362,0.47792792759917685,0.1602130193097291,0.11274555526972918,0.04746746403999991,1.3766085932322754,0.6335354380096174,1.109496657160897,71745,1.4670672365006872,1.0694640345839193,0.3976032019167679,2.3373321302627614,0.5212425756938397,0.13974158952696228,1.1013306564302794,14.219809169599964,45171,2019-01-03,2026-08-21,0.10505557644817629,0.17173166794310704,-0.2369987739994346,-0.3632075361418342,0.18399777079354518,31174.773775277794,36411.29709505316,0.004335440448315824,-0.006755323576860559,0.17010984308510302,0.991,0.06629976964511865,0.743190919857563,0.3748386524759916,0.4065146276498539,2.061831605854733,5,0.837578;0.787041;-0.003928;0.198926;0.054576,0.611742596496414,-0.2395298264827147,22646.06942637156,True,8528.704348906233,1.0,0.09890533530124106,0.36469795836127394,0.47792792759917685,0.4584643077398324,0.6760077978720317,0.2175434901321993,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.5467483313463303,0.07891736463968346,-0.20880124844586623,0.08129565467004563,1.7434034126165205,True,1.0,31174.773775277794,-0.2369987739994346,False,0.3315692510004022,1.8724668058495777,0.06114205008872453,0.007292988958871982,1881,0.009365165206972384,-0.007301517059377713,0.002485447402693134,-0.0001841718537139575,0.008248526133590534,-0.0004511127601225409,-0.004846179025270358,2.700500053999317,-1.4251742930610702,0.5347303273698827,-0.024596168510505043,1.1779250047596572,-0.14512132688801666,-1.1759575650789569,0.2707527733694086,0.3952303867577073,0.5244766531062708,close,0.06203214015247278,66.68469632178173,175,1.4477618966343624,0.9999742069335651,False,0,175,run+ledger,0.5319560441215484,this run,0.8247719511710778,0.6422952853296093,True,False,True,True,True,False,4,6,False,True,underpowered,2000.0,3.627919521071868,bonferroni,True
cme_futures,1h,supertrend_lf,False,16,7.651388971072362,0.5226302622032183,0.11923311948824789,0.11142994184794519,0.007803177640302694,1.0549902433393457,0.39221488732073756,1.1704412165594444,8786,1.1367857512510413,1.0694640345839193,0.06732171666712206,0.2860010020653243,0.19405643509928422,-0.5506765066359542,-3.7531094243017633,14.219809169599964,45171,2019-01-03,2026-08-21,0.10382953487701893,0.17173166794310704,-0.14412924418858675,-0.3632075361418342,0.18399777079354518,23676.10075967548,36411.29709505316,0.024073950386106036,-0.013273081783979823,0.23538979297612875,0.587,-0.4119259797269377,0.505410254164045,-0.09648333836123273,0.7531603895905129,-0.2864506767132661,5,0.262442;0.897094;-0.764593;0.047331;-0.924691,0.6046033100395706,-0.2370645480036745,22442.009212079396,True,1234.0915475960835,1.0,0.01168314627521549,0.24052213083921958,0.5226302622032183,0.46254015349024,0.8272652795725246,0.3647251260822846,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.5403675545626991,0.07802997437156423,-0.206566541356909,0.04120314511668366,1.332413294206834,True,1.0,23676.10075967548,-0.14412924418858675,False,-0.3311720052648602,-1.5904742288811597,0.11172795015400427,0.013803956419551122,1881,0.011178010667668551,-0.012170681233091082,0.002610711362263402,0.007669919980705454,0.013562234785580458,-0.004643742086237514,-0.0074168046098015555,3.490415900320012,-2.144647481785023,0.5251038055715518,1.0659502817155553,1.5489847365917078,-1.3496684981733469,-1.507369526135238,0.0001746545692364876,0.4522541134348717,0.5440914134910273,close,0.6632911372967726,59.47270949872114,175,1.4477618966343624,0.9991972195014065,False,0,175,run+ledger,0.5319560441215484,this run,0.8430811375050927,0.2937046137459486,False,False,True,True,True,False,3,6,False,True,underpowered,2000.0,,,
cme_futures,1h,ssl_hybrid@allow_short=0,False,16,7.651388971072362,0.5233978874627744,0.12293287647369144,0.11748515305016372,0.005447723423527728,1.0379107328392259,0.375886524822695,3.2156542717653753,141,1.1138729987397795,1.0694640345839193,0.044408964155860264,0.28036522072179343,0.1788402687874946,0.05615041734197463,0.4759354673182123,14.219809169599964,45171,2019-01-03,2026-08-21,0.10947344780853713,0.17173166794310704,-0.1463459661365567,-0.3632075361418342,0.18399777079354518,24281.554516694338,36411.29709505316,0.35769388362064186,-0.06699391557995694,0.1583968369597715,0.5165,-0.3007442968978486,0.30919015727354904,-0.07620236563588771,0.2769499901807962,-0.6152506793623785,5,0.030789;0.035093;0.116747;0.002067;-0.565708,0.6374680285805212,-0.2483533230880547,23394.64632981649,True,886.9081868778484,20.0,0.0001789967637005919,0.24797412044569755,0.5233978874627744,0.46261023475899593,0.8400154764702,0.3774052417112041,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.5697405786505139,0.08210752676067079,-0.21681503307075822,0.04082534971302065,1.3275784371297483,True,1.0,24281.554516694338,-0.1463459661365567,False,0.28288437199025296,1.6374849659673527,0.10152917772112824,0.007826132310250644,1881,0.007915693696393038,-0.004777670965170045,0.008245969564750703,-0.008762026143806226,0.012008525480927018,0.0029332417726951037,-0.00620365740222377,2.5593527248131838,-0.8672988687535454,1.9303069564473254,-1.2196528901368802,1.4281891142516272,0.8574045021742372,-2.104410235122096,0.6341203533639534,0.46714925208610264,0.5377070663313182,close,-0.3887278841095347,50.12214506005705,175,1.4477618966343624,0.9989242683900939,False,0,175,run+ledger,0.5319560441215484,this run,0.8429257412702876,0.2709472574694919,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0,,,
cme_futures,1h,renko_delta,False,16,7.651388971072362,0.54782019806095,0.1176256654029828,0.11478977245986632,0.0028358929431164803,1.019629688093859,0.3861702127659574,1.4359685503935222,940,1.0931860076273217,1.0694640345839193,0.0237219730434024,0.11394282101738411,0.16371679349505475,-0.40377346508330253,-3.4102688793674734,14.219809169599964,45171,2019-01-03,2026-08-21,0.1069608409032809,0.17173166794310704,-0.14949041641895267,-0.3632075361418342,0.18399777079354518,23417.163360712897,36411.29709505316,0.10321114473743347,-0.04521811754050786,0.20819190565576018,0.5035,-0.4058499043929072,0.40410817576314884,-0.25397496790673457,0.7242265243941369,-0.7841542303326657,5,0.225600;-0.396631;0.662523;-0.547384;-1.213983,0.6228370235052741,-0.24334652862659467,22966.341245408403,True,450.82211530449445,2.0,0.0012755516219934422,0.22507021686297524,0.54782019806095,0.46484146224171335,0.7868441885487317,0.32200272630701837,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.5566640368882992,0.08029459389185067,-0.21226471677415482,0.03733107151113213,1.2968502956268375,True,1.0,23417.163360712897,-0.14949041641895267,False,-0.18026632567193615,-0.9848008553418048,0.32472190041877647,0.008918172959692883,1881,0.007876282113879004,-0.006010663299876384,0.001994628870623798,0.007161070935082064,0.01329854774675995,-0.0022752935185973077,-0.006330171949481161,2.6630441667012916,-1.028601671170303,0.38749590016218055,0.7856908284733839,1.6745714348917216,-0.7178580773503844,-1.3360782075516076,0.0006489886347122997,0.46050091250731395,0.6035101232798932,close,-0.039587603102353465,50.058427385782075,175,1.4477618966343624,0.9987329907878209,False,0,175,run+ledger,0.5319560441215484,this run,0.8379817467039914,0.25520426092333026,False,False,True,True,True,False,3,6,False,True,underpowered,2000.0,,,
cme_futures,1h,volmanaged,False,16,7.651388971072362,0.8583278773538613,0.1368612714948787,0.13521516946221324,0.001646102032665464,1.011148433453409,0.4911093546687314,1.0317213770281808,371964,1.0809395658842549,1.0694640345839193,0.011475531300335629,0.1837951934730442,0.15592735747679587,0.03483187590940825,0.45644078043158554,14.219809169599964,45171,2019-01-03,2026-08-21,0.12601604308886585,0.17173166794310704,-0.24374257951702516,-0.3632075361418342,0.18399777079354518,26683.29986270667,36411.29709505316,0.002306663191817762,-0.0021576226647242267,0.06243651470689115,0.524,-0.11166250778632014,0.13857504340284774,0.11795628943258256,0.2113262233031488,1.248109569282047,5,0.033157;0.081277;0.045066;-0.054948;0.485230,0.733796186796565,-0.2805741075616881,26389.102707279384,True,294.1971554272849,3.0,0.0003762353963284895,0.16118741868843722,0.8583278773538613,0.4934373349707399,0.5614992331912984,0.06806189822055847,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.6558344031903194,0.09394736787319924,-0.24628750340645023,0.04291390362167946,1.342340520425431,True,1.0,26683.29986270667,-0.24374257951702516,False,0.3380073616629094,1.6873586199713047,0.09153441551933961,0.008227738550210306,1881,0.012112009800175958,-0.00962595465132421,0.006787790540342743,0.000550982055807457,0.007305212407320539,0.0012908058494216072,-0.003281881884465714,3.5427124653208004,-1.62684055397835,1.2171269076279283,0.07377208738460818,0.8192798303950038,0.364787061934856,-0.8996784540089577,0.6480730462969655,0.6246448690946623,0.8774232148613037,close,-0.3625505346482437,30.96309435607193,175,1.4477618966343624,0.99855958700708,False,0,175,run+ledger,0.5319560441215484,this run,0.8889172110680389,0.192022354816216,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0,,,
cme_futures,1h,ALWAYS_FLAT,False,16,7.651388971072362,0.0,0.0,0.0,0.0,1.0,,,0,,1.0694640345839193,,,,0.0,,14.219809169599964,45171,2019-01-03,2026-08-21,0.0,0.17173166794310704,0.0,-0.3632075361418342,0.18399777079354518,10000.0,36411.29709505316,,,,,,,,,,0,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,close,,,175,1.4477618966343624,,False,0,175,run+ledger,0.5319560441215484,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0,,,
cme_futures,1h,CDL3STARSINSOUTH,False,16,7.651388971072362,0.0,0.0,0.0,0.0,1.0,,,0,,1.0694640345839193,,,,0.0,,14.219809169599964,45171,2019-01-03,2026-08-21,0.0,0.17173166794310704,0.0,-0.3632075361418342,0.18399777079354518,10000.0,36411.29709505316,,,,,,,,,,0,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,close,,,175,1.4477618966343624,,False,0,175,run+ledger,0.5319560441215484,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0,,,
cme_futures,1h,CDLABANDONEDBABY,False,16,7.651388971072362,0.0,0.0,0.0,0.0,1.0,,,0,,1.0694640345839193,,,,0.0,,14.219809169599964,45171,2019-01-03,2026-08-21,0.0,0.17173166794310704,0.0,-0.3632075361418342,0.18399777079354518,10000.0,36411.29709505316,,,,,,,,,,0,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,close,,,175,1.4477618966343624,,False,0,175,run+ledger,0.5319560441215484,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0,,,
cme_futures,1h,connors_rsi,False,16,7.651388971072362,0.0,0.0,0.0,0.0,1.0,,,0,,1.0694640345839193,,,,0.0,,14.219809169599964,45171,2019-01-03,2026-08-21,0.0,0.17173166794310704,0.0,-0.3632075361418342,0.18399777079354518,10000.0,36411.29709505316,,,,,,,,,,0,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,close,,,175,1.4477618966343624,,False,0,175,run+ledger,0.5319560441215484,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0,,,
cme_futures,1h,supertrend_adx,False,16,7.651388971072362,0.0,0.0,0.0,0.0,1.0,,,0,,1.0694640345839193,,,,0.0,,14.219809169599964,45171,2019-01-03,2026-08-21,0.0,0.17173166794310704,0.0,-0.3632075361418342,0.18399777079354518,10000.0,36411.29709505316,,,,,,,,,,0,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,ES.v.0,0.13946730422031672,27154.890014543405,0.7755528860308853,0.19214613090722038,-0.3558617871329781,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,close,,,175,1.4477618966343624,,False,0,175,run+ledger,0.5319560441215484,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0,,,
