class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,boot_draws
commodities,15m,rsi2_raw,False,3,2.9097757715703843,0.0,0.0,0.0,0.0,1.0,,,0,,1.0844034771802593,,,,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0,0.34375501046889795,0.0,-0.2395185149460699,0.36845027495834026,10000.0,24911.27208644664,,,,,,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,,,168,12.933834814723626,,False,0,168,run+ledger,4.776105553946709,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0
commodities,15m,supertrend_pullback,False,3,2.9097757715703843,0.0,0.0,0.0,0.0,1.0,,,0,,1.0844034771802593,,,,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0,0.34375501046889795,0.0,-0.2395185149460699,0.36845027495834026,10000.0,24911.27208644664,,,,,,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,,,168,12.933834814723626,,False,0,168,run+ledger,4.776105553946709,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0
commodities,15m,ema_fan_align,False,3,2.9097757715703843,0.0,0.0,0.0,0.0,1.0,,,0,,1.0844034771802593,,,,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0,0.34375501046889795,0.0,-0.2395185149460699,0.36845027495834026,10000.0,24911.27208644664,,,,,,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,,,168,12.933834814723626,,False,0,168,run+ledger,4.776105553946709,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0
commodities,15m,lorentzian_knn@allow_short=0,False,3,2.9097757715703843,0.0,0.0,0.0,0.0,1.0,,,0,,1.0844034771802593,,,,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0,0.34375501046889795,0.0,-0.2395185149460699,0.36845027495834026,10000.0,24911.27208644664,,,,,,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,,,168,12.933834814723626,,False,0,168,run+ledger,4.776105553946709,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0
commodities,15m,vwma_offset_dip,False,3,2.9097757715703843,0.0,0.0,0.0,0.0,1.0,,,0,,1.0844034771802593,,,,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0,0.34375501046889795,0.0,-0.2395185149460699,0.36845027495834026,10000.0,24911.27208644664,,,,,,,0.0,0.0,10000.0,False,0.0,0.0,0.0,,,,,,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0,0.0,0.0,0.0,1.0,False,,,,,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,,,168,12.933834814723626,,False,0,168,run+ledger,4.776105553946709,this run,,,False,False,False,False,True,False,1,6,False,False,unrankable,0.0
commodities,15m,BUYHOLD,False,3,2.9097757715703843,0.9999868263315286,0.36822648626597143,0.36845026354636756,-0.00022377728039613132,0.9995242501273535,0.6666666666666666,61.30337576359952,3,1.083927726238302,1.0844034771802593,-0.00047575094195728695,,0.0,-4.660270786482595e-15,-3.6333923145007336,2.8812920734036807,75909,2023-10-02,2026-08-21,0.3437549992084596,0.34375501046889795,-0.23951851494606946,-0.2395185149460699,0.36845027495834026,24899.41994772441,24911.27208644664,1.7287002038961323,-0.05639820588550992,,,,,0.9999999672428386,-0.23951850786702877,24911.27148195942,False,-11.851534235005623,0.0,6.873381858288741e-05,0.3682321373292712,0.9999868263315286,1.5382947116966799,1.537361261399279,-0.000933450297400773,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,1.0,0.35578364681610086,-0.2914195276759586,0.012442839449870569,1.026939437397697,True,1.0,24899.41994772441,-0.23951851494606946,False,1.8049861069732007,0.6628234987047755,0.5074436018918753,0.0061894336973576936,686,0.002942661691879662,-0.004674699797452532,0.032301732223482774,-0.006537377163567289,-0.008216178470134394,0.009239062041950182,-0.00861756133226908,0.2609410705712202,-0.23577835925405285,2.032196024036288,-0.27072450297742295,-0.42082087582835126,0.650990271480656,-0.6339315517539778,0.00027971921790248544,1.0,1.0,open,-0.03687890761344959,23.745375623258475,168,12.933834814723626,0.9677345000244885,False,0,168,run+ledger,4.776105553946709,this run,0.7564136764819344,0.32751404975636766,False,False,True,False,False,False,1,6,False,True,underpowered,
commodities,15m,ALWAYS_LONG,False,3,2.9097757715703843,0.9999868263315286,0.36822648626597143,0.36845026354636756,-0.00022377728039613132,0.9995242501273535,0.6666666666666666,61.30337576359952,3,1.083927726238302,1.0844034771802593,-0.00047575094195728695,-1.1879018131203065,0.0,-4.660270786482595e-15,-3.6333923145007336,2.8812920734036807,75909,2023-10-02,2026-08-21,0.3437549992084596,0.34375501046889795,-0.23951851494606946,-0.2395185149460699,0.36845027495834026,24899.41994772441,24911.27208644664,1.7287002038961323,-0.05639820588550992,0.0004004968564763901,0.0,-0.0013486498026825887,0.0,0.9999999672428386,-0.23951850786702877,24911.27148195942,False,-11.851534235005623,0.0,6.873381858288741e-05,0.3682321373292712,0.9999868263315286,1.5382947116966799,1.537361261399279,-0.000933450297400773,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,1.0,0.35578364681610086,-0.2914195276759586,0.012442839449870569,1.026939437397697,True,1.0,24899.41994772441,-0.23951851494606946,False,1.8049861069732007,0.6628234987047755,0.5074436018918753,0.0061894336973576936,686,0.002942661691879662,-0.004674699797452532,0.032301732223482774,-0.006537377163567289,-0.008216178470134394,0.009239062041950182,-0.00861756133226908,0.2609410705712202,-0.23577835925405285,2.032196024036288,-0.27072450297742295,-0.42082087582835126,0.650990271480656,-0.6339315517539778,0.00027971921790248544,1.0,1.0,open,-0.03687890761344959,23.745375623258475,168,12.933834814723626,0.9677345000244885,False,0,168,run+ledger,4.776105553946709,this run,0.7564136764819344,0.32751404975636766,False,False,True,False,False,False,1,6,False,True,underpowered,2000.0
commodities,15m,CDLKICKING,False,3,2.9097757715703843,2.6347336942918496e-05,5.8841938891829315e-05,0.00039424256753095577,-0.00033540062863912645,0.9990247562691648,1.0,,1,0.16203236155362105,1.0844034771802593,-0.9223711156266383,-3.323504329503593,0.0,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0003635463807881956,0.34375501046889795,-0.00037228155221480375,-0.2395185149460699,0.36845027495834026,10001.7122646855,24911.27208644664,0.0007127564107458628,,0.27752968679430184,0.0,-1.4851104615156603,-0.43696281599991055,0.0010575740562800853,-0.0002786266258389958,10011.475893787325,False,-9.763629101824378,0.0,4.582254572192493e-05,8.33014602546962,2.6347336942918496e-05,1.4147734093827724,0.15805762746438198,-1.2567157819183905,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0017418584760372764,0.0005682354583282923,-0.000554240867395861,-0.0005093935194364629,0.9985193408938193,False,1.0,10001.7122646855,-0.00037228155221480375,False,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,114.43171240647308,39911.220221913536,168,12.933834814723626,0.6149016916359309,False,0,168,run+ledger,4.776105553946709,this run,-0.1386007556858404,0.30063311723946146,False,False,True,False,False,False,1,6,False,False,unrankable,1407.0
commodities,15m,CDLKICKINGBYLENGTH,False,3,2.9097757715703843,2.6347336942918496e-05,-0.00015059445584519882,0.00035773811846562253,-0.0005083325743108214,0.9985221124931738,0.0,0.0,1,-0.4563751619799309,1.0844034771802593,-1.54077863916019,-5.082071062809203,0.0,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.0003298851090056774,0.34375501046889795,-0.0006769454852618706,-0.2395185149460699,0.36845027495834026,9995.618669111302,24911.27208644664,,-0.001114996186117212,0.30317927870699585,0.0,-2.2896645927238564,-1.127305784491223,0.0009596517838553062,-0.00025283049030289106,10010.41293332363,False,-14.794264212329988,0.0,4.5822545721924934e-05,-0.9967076961363336,2.6347336942918496e-05,1.4147734093827724,-0.22246171829765973,-1.6372351276804322,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.0015805773447509393,0.000515613730282416,-0.0005029291474168973,-0.0006662081861276148,0.9980637142475174,False,1.0,9995.618669111302,-0.0006769454852618706,False,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,-195.10349083308867,51739.81398301036,168,12.933834814723626,0.14736284369312191,False,0,168,run+ledger,4.776105553946709,this run,-0.1386007556858404,-0.3177744062940905,False,False,False,False,False,False,0,6,False,False,unrankable,1407.0
commodities,15m,CDLMATHOLD,False,3,2.9097757715703843,5.269467388583699e-05,-0.00016115155257567793,0.0006418250838995387,-0.0008029766364752167,0.9976668054598034,0.5,0.43775748137781073,2,-0.2720146126004779,1.0844034771802593,-1.3564180897807372,-4.775990343300891,0.0,0.0,,2.8812920734036807,75909,2023-10-02,2026-08-21,0.000591840914556362,0.34375501046889795,-0.0011903719735967266,-0.2395185149460699,0.36845027495834026,9995.311572706412,24911.27208644664,0.0007847901021791337,-0.0017927508622104238,0.2840077119677044,0.0,-1.9805670885425688,-0.8946974771474213,0.0017216939289090311,-0.00045356655306105775,10018.687118791915,False,-23.37554608550341,0.0,9.164509144384987e-05,-0.9530400301502472,5.269467388583699e-05,1.4147779087397536,-0.13537915554980356,-1.5501570642895572,XAU/USD,0.35578364681610086,24246.23988618109,1.5627721579812501,0.20871177870619126,-0.2914195276759586,0.002835685260435211,0.0009251650525818889,-0.0009022092009327576,-0.0010863166051575668,0.9968452556864604,False,1.0,9995.311572706412,-0.0011903719735967266,False,0.0,,,,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,open,-60.16999251157275,16642.862130725814,168,12.933834814723626,0.3133840111140213,False,0,168,run+ledger,4.776105553946709,this run,-0.1386007556858404,-0.13341385691463747,False,False,False,False,False,False,0,6,False,False,unrankable,1634.0
