ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,net_return_pct,bench_return_pct,excess_return_pct,class,timeframe,rule,scenario,wf_mode,n_folds,n_switches,is_baseline,generic_fallback,rankable,contaminated,prior
-0.12838621061673255,0.0,-0.12838621061673255,,-0.8383816198785962,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,golden_cross,gross,prereg,44.0,0.0,False,False,True,False,Long while the 50d SMA is above the 200d SMA
-0.17851666427600563,0.0,-0.1785166642760056,,-1.165741160612893,,XAG/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,tsmom12,gross,prereg,44.0,0.0,False,False,True,False,Moskowitz/Ooi/Pedersen 2012: long if trailing 12m return > 0
-0.18940200249586484,0.0,-0.18940200249586484,,-1.23682408646492,,WTI/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,faber_gtaa,gross,prereg,44.0,0.0,False,False,True,True,Faber 2007: long above the 10-month moving average
-0.19839854634022963,0.0,-0.19839854634022963,,-1.2955728957436976,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,volmanaged,gross,prereg,44.0,0.0,False,False,True,True,"Moreira/Muir 2017: inverse prior-month variance, capped 1.0"
-0.3096626173829042,0.0,-0.3096626173829042,,-2.022144321654194,,XPT/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,st_reversal,gross,prereg,44.0,0.0,False,False,True,False,Jegadeesh 1990: long after a down week
-0.13014528926905883,0.0,-0.12838621061673255,,-0.849868672911369,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,golden_cross,retail,prereg,44.0,0.0,False,False,True,False,Long while the 50d SMA is above the 200d SMA
-0.18702511519196569,0.0,-0.1785166642760056,,-1.2213026483093794,,XAG/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,tsmom12,retail,prereg,44.0,0.0,False,False,True,False,Moskowitz/Ooi/Pedersen 2012: long if trailing 12m return > 0
-0.19956358672947708,0.0,-0.18940200249586484,,-1.3031807879314117,,WTI/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,faber_gtaa,retail,prereg,44.0,0.0,False,False,True,True,Faber 2007: long above the 10-month moving average
-0.20599020920430977,0.0,-0.19839854634022963,,-1.3451476170395855,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,volmanaged,retail,prereg,44.0,0.0,False,False,True,True,"Moreira/Muir 2017: inverse prior-month variance, capped 1.0"
-0.36722912198486635,0.0,-0.3096626173829042,,-2.398062414003059,,XPT/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,st_reversal,retail,prereg,44.0,0.0,False,False,True,False,Jegadeesh 1990: long after a down week
-0.12904590634633048,0.0,-0.12838621061673255,,-0.8426895340365923,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,golden_cross,tight,prereg,44.0,0.0,False,False,True,False,Long while the 50d SMA is above the 200d SMA
-0.18170838062475664,0.0,-0.1785166642760056,,-1.1865835572363672,,XAG/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,tsmom12,tight,prereg,44.0,0.0,False,False,True,False,Moskowitz/Ooi/Pedersen 2012: long if trailing 12m return > 0
-0.19321438637536348,0.0,-0.18940200249586484,,-1.26171953713006,,WTI/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,faber_gtaa,tight,prereg,44.0,0.0,False,False,True,True,Faber 2007: long above the 10-month moving average
-0.20124542212825972,0.0,-0.19839854634022963,,-1.3141634306874148,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,volmanaged,tight,prereg,44.0,0.0,False,False,True,True,"Moreira/Muir 2017: inverse prior-month variance, capped 1.0"
-0.33122424243085286,0.0,-0.3096626173829042,,-2.162945035750184,,XPT/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,st_reversal,tight,prereg,44.0,0.0,False,False,True,False,Jegadeesh 1990: long after a down week
-0.13278322934366296,0.0,-0.12838621061673255,,-0.8670948256443249,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,golden_cross,wide,prereg,44.0,0.0,False,False,True,False,Long while the 50d SMA is above the 200d SMA
-0.199770520776752,0.0,-0.1785166642760056,,-1.3045320989556173,,XAG/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,tsmom12,wide,prereg,44.0,0.0,False,False,True,False,Moskowitz/Ooi/Pedersen 2012: long if trailing 12m return > 0
-0.21477670707260313,0.0,-0.18940200249586484,,-1.4025247939224708,,WTI/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,faber_gtaa,wide,prereg,44.0,0.0,False,False,True,True,Faber 2007: long above the 10-month moving average
-0.21737761276721743,0.0,-0.19839854634022963,,-1.419509106481642,,XPD/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,volmanaged,wide,prereg,44.0,0.0,False,False,True,True,"Moreira/Muir 2017: inverse prior-month variance, capped 1.0"
-0.4539805209234726,0.0,-0.3096626173829042,,-2.9645623365376057,,XPT/USD,5,5,42.64290038657682,False,False,False,False,0,False,,,,commodities,1d,st_reversal,wide,prereg,44.0,0.0,False,False,True,False,Jegadeesh 1990: long after a down week
