class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,fold_dsharpe,fold_sd,fold_t,n_folds_scored,fold_edges,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,boot_draws,edge_t_bar_corrected,edge_t_bar_source,edge_t_uncorrected_pass
crypto,1d,MININDEX~TRIMA_50|vote,False,20,5.990417522245037,0.5102355288969476,0.661838490730368,0.29799994658344775,0.3638385441469203,4.393964048118523,0.28779220779220777,3.113478987753685,1925,1.3605202048213583,0.8086674282261951,0.5518527765951632,3.1689983550160554,0.3283833665671265,0.3208078245231804,1.7380665674857805,19.85655550479671,2189,2020-08-29,2026-08-26,0.4468650428737254,0.7491068801891403,-0.45918391433282857,-0.7963510629005927,0.3787951705156629,209613.42520553584,68495.45705476603,0.39135067800536866,-0.050791666373390186,0.17414107385750513,0.998,0.13862543803332047,0.8258801578063263,0.17909662375773702,0.3643083784930725,0.8514886566583493,3,0.574640;0.105338;-0.142689,0.5965304213477488,-0.5762503492389076,47704.85668750326,True,161908.56851803258,5.0,0.03536363109750054,1.7059977278449963,0.5102355288969476,0.5186219327853392,1.4413364015418235,0.9227144687564843,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,0.7768924711714292,0.321287828432532,-0.6633143100394379,0.34055066229783604,3.949971334375589,True,1.0,209613.42520553584,-0.45918391433282857,True,0.392920552173372,1.5268744758054953,0.12679222761257858,0.059567124909546965,1464,0.41936793557991303,0.3117745266211738,0.09140820629517796,-0.17281957657470848,-0.30407533073925225,0.054441270954431395,-0.2723844086855364,6.134509162109618,1.9717610669415164,0.6784076106897947,-1.2128276221556331,-1.299613193401482,0.764072377213441,-2.6745768990313694,0.0821990850023846,0.43470980453944763,0.489220601809359,close,0.27228484939654773,18.489500667651487,1636,1.542376017790231,0.9995572051759585,False,1107,529,run+ledger,0.454632377619026,this run,0.9031383921542009,0.4573818126671574,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~MA_50|vote,False,20,5.990417522245037,0.5177481050686086,0.6475282137940412,0.30027730154606824,0.347250912247973,4.128537435735423,0.28021706956092746,3.0576005914013322,2027,1.3314003637782175,0.8086674282261951,0.5227329355520224,2.635833886014066,0.30308277657124727,0.29200494116059145,1.5496028032728653,19.85655550479671,2189,2020-08-29,2026-08-26,0.4518135292665999,0.7491068801891403,-0.47914330940212446,-0.7963510629005927,0.3787951705156629,199030.37784039674,68495.45705476603,0.3815803308009832,-0.048584559588985034,0.19831785998567014,0.982,0.02546504388393424,0.8293954009985082,0.18837240313817297,0.37753279946448287,0.8642178201257376,3,0.613929;0.057494;-0.106305,0.6031362696235316,-0.580882197180816,48208.44692303078,True,150821.93091736597,5.0,0.03724701339266337,1.6230097898804656,0.5177481050686086,0.5185749557964373,1.3514291050041534,0.832854149207716,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,0.7854956095990748,0.323891720983017,-0.6678748052475778,0.32363649281102425,3.706570101533775,True,1.0,199030.37784039674,-0.47914330940212446,True,0.36394836056618635,1.393561046992883,0.16345019826246565,0.05826786229529568,1464,0.4231244842945841,0.3042422743649327,0.07645866695231693,-0.19219882925438525,-0.25516801994106253,0.06457002497498814,-0.28420259726720665,5.873711847973306,1.8882430311334064,0.5526596343978988,-1.3213272737897463,-1.0606637725665864,0.878328917085471,-2.7020310118484465,0.12123687971877617,0.433689180908727,0.4758165556433033,close,0.26596486214834403,18.506769526003193,1636,1.542376017790231,0.9994300386544775,False,1107,529,run+ledger,0.454632377619026,this run,0.9009968363390722,0.43040352743914523,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~MA_50|or,False,20,5.990417522245037,0.9846015029961077,0.6967659282181664,0.3721608587393852,0.3246050694787812,3.56794196284011,0.4420415224913495,4.195253118299186,1156,1.1182648321809592,0.8086674282261951,0.3095974039547641,2.3496440889812056,0.15220190108545884,0.20805849755097053,1.650179269437397,19.85655550479671,2189,2020-08-29,2026-08-26,0.6847691164238681,0.7491068801891403,-0.7235133643553233,-0.7963510629005927,0.3787951705156629,237427.63228408637,68495.45705476603,0.5638077074302134,-0.1064716599846255,0.13176353193517237,0.993,0.03284629372567973,0.5438185245231283,0.22770032185721703,0.3952138126096389,0.9979117980525443,3,0.666564;0.116632;-0.100095,0.9141140397094901,-0.7594424860176747,66544.70133115396,True,170882.93095293242,10.0,0.02113762298943197,0.7108544567723429,0.9846015029961077,0.4784907349904542,0.963031178890538,0.48454044390008383,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,1.0,0.3795216588032746,-0.7663060714798325,0.3172442694148918,3.4554058701675476,True,1.0,237427.63228408637,-0.7235133643553233,True,0.35221601379396167,1.0402945301435496,0.2982030846788486,0.16155095902880667,1464,1.1854924177434647,0.21490918340472326,0.09517667618630787,-0.597923429446868,-0.33541774116000705,0.051195699233492806,-0.01916760477885973,9.285456603079114,1.118462775390262,0.5774842245114629,-2.8180101049828976,-1.2844328273864145,0.5980181976417978,-0.14176936291872302,0.09890627553876863,0.869010058985284,0.9041700889056588,close,-0.22672749912617288,10.102157734798983,1636,1.542376017790231,0.996615606175177,False,1107,529,run+ledger,0.454632377619026,this run,0.7808940758242112,0.33737075635674796,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~TRIMA_50|or,False,20,5.990417522245037,0.9846015029961077,0.6903637444846416,0.3728750371126903,0.31748870737195123,3.477196201590957,0.43333333333333335,4.307094508696289,1080,1.1095937608601496,0.8086674282261951,0.3009263326339545,2.529354766289895,0.14712180642203804,0.216578304323044,1.8157981136987824,19.85655550479671,2189,2020-08-29,2026-08-26,0.6896540450435652,0.7491068801891403,-0.723831416919974,-0.7963510629005927,0.3787951705156629,232111.36231604192,68495.45705476603,0.5839310749956687,-0.10367442066485459,0.11897355667325343,0.997,0.0558653329905681,0.511655226217448,0.19736749078858398,0.3828825206432618,0.8928339722426708,3,0.601667;0.150154;-0.159719,0.9206350432523541,-0.7624172454689018,66752.44905934317,True,165358.91325669875,10.0,0.0197338996500048,0.7042983511748457,0.9846015029961077,0.4784907349904542,0.9537631668742107,0.4752724318837565,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,1.0,0.3795216588032746,-0.7663060714798325,0.31084208568136695,3.378035471961342,True,1.0,232111.36231604192,-0.723831416919974,True,0.3625706185472754,1.071665195976205,0.28387043861223393,0.16446316801876082,1464,1.197331383737712,0.23293519863287415,0.1011443720118459,-0.5939941579961374,-0.3723316395935959,0.04980177204633693,-0.008571496515082266,9.258828366640458,1.2105450226850072,0.6165402593755803,-2.7837881428697804,-1.429984929672826,0.5820639840416761,-0.06297976857225368,0.06940134676528897,0.8800705846065495,0.9153423282556897,close,-0.20548160359311893,9.926591101852164,1636,1.542376017790231,0.9964180300897245,False,1107,529,run+ledger,0.454632377619026,this run,0.7808940758242112,0.3286996850359384,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~MAMA|vote,False,20,5.990417522245037,0.502783556900115,0.5919331162017512,0.2878340032901878,0.30409911291156333,3.5604702934728762,0.399708242159008,2.813878996061646,1371,1.3072322439750363,0.8086674282261951,0.49856481574884126,2.2816296335732185,0.28546618830709236,0.29914678866732347,1.7151911664481647,19.85655550479671,2189,2020-08-29,2026-08-26,0.425484554157599,0.7491068801891403,-0.49101334564328414,-0.7963510629005927,0.3787951705156629,162036.9139972122,68495.45705476603,0.33093135364650317,-0.07830927825935494,0.21851259661632638,0.9785,0.01677714419924641,0.8672497182286761,0.0032374287324724214,0.6801860250922002,0.008243908054073082,3,0.721129;-0.079798;-0.631619,0.5679891153184567,-0.5558108997510229,45509.97498680482,True,116526.93901040738,5.0,0.02512856742224213,1.5212377711025429,0.502783556900115,0.5186537896888165,1.2055336610581338,0.6868798713693173,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,0.7397216497379477,0.3097274648720709,-0.643023938901482,0.28220565132968023,3.2184831425037586,True,1.0,162036.9139972122,-0.49101334564328414,True,0.3666934242068263,1.519015602645116,0.12875856865855528,0.07505384289214945,1464,0.4430751297043851,0.39742454189339677,0.0030994773785580076,-0.11119802621528013,-0.2415468779711321,0.03766639290569025,-0.31370443526115976,6.248574756456446,3.115036410970484,0.03318856364810262,-0.8830097997718983,-1.760814498668351,0.5426470794998788,-4.05604466313029,0.08631018389926215,0.40718449696024733,0.4921447608632077,close,-0.26538333388794244,11.97842062659006,1636,1.542376017790231,0.9991845741914809,False,1107,529,run+ledger,0.454632377619026,this run,0.9052626719750422,0.40196957199999417,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~MAMA|or,False,20,5.990417522245037,0.9848806766421156,0.6770950119734067,0.3730126454713736,0.30408236650203313,3.3148678930830022,0.5147727272727273,4.618885095211688,880,1.0978685213579946,0.8086674282261951,0.28920109313179954,2.3820183623773348,0.14084941664843303,0.21903068026102437,1.8899490607671057,19.85655550479671,2189,2020-08-29,2026-08-26,0.6906231630502055,0.7491068801891403,-0.7211864036316517,-0.7963510629005927,0.3787951705156629,221408.44648943486,68495.45705476603,0.6176775179839747,-0.1418714354545855,0.1214101023315232,0.993,0.0482890963470615,0.51633621917375,0.1505612158944921,0.3202617589058324,0.8142704157672629,3,0.508949;0.050336;-0.107602,0.921928741164187,-0.7630039566737143,66792.54004403576,True,154615.9064453991,10.0,0.01603280351959651,0.6904601904686525,0.9848806766421156,0.4784404633139344,0.9388626970278203,0.4604222337138859,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,1.0,0.3795216588032746,-0.7663060714798325,0.2975733531701321,3.2222704591892968,True,1.0,221408.44648943486,-0.7211864036316517,True,0.36572874010252643,1.0839263151938374,0.2783974707997463,0.16546268868584524,1464,1.1932562627263414,0.24846538852730887,0.09055955158557322,-0.5929496373935679,-0.3880105127807111,0.037734023699609154,-0.012426451966415536,9.122261090797553,1.2997100739858194,0.5526361009597857,-2.7951839445535445,-1.4772410521017219,0.4430326322399218,-0.092173443480549,0.05876477313289419,0.8843249589636881,0.9217763200463316,close,-0.23417589450574372,10.026199279414167,1636,1.542376017790231,0.9960793100458543,False,1107,529,run+ledger,0.454632377619026,this run,0.7808940758242112,0.3169744455337834,True,False,True,True,True,True,5,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~MULT|or,False,20,5.990417522245037,0.9899432035242668,0.6260405188604665,0.372012456926885,0.2540280619335815,2.7665143213747903,0.4483306836248013,3.147149879087284,1258,1.0555412915573095,0.8086674282261951,0.24687386333111438,1.6285733366979456,0.11838082624207447,0.13616241249332542,1.1002954579650914,19.85655550479671,2189,2020-08-29,2026-08-26,0.6837825028623516,0.7491068801891403,-0.7309567225999555,-0.7963510629005927,0.3787951705156629,183977.62965369524,68495.45705476603,0.4169982125427744,-0.10768033568725417,0.15158903671582247,0.9255,-0.057224696405792225,0.5243733193480256,0.09589481625251461,0.4090228053690703,0.4060768537880574,3,0.544808;-0.001450;-0.255674,0.9127969865791447,-0.7588381392175788,66501.60031062824,True,117476.02934306698,5.0,0.023067742581144357,0.6340910042578614,0.9899432035242668,0.4775225427171363,0.8564672839093533,0.37894474119221705,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,1.0,0.3795216588032746,-0.7663060714798325,0.24651886005719192,2.6775206212065594,True,1.0,183977.62965369524,-0.7309567225999555,True,0.2786467630913065,0.8223159811538597,0.4108970835607917,0.16388079269978417,1464,1.1673396611393607,0.1829141023788382,0.1360433215031437,-0.6354823091170569,-0.40929128301385753,0.0417317172587057,0.022127277026002534,9.186562980297083,0.9669946463746127,0.835073378920804,-2.9905432757393267,-1.5874359954743642,0.504791214461006,0.16405327114202722,0.2712034104897827,0.858923885098855,0.8951200252884434,close,-0.13917017036980614,9.059300212434422,1636,1.542376017790231,0.9948442867558385,False,1107,529,run+ledger,0.454632377619026,this run,0.7808940758242112,0.27464721573309825,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~ADD|or,False,20,5.990417522245037,0.9899432035242668,0.6233026783935969,0.372102304124704,0.25120037426889286,2.7376531508674953,0.4497184231697506,3.1602723535521045,1243,1.052746594813364,0.8086674282261951,0.244079166587169,1.624809774361772,0.11702489291788304,0.13534718916914282,1.097160017000948,19.85655550479671,2189,2020-08-29,2026-08-26,0.6843787203056189,0.7491068801891403,-0.7333326468107574,-0.7963510629005927,0.3787951705156629,182129.74635344025,68495.45705476603,0.41972454831772826,-0.10854143642382388,0.15022014911440554,0.927,-0.05745472486172242,0.5197602007792567,0.09733351918658073,0.41181128861206673,0.40937828848458163,3,0.555502;-0.021524;-0.241977,0.9135928909541208,-0.759203492404102,66527.69226654143,True,115602.05408689882,5.0,0.022784248883463226,0.6313116812711728,0.9899432035242668,0.4775225427171363,0.8499589935131381,0.3724364507960018,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,1.0,0.3795216588032746,-0.7663060714798325,0.24378101959032228,2.650627429619467,True,1.0,182129.74635344025,-0.7333326468107574,True,0.27808472122915234,0.8190706407741347,0.41274611135998907,0.16375798133591268,1464,1.1669950552973727,0.1870964990416083,0.13114681221647362,-0.6307995831706446,-0.41158876797301114,0.0417753550009225,0.022088447698447256,9.18436251682463,0.9928667031646925,0.8073631832257541,-2.9686282431784434,-1.6007445632488133,0.5046896924712883,0.1637156046725269,0.27257144799413346,0.86045011309574,0.8960870641968655,close,-0.13796648747146953,9.037164052221401,1636,1.542376017790231,0.9947450704080747,False,1107,529,run+ledger,0.454632377619026,this run,0.7808940758242112,0.27185251898915286,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~ADD|vote,False,20,5.990417522245037,0.5215832736563325,0.5358944744206429,0.28544373577806814,0.2504507386425747,2.904751799587324,0.33648393194706994,1.9582704416098642,2645,1.23126833541535,0.8086674282261951,0.4226009071891549,1.9052282718297697,0.2244111272371931,0.23153567570261163,1.2919577157332436,19.85655550479671,2189,2020-08-29,2026-08-26,0.42061133934795447,0.7491068801891403,-0.6000942131349021,-0.7963510629005927,0.3787951705156629,130732.16820176739,68495.45705476603,0.2102814240669904,-0.05445542183973193,0.22181116742682572,0.9545,-0.07572918296379877,0.7861561217235524,-0.042133109935505564,0.7586616728129068,-0.09619134550267106,3,0.823347;-0.357501;-0.592245,0.56148374880999,-0.5510545540492322,45006.312835520206,True,85725.85536624718,3.0,0.04867474036009812,1.2766662817466687,0.5215832736563325,0.5185451605150913,0.8930172341124926,0.3744720735974013,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,0.7312493739213679,0.30702312432546486,-0.6382639048739394,0.228871350095178,2.6290395401390154,True,1.0,130732.16820176739,-0.6000942131349021,True,0.2912450834568974,1.193218064575634,0.23278398165673897,0.061668137976158444,1464,0.40339339834709975,0.3498233112469599,0.029850982040361906,-0.08123397960056794,-0.23895429574420046,0.037722429230277986,-0.234604521724387,5.860256989348897,2.8837929540557683,0.32661271078336934,-0.6520177329005741,-1.812202220580067,0.5926814599334586,-3.108185567009745,0.19637178842044745,0.35994013567122113,0.4057808337250657,close,0.002082679564429742,11.064850634275768,1636,1.542376017790231,0.9986388758333814,False,1107,529,run+ledger,0.454632377619026,this run,0.8999035725367003,0.3313647628786497,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0,,,
crypto,1d,MININDEX~MULT|vote,False,20,5.990417522245037,0.5171343944917698,0.532224568807921,0.2838629366924359,0.24836163211548512,2.8846065902182727,0.33610271903323263,1.9235737467613214,2648,1.2317401161535506,0.8086674282261951,0.42307268792735553,1.9265062164510474,0.22476584373323488,0.2278961808116586,1.2688910771843684,19.85655550479671,2189,2020-08-29,2026-08-26,0.417418080083815,0.7491068801891403,-0.5973420093813288,-0.7963510629005927,0.3787951705156629,128872.03401684178,68495.45705476603,0.20698378652524801,-0.05447517353184628,0.21960618881714666,0.9525,-0.07031593076245832,0.7728607102197257,-0.054887436904561916,0.7348593544507166,-0.1293687408891901,3,0.778186;-0.331745;-0.611103,0.5572209935896224,-0.5479181180408884,44675.77466329309,True,84196.2593535487,3.0,0.04873476800290256,1.2822548499764093,0.5171343944917698,0.5185793575736911,0.8909880109707162,0.3724086533970251,BTC/USD,0.3795216588032746,68711.93752778276,0.8467130897895284,0.5751954864486261,-0.7663060714798325,0.7256977669644786,0.30523728340315603,-0.635117182623971,0.22698728540476498,2.6129460979556334,True,1.0,128872.03401684178,-0.5973420093813288,True,0.28665772941568396,1.1804670655784344,0.2378145018627853,0.06112917856517697,1464,0.3979521983550211,0.34304354115064406,0.03513100729252669,-0.09085332372179256,-0.22900271512285844,0.03616916872878076,-0.23444115341427613,5.831877040753454,2.861061664082582,0.38571213194578574,-0.7386926140080315,-1.7437237206504579,0.5800826512249357,-3.116083133124849,0.20447991517098485,0.3542262529854982,0.39997865431119606,close,0.0019114801860326653,11.13777130815547,1636,1.542376017790231,0.9986433704891835,False,1107,529,run+ledger,0.454632377619026,this run,0.9011717823794988,0.3305683337740518,False,False,True,True,True,True,4,6,False,True,underpowered,2000.0,,,
