class,tf,rule,symbol,mult,excess_cagr,ir
us_stocks,1d,ibs,AOS,1.0,0.012325525939757664,-0.06051456631679681
us_stocks,1d,ibs,AOS,2.0,0.008125283618340085,-0.07755139914234377
us_stocks,1d,ibs,AOS,3.0,0.003940219594527283,-0.0946049777447685
us_stocks,1d,ibs,AOS,5.0,-0.004384588740679929,-0.1287616779455991
us_stocks,1d,ibs,AOS,10.0,-0.02493473542818725,-0.21443421186828318
us_stocks,1d,ibs,APA,0.0,-0.022197215540425086,-0.22502855342024977
us_stocks,1d,ibs,APA,0.5,-0.02406981859136681,-0.2311019768962242
us_stocks,1d,ibs,APA,1.0,-0.02593899331335181,-0.2371773712988295
us_stocks,1d,ibs,APA,2.0,-0.029667082411230172,-0.24933404180007795
us_stocks,1d,ibs,APA,3.0,-0.03338153200694227,-0.26149850258858787
us_stocks,1d,ibs,APA,5.0,-0.040769708517080394,-0.28585054434916657
us_stocks,1d,ibs,APA,10.0,-0.059004867377345116,-0.3468625640790161
us_stocks,1d,ibs,APC,0.0,0.08421413297431635,0.21489687153782855
us_stocks,1d,ibs,APC,0.5,0.08219137244660668,0.20710808573822242
us_stocks,1d,ibs,APC,1.0,0.0801723436022318,0.19931545560445463
us_stocks,1d,ibs,APC,2.0,0.07614545393423111,0.183718725507398
us_stocks,1d,ibs,APC,3.0,0.07213341003195073,0.1681068081018557
us_stocks,1d,ibs,APC,5.0,0.06415364472880702,0.1368379228460334
us_stocks,1d,ibs,APC,10.0,0.04446029341923652,0.058408967286476085
