class,tf,rule,symbol,ir,ir_gross,cagr,bench_cagr,excess_cagr,max_dd,bench_dd,mar,bench_mar,vol,bench_vol,long_frac,turnover_yr,years,spread_bps,in_bps,out_bps,t_years,n_years,years_positive
us_stocks,1d,ibs,A,-0.14959376763235205,-0.13394002359501125,0.11540686526922395,0.12396485323166373,-0.008557987962439784,-0.43832384904935495,-0.6920792214184728,0.2632913210620881,0.17911945539643231,0.21970888150967668,0.3240960464830032,0.4429654591406908,57.55420753381094,23.59514722189904,10.05109573150127,12.32783490110972,2.276739169608448,1.874279948703092,24,0.7083333333333334
us_stocks,1d,ibs,AA,-0.027878935312861026,-0.014839784075840459,-0.015145513542008437,-0.04702109730257187,0.03187558376056343,-0.750933829902851,-0.8763596810684959,-0.020168905619777213,-0.053655021241097826,0.32807103266457405,0.4350211934157217,0.49669824863623313,57.6676667133271,13.837910314057856,3.0578622122381454,3.392297259114894,0.3344350468767486,0.4960122868235003,14,0.5
us_stocks,1d,ibs,AAL,0.07846386170611727,0.0870823938643491,0.061919807492141876,-0.060064622805238166,0.12198443029738004,-0.9258710267761037,-0.9720413560417429,0.06687735732237733,-0.06179225033163998,0.5038855834581928,0.6566794311303079,0.5169779286926995,56.346292902865976,18.723503280307884,17.323824737770295,14.307646908395917,-3.016177829374379,1.3813139715775886,19,0.631578947368421
us_stocks,1d,ibs,AAP,-0.013448920376834598,0.0022211016793887758,0.10119102035235295,0.07378397499049116,0.02740704536186178,-0.5141690932996194,-0.7241367796645003,0.19680494543725205,0.10189231794672272,0.23906323999059598,0.3340339843434976,0.4898980180873581,56.57969960141771,20.643446469813593,10.471719043068312,10.43141240029094,-0.04030664277737072,1.9969810156498977,21,0.6666666666666666
us_stocks,1d,ibs,AAPL,-0.5295815124904689,-0.5127217543229937,0.23516995365585736,0.35887756234529067,-0.12370760868943331,-0.4262126897577162,-0.6086670661555575,0.5517666632345966,0.5896122565198427,0.23118763504990153,0.3265452914640234,0.4401010951979781,59.41899776318331,23.59514722189904,13.422225892602713,21.829217194568173,8.406991301965462,1.9259323576210752,24,0.6666666666666666
us_stocks,1d,ibs,ABBV,-0.26978467806434564,-0.2521623708796069,0.13740570720459067,0.17622125389214904,-0.03881554668755838,-0.33172457659036414,-0.4513713380392974,0.41421624112665156,0.39041303477006956,0.17681611618191603,0.2647860286639634,0.4412507896399242,53.481210863918555,12.58385868847341,9.806341671489971,13.340006423861336,3.5336647523713633,1.2804315505705728,13,0.7692307692307693
us_stocks,1d,ibs,ABNB,-0.2619205895753387,-0.2500819105316459,-0.052462242873164144,-0.02015348394607064,-0.032308758927093506,-0.5976708206017816,-0.5580261465923702,-0.0877778219461025,-0.036115662445459676,0.31014157679783927,0.4325008776511168,0.5008680555555556,54.697754063810905,4.588853862394077,-6.172438024651054,-0.1598909604160525,6.012547064235002,-0.26994329108762055,5,0.6
us_stocks,1d,ibs,ABT,-0.03606583948020431,-0.013416939572523432,0.11075115046311534,0.1035389483978324,0.007212202065282947,-0.27852965125681706,-0.3964754599090693,0.39762786462184496,0.2611484413728376,0.1560872682397367,0.2203617657222219,0.43723673125526535,54.50273261301979,23.59514722189904,10.833355152015496,10.980631159186883,0.14727600717138747,3.290561547442134,24,0.75
us_stocks,1d,ibs,ACE,-0.6896019321497887,-0.6823686841176916,-0.18249303695789199,-0.04509640148748817,-0.13739663547040382,-0.9312666881687901,-0.9281427984207861,-0.1959621655926938,-0.04858778365163063,0.5102021523474365,0.5826388931157431,0.7760791366906474,30.728361143781243,9.047016816133105,-38.55181254580404,-3.7262460894226495,34.82556645638139,-2.3721582380407265,9,0.3333333333333333
us_stocks,1d,ibs,ACGL,-0.14635601759035471,-0.1257794248799006,0.14391532616090674,0.15541629530019474,-0.011500969139287998,-0.2940407389544957,-0.5383978058147822,0.48944009143977285,0.2886644292039714,0.16471986654600845,0.24339136077823306,0.4458298230834035,56.87610199585735,23.59514722189904,11.909164315057376,13.525120880989911,1.6159565659325363,2.7275451209372705,24,0.75
