class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling
crypto,4h,long,LINEARREG_INTERCEPT_200~SMA_100|or,10,3.577258609257723,-0.06035960000000001,1.254594109009117,-0.0962217175524158,4,1.0,1.0,-0.11496908916930411,-0.8312819283963708,-10837.322441000331,0.0,0.28135483885989965,0.5515946975471793,-0.7125542086961976,-0.7404668606444761,1.280666934458127,137.5,5446.619595110789,16041.287103508783,12738.324136017349,18740.397952196025,0.3,0.48933316300459884,0.5106668369954012,76.32733613764864,1.0000000000000084,1.9436325677804474,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~T3_200|gate,10,3.577258609257723,-0.06035960000000001,1.254594109009117,-0.0962217175524158,4,1.0,1.0,-0.11496908916930411,-0.8312819283963708,-10837.32244100033,0.0,0.28135483885989965,0.5515946975471793,-0.7125542086961973,-0.7404668606444761,1.2806669344581254,137.5,5446.619595110683,16041.287103508783,12738.324136017354,18740.397952196025,0.3,0.48933316300459884,0.5106668369954012,76.32733613764864,1.0000000000000078,1.9436325677804474,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~T3_200|or,10,3.577258609257723,-0.06035960000000001,1.254594109009117,-0.0962217175524158,4,1.0,1.0,-0.11496908916930411,-0.8312819283963708,-10837.322441000248,0.0,0.28135483885989965,0.5515946975471793,-0.7125542086961966,-0.7404668606444761,1.280666934458127,137.5,5446.619595110858,16041.287103508783,12738.324136017349,18740.397952196025,0.3,0.48933316300459884,0.5106668369954012,76.32733613764864,1.0000000000000084,1.9436325677804474,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~TSF_1000|gate,10,3.577258609257723,-0.06035960000000001,1.254594109009117,-0.0962217175524158,4,1.0,1.0,-0.11496908916930411,-0.8312819283963708,-10837.322441000322,0.0,0.28135483885989965,0.5515946975471793,-0.7125542086961966,-0.7404668606444761,1.2806669344581356,137.5,5446.61959511072,16041.287103508783,12738.324136017465,18740.397952196025,0.3,0.48933316300459884,0.5106668369954012,76.32733613764864,1.0000000000000173,1.9436325677804474,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~TSF_1000|or,10,3.577258609257723,-0.06035960000000001,1.254594109009117,-0.0962217175524158,4,1.0,1.0,-0.11496908916930411,-0.8312819283963708,-10837.322441000248,0.0,0.28135483885989965,0.5515946975471793,-0.7125542086961966,-0.7404668606444761,1.280666934458127,137.5,5446.619595110858,16041.287103508783,12738.324136017349,18740.397952196025,0.3,0.48933316300459884,0.5106668369954012,76.32733613764864,1.0000000000000084,1.9436325677804474,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~TSF_1000|or,10,3.577258609257723,-0.09695192500000001,0.2694550730653798,-0.7196147684068719,4,1.0,1.0,-0.028755882866818017,-0.20599844925370817,-3667.837092709787,0.25,0.5705348004696682,0.5515946975471793,-0.7408640135659419,-0.7404668606444761,1.627520619025456,147.0,17605.81205783915,16041.287103508783,18199.268167776863,18740.397952196025,0.4,0.9308757454603038,0.06912425453969612,81.64546254382381,1.000000000000029,0.41744310116135447,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,EMA_1000,10,3.577258609257723,-0.10087864999999996,1.8823279299749067,-0.10718498981348566,4,1.0,1.0,-0.2876959259602845,-0.38081921747268516,-12520.73338923886,0.0,0.10430148547935716,0.5515946975471793,-0.8678397749748676,-0.7404668606444761,1.2368272761257155,122.0,-2521.2112715456615,16041.287103508783,4916.5426970043745,18740.397952196025,0.1,0.4955563627577583,0.5044436372422417,67.69132443942064,1.0000000000000218,2.9161254956246534,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,WMA_1000,10,3.577258609257723,-0.10125170000000017,1.552507525224349,-0.13043634037827745,4,1.0,1.0,-0.07526550445154892,-0.25153392753315085,-9282.487273749799,0.0,0.20722086303148898,0.5515946975471793,-0.7866742869151906,-0.7404668606444761,1.359960448407528,125.0,-132.40385853461595,16041.287103508783,8654.085098223757,18740.397952196025,0.2,0.487836683585262,0.5121633164147379,69.33497113887228,1.0000000000000169,2.4051636828850604,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~LINEARREG_1000|or,10,3.577258609257723,-0.10514219999999998,0.2833354667138702,-0.7421746470319518,4,1.0,1.0,-0.029465311895752008,-0.21359011685258858,-3674.999186024987,0.25,0.5796992613864533,0.5515946975471793,-0.7505922989727863,-0.7404668606444761,1.6377280750137055,146.0,16915.593212806503,16041.287103508783,18704.40260765659,18740.397952196025,0.4,0.9307479744213041,0.06925202557869595,81.08679331735419,1.000000000000029,0.4389467770953396,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_1000,10,3.577258609257723,-0.11307852500000004,2.009176491095141,-0.11256206261737053,4,1.0,1.0,-0.25437548176215574,-0.8583112883423856,-16126.028886895763,0.0,0.11985107756201317,0.5515946975471793,-0.8061429078926106,-0.7404668606444761,1.1686703452126446,47.5,-2866.8679551093546,16041.287103508783,5109.665015022199,18740.397952196025,0.1,0.5302478283086356,0.4697521716913643,26.010555416528398,1.0000000000000155,3.1126408409454602,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~LINEARREG_INTERCEPT_200|and,10,3.577258609257723,-0.12663660000000004,0.9939724953571,-0.2548090628091352,4,0.7749951758331279,1.0,-0.055725292647269546,-1.126006257053401,-12180.361761772201,0.0,0.23065431098327835,0.5515946975471793,-0.7715410910167513,-0.7404668606444761,1.2872280747988163,171.0,4576.319379195619,16041.287103508783,9482.400084287183,18740.397952196025,0.2,0.37162406271580184,0.4043178334184977,95.07182156174173,1.0755549393112969,1.5398743701896498,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~LINEARREG_INTERCEPT_200|vote,10,3.577258609257723,-0.12663660000000004,0.9939724953571,-0.2548090628091352,4,0.7749951758331279,1.0,-0.055725292647269546,-1.126006257053401,-12180.361761772165,0.0,0.23065431098327835,0.5515946975471793,-0.7715410910167522,-0.7404668606444761,1.2872280747988183,171.0,4576.319379195669,16041.287103508783,9482.400084287274,18740.397952196025,0.2,0.37162406271580184,0.4043178334184977,95.07182156174173,1.0755549393112969,1.5398743701896498,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,TRIX,10,3.577258609257723,-0.1347721999999999,1.3305603198177252,-0.20257961701197053,4,1.0,1.0,-0.27060132604341597,-1.3323160402745353,-15200.642976365842,0.0,0.22360966978294392,0.5515946975471793,-0.8227124319599617,-0.7404668606444761,1.2294072297306564,96.5,3049.728803720422,16041.287103508783,6807.500211075449,18740.397952196025,0.3,0.4913771078180889,0.5086228921819111,53.42754763140064,1.000000000000043,2.061320352473698,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~MAXINDEX|gate,10,3.577258609257723,-0.14662632500000006,1.4313866354345504,-0.20487312284494846,4,0.8440554101684622,1.0,-0.044842543454257054,-1.0532847299873902,-13087.202881193622,0.0,0.16817875876430538,0.5515946975471793,-0.79702645893817,-0.7404668606444761,1.0954160106100146,244.0,-563.7192443706143,16041.287103508783,7240.436298678931,18740.397952196025,0.2,0.41511241696474194,0.42533214103219213,136.02233819409278,1.0596124462548635,2.217521716177653,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,CDLMORNINGSTAR,10,3.577258609257723,-0.15901950277777788,1.3782727094945157,-0.23075187034081027,4,0.01552120592743996,1.0,-0.19505927082050797,-7.0346481281241875,-8977.252785912613,0.0,-0.025668355547249305,0.5515946975471793,-0.28924465809886196,-0.7404668606444761,1.0463140560261435,20.5,2410.239567054244,16041.287103508783,10349.666016416668,18740.397952196025,0.2,0.01552120592743996,0.0,11.315928368347691,2.0,2.1352369712402925,False,False,False,False,False,False,0,6,False,False,unrankable,False
crypto,4h,long,MIDPRICE_200,10,3.577258609257723,-0.1744429,1.1249147125798677,-0.31014422346727866,4,1.0,1.0,-0.2974764552903151,-0.9672870029255709,-9264.641087728525,0.0,0.32008527818687305,0.5515946975471793,-0.7635026611806607,-0.7404668606444761,1.3280655445530445,219.0,6124.223555172897,16041.287103508783,11029.884057076386,18740.397952196025,0.4,0.48780020439448135,0.5119443025038324,121.89773779453466,1.000000000000008,1.7427316577091656,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~T3_200|or,10,3.577258609257723,-0.17701660000000002,0.2934247866515143,-1.2065551926956577,4,1.0,1.0,-0.08762873089258409,-0.16568417207068023,-3363.7390385812464,0.0,0.4229174642963281,0.5515946975471793,-0.8226917316039444,-0.7404668606444761,1.457871770547873,162.0,11910.764158313836,16041.287103508783,13487.002090747435,18740.397952196025,0.4,0.9232735767891456,0.07672642321085446,90.06254512343824,1.0000000000000209,0.4545772751797356,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~MA_100|and,10,3.577258609257723,-0.18562782499999994,0.9755081106958615,-0.3805766922175267,4,0.7396029163762099,1.0,-0.01525105617886327,-1.034951807466772,-13099.084744440972,0.0,0.1296351053762963,0.5515946975471793,-0.7674115181457497,-0.7404668606444761,1.2350245083807216,249.5,8702.716072218518,16041.287103508783,8603.208557764465,18740.397952196025,0.3,0.35463124917352473,0.3877107818088912,139.34796217405784,1.1063789673914675,1.5112691192053669,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~MA_100|vote,10,3.577258609257723,-0.18562782499999994,0.9755081106958615,-0.3805766922175267,4,0.7396029163762099,1.0,-0.01525105617886327,-1.034951807466772,-13099.084744440972,0.0,0.1296351053762963,0.5515946975471793,-0.7674115181457529,-0.7404668606444761,1.2350245083807216,249.5,8702.716072218569,16041.287103508783,8603.208557764465,18740.397952196025,0.3,0.35463124917352473,0.3877107818088912,139.34796217405784,1.1063789673914675,1.5112691192053669,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~SMA_100|and,10,3.577258609257723,-0.18562782499999994,0.9755081106958615,-0.3805766922175267,4,0.7396029163762099,1.0,-0.01525105617886327,-1.034951807466772,-13099.084744440972,0.0,0.1296351053762963,0.5515946975471793,-0.7674115181457497,-0.7404668606444761,1.2350245083807216,249.5,8702.716072218518,16041.287103508783,8603.208557764465,18740.397952196025,0.3,0.35463124917352473,0.3877107818088912,139.34796217405784,1.1063789673914675,1.5112691192053669,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_200~SMA_100|vote,10,3.577258609257723,-0.18562782499999994,0.9755081106958615,-0.3805766922175267,4,0.7396029163762099,1.0,-0.01525105617886327,-1.034951807466772,-13099.084744440972,0.0,0.1296351053762963,0.5515946975471793,-0.7674115181457529,-0.7404668606444761,1.2350245083807216,249.5,8702.716072218569,16041.287103508783,8603.208557764465,18740.397952196025,0.3,0.35463124917352473,0.3877107818088912,139.34796217405784,1.1063789673914675,1.5112691192053669,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~LINEARREG_INTERCEPT_100|or,10,3.577258609257723,-0.226290025,0.3447667030320975,-1.3127139193539383,4,1.0,1.0,-0.06774928781404171,-0.26023188815296133,-7650.802642762621,0.25,0.5061893806227055,0.5515946975471793,-0.8465408528643791,-0.7404668606444761,1.4303512215162921,174.5,8042.083757518043,16041.287103508783,15420.279362020725,18740.397952196025,0.4,0.9210372285283761,0.07896277147162395,96.9990416259351,1.0000000000000226,0.5341168011929547,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~MA_100|or,10,3.577258609257723,-0.226701075,0.44086270058878396,-1.0284429809881155,4,1.0,1.0,-0.0391181021550234,-0.19189134205521796,-3218.847617121817,0.25,0.5412606230238854,0.5515946975471793,-0.7924586051925202,-0.7404668606444761,1.3859720574824683,212.0,13091.683768638915,16041.287103508783,18649.094671029092,18740.397952196025,0.3,0.9105135411343894,0.08948645886561063,117.96777184520377,1.0000000000000118,0.682989898191666,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~SMA_100|or,10,3.577258609257723,-0.226701075,0.44086270058878396,-1.0284429809881155,4,1.0,1.0,-0.0391181021550234,-0.19189134205521796,-3218.847617121817,0.25,0.5412606230238854,0.5515946975471793,-0.7924586051925202,-0.7404668606444761,1.3859720574824683,212.0,13091.683768638915,16041.287103508783,18649.094671029092,18740.397952196025,0.3,0.9105135411343894,0.08948645886561063,117.96777184520377,1.0000000000000118,0.682989898191666,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~LINEARREG_1000|gate,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135554,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365723,-0.7404668606444761,1.2553325678046159,209.0,2201.832756555472,16041.287103508783,8180.721012856086,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824017,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~LINEARREG_1000|or,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~LINEARREG_INTERCEPT_200|gate,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135592,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.2553325678046177,209.0,2201.832756555557,16041.287103508783,8180.721012856116,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~LINEARREG_INTERCEPT_200|or,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~MA_100|gate,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~MA_100|or,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~SMA_100|gate,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~SMA_100|or,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~T3_200|gate,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135634,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365723,-0.7404668606444761,1.2553325678046154,209.0,2201.8327565554764,16041.287103508783,8180.721012856086,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824017,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~T3_200|or,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~TSF_1000|gate,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135554,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365723,-0.7404668606444761,1.2553325678046159,209.0,2201.832756555472,16041.287103508783,8180.721012856086,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824017,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,LINEARREG_INTERCEPT_100~TSF_1000|or,10,3.577258609257723,-0.22697277499999996,0.7977182497498783,-0.5690549892049391,4,1.0,1.0,-0.0946345765983801,-1.3691796886983676,-14195.371721135645,0.0,0.21664977607180552,0.5515946975471793,-0.7558119294365742,-0.7404668606444761,1.255332567804618,209.0,2201.8327565555846,16041.287103508783,8180.721012856142,18740.397952196025,0.2,0.4912493612672458,0.5087506387327542,116.29482026684363,0.9999997871824005,1.235834887947344,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,ACCBANDS,10,3.577258609257723,-0.23296320000000004,1.1257018601376267,-0.4138985787436085,4,1.0,1.0,-0.21605492246233665,-1.3919256509028812,-14941.469338131914,0.0,0.07624726757516447,0.5515946975471793,-0.6885526954288578,-0.7404668606444761,1.1612228268214677,91.5,988.8051691476281,16041.287103508783,6263.371256734854,18740.397952196025,0.1,0.5248540503075494,0.4751459496924507,50.61393393392854,0.9999999999999754,1.7439511163515449,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608156,0.0,0.468722400540189,0.5515946975471793,-0.8024235399021488,-0.7404668606444761,1.3117851819248703,138.0,7363.055913247519,16041.287103508783,14118.394837011687,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.0637457814275548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~LINEARREG_1000|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608102,0.0,0.468722400540189,0.5515946975471793,-0.802423539902148,-0.7404668606444761,1.3117851819248667,138.0,7363.055913247403,16041.287103508783,14118.394837011747,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.063745781427548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~LINEARREG_INTERCEPT_100|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608141,0.0,0.468722400540189,0.5515946975471793,-0.8024235399021491,-0.7404668606444761,1.311785181924869,138.0,7363.055913247526,16041.287103508783,14118.394837011687,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.0637457814275548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~LINEARREG_INTERCEPT_200|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608141,0.0,0.468722400540189,0.5515946975471793,-0.8024235399021484,-0.7404668606444761,1.311785181924869,138.0,7363.055913247544,16041.287103508783,14118.394837011687,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.0637457814275548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~MA_100|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608141,0.0,0.468722400540189,0.5515946975471793,-0.8024235399021491,-0.7404668606444761,1.311785181924869,138.0,7363.055913247526,16041.287103508783,14118.394837011687,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.0637457814275548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~SMA_100|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608141,0.0,0.468722400540189,0.5515946975471793,-0.8024235399021491,-0.7404668606444761,1.311785181924869,138.0,7363.055913247526,16041.287103508783,14118.394837011687,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.0637457814275548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~T3_200|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608065,0.0,0.468722400540189,0.5515946975471793,-0.8024235399021487,-0.7404668606444761,1.3117851819248667,138.0,7363.055913247503,16041.287103508783,14118.394837011736,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.063745781427553,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MAXINDEX~TSF_1000|gate,10,3.577258609257723,-0.23713085,0.3216587823963099,-1.4744248438261849,4,0.8440554101684622,1.0,-0.006756788909847655,-0.1942380137627256,-6341.316971608102,0.0,0.468722400540189,0.5515946975471793,-0.802423539902148,-0.7404668606444761,1.3117851819248667,138.0,7363.055913247403,16041.287103508783,14118.394837011747,18740.397952196025,0.3,0.8440554101684622,0.0,76.56110642428752,1.063745781427548,0.49831772737387275,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,EMA_200,10,3.577258609257723,-0.25515407499999987,0.9969723410220176,-0.5118578811091911,4,1.0,1.0,-0.07140902180179556,-1.2109464970987038,-16152.57730561218,0.0,0.2856665784275562,0.5515946975471793,-0.7812007094914623,-0.7404668606444761,1.2454623158515605,276.5,3762.3425865759446,16041.287103508783,10460.341080965256,18740.397952196025,0.4,0.4866504854368932,0.5133495145631068,154.1343556410368,0.9999990683651194,1.5445217678545837,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MIDPRICE_1000,10,3.577258609257723,-0.25654904999999995,1.9624635086811417,-0.2614561227407604,4,1.0,1.0,-0.40744695056694147,-0.36939959845157544,-15024.158213566996,0.0,-0.07486247618071346,0.5515946975471793,-0.8832600769280288,-0.7404668606444761,1.0550333345114729,97.0,-5291.643239626976,16041.287103508783,3216.3360450853925,18740.397952196025,0.0,0.4434313376573976,0.5565047890671808,53.68578024086029,1.000000000000034,3.0402725161573634,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,MIDPOINT_100,10,3.577258609257723,-0.2619953,0.8298542245007573,-0.6314248750317976,4,0.9997445068983137,1.0,-0.028627367874583413,-0.5719247838934952,-14819.159167606229,0.0,0.1499665053119903,0.5515946975471793,-0.7361674045733371,-0.7404668606444761,1.1613026616839028,332.0,1052.4558392855681,16041.287103508783,7496.433328284681,18740.397952196025,0.2,0.4731732243229433,0.5266990291262136,185.1808278410098,0.9985570945985758,1.2856203338335122,False,False,False,False,False,False,0,6,False,True,underpowered,False
crypto,4h,long,CDL3LINESTRIKE,10,3.577258609257723,-0.26792394166666667,1.3320336395482852,-0.40227804120250915,4,0.01916550892103549,1.0,-0.22031878676561406,-38.32330035876574,-9389.018924203108,0.0,0.019644299352303315,0.5515946975471793,-0.30851480122641717,-0.7404668606444761,1.1073288099816079,25.0,1915.4660118372988,16041.287103508783,11001.959672412282,18740.397952196025,0.1,0.01073482428115016,0.007666262339990303,13.979642116606277,2.0,2.063602837454703,False,False,False,False,False,False,0,6,False,False,unrankable,False
