class,tf,rule,symbol,era,bars,ir,excess_cagr,spread_bps
us_stocks,1d,ibs,ALB,2000s,1762,-0.052759427027325355,0.02744871029290641,17.668410150133386
us_stocks,1d,ibs,ALB,2010s,2516,-0.027962190875115395,0.02105926723933016,11.002228132847288
us_stocks,1d,ibs,ALB,2020s,1657,0.024416380245868237,0.09685707134264665,21.230922928218614
us_stocks,1d,ibs,ALGN,2000s,1762,-0.6348864752739788,-0.23178751809005727,-9.025002363209895
us_stocks,1d,ibs,ALGN,2010s,2516,-0.29177488500654597,-0.05519152870009525,21.222848613285556
us_stocks,1d,ibs,ALGN,2020s,1657,0.33853152759192684,0.21163282005923378,26.582484062775197
us_stocks,1d,ibs,ALK,2000s,1762,0.31093287698899197,0.20262702341015637,35.041957524929636
us_stocks,1d,ibs,ALK,2010s,2516,-0.20224788908655528,-0.024656420550044578,15.768886855594909
us_stocks,1d,ibs,ALK,2020s,998,0.3362878710313209,0.19463620357434053,20.642217095591047
us_stocks,1d,ibs,ALL,2000s,1762,0.4890033394897323,0.18861628972480338,28.089549834734267
us_stocks,1d,ibs,ALL,2010s,2516,-0.09755163853840335,-0.004641518674677547,13.471046006181634
us_stocks,1d,ibs,ALL,2020s,1657,-0.05430867070878967,0.012471473288571566,15.724816536442342
us_stocks,1d,ibs,ALLE,2010s,1257,-0.698095876393595,-0.09907074417415873,1.4510703650912007
us_stocks,1d,ibs,ALLE,2020s,1657,0.10597795294932677,0.04764388689613752,12.621901200685567
us_stocks,1d,ibs,AMAT,2000s,1762,0.34615119000335043,0.13600953109760272,20.94744722381765
us_stocks,1d,ibs,AMAT,2010s,2516,-0.18817249876601883,-0.020035283668291104,12.4056564675393
us_stocks,1d,ibs,AMAT,2020s,1657,0.2486141034043541,0.22843158923296114,56.916276957858464
us_stocks,1d,ibs,AMCR,2010s,1761,0.43503430486367006,0.08284020407576298,20.829430215220793
us_stocks,1d,ibs,AMCR,2020s,1657,0.7025581178564854,0.1802295646180645,26.559912794391227
us_stocks,1d,ibs,AMD,2000s,1762,-0.2120292057832757,0.00041003501554515154,2.953403384652191
us_stocks,1d,ibs,AMD,2010s,936,0.3852513629853919,0.17256437401170155,13.417010780862135
us_stocks,1d,ibs,AME,2000s,1762,-0.38618166396637343,-0.06822210934289585,6.767486479360338
us_stocks,1d,ibs,AME,2010s,2516,-0.6996291234668924,-0.11298625313764865,2.6777716292943357
us_stocks,1d,ibs,AME,2020s,1657,-0.19822848855579298,-0.021969654485672008,10.498453155523972
us_stocks,1d,ibs,AMG,2000s,1762,-0.24665848893076792,-0.028483570963219407,6.372596546165765
us_stocks,1d,ibs,AMG,2010s,2511,0.049422831507612605,0.035411695124000886,8.670828929563688
us_stocks,1d,ibs,AMGN,2000s,1762,0.3515257209253667,0.09418373766106991,16.274069092887963
us_stocks,1d,ibs,AMGN,2010s,2516,-0.12152116892842203,-0.007486811954390493,14.843943483774044
us_stocks,1d,ibs,AMGN,2020s,1657,-0.09872307995418224,0.0006665994062731162,10.232113244733144
us_stocks,1d,ibs,AMP,2000s,1007,0.6835077989819641,0.465288780331905,64.00197764541477
us_stocks,1d,ibs,AMP,2010s,2516,-0.5153510232456489,-0.09349074677494595,3.23156078652755
us_stocks,1d,ibs,AMP,2020s,1657,0.3630427751266288,0.17035955422378346,39.90211759759505
us_stocks,1d,ibs,AMT,2000s,1762,-0.6466544886330254,-0.1915520550803398,9.262478741852293
us_stocks,1d,ibs,AMT,2010s,2516,-0.6639800083084206,-0.09272925070820515,4.749837055703854
us_stocks,1d,ibs,AMT,2020s,1657,0.14029019466386297,0.052154830515815265,7.640952936026365
us_stocks,1d,ibs,AMZN,2000s,1762,-0.6075328055120809,-0.1847639729789694,3.258219030309983
us_stocks,1d,ibs,AMZN,2010s,2516,-0.7409644592965543,-0.17440079307643663,2.5775090475219544
us_stocks,1d,ibs,AMZN,2020s,1657,0.04842182288351678,0.053119521417500204,23.672704443682054
us_stocks,1d,ibs,AN,2000s,1762,-0.4250175567068288,-0.080883682272757,-7.036196231721022
us_stocks,1d,ibs,AN,2010s,1913,-0.7394652486551668,-0.132874202359201,-11.514823400805245
us_stocks,1d,ibs,ANET,2010s,1257,-0.30626860688532526,-0.05741378743342462,18.307280696231555
us_stocks,1d,ibs,ANET,2020s,1657,-0.7958953278338838,-0.2916364431768381,4.666157576652065
us_stocks,1d,ibs,ANF,2000s,1762,0.0734579473891134,0.08812953973774462,20.307476913546708
us_stocks,1d,ibs,ANF,2010s,1001,-0.1467255754432999,0.0023434572541234377,3.3685817154801856
us_stocks,1d,ibs,AON,2000s,1762,-0.16254591498260243,-0.013837598350823654,8.830437388975614
us_stocks,1d,ibs,AON,2010s,2516,-0.4620435568013601,-0.06416188081444263,9.177155690832336
us_stocks,1d,ibs,AON,2020s,1657,0.15892412833245995,0.05283738398110693,15.93833211091289
us_stocks,1d,ibs,AOS,2000s,1762,0.09783093955352984,0.07004211233249547,17.176662782648084
us_stocks,1d,ibs,AOS,2010s,2516,-0.5348112624746587,-0.09403161895445011,5.464874139624223
us_stocks,1d,ibs,AOS,2020s,1657,0.3371267632722719,0.10429355286169106,21.082207117543245
us_stocks,1d,ibs,APA,2000s,1762,-0.24905183353766344,-0.03584188763957563,13.800286293752864
us_stocks,1d,ibs,APA,2010s,2516,-0.12556534641900138,0.00021403107902806529,-9.266549643859948
us_stocks,1d,ibs,APA,2020s,1657,-0.3484833534918201,-0.06310533798710205,1.617150756515358
us_stocks,1d,ibs,APC,2010s,1660,0.19931545560445463,0.0801723436022318,13.106410709858238
us_stocks,1d,ibs,APD,2000s,1762,-0.013164887637879303,0.023739036076822817,14.875865140543892
us_stocks,1d,ibs,APD,2010s,2516,-0.39722127267797863,-0.05415106966730687,5.377269360455042
us_stocks,1d,ibs,APD,2020s,1657,-0.11185967339783062,-0.00075773568559101,5.162541894326657
us_stocks,1d,ibs,APH,2000s,1762,-0.19843624091851897,-0.022008660547448322,19.397325544414716
us_stocks,1d,ibs,APH,2010s,2516,-0.4834256353467498,-0.07846087786513856,6.933321722122384
us_stocks,1d,ibs,APH,2020s,1657,-0.30455622214676137,-0.05750795218458271,22.656257594819056
us_stocks,1d,ibs,APO,2010s,2012,-0.7957953971073985,-0.17247175274806414,-0.06783854400591299
us_stocks,1d,ibs,APO,2020s,1657,-0.2414772746800868,-0.03295077335871599,13.014668763946284
us_stocks,1d,ibs,APP,2020s,1152,-0.5338745481212992,-0.1750696703513166,4.954632878754073
us_stocks,1d,ibs,APTV,2010s,1761,-0.35220870945350796,-0.05746155846406786,6.404375121815788
us_stocks,1d,ibs,APTV,2020s,1657,0.4619050853420959,0.17957665751978458,22.61991915565918
us_stocks,1d,ibs,ARE,2000s,1762,0.15909592910802497,0.1130025434255113,27.678212644971012
us_stocks,1d,ibs,ARE,2010s,2516,-0.5699963094630411,-0.07993529474730487,0.6123469672102588
us_stocks,1d,ibs,ARE,2020s,1657,0.4655523061432512,0.1329131828609239,11.69689555844284
us_stocks,1d,ibs,ARES,2010s,1257,-0.8007787499889012,-0.18021079524484174,-8.222893793109211
us_stocks,1d,ibs,ARES,2020s,1657,-0.4911548276189829,-0.12372159474585831,4.868384351712414
us_stocks,1d,ibs,ATI,2000s,1762,-0.46585571620929506,-0.1384970753664958,10.934597745958879
us_stocks,1d,ibs,ATI,2010s,1384,0.08412080251942568,0.06495593198404748,7.536882000870915
us_stocks,1d,ibs,ATO,2000s,1762,0.22962788821415145,0.047107612582945046,14.486770943297763
us_stocks,1d,ibs,ATO,2010s,2516,-0.8107076806320472,-0.10575262192755286,1.0630603554085651
us_stocks,1d,ibs,ATO,2020s,1657,-0.20127911382681643,-0.021453340228545947,4.86208280901164
us_stocks,1d,ibs,AVB,2000s,1762,0.3357189529562978,0.19196395299637703,39.834128857788855
us_stocks,1d,ibs,AVB,2010s,2516,-0.3078988887495783,-0.036401215588973246,8.116442218920202
us_stocks,1d,ibs,AVB,2020s,1657,0.5723310774910443,0.15237608907439948,25.203521087366333
us_stocks,1d,ibs,AVGO,2010s,2516,-0.3473524938676307,-0.07295415747306877,20.07029803201654
us_stocks,1d,ibs,AVGO,2020s,1657,-0.6633130334043327,-0.23808606122144638,11.835360169302831
us_stocks,1d,ibs,AVY,2000s,1762,0.10261940122343198,0.0459915348797022,4.099403190581991
us_stocks,1d,ibs,AVY,2010s,2516,-0.8308237677980017,-0.13938018980931588,-5.676523353872942
us_stocks,1d,ibs,AVY,2020s,1657,0.29680248966865785,0.08715101652779067,18.499504366504198
us_stocks,1d,ibs,AWK,2000s,251,0.6368902186083834,0.1608807178337761,33.50288063764438
us_stocks,1d,ibs,AWK,2010s,2516,-0.6688405181364929,-0.0884639613236915,7.0905248773912
us_stocks,1d,ibs,AWK,2020s,1657,-0.04285911190333894,0.011510385142055934,5.2211896239137525
us_stocks,1d,ibs,AXON,2000s,1762,-0.7412683646637055,-0.30854660941003575,-15.627395476681476
us_stocks,1d,ibs,AXON,2010s,2516,-0.298280589421963,-0.05725905933335396,16.57174498510467
us_stocks,1d,ibs,AXON,2020s,1657,-0.7600807213064231,-0.26442123940425244,-8.760021992797956
us_stocks,1d,ibs,AXP,2000s,1762,0.4201077233347504,0.21455011384267197,34.694686300715844
us_stocks,1d,ibs,AXP,2010s,2516,-0.12683710119773042,-0.008552763116997264,10.504597193225498
us_stocks,1d,ibs,AXP,2020s,1657,-0.15615526925461895,-0.006926864090556872,15.234502004290157
us_stocks,1d,ibs,AYI,2000s,1762,0.35798431039567064,0.19311986128627368,39.91262733564186
us_stocks,1d,ibs,AYI,2010s,2129,-0.49383934959860715,-0.09816671538935062,0.6554514203458166
us_stocks,1d,ibs,AZO,2000s,1762,-0.002217620847850167,0.025283676465999383,13.605695634493525
us_stocks,1d,ibs,AZO,2010s,2516,-0.5374938535555381,-0.08074824063568653,8.351794868407527
us_stocks,1d,ibs,AZO,2020s,1657,0.04924630504285931,0.03931376442533985,18.00737049151205
us_stocks,1d,ibs,BA,2000s,1762,-0.23343202363804555,-0.02921228854525415,4.069477704471297
us_stocks,1d,ibs,BA,2010s,2516,-0.8373133054279399,-0.15252518347580568,-2.738964571184921
us_stocks,1d,ibs,BA,2020s,1657,-0.42453693083957994,-0.07666613547752676,-15.411665654201329
us_stocks,1d,ibs,BAC,2000s,1762,-0.2411776700279403,-0.014872635501436138,-7.720350243100287
us_stocks,1d,ibs,BAC,2010s,2516,-0.2431476432381801,-0.03136637825559885,4.282823700705488
us_stocks,1d,ibs,BAC,2020s,1657,-0.09628386998946283,0.004989035158694088,10.684014304539959
us_stocks,1d,ibs,BALL,2000s,1762,-0.02151012734391437,0.021094305612153308,12.67290113524017
us_stocks,1d,ibs,BALL,2010s,2516,-0.624636977798132,-0.09419222921478387,2.7748725125704294
us_stocks,1d,ibs,BALL,2020s,1657,0.16361988129850275,0.06842273322892223,11.574686652026339
us_stocks,1d,ibs,BAX,2000s,1762,0.23883990916771913,0.06243134886786805,20.55481236514642
us_stocks,1d,ibs,BAX,2010s,2516,-0.48509703176947394,-0.06418614372578113,1.596592248010958
us_stocks,1d,ibs,BAX,2020s,1657,0.28781228713838486,0.09192524315492168,4.442370099496108
us_stocks,1d,ibs,BBWI,2000s,1762,0.14308250536560788,0.08920693574635785,20.242587976189256
us_stocks,1d,ibs,BBWI,2010s,2516,-0.21471732617199207,-0.02387510099685186,4.197207270313641
us_stocks,1d,ibs,BBWI,2020s,1195,-0.7211233916065354,-0.2106453005112744,-10.84260396826877
us_stocks,1d,ibs,BBY,2000s,1762,0.06448528911980207,0.059920222257365374,19.798461736140077
us_stocks,1d,ibs,BBY,2010s,2516,0.08525345536515447,0.0728738879353219,19.778649991314897
us_stocks,1d,ibs,BBY,2020s,1657,-0.15172574997977592,-0.002805689475937845,1.662440626285766
us_stocks,1d,ibs,BC,2000s,1377,0.7418072529893124,0.18005967009286084,21.985837590983618
us_stocks,1d,ibs,BDX,2000s,1762,0.19464964739697738,0.056607589765174327,22.192517975069254
us_stocks,1d,ibs,BDX,2010s,2516,-0.13258887457548202,-0.01007441875207471,13.57770250782971
us_stocks,1d,ibs,BDX,2020s,1657,0.33106706278074777,0.08385660791337712,12.830581772106257
us_stocks,1d,ibs,BF.B,2000s,1762,0.13468659967339894,0.04261432823234079,16.927014487496827
us_stocks,1d,ibs,BF.B,2010s,2516,-0.36582270969074476,-0.050427179758895324,10.006581171963704
us_stocks,1d,ibs,BF.B,2020s,1657,0.9158098576610643,0.22973995723655838,28.148141412241227
us_stocks,1d,ibs,BG,2000s,1762,-0.4434974368096726,-0.09152566912677584,1.8195712368519528
us_stocks,1d,ibs,BG,2010s,2516,0.04373352897097282,0.02777484170233757,5.585014222235091
us_stocks,1d,ibs,BG,2020s,1657,-0.3308818659515524,-0.05440170725357585,2.8006137983273303
us_stocks,1d,ibs,BIIB,2000s,1762,0.33181878966814815,0.18939293932472623,30.458603205316425
us_stocks,1d,ibs,BIIB,2010s,2516,-0.02056174405178608,0.025120956168821262,17.90421442363049
us_stocks,1d,ibs,BIIB,2020s,1657,0.30352777435775685,0.15947238956469312,19.659946114274955
us_stocks,1d,ibs,BIO,2000s,1762,0.43922214864452713,0.17558800349927295,34.724727902431454
us_stocks,1d,ibs,BIO,2010s,2516,0.26662258359281393,0.07039085361690711,21.588698960435526
us_stocks,1d,ibs,BIO,2020s,1189,0.045367332009725786,0.04638718410714049,5.453479227344236
us_stocks,1d,ibs,BKNG,2000s,1762,-0.7758105309143627,-0.3519963569670177,-5.168493640506132
us_stocks,1d,ibs,BKNG,2010s,2516,-0.7752699357953261,-0.16454616677862544,-2.7366834835696157
us_stocks,1d,ibs,BKNG,2020s,1657,-0.5262725907899338,-0.12161869280062976,1.1567479425854053
us_stocks,1d,ibs,BKR,2000s,1762,0.20488850170028794,0.12219594323481009,21.282015418187665
us_stocks,1d,ibs,BKR,2010s,2516,-0.19426101622885356,-0.017896502629850763,-1.2610233832154643
us_stocks,1d,ibs,BKR,2020s,1657,-0.20613029542490674,-0.019367529729291455,10.568537824457588
us_stocks,1d,ibs,BLDR,2000s,1007,0.33942011388959176,0.3284484787220827,41.40983074826861
us_stocks,1d,ibs,BLDR,2010s,2516,-0.1872576166948661,-0.002865361703826119,16.806604740532716
us_stocks,1d,ibs,BLDR,2020s,1657,-0.4256507825528028,-0.10005837144703023,-1.503568034737753
us_stocks,1d,ibs,BLK,2000s,1762,0.09520357396923584,0.10320228904865414,34.51326830128032
us_stocks,1d,ibs,BLK,2010s,2516,-0.34890491223478226,-0.0501115225092712,2.9537063730297883
us_stocks,1d,ibs,BLK,2020s,1657,-0.3762352466244484,-0.06504242422054696,4.298408060342249
us_stocks,1d,ibs,BMY,2000s,1762,0.24089384198622732,0.056737402275935045,13.852496206530175
us_stocks,1d,ibs,BMY,2010s,2516,-0.5432292625269032,-0.0859882234019862,-0.8291958603522066
us_stocks,1d,ibs,BMY,2020s,1657,-0.26583017771938267,-0.03162101101003789,-2.2113736615818453
us_stocks,1d,ibs,BNY,2000s,1762,0.6704434125788555,0.3409249392522553,48.37716064005221
us_stocks,1d,ibs,BNY,2010s,2516,-0.04910285656727688,0.007140117783717814,9.19012854180556
us_stocks,1d,ibs,BNY,2020s,1657,-0.18705943905583688,-0.020518243502994693,15.594493435825196
us_stocks,1d,ibs,BR,2000s,504,0.003322756243683299,0.05473087343565752,12.438406428266182
us_stocks,1d,ibs,BR,2010s,2516,-1.483439681409452,-0.22098579846285094,-14.17366973409612
us_stocks,1d,ibs,BR,2020s,1657,-0.1829319360111863,-0.017407835420764295,3.714963723261725
us_stocks,1d,ibs,BRK.B,2000s,1762,-0.04102981074998315,0.008609510922782393,5.495621463923084
us_stocks,1d,ibs,BRK.B,2010s,2516,0.057109629322722996,0.018066966209629776,15.13364653402972
us_stocks,1d,ibs,BRK.B,2020s,1657,-0.27224944428382575,-0.03392737205733409,6.556859412395611
us_stocks,1d,ibs,BRO,2000s,1762,0.2237291374335981,0.07971878986074277,15.08745404256558
us_stocks,1d,ibs,BRO,2010s,2516,-0.732566423504168,-0.09586379800649225,1.3483558773937077
us_stocks,1d,ibs,BRO,2020s,1657,-0.13930395658104963,-0.007954726165819936,8.146327313892726
us_stocks,1d,ibs,BSX,2000s,1762,0.32658454252375557,0.09807942517326584,9.49898055996737
us_stocks,1d,ibs,BSX,2010s,2516,-0.09183735824332119,0.003316612790702722,16.323741083187745
us_stocks,1d,ibs,BSX,2020s,1658,-0.0740742277191156,0.006429044064003797,2.79980525655151
us_stocks,1d,ibs,BWA,2000s,1762,-0.25979772634949544,-0.037137940275492776,9.720605367508405
us_stocks,1d,ibs,BWA,2010s,2516,-0.47319153688210785,-0.08488372871078154,-2.3931296172838805
us_stocks,1d,ibs,BWA,2020s,1313,0.3776505412476092,0.13143483892164165,18.498001781106964
us_stocks,1d,ibs,BX,2000s,504,-0.09855716138242322,0.10124736338257345,6.904214529213344
us_stocks,1d,ibs,BX,2010s,2516,-0.4818271813102992,-0.09841209178383914,4.433680927835989
us_stocks,1d,ibs,BX,2020s,1657,-0.3435263429536751,-0.06680372788408229,6.12914490025787
us_stocks,1d,ibs,BXP,2000s,1762,0.4188799308843049,0.22862913217401148,43.9334525412862
us_stocks,1d,ibs,BXP,2010s,2516,-0.20931873107182053,-0.021590628305469872,7.520680875129147
us_stocks,1d,ibs,BXP,2020s,1657,0.012980304330556787,0.03736063993951955,2.201257531364926
us_stocks,1d,ibs,C,2000s,1762,0.3893796722097886,0.19227886120314308,18.547894436892673
us_stocks,1d,ibs,C,2010s,2516,-0.5619109052333601,-0.1012719546852876,-6.426748528028975
us_stocks,1d,ibs,C,2020s,1657,-0.06807483923845034,0.021117502894749896,12.902122573059005
us_stocks,1d,ibs,CA,2000s,1803,0.5451412850027627,0.1363944002192019,19.38814675740711
us_stocks,1d,ibs,CA,2010s,2262,0.09542248131698798,0.03939089227827164,3.4228540639566334
us_stocks,1d,ibs,CAG,2000s,1762,0.07303405043513105,0.023105378627462203,5.981350768401722
us_stocks,1d,ibs,CAG,2010s,2516,0.134239893362218,0.03759067408995098,14.275770000750901
us_stocks,1d,ibs,CAG,2020s,1631,0.5612468165166024,0.10344115639683393,10.532033744588059
us_stocks,1d,ibs,CAH,2000s,1762,0.10496578790356705,0.05580201794957207,1.8771538793057088
us_stocks,1d,ibs,CAH,2010s,2516,-0.33596421202856097,-0.04389320538029318,0.4572373640699995
us_stocks,1d,ibs,CAH,2020s,1657,-0.26947036395763435,-0.04495384105725253,17.73042025987644
us_stocks,1d,ibs,CARR,2020s,1404,-0.013035252381835016,0.025461937965537418,13.40031784133069
us_stocks,1d,ibs,CASY,2000s,1762,0.6546491101418335,0.24237281776618436,44.85557122493036
us_stocks,1d,ibs,CASY,2010s,2516,-0.6806687862160135,-0.12408218363403734,-2.629952053809538
us_stocks,1d,ibs,CASY,2020s,1657,-0.5182940630223251,-0.10829415976668111,7.581177852551319
us_stocks,1d,ibs,CAT,2000s,1762,-0.25490948269248836,-0.036784024014981265,8.788935938333706
us_stocks,1d,ibs,CAT,2010s,2516,-0.724113715000641,-0.12974410233000144,-7.9311515622323
us_stocks,1d,ibs,CAT,2020s,1657,-0.8439416775559011,-0.21732765015527744,-1.6993184456341737
us_stocks,1d,ibs,CB,2000s,1762,-0.020346472962923697,0.027050051745789006,11.176196515836896
us_stocks,1d,ibs,CB,2010s,2516,-0.2618744922116742,-0.02859161412953215,8.973406781968245
us_stocks,1d,ibs,CB,2020s,1657,0.11524795161751898,0.05214498853433769,19.50080754607821
us_stocks,1d,ibs,CBOE,2010s,2264,-0.9005095110086285,-0.14728052794113533,-1.7178226293483914
us_stocks,1d,ibs,CBOE,2020s,1657,0.661863140045946,0.1627592205524333,34.812158247531286
us_stocks,1d,ibs,CBRE,2000s,1259,0.49399332015770725,0.5006936246495277,77.41980799197384
us_stocks,1d,ibs,CBRE,2010s,2516,0.030620530340247747,0.037159959423670674,19.702776441211604
us_stocks,1d,ibs,CBRE,2020s,1657,-0.39497711654474865,-0.07429153018329027,2.0476255654145956
