class,tf,rule,pit,n_folds,n_switches,is1_excess_cagr,is1_dsharpe,is1_boot_se,is1_boot_t,is1_boot_p_gt0,is1_boot_ci_lo,is1_boot_ci_hi,is1_boot_draws,best_fixed_rule,best_fixed_excess_cagr,selection_cost,n_candidates,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict
crypto,1d,IS#1[cashmatch],False,6,2,0.12132627060559908,0.20112243393076334,0.19218485000871643,1.0465051429477483,0.8245,-0.16058156103422191,0.5697257623791506,2000,ema_cross_sniper@allow_short=0,0.23952942401443145,-0.11820315340883236,6,False,False,False,False,False,False,0,6,False,False,unrankable
