ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,net_return_pct,bench_return_pct,excess_return_pct,class,timeframe,rule,scenario,wf_mode,n_folds,n_switches,is_baseline,generic_fallback,rankable,contaminated,prior
-0.03299336456958762,0.55,-0.018194501772516882,0.0,-0.08040419302404908,,VET/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,tsmom12,binance,prereg,6.0,0.0,False,False,True,False,Moskowitz/Ooi/Pedersen 2012: long if trailing 12m return > 0
-0.14765777463572152,0.3,-0.13017904972533417,0.0,-0.35983914851338494,,DOT/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,faber_gtaa,binance,prereg,6.0,0.0,False,False,True,True,Faber 2007: long above the 10-month moving average
-0.223511203773444,0.25,-0.22061500878589868,0.0,-0.5446924921322803,,XRP/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,golden_cross,binance,prereg,6.0,0.0,False,False,True,False,Long while the 50d SMA is above the 200d SMA
-0.27686748901299174,0.2,-0.26438736040033634,0.0,-0.6747207300344337,,SOL/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,volmanaged,binance,prereg,6.0,0.0,False,False,True,True,"Moreira/Muir 2017: inverse prior-month variance, capped 1.0"
-0.6354405941872168,0.05,-0.5228097140770254,0.0,-1.5485564705771386,,DOT/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,st_reversal,binance,prereg,6.0,0.0,False,False,True,False,Jegadeesh 1990: long after a down week
-0.10124876376045136,0.45,-0.018194501772516882,0.0,-0.24674128422615216,,VET/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,tsmom12,coinbase,prereg,6.0,0.0,False,False,True,False,Moskowitz/Ooi/Pedersen 2012: long if trailing 12m return > 0
-0.22802736917019387,0.2,-0.13017904972533417,0.0,-0.5556983000886935,,DOT/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,faber_gtaa,coinbase,prereg,6.0,0.0,False,False,True,True,Faber 2007: long above the 10-month moving average
-0.23691415959711243,0.25,-0.22061500878589868,0.0,-0.5773552369355912,,XRP/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,golden_cross,coinbase,prereg,6.0,0.0,False,False,True,False,Long while the 50d SMA is above the 200d SMA
-0.33467117937688057,0.15,-0.26438736040033634,0.0,-0.8155872084355049,,SOL/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,volmanaged,coinbase,prereg,6.0,0.0,False,False,True,True,"Moreira/Muir 2017: inverse prior-month variance, capped 1.0"
-1.1636511838932269,0.0,-0.5228097140770254,0.0,-2.835795488667971,,DOT/USD,20,20,5.9388749823844265,False,False,False,False,0,False,,,,crypto,1d,st_reversal,coinbase,prereg,6.0,0.0,False,False,True,False,Jegadeesh 1990: long after a down week
