rule,symbol,scenario,ir_wf,ret_pct,bench_pct,years_oos,n_folds,n_switches,long_frac,exposure,turnover_yr
tsmom12,SPY,gross,-0.25622201135803235,89.71873291436042,97.20910457108667,3.453499036620149,4,0,0.9328358208955224,0.9328358208955224,2.6060525584533156
tsmom12,SPY,retail,-0.2594943781294167,89.61062182102538,97.20910457108667,3.453499036620149,4,0,0.9328358208955224,0.9328358208955224,2.6060525584533156
tsmom12,SPY,wide,-0.2646371343245388,89.4390720900184,97.20910457108667,3.453499036620149,4,0,0.9328358208955224,0.9328358208955224,2.6060525584533156
tsmom12,SPY,pessimistic,-0.27743827787447056,89.010801181968,97.20910457108667,3.453499036620149,4,0,0.9328358208955224,0.9328358208955224,2.6060525584533156
tsmom12,TQQQ,gross,-0.7334323958528237,274.97630161763993,544.8904047732511,3.454554829660999,4,0,0.8978185993111366,0.8978185993111366,5.4999850738697065
tsmom12,TQQQ,retail,-0.7347269969738228,274.5096311663278,544.8904047732511,3.454554829660999,4,0,0.8978185993111366,0.8978185993111366,5.4999850738697065
tsmom12,TQQQ,wide,-0.7367332223717769,273.782440762707,544.8904047732511,3.454554829660999,4,0,0.8978185993111366,0.8978185993111366,5.4999850738697065
tsmom12,TQQQ,pessimistic,-0.7417436216192768,271.97031211204074,544.8904047732511,3.454554829660999,4,0,0.8978185993111366,0.8978185993111366,5.4999850738697065
tsmom12,SOXL,gross,-0.7068647148053752,265.2962365942291,739.1083841150365,3.4503355260522524,4,0,0.7055109070034443,0.7055109070034443,7.825325912837356
tsmom12,SOXL,retail,-0.7076664112708732,264.6513031737638,739.1083841150365,3.4503355260522524,4,0,0.7055109070034443,0.7055109070034443,7.825325912837356
tsmom12,SOXL,wide,-0.7089086802969948,263.6495394142287,739.1083841150365,3.4503355260522524,4,0,0.7055109070034443,0.7055109070034443,7.825325912837356
tsmom12,SOXL,pessimistic,-0.7120129673111529,261.1567099885764,739.1083841150365,3.4503355260522524,4,0,0.7055109070034443,0.7055109070034443,7.825325912837356
tsmom12@lookback_months=3.0,SPY,gross,-0.5643350123028871,67.90469299309177,97.20910457108667,3.453499036620149,4,0,0.8375430539609644,0.8375430539609644,9.845087443045859
tsmom12@lookback_months=3.0,SPY,retail,-0.5712844522438837,67.53536779756463,97.20910457108667,3.453499036620149,4,0,0.8375430539609644,0.8375430539609644,9.845087443045859
tsmom12@lookback_months=3.0,SPY,wide,-0.5819849629881353,66.96475566182252,97.20910457108667,3.453499036620149,4,0,0.8375430539609644,0.8375430539609644,9.845087443045859
tsmom12@lookback_months=3.0,SPY,pessimistic,-0.6086605932350716,65.54646547353522,97.20910457108667,3.453499036620149,4,0,0.8375430539609644,0.8375430539609644,9.845087443045859
