basket,mode,tickers,start,end,bars,rebalances,switches,lookback,month_end,fee,pw_total_return,pw_cagr,pw_ann_vol,pw_sharpe,pw_max_dd,spy_total_return,spy_cagr,spy_ann_vol,spy_sharpe,spy_max_dd,eq_total_return,eq_cagr,eq_ann_vol,eq_sharpe,eq_max_dd,years,cagr_net,cagr_bench,excess_cagr,sharpe_rf,sharpe_bench_rf,max_dd,ir,t_stat,nw_t,vs_spy_excess_cagr,vs_spy_ir,vs_spy_t_stat,vs_spy_nw_t
broad,honest,SPY QQQ IWM EFA EEM TLT SHV,2000-04-04,2025-04-04,6289,301,165,50,trading,retail,1.2169978102640377,0.032416178365583415,0.1896851534433682,0.17089465241285468,-0.49176079942129064,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,1.9314172407499077,0.04403674471465169,0.1624079744766302,0.2711489066750745,-0.5695371406005749,24.999315537303218,0.032359572811882176,0.04395941906782053,-0.01159984625593835,0.1703003075858762,0.23809221549554668,-0.4917607994212906,-0.03766626697891439,-0.18832875676145805,-0.3268701841839073,-0.03594955201089722,-0.1713209175356408,-0.8565928613202177,-1.1371821518701586
sector,honest,XLP XLY XLF XLV XLK TLT SHY,2000-04-04,2025-04-04,6289,301,180,50,trading,retail,4.38668328056003,0.06980352214830732,0.1852140701014925,0.37688023436911033,-0.36819809342983484,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,4.1421036607656045,0.06781345022198382,0.13717086026201805,0.4943721289816904,-0.38849203491609974,24.999315537303218,0.06967946496008381,0.06769304057079872,0.001986424389285091,0.3616375802705118,0.4183983585084252,-0.3681980934298349,0.05671387548155104,0.2835654955279693,0.28663256362554823,0.0013703401373044155,-0.0013114730075850926,-0.00655727527187589,0.027015143017029786
broad,honest,SPY QQQ IWM EFA EEM TLT SHV,2000-04-04,2025-04-04,6289,301,151,55,trading,retail,3.813801580163557,0.06499428343134861,0.19766652788567274,0.32880773556633874,-0.4558894428145006,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,1.946512120345949,0.044251634445362065,0.16242307769978973,0.272446717991352,-0.5695371406005749,24.999315537303218,0.06487903004373075,0.04417392354128813,0.020705106502442616,0.32829853430345923,0.2393514484454327,-0.4558894428145006,0.15380314988371976,0.7690052220946684,1.0161073200772008,-0.0034300947790486536,-0.01171436007282942,-0.058570998554410315,-0.0025905940008537753
sector,honest,XLP XLY XLF XLV XLK TLT SHY,2000-04-04,2025-04-04,6289,301,173,55,trading,retail,4.253376600694861,0.06872986527262204,0.19820633395440554,0.34675917717358284,-0.4586585987253191,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,4.1421036607656045,0.06781345022198382,0.13717086026201805,0.4943721289816904,-0.38849203491609974,24.999315537303218,0.06860777674425211,0.06769304057079872,0.0009147361734533899,0.345120732652478,0.4183983585084252,-0.4586585987253191,0.06384083478918007,0.3191998042489967,0.31160559243326263,0.0002986519214727146,0.005706126484744902,0.02853024185797902,0.0649521253423513
broad,honest,SPY QQQ IWM EFA EEM TLT SHV,2000-04-04,2025-04-04,6289,301,144,60,trading,retail,4.561957333129825,0.0711770141601129,0.19647475505707973,0.36227053261593123,-0.4998327149837609,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,1.946512120345949,0.044251634445362065,0.16242307769978973,0.272446717991352,-0.5695371406005749,24.999315537303218,0.07105043583887571,0.04417392354128813,0.026876512297587585,0.35850290730139434,0.2393514484454327,-0.4998327149837609,0.18670672295147384,0.933520835291188,1.2743852023098472,0.002741311016096315,0.015889727089364973,0.07944754784683512,0.17624130813288788
sector,honest,XLP XLY XLF XLV XLK TLT SHY,2000-04-04,2025-04-04,6289,301,162,60,trading,retail,6.580292079917389,0.08454851351783899,0.19569666366507407,0.43203860471806466,-0.4168907788862423,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,4.1421036607656045,0.06781345022198382,0.13717086026201805,0.4943721289816904,-0.38849203491609974,24.999315537303218,0.08439723365252516,0.06769304057079872,0.016704193081726437,0.42247173899548374,0.4183983585084252,-0.41689077888624226,0.14583248202136334,0.7291524283491025,0.9581294165936142,0.016088108829745762,0.0755488481842773,0.3777390698491555,0.6379062865699029
broad,honest,SPY QQQ IWM EFA EEM TLT SHV,2000-04-04,2025-04-04,6289,301,141,63,trading,retail,7.5130980679269825,0.08960372071162848,0.19079048678698127,0.46964459402879755,-0.5471448817412895,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,2.0099151061381892,0.045142843593522386,0.1616112565536373,0.2793298224158036,-0.5695371406005749,24.999315537303218,0.08944302835924489,0.04506353410793085,0.044379494251314044,0.4527328042578687,0.2450100067632593,-0.5471448817412896,0.26736677231786693,1.3368155612058734,1.6615011057473914,0.021133903536465493,0.09088694078330961,0.4544284830019088,0.7088096628145477
sector,honest,XLP XLY XLF XLV XLK TLT SHY,2000-04-04,2025-04-04,6289,301,165,63,trading,retail,11.524010515650172,0.10658948418142589,0.189027431365025,0.5638836829750611,-0.3984471834987912,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,4.140446524587987,0.06779965912258157,0.136989540041353,0.49492581040942907,-0.38849203491610007,24.999315537303218,0.10639687172520707,0.06767927472646051,0.03871759699874655,0.5370030887380793,0.4186764313220728,-0.39844718349879116,0.26179771618426995,1.3089706617216155,1.8223559109118503,0.038087746902427666,0.17092044682884686,0.8545905351971615,1.4017700480967474
broad,honest,SPY QQQ IWM EFA EEM TLT SHV,2000-04-04,2025-04-04,6289,301,138,66,trading,retail,7.7147247197493325,0.09062620956957823,0.1940562695058661,0.46700995438252874,-0.5245128302411756,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,2.0154734731852564,0.04522011217361577,0.16171492834576492,0.279628557710702,-0.5687422110134249,24.999315537303218,0.09046360850730717,0.04514066402823125,0.04532294447907592,0.45311220311275874,0.24541323380581176,-0.5245128302411756,0.278279818145222,1.3913800433802583,1.7470774502849389,0.02215448368452777,0.09939771729777845,0.49698178303936125,0.7416428210298966
sector,honest,XLP XLY XLF XLV XLK TLT SHY,2000-04-04,2025-04-04,6289,301,152,66,trading,retail,6.980013469015642,0.08678404073278001,0.1911019300537402,0.45412435504118287,-0.39361929808808926,4.216795408968853,0.0684306650665254,0.1932568144305512,0.3540918609683316,-0.5519695475840949,4.140446524587987,0.06779965912258157,0.136989540041353,0.49492581040942907,-0.38849203491610007,24.999315537303218,0.0866286034264796,0.06767927472646051,0.018949328700019086,0.4386285390759269,0.4186764313220728,-0.39361929808808926,0.15274355608016787,0.7637073256026485,0.9178162703131646,0.0183194786037002,0.08002609184748037,0.4001249817124461,0.6202451145416248
