fold,rule,is_excess_cagr
2020-08-29,renko_delta,0.6692771164865061
2021-08-29,ema_cross_sniper@allow_short=0,0.8631450610438578
2022-08-29,ema_cross_sniper@allow_short=0,0.6602572342214839
2023-08-29,ema_cross_sniper@allow_short=0,0.3587367164913329
2024-08-29,ema_cross_sniper@allow_short=0,0.08781992053222198
2025-08-29,RANDOM_75,0.1394370651840564
