class,tf,rule,pit,n_names,years,exposure,cagr,cashmatch_bench_cagr,cashmatch_excess_cagr,cashmatch_ratio,win_rate,profit_factor,n_trades,sharpe,bench_sharpe,dsharpe,boot_t,dsr,alpha_vs_bh_ann,alpha_vs_bh_t,avg_breadth,bars,start,end,vol,bench_vol,dd,bench_dd,bench_cagr,wealth,bench_wealth,avg_win,avg_loss,boot_se,boot_p_gt0,boot_ci_lo,boot_ci_hi,boot_draws,fold_dsharpe,fold_sd,fold_t,n_folds_scored,fold_edges,cash_w,cashmatch_bench_dd,cashmatch_bench_wealth,cashmatch_beats,edge_wealth,edge_headroom,cost_drag_ann,roe_ann,const_weight,const_mar,mar,vs_constant,index_symbol,index_cagr,index_wealth,index_sharpe,index_vol,index_dd,idx_cash_w,idx_cashmatch_bench_cagr,idx_cashmatch_bench_dd,idx_cashmatch_excess_cagr,idx_cashmatch_ratio,idx_cashmatch_beats,volmatch_k,volmatch_wealth,volmatch_dd,volmatch_beats,alpha_ann,alpha_t,alpha_p,r2,factor_n,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_Mom,beta_ST_Rev,t_Mkt-RF,t_SMB,t_HML,t_RMW,t_CMA,t_Mom,t_ST_Rev,alpha_vs_bh_p,beta_BH,r2_vs_bh,fill,skew,kurtosis,n_trials,sr_star_ann,psr,dsr_pass,n_trials_ledger,n_trials_measured,n_trials_source,trial_dispersion,dispersion_source,rand_sharpe,vs_random,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict
us_etfs,1m,BUYHOLD,False,10,6.425417127236862,1.0,0.1883914721685429,0.18840072078144554,-9.24861290263479e-06,0.9999499958724744,0.9,57.592027766918136,10,1.0864877388588596,1.0865425778430742,-5.4838984214544695e-05,,0.0,-0.0024986705884721882,-0.9813205630299117,9.921402565520504,625682,2020-03-25,2026-08-20,0.14193950491283117,0.14193950343916592,-0.19131088563991827,-0.1913108856399246,0.18840072078144554,30314.208022941886,30315.723934267528,2.497483111903883,-0.390285754446839,,,,,,,,,4,0.000000;0.000000;0.000000;0.000000,1.0,-0.1913108856399246,30315.723934267528,False,-1.515911325640218,0.0,7.781595966439866e-06,0.1883914721685429,1.0,0.9847882944624676,0.9847399510926408,-4.8343369826842064e-05,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.8172494489566379,0.17830700490960605,-0.21927899705193243,0.010084467258936858,1.0562844836180758,True,0.9999999896176527,30314.207694239027,-0.19131088375439986,False,26.278174901935085,2.5945009999574986,0.009472833803038316,0.3651748434068869,1574,0.297438263471298,0.001677647029762086,0.12733678276251165,0.008667990124589062,-0.011527956391003444,-0.027189805030948214,0.003613321024184036,13.7355226297018,0.08475776612163584,5.217680414727726,0.3366296272097996,-0.2811407386432211,-1.48134519979435,0.17727574837350363,0.32643468548505017,1.0000093500170317,0.9999999574683505,close,2.5179223406065665,672.6833105010886,99,15.018754791647646,0.9971397567892912,False,68,31,run+ledger,5.943161699883404,this run,0.163955716007209,0.9225320228516506,False,False,True,False,False,False,1,6,False,True,underpowered
us_etfs,1m,ha:chart:ssl_hybrid@allow_short=0,False,10,6.425417127236862,0.5020682333025505,0.050500138454596444,0.1227946836857241,-0.07229454523112766,0.6520460105301227,0.43001383834759876,1.0751702555186844,19511,0.2907075563284012,1.0865425778430742,-0.795835021514673,-2.8609256104567087,0.0,-8.443089252965182,-1.8537279283641312,9.921402565520504,625682,2020-03-25,2026-08-20,0.08362717891997123,0.14193950343916592,-0.11849094775016389,-0.1913108856399246,0.18840072078144554,13723.944630937607,30315.723934267528,0.005883399982967787,-0.004128281028919966,0.27817396530895067,0.0,-1.30536275964871,-0.24223918734811759,2000.0,-1.2080476261642858,0.6393820217352819,-3.7787976048674197,4,-1.103834;-0.652720;-0.950587;-2.125050,0.5891748026004131,-0.11085489460601305,21047.5095458062,False,-7323.5649148685925,0.0,0.0373306658929939,0.07244766878225084,0.5020682333025505,1.167098137287009,0.4261940630357275,-0.7409040742512816,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.4815027777651943,0.1171673590465534,-0.1288275079675456,-0.06666722059195695,0.673440460788584,False,1.0,13723.944630937607,-0.11849094775016389,False,5.377191501016746,0.7707192837132302,0.4408733393025628,0.1983769008959536,1574,0.12447223726311546,0.017282263043554527,0.06066885575771607,0.017032775509765063,-0.005999546609040861,-0.009782113955614992,0.010794159910940996,8.403371365564576,1.0924032782951787,4.186961569947618,1.0141470192276676,-0.2448618506290566,-0.8618329972522444,0.8747376605194255,0.06377809400733891,0.5258773119229185,0.6856646110341023,close,0.9628797427053217,1177.1347399227188,99,15.018754791647646,0.7694793666916464,False,68,31,run+ledger,5.943161699883404,this run,-0.835086740252519,1.1257942965809202,False,False,True,False,False,False,1,6,False,True,underpowered
us_etfs,1m,chart:ssl_hybrid@allow_short=0,False,10,6.425417127236862,0.49683205685955484,0.04945816977468387,0.12492828187901495,-0.07547011210433108,0.640046208600892,0.4244247073072265,1.0711465955848296,24770,0.2744955694493316,1.0865425778430742,-0.8120470083937426,-4.0937886376846855,0.0,-3.931018442343125,-0.9078310396982471,9.921402565520504,625682,2020-03-25,2026-08-20,0.08552180300986538,0.14193950343916592,-0.10684283762410451,-0.1913108856399246,0.18840072078144554,13636.713716291652,30315.723934267528,0.005201356920737254,-0.003580686174383829,0.19836075583350343,0.0,-1.1894743470461382,-0.4279856785842511,2000.0,-1.2613430178876888,0.8780508819818637,-2.8730522200278186,4,-0.925717;-0.526203;-1.059646;-2.533806,0.6025229124922176,-0.1135331627130669,21305.826881000987,False,-7669.113164709336,0.0,0.04742688868639878,0.0706958174772836,0.49683205685955484,1.171259420419223,0.46290580514800694,-0.7083536152712161,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.49241151310562586,0.11916282925536348,-0.1318625319984159,-0.06970465948067961,0.6615307258713043,False,1.0,13636.713716291652,-0.10684283762410451,False,10.034061254677866,1.389778930338578,0.16459601803727653,0.2305464205220632,1574,0.13525287619300844,0.01952559310085597,0.07116131251542847,0.031057079677796716,-0.004018241511879107,-0.012775956711448586,0.01961336065848042,9.423954486320595,1.1447206614733518,4.177064788552743,1.6835316221588945,-0.17169917173722934,-0.740040863421198,1.4390080827725393,0.3639674962661199,0.5313870754574053,0.6909044239014742,close,6.382791711206265,1894.13309253088,99,15.018754791647646,0.7572972916018625,False,68,31,run+ledger,5.943161699883404,this run,-0.8459628061884046,1.1204583756377362,False,False,True,False,False,False,1,6,False,True,underpowered
us_etfs,1m,ha:chart:range_filter_macd@allow_short=0,False,10,6.425417127236862,0.17811180439903979,-0.022490375196407286,0.0783192494378031,-0.10080962463421039,0.5322407723830617,0.3615127175368139,0.9577339075245612,29880,-1.138733784994103,1.0865425778430742,-2.2252763628371772,-4.063430086633461,0.0,-6.028176119063146,-1.7450337660920507,9.921402565520504,625682,2020-03-25,2026-08-20,0.04410730622148904,0.14193950343916592,-0.16073739458355685,-0.1913108856399246,0.18840072078144554,8640.195628467038,30315.723934267528,0.0029625020923162407,-0.0017513991347878402,0.5476349575097063,0.0,-3.2938824782504774,-1.1979434770356074,2000.0,-2.5961780685515463,0.9142606028319117,-5.679295510513993,4,-2.321141;-1.725135;-2.456300;-3.882137,0.3107472208425265,-0.05465438562122482,16233.622219097035,False,-7593.426590629997,0.0,0.05710618258469173,-0.22803987738628484,0.17811180439903979,2.025005465070749,-0.1399199934444378,-2.164925458515187,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.2539579923616813,0.0754656589481606,-0.06407329753646573,-0.09795603414456788,0.5413804631406128,False,1.0,8640.195628467038,-0.16073739458355685,False,-2.535817366919209,-0.7035386412910709,0.48172013449404627,0.07935039725839166,1574,0.04103175140452589,-0.0027910496276220866,0.01886909340212256,0.000930387946737359,-0.006685788622274907,0.002694717573445456,0.004216565375816222,6.800872082393945,-0.30944754777153977,2.207755335672613,0.0763756295948743,-0.4698132837065999,0.643401994513036,0.6090687948590499,0.08097899150883414,0.13288819999686186,0.21359792318623871,close,4.856843310397789,2407.905478644421,99,15.018754791647646,0.002185520965879928,False,68,31,run+ledger,5.943161699883404,this run,-0.8459628061884046,-0.29277097880569847,False,False,False,False,False,False,0,6,False,True,underpowered
us_etfs,1m,RANDOM_75,False,10,6.425417127236862,0.7491251971245803,0.041261026749429774,0.15225967546562047,-0.1109986487161907,0.5216042019413785,0.5094730356501053,1.0571361559276695,58429,0.163955716007209,1.0865425778430742,-0.9225868618358651,-7.64803269717773,0.0,0.6994876955788296,0.24378863722120897,9.921402565520504,625682,2020-03-25,2026-08-20,0.10979559031966862,0.14193950343916592,-0.2462882180464604,-0.1913108856399246,0.18840072078144554,12966.651586940103,30315.723934267528,0.003360165083188977,-0.0033013229099372893,0.12063061160503631,0.0,-1.190023733127502,-0.7201028989912805,2000.0,-1.2003737580724834,0.32731851477893714,-7.334591255145993,4,-1.436105;-0.748389;-1.170353;-1.446648,0.7735379345379075,-0.14747034600786468,24859.17778016172,False,-11892.526193221618,0.0,0.11176783139121553,0.04550560265913073,0.7491251971245803,1.0398843377425864,0.16753146811775704,-0.8723528696248293,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.6321734441847163,0.14468291440966574,-0.17017834253914865,-0.10342188766023597,0.5441904908717468,False,1.0,12966.651586940103,-0.2462882180464604,False,20.27364150411718,2.4092501937014172,0.01598533523870005,0.345747015672198,1574,0.2207260690378457,-0.004377866882349646,0.1009986540250277,0.0032019786351202353,-0.006874706067272321,-0.02768677210915616,0.005775389710467368,13.195406849775395,-0.2557553678231992,5.416241746161159,0.16585182995741993,-0.2317652303285723,-1.57160857596019,0.3843148863006419,0.8073945210526141,0.744818688653202,0.9317828808163451,close,5.057419149279464,978.2091410968208,99,15.018754791647646,0.6613463982574896,False,68,31,run+ledger,5.943161699883404,this run,0.163955716007209,0.0,False,False,True,False,False,False,1,6,False,True,underpowered
us_etfs,1m,chart:range_filter_macd@allow_short=0,False,10,6.425417127236862,0.21420333053207263,-0.02992932864202713,0.08113006984597959,-0.11105939848800672,0.49834056215953076,0.35766008803066873,0.9479381904135882,28172,-1.2390912029839871,1.0865425778430742,-2.3256337808270615,-4.4266406317095335,0.0,-9.573233059482678,-2.485661937542733,9.921402565520504,625682,2020-03-25,2026-08-20,0.04660756966577207,0.14193950343916592,-0.19527518025617518,-0.1913108856399246,0.18840072078144554,8226.330936536498,30315.723934267528,0.00338855283372135,-0.001990397476039908,0.5253721669131565,0.0,-3.360891167041792,-1.387542361228553,2000.0,-2.9135928423960076,1.6728391112537504,-3.4834107151073765,4,-1.798670;-1.968028;-2.505918;-5.381756,0.32836221443981367,-0.058246697151365434,16507.448040930398,False,-8281.117104393898,0.0,0.0538574626122722,-0.21807645089874828,0.21420333053207263,1.806132901055745,-0.15326744854499078,-1.9594003496007357,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.2683538360229763,0.07810707662351213,-0.06825114838554613,-0.10803640526553926,0.507387619561856,False,1.0,8226.330936536498,-0.19527518025617518,False,-5.642846203477199,-1.3589592475692758,0.17415950269678593,0.103713503889035,1574,0.04877608192087484,-0.0020232792760072477,0.01694504443098204,-0.0035298412557912447,0.009252109594117897,-0.00027828393416575413,0.002877333055131427,8.136746064165864,-0.20887546454271494,2.430730624679735,-0.26939445162432,0.7490829269526598,-0.0785708441071604,0.5184960158717506,0.012931073976828689,0.1495556647109222,0.2653952199410987,close,-7.5480958770740365,1287.819665694132,99,15.018754791647646,0.0007344833246640814,False,68,31,run+ledger,5.943161699883404,this run,-0.8459628061884046,-0.39312839679558254,False,False,False,False,False,False,0,6,False,True,underpowered
us_etfs,1m,RANDOM_50,False,10,6.425417127236862,0.4993786500805242,-0.040465610141491526,0.11735390758076414,-0.15781951772225566,0.3759116899397362,0.5010111939817856,1.0057789007662026,77631,-0.8459628061884046,1.0865425778430742,-1.9325053840314788,-7.211592008011439,0.0,1.8208859902820662,0.526712153435208,9.921402565520504,625682,2020-03-25,2026-08-20,0.0787956509107204,0.14193950343916592,-0.3765694487162887,-0.1913108856399246,0.18840072078144554,7668.872467745414,30315.723934267528,0.0023194259893143062,-0.002315445827652781,0.26797209019653867,0.0,-2.512816418177162,-1.4675267015815419,2000.0,-2.659039096870237,0.5122232943520005,-10.382343506005965,4,-3.019592;-2.014570;-2.483606;-3.118388,0.5551354556097313,-0.1040059624198838,20400.72887590923,False,-12731.856408163816,0.0,0.14849218842916667,-0.10517959838735602,0.4993786500805242,1.1692228248310044,-0.10745855851938411,-1.2766813833503885,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.4536841404830386,0.11207669423666444,-0.12105888334347736,-0.15254230437815597,0.38752218591866544,False,1.0,7668.872467745414,-0.3765694487162887,False,15.072379936504168,2.3145601843416364,0.02063701397919937,0.30823691334761416,1574,0.147352365655861,-0.012544266519036285,0.07788349020173765,-0.007386573359419259,-0.008780544572239209,-0.02324229990179133,0.005669270764654179,12.815596071573225,-1.0649361146820504,5.175905339672231,-0.5173764233649958,-0.3926958780301332,-1.8703656435105205,0.501706337947852,0.5983934945364089,0.5042343306516609,0.8239636534830989,close,7.6836742724636675,1163.607195779219,99,15.018754791647646,0.0169958085669622,False,68,31,run+ledger,5.943161699883404,this run,-0.8459628061884046,0.0,False,False,True,False,False,False,1,6,False,True,underpowered
us_etfs,1m,chart:bb_outside_in@allow_short=0,False,10,6.425417127236862,0.5319423825673806,-0.048933016612417,0.12342431579114943,-0.17235733240356643,0.34295105088655203,0.4237149704767898,0.9991144914478673,74687,-0.8918338506634523,1.0865425778430742,-1.9783764285065266,-8.102720828694531,0.0,-2.4397899933682767,-0.5588757910171167,9.921402565520504,625682,2020-03-25,2026-08-20,0.08418629100732372,0.14193950343916592,-0.4225831138310362,-0.1913108856399246,0.18840072078144554,7244.31393782258,30315.723934267528,0.0024478264868476123,-0.0018013655063550222,0.24416198834105365,0.0,-2.508340905198018,-1.5720734805112426,2000.0,-2.882782626239842,0.7088318520109805,-8.133896968826352,4,-3.623894;-2.595184;-2.034523;-3.277529,0.5931138898439592,-0.1116457014931671,21123.46330211128,False,-13879.149364288698,0.0,0.14289304838813224,-0.1125774474885195,0.5319423825673806,1.1442073430849633,-0.1157950117050398,-1.260002354790003,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.48472199461095145,0.11775627794795596,-0.12972382271305338,-0.16668929456037296,0.35428018585448495,False,1.0,7244.31393782258,-0.4225831138310362,False,9.785793958208416,1.4459237425874032,0.1481985917488533,0.3139076271783934,1574,0.16425053660867112,-0.01346496179665821,0.06878846207170881,0.0021520135812400226,-0.0005431893304913005,-0.007850486162486153,0.011493831354358922,13.634230433249684,-1.0645260837033448,4.675895193891644,0.10561216843834473,-0.02434931232369825,-0.8330830058278014,0.9122705989799266,0.5762464924418307,0.4651972951628162,0.7188370820261375,close,2.6035460760124245,1025.0879489540143,99,15.018754791647646,0.012225838194049987,False,68,31,run+ledger,5.943161699883404,this run,-0.714282440715732,-0.17755140994772034,False,False,False,False,False,False,0,6,False,True,underpowered
us_etfs,1m,ha:chart:bb_outside_in@allow_short=0,False,10,6.425417127236862,0.5255035521112378,-0.07385509312828353,0.12272370925979659,-0.19657880238808012,0.29031802043436933,0.391624747685111,0.9909600384501248,93633,-1.2168693393318117,1.0865425778430742,-2.303411917174886,-8.96207580499376,0.0,2.42397509444534,0.5252158540121615,9.921402565520504,625682,2020-03-25,2026-08-20,0.08356415363429168,0.14193950343916592,-0.47868733320397294,-0.1913108856399246,0.18840072078144554,6107.989870256743,30315.723934267528,0.0023292202636238826,-0.0015130490492282417,0.2570176784145701,0.0,-2.858158918626448,-1.85712495203166,2000.0,-3.5053825812245383,1.0655480648204334,-6.579492182392104,4,-3.960969;-2.953860;-2.351302;-4.755399,0.5887307733897109,-0.11076572880627578,21038.962242571313,False,-14930.972372314569,0.0,0.1791416786683316,-0.15790329216032895,0.5255035521112378,1.1489083604667767,-0.154286708683,-1.3031950691497767,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.4811398951411948,0.11710097139859155,-0.12872643695474295,-0.19095606452687508,0.2998364229993673,False,1.0,6107.989870256743,-0.47868733320397294,False,14.463971642963404,2.145682829398971,0.03189829201663752,0.2810189643104497,1574,0.15525699804522808,0.0026572735589498325,0.057862889068865386,0.012475097265817595,-0.005614833111323932,0.0017506862227247809,0.012019243257495666,11.882308258991301,0.21518311564141335,4.5105200697689405,0.6344091337408333,-0.2657667609030172,0.21891597121439768,0.9566533175410266,0.5994331449562593,0.4581354845972745,0.6765112212613522,close,3.5771103448852584,1107.2557726206894,99,15.018754791647646,0.0011180338237782306,False,68,31,run+ledger,5.943161699883404,this run,-0.7403196140656753,-0.4765497252661365,False,False,False,False,False,False,0,6,False,True,underpowered
us_etfs,1m,ha:chart:ssl_hybrid,False,10,6.425417127236862,0.9997284886541331,-0.08939145876757992,0.1352904508230508,-0.22468190959063072,0.24243982924321897,0.4066993003408596,0.9424290554812825,39019,-1.2415743959423513,1.0865425778430742,-2.3281169737854253,-3.2005110878019454,0.0,-16.90189179106011,-1.855463995063681,9.921402565520504,625682,2020-03-25,2026-08-20,0.09472342992499189,0.14193950343916592,-0.4786996676035603,-0.1913108856399246,0.18840072078144554,5478.849037820492,30315.723934267528,0.005850447300442621,-0.00425538608706835,0.7274203744078684,0.0,-3.6448143571536735,-0.8608544132397257,2000.0,-3.424224903183769,1.469295274222411,-4.661043921203595,4,-3.710020;-2.056242;-2.562133;-5.368505,0.6673507207638609,-0.12648056130971774,22598.79927701168,False,-17119.95023919119,0.0,0.07615523951678874,-0.0894145175142822,0.9997284886541331,0.9848287619142653,-0.1867380840581872,-1.1715668459724524,SPY,0.21125033660004444,34261.9909221178,1.0264676487621485,0.17367953578193515,-0.26591254307387646,0.5453920031426311,0.12884745618783566,-0.14651156626930584,-0.21823891495541559,0.2514698031068452,False,1.0,5478.849037820492,-0.4786996676035603,False,-15.54174767265273,-1.7227800551277859,0.08492830687841368,0.020844516077482278,1574,-0.04849208007306396,0.03289800074566997,-0.00601241439247998,0.025403183780452476,-0.00046480820722376304,0.0076226680125225975,0.01794618178822434,-2.5212157707216947,1.4784089838150263,-0.31797023948008146,1.0408928006552156,-0.02029634118316073,0.6494119611912594,1.2525519026292802,0.06352999616870392,0.05175502188041697,0.024506299890999395,close,-1.276347580607771,919.8074475050081,99,15.018754791647646,0.0008178560815076397,False,68,31,run+ledger,5.943161699883404,this run,0.163955716007209,-1.4055301119495602,False,False,False,False,False,False,0,6,False,True,underpowered
