ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,op,leg_a,leg_b,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
0.03559893194269765,0.5333333333333333,0.03559893194269765,,0.10417781109685535,0.5629416857262219,VXX,65,60,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MININDEX or MAXINDEX,or,MININDEX,MAXINDEX,gross,-0.15958664027339883,10696688.605066385,0.06793937934510005,0.4425243983366173,-0.6130909297681021,0.9899236307992346,0.7914307145370716,1077,False,False,True
0.03559893194269765,0.5333333333333333,0.03559893194269765,,0.10417781109685535,0.5629416857262219,VXX,65,60,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MININDEX vote MAXINDEX,vote,MININDEX,MAXINDEX,gross,-0.15958664027339883,10696688.605066385,0.06793937934510005,0.4425243983366173,-0.6130909297681021,0.9899236307992346,0.7914307145370716,1077,False,False,True
-0.015785865039378018,0.53125,-0.015785865039378014,,-0.046196241750171875,,VGK,65,64,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or LINEARREG_INTERCEPT_200,or,MAXINDEX,LINEARREG_INTERCEPT_200,gross,-0.049499292305273786,23468433.604964893,0.06743327957126194,0.4373036142135071,-0.5822101964258899,0.989944498952102,6.5520724286680405,4557,False,False,True
-0.03159976358955485,0.5384615384615384,-0.03159976358955485,,-0.09247452162994499,,EFA,65,65,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or LINEARREG_INTERCEPT_100,or,MAXINDEX,LINEARREG_INTERCEPT_100,gross,-0.05923472950954762,9653023.325181568,0.06314765140598849,0.43079041844369753,-0.5873521668903807,0.992582831769803,8.065264800555516,5551,False,False,True
-0.034600779425012475,0.5076923076923077,-0.034600779425012475,,-0.10125678682004172,,VLUE,65,65,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or TRIX,or,MAXINDEX,TRIX,gross,-0.07186743822702502,16952912.035967875,0.06670536252895518,0.4270232689283941,-0.6008122184293303,0.9929480905582582,6.3006313492740285,4296,False,False,True
-0.040345905603340046,0.5625,-0.04034590560334005,,-0.11806950105250286,,EFA,65,64,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or MIDPRICE_200,or,MAXINDEX,MIDPRICE_200,gross,-0.04712991272521397,8261329.26908451,0.06338129663310446,0.4330542447921235,-0.5759985318003125,0.9899329918703009,7.939053678124597,5518,False,False,True
-0.04185940728740878,0.5,-0.041859407287408786,,-0.12249865900565397,,VGK,65,64,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or EMA_200,or,MAXINDEX,EMA_200,gross,-0.07981441494398207,8283425.849706804,0.060094560816267684,0.4199077186787861,-0.5796403707160684,0.989944498952102,8.633713168303245,6024,False,False,True
-0.04246718561759233,0.53125,-0.04246718561759232,,-0.12427728023430609,,SQQQ,65,64,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or TRIMA_200,or,MAXINDEX,TRIMA_200,gross,-0.055635949961199554,9355621.118473262,0.06269475028573594,0.42826816265233175,-0.5801032058951161,0.989944498952102,8.260707588850208,5784,False,False,True
-0.04903129735864775,0.5,-0.04903129735864775,,-0.14348669904718137,,VGK,65,64,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or MIDPOINT_200,or,MAXINDEX,MIDPOINT_200,gross,-0.06009437355869236,8567487.562991276,0.06182026267901197,0.4254817091865414,-0.5763725829401789,0.9899340739921205,8.068832779794423,5620,False,False,True
-0.05831611887024571,0.515625,-0.058316118870245716,,-0.17065808674668467,,EFA,65,64,8.563997262149213,False,False,False,False,0,False,us_etfs,1d,MAXINDEX or MA_200,or,MAXINDEX,MA_200,gross,-0.05497692572495078,8638777.766154299,0.06161137201154559,0.42520931013803936,-0.5789309930761154,0.989944498952102,8.45489212833836,5927,False,False,True
