ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
0.3439014909235243,0.7575757575757576,0.6082177967707861,,0.5109076270355098,0.8666810439934238,DOT/USD,33,33,2.2070727812000914,False,True,False,False,1,True,crypto,4h,MINMAX,binance,-0.5214042213661753,1260861.4609740134,-0.24487363418779173,0.03882905016750196,-0.941140529451281,0.9907274094194549,250.64694883068174,23250,False,True,True
0.22474664506079037,0.6666666666666666,0.4326108176375123,,0.3338885644370026,0.7893512160838115,GRT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,ADXR,binance,-0.5948119129394354,117679.56512713595,-0.3530200773870171,-0.0770353246712515,-0.9579953870079218,0.9947846109181336,205.17322702778694,18516,False,True,True
0.193886546713382,0.6060606060606061,0.4956802340727455,,0.28804212284578834,0.7934990965120311,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,LINEARREG_ANGLE,binance,-0.35045318742845105,-77159.88156981062,-0.24696723745629165,0.11503736115497419,-0.9350132921225209,0.9988280327435354,326.6680430968995,29576,False,False,True
0.193886546713382,0.6060606060606061,0.4956802340727455,,0.28804212284578834,0.7934990965120311,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,LINEARREG_SLOPE,binance,-0.35045318742845105,-77159.88156981062,-0.24696723745629165,0.11503736115497419,-0.9350132921225209,0.9988280327435354,326.6680430968995,29576,False,False,True
0.17704493890967682,0.6363636363636364,0.4186915090141225,,0.2630218594693577,0.7518911741755876,ICP/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,ADX,binance,-0.6922364457041537,-113756.68664384838,-0.4296439398120144,-0.19452956232058982,-0.9759855681636491,0.9959337644446465,237.95651885423928,21505,False,True,True
0.16645169622481704,0.6060606060606061,0.455477179059402,,0.24728430489174022,0.6629691280444189,IMX/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MININDEX,binance,-0.2564401628392891,867364.9916884288,-0.06135970637093264,0.3136906090792202,-0.8979409551959807,0.8441668701734654,74.62406775042601,13427,False,True,True
0.14849596570972917,0.6363636363636364,0.2472771928247404,,0.22060887628421302,0.7731917116722732,GRT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,TEMA_1000,binance,-0.38543859771423433,-79726.24700004098,-0.13679425415087154,0.12421036879318541,-0.8445281173146788,0.7350759139262207,71.15873190625157,6664,False,False,True
0.12676381727553301,0.6666666666666666,0.1729599234232281,,0.1883231180658292,0.7375827137160474,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,TRIMA_1000,binance,-0.21608921804426648,157184.26911943383,-0.10339657353459328,0.2863673454544574,-0.9067373292831641,0.9116919713087401,44.89998026400211,4157,False,False,True
0.11624116586148162,0.5454545454545454,0.2208795219668675,,0.17269043543442306,0.7591793513580198,GRT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,T3_200,binance,-0.06735403219387615,837650.15108642,-0.008240687836456387,0.37468478729365984,-0.8743935359538437,0.8944546684110469,94.1937246808553,8562,False,False,True
0.08354966747585688,0.5757575757575758,0.1290001856080195,,0.1241232256221546,0.501822935195359,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MA_1000,binance,-0.24977993494316147,103523.75252363355,-0.15308171870474838,0.22501663925949447,-0.924196322413554,0.9116919713087401,48.50371073997102,4480,False,False,True
0.08354966747585688,0.5757575757575758,0.1290001856080195,,0.1241232256221546,0.501822935195359,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,SMA_1000,binance,-0.24977993494316147,103523.75252363355,-0.15308171870474838,0.22501663925949447,-0.924196322413554,0.9116919713087401,48.50371073997102,4480,False,False,True
0.07613601958009157,0.48484848484848486,0.15868356907314274,,0.1131093470724261,0.44184627109344377,GRT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,TSF_1000,binance,-0.10108626475381181,445123.7095675549,-0.07108168440939161,0.30307508442225733,-0.8878227959785023,0.9116919713087401,75.12414539129028,6891,False,False,True
