ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,op,leg_a,leg_b,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
0.15097172275540713,0.696969696969697,0.2940740522091979,,0.2242869154631855,0.7684750422880696,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MAXINDEX and MIDPOINT_200,and,MAXINDEX,MIDPOINT_200,binance,-0.19683248784297352,1519318.0899417775,0.1310684034438665,0.43326374223156366,-0.7189238432383139,0.3333514479805798,78.2013690649422,14257,False,False,True
0.09764304454261803,0.6060606060606061,0.2685970669167748,,0.14506065690446568,0.6318823952559036,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MAXINDEX and EMA_200,and,MAXINDEX,EMA_200,binance,-0.20965622382261245,1660504.0145781462,0.10499690292933796,0.39565044079423,-0.7288734077175958,0.3508010563399897,90.56718306556758,16525,False,False,True
0.09293225063666229,0.6363636363636364,0.25198772551480336,,0.13806219775419581,0.5678548786158589,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MAXINDEX and MA_200,and,MAXINDEX,MA_200,binance,-0.2086009356379932,1381157.7107877932,0.09959504030094028,0.39180493837366076,-0.7576051680162661,0.3603828407445624,85.16015701358324,15507,False,False,True
0.09293225063666229,0.6363636363636364,0.25198772551480336,,0.13806219775419581,0.5678548786158589,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MAXINDEX and SMA_200,and,MAXINDEX,SMA_200,binance,-0.2086009356379932,1381157.7107877932,0.09959504030094028,0.39180493837366076,-0.7576051680162661,0.3603828407445624,85.16015701358324,15507,False,False,True
0.09087137634798564,0.6363636363636364,0.20887968078082508,,0.13500051753402945,0.6617215642020586,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MAXINDEX and LINEARREG_INTERCEPT_200,and,MAXINDEX,LINEARREG_INTERCEPT_200,binance,-0.1504609091187496,2043323.613078274,0.13413015410060736,0.421741653834098,-0.7215405242767262,0.3574568198848732,62.424479141265664,11390,False,False,True
0.08095366505413348,0.5757575757575758,0.814168708259394,,0.12026654726493259,0.2842446910263766,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,HT_PHASOR and NATR,and,HT_PHASOR,NATR,binance,-0.35657482595757084,318150.14950173395,-0.04441122566190012,0.14905534674262963,-0.8521619351549449,0.494765886869962,627.4588490643,109033,False,False,True
0.08095366505413348,0.5757575757575758,0.814168708259394,,0.12026654726493259,0.2842446910263766,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,HT_PHASOR vote NATR,vote,HT_PHASOR,NATR,binance,-0.3580149371910327,315121.2334889704,-0.04536685625969876,0.14748848105553547,-0.8523500309002671,0.49485428329507825,627.6615898096844,109065,False,False,True
0.07823897309502201,0.6363636363636364,0.23549731807446994,,0.11623354111762732,0.5561812066701203,ARB/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,MAXINDEX and TRIMA_200,and,MAXINDEX,TRIMA_200,binance,-0.2105067182761562,1411487.3850535222,0.09718154032938572,0.38720202696544903,-0.7506367505609977,0.36218037233430794,83.57990774792074,15204,False,False,True
0.07720465575999058,0.6666666666666666,0.7981142361066621,,0.11469693651081533,0.40289791460981006,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,HT_PHASOR and ATR,and,HT_PHASOR,ATR,binance,-0.38806891850268094,213099.75009009743,-0.0766544174552363,0.10853626644828013,-0.8665239073731899,0.5095613311719834,613.400396803434,106998,False,False,True
0.07720465575999058,0.6666666666666666,0.7981142361066621,,0.11469693651081533,0.40289791460981006,APT/USD,33,33,2.2070727812000914,False,False,False,False,0,False,crypto,4h,HT_PHASOR vote ATR,vote,HT_PHASOR,ATR,binance,-0.38950309998595883,208975.90541383394,-0.07757425725301681,0.10697103023863189,-0.8667553589756127,0.5096497275970999,613.6227225852447,107036,False,False,True
