ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
0.36698000652983215,0.7,0.41384839698203396,8.830010866366159,0.6347137254110047,0.8008088264544958,ATOM/USD,20,20,2.991375770020534,False,True,True,False,2,True,crypto,1d,CORREL,binance,-0.3732538098258362,2247240.0730847293,-0.02906987276344824,0.4205026689340979,-0.8935880545399832,0.9323592601790747,41.74700821034707,3040,False,True,True
0.28374681337223545,0.7,0.33431570759695106,6.611093889285676,0.49075697254464,0.822542862523673,SOL/USD,20,20,2.991375770020534,False,True,True,False,2,True,crypto,1d,MAXINDEX,binance,-0.08752438496541397,3819028.7547184876,0.2065587627647151,0.6203862683739705,-0.8851001494808155,0.8503886825569656,11.329594062584373,1661,False,True,True
0.1956243684631795,0.55,0.23567823828047985,5.884031664243434,0.3383439682792261,0.6159628522128412,XTZ/USD,20,20,2.991375770020534,False,False,True,False,1,False,crypto,1d,ADX,binance,-0.4191518545488401,-15758.992473844224,-0.18264100602720146,0.29021364281425965,-0.9502682389219194,0.9823902812100276,39.09861465351899,2895,False,True,True
0.1508812912776906,0.55,0.21790943607811228,3.251013984154626,0.26095815787692234,0.5737431937139926,ATOM/USD,20,20,2.991375770020534,False,False,True,False,1,False,crypto,1d,AVGDEV,binance,-0.26866572449333315,201827.50781634767,-0.10369684419214478,0.39646027032047554,-0.9266039986074228,0.9877497608417583,63.160486629269016,4643,False,True,True
0.13535343284042203,0.4,0.2509383810062222,2.1710299220471594,0.2341018041219331,0.45613505294361617,XTZ/USD,20,20,2.991375770020534,False,False,False,False,0,False,crypto,1d,DX,binance,-0.4738609652607487,317080.7256778859,-0.23744042622407296,0.20709195635438551,-0.9570143933283942,0.9873669408680634,106.38544212245829,7799,False,True,True
0.10347695949526266,0.4,0.1504837672776939,3.2013185829210307,0.17896954953076646,0.32948442892618457,DOT/USD,20,20,2.991375770020534,False,False,True,False,1,False,crypto,1d,MINMAX,binance,-0.4689358126593974,123781.76315937495,-0.2166144353303036,0.22291887044040304,-0.9529861393754363,0.9760324593432458,40.63350260799923,3069,False,True,True
0.04901154312817151,0.6,0.12395142138738383,1.6540115125173231,0.08476837586108399,0.09317768323329834,XLM/USD,20,20,2.991375770020534,False,False,False,False,0,False,crypto,1d,NATR,binance,-0.3670571833731581,-101919.46071101859,-0.20585970068842122,0.27517925018223666,-0.9581314947813574,0.9873669408680634,72.68435800871323,5304,False,True,True
0.045321099641344,0.45,0.08092267042610957,2.2730084275027975,0.07838553458291028,-1.0456982477684287,XTZ/USD,20,20,2.991375770020534,False,False,False,False,0,False,crypto,1d,ADXR,binance,-0.42887219996338877,-66159.07524096032,-0.2459272857233794,0.19993787891141987,-0.965028073324887,0.9774136215519921,32.85104086976322,2421,False,True,True
0.04064248410398878,0.55,0.060930454990510516,3.0032798908928613,0.07029359103110498,-0.042854277051239356,HBAR/USD,20,20,2.991375770020534,False,False,True,False,1,False,crypto,1d,LINEARREG_INTERCEPT_100,binance,-0.39015192990051045,148073.621941466,-0.10311840024353627,0.29903037554721307,-0.9539040059847228,0.9621008226041899,17.525752150962706,1303,False,False,True
0.03790496415767884,0.65,0.07251007476398817,2.0953574051217703,0.06555888763421007,0.05240771978972323,XTZ/USD,20,20,2.991375770020534,False,False,False,False,0,False,crypto,1d,LINEARREG_200,binance,-0.4094438870055496,176269.34466367605,-0.11603529118300646,0.26624358507929274,-0.9236489830908792,0.9238188252346851,30.8133018695205,2285,False,False,True
