ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.10446244222952343,0.3673469387755102,-0.10446244222952343,0.0,-0.23811693505115789,,KBH,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,MAXINDEX,gross,-0.12550917527361483,22148512.721809812,0.03105521258560004,0.30939954553104926,-0.6263032655030955,0.8441110886409309,7.929525623309784,22796,False,True,True
-0.14108735246258725,0.3010204081632653,-0.14108735246258725,0.0,-0.321601594083533,,PHM,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,CDLLONGLEGGEDDOJI,gross,-0.18182550279728285,7571519.060831214,0.03077144052661329,0.29353815381991233,-0.5763370523296327,0.5833559347626129,28.49941176873188,81675,False,False,True
-0.14230010249316208,0.3010204081632653,-0.14230010249316208,0.0,-0.3243659973858144,,PHM,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,CDLDOJI,gross,-0.18093023955886323,7543093.2442823,0.030761918044192125,0.29352837440797314,-0.5768745854781991,0.5834549745591293,28.50046259650175,81677,False,False,True
-0.15367024253190698,0.32142857142857145,-0.15367024253190695,0.0,-0.3502836653949509,,KBH,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,TSF_9,gross,-0.16635298745309868,1699926.9450812412,0.004467456848806995,0.10890311757671012,-0.7606357021616379,0.9955363894735012,133.7146708439124,192842,False,False,True
-0.15848123188954286,0.34183673469387754,-0.15848123188954286,0.0,-0.36125007605847864,,PHM,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,HT_PHASOR,gross,-0.19971317073128297,931581.1743459378,-0.03518423241761723,0.09444199539231793,-0.7365792479909459,0.9821455578940043,105.86768794958209,153803,False,False,True
-0.17312193711612922,0.34183673469387754,-0.17312193711612922,0.0,-0.3946228345459969,,A,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,HT_TRENDMODE,gross,-0.1389445549095643,10452418.568862695,0.026577154961483156,0.3001050792830903,-0.6304413489703321,0.7794312988903869,25.649140297493812,75075,False,False,True
-0.1810253137361323,0.30612244897959184,-0.1810253137361323,0.0,-0.4126381879796756,,ATI,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,MININDEX,gross,-0.12983525690610578,13699980.270119559,0.027082949900131468,0.30214439713591756,-0.6391992228343953,0.8381861249490502,8.263862483353424,23617,False,True,True
-0.19397866678416129,0.2755102040816326,-0.19397866678416129,0.0,-0.4421647112027801,,KBH,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,CDLRICKSHAWMAN,gross,-0.21790116394047862,3981669.2046411503,0.02646570621013474,0.26764841631537756,-0.5319568878831519,0.4690035189211783,26.901993742065844,77113,False,False,True
-0.2061473638262037,0.29591836734693877,-0.2061473638262037,0.0,-0.46990265013446547,,PHM,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,LINEARREG_9,gross,-0.26983803633742787,741016.9925061516,-0.034160165741049325,-0.008234613821960581,-0.7885688079874482,0.9955363894735012,152.10151487567197,219706,False,False,True
-0.2155350359425431,0.27040816326530615,-0.2155350359425431,0.0,-0.491301381237233,,MRNA,196,196,5.1958932238193025,False,False,False,False,0,False,us_stocks,1d,CORREL,gross,-0.2426854385748057,-88869.60396101972,-0.05173864271581433,0.04800900747546857,-0.7474137444297024,0.9732152670210207,29.19479554546098,42339,False,True,True
