ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,op,leg_a,leg_b,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.14611910183589516,0.4,-0.14611910183589516,,-0.23641286783249954,,XPT/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,MAXINDEX or MACDFIX,or,MAXINDEX,MACDFIX,gross,0.20896707463744785,77966.35988275622,0.13042490359561182,0.5986961053530107,-0.5020990165635402,0.9972044263742014,101.24422983846344,1625,False,False,True
-0.15993068497843396,0.4,-0.15993068497843402,,-0.25875926839894814,,WTI/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,MAXINDEX gate MOM,gate,MAXINDEX,MOM,gross,0.1875048639538083,67006.05428365633,0.12808164976942876,0.5998880588009105,-0.46367062213677934,0.8474585634617394,56.96366557379338,1823,False,False,True
-0.15993068497843396,0.4,-0.15993068497843402,,-0.25875926839894814,,WTI/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,MAXINDEX gate ROC,gate,MAXINDEX,ROC,gross,0.1875048639538083,67006.05428365633,0.12808164976942876,0.5998880588009105,-0.46367062213677934,0.8474585634617394,56.96366557379338,1823,False,False,True
-0.15993068497843396,0.4,-0.15993068497843402,,-0.25875926839894814,,WTI/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,MAXINDEX gate ROCP,gate,MAXINDEX,ROCP,gross,0.1875048639538083,67006.05428365633,0.12808164976942876,0.5998880588009105,-0.46367062213677934,0.8474585634617394,56.96366557379338,1823,False,False,True
-0.15993068497843396,0.4,-0.15993068497843402,,-0.25875926839894814,,WTI/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,MAXINDEX gate ROCR,gate,MAXINDEX,ROCR,gross,0.1875048639538083,67006.05428365633,0.12808164976942876,0.5998880588009105,-0.46367062213677934,0.8474585634617394,56.96366557379338,1823,False,False,True
-0.15993068497843396,0.4,-0.15993068497843402,,-0.25875926839894814,,WTI/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,MAXINDEX gate ROCR100,gate,MAXINDEX,ROCR100,gross,0.1875048639538083,67006.05428365633,0.12808164976942876,0.5998880588009105,-0.46367062213677934,0.8474585634617394,56.96366557379338,1823,False,False,True
-0.1626829122102628,0.6,-0.1626829122102628,,-0.26321222440968317,,XAU/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,SAR gate MINMAXINDEX,gate,SAR,MINMAXINDEX,gross,0.31344759065697925,151078.7912086721,0.1774620512492487,0.7175917768252705,-0.4912910975729387,0.9916143651281276,275.40899031781623,4560,False,False,True
-0.16826610394856617,0.4,-0.16826610394856617,,-0.27224552911746486,,XAU/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,SAREXT vote MAXINDEX,vote,SAREXT,MAXINDEX,gross,0.37117866771869196,156125.4405821142,0.20131197594721933,0.9109996156713788,-0.3905699105911268,0.5978627903710203,180.83840218224134,5131,False,False,True
-0.1692276174551299,0.4,-0.1692276174551299,,-0.27380120638820055,,XAU/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,SAR vote MAXINDEX,vote,SAR,MAXINDEX,gross,0.3736629738425964,156419.58201510675,0.2017948183064367,0.9122623208320414,-0.3908647582181521,0.5979221618677972,180.6477785983712,5125,False,False,True
-0.1749551310518997,0.4,-0.1749551310518997,,-0.2830680161204606,,XAU/USD,5,5,2.617750399269907,False,False,False,False,0,False,commodities,4h,SAREXT gate WILLR,gate,SAREXT,WILLR,gross,0.3046275844959335,150697.6490682325,0.17111493139200162,0.6991282387266111,-0.49171171936606506,0.998506554969163,269.6371169259478,4329,False,False,True
